"rownum","rid","i32","i32","[i32]","BetrayalTargetsKey","i32","rid","[rid]","BetrayalUpgradesKey","bool","[i32]","[rid]","bool","[i32]","NPCTextAudioKey","[i32]"
1827,17,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],4255,[]
1828,17,11,3,[],"",100,"",[],"",1,[],[],"",[],4256,[]
1829,13,0,0,[],"",100,"",[],"","",[],[],1,[9],4262,[]
1830,13,0,1,[],"",100,1,[],"","",[],[],"",[],4263,[]
1831,13,0,2,[],"",100,2,[],"","",[],[],"",[],4264,[]
1832,13,0,3,[],"",100,4,[],"","",[],[],"",[],4265,[]
1833,13,0,4,[],"",100,3,[],"","",[],[],"",[],4266,[]
1834,13,0,5,[1],"",300,"",[],"","",[],[],"",[],4267,[]
1835,13,0,6,[3],"",300,"",[],"","",[],[],"",[],4268,[]
1836,13,0,7,[5],"",300,"",[],"","",[],[],"",[],4269,[]
1837,13,0,8,[6],"",300,"",[],"","",[],[],"",[],4270,[]
1838,13,0,9,[2],"",300,"",[],"","",[],[],"",[],4271,[]
1839,13,0,10,[],"",100,"",[],6,"",[],[],"",[],4272,[]
1840,13,0,11,[],"",100,"",[],15,"",[],[],"",[],4273,[]
1841,13,0,12,[],"",100,"",[],21,"",[],[],"",[],4274,[]
1842,13,0,13,[],"",100,"",[],37,"",[],[],"",[],4275,[]
1843,13,0,14,[],"",100,"",[],20,"",[],[],"",[],4276,[]
1844,13,13,0,[],"",100,"",[],"","",[],[],1,[],4277,[]
1845,13,1,0,[],"",100,1,[],"","",[],[],"",[],4278,[]
1846,13,1,1,[],"",100,2,[],"","",[],[],"",[],4279,[]
1847,13,1,2,[],"",100,4,[],"","",[],[],"",[],4280,[]
1848,13,1,3,[],"",100,3,[],"","",[],[],"",[],4281,[]
1849,13,1,4,[],"",100,"",[],"","",[],[],"",[],4282,[]
1850,13,1,5,[],"",100,"","[1,2]","","",[],[],"",[],4283,[]
1851,13,1,6,[],2,1000,"","[1,2]","","",[],[],1,[],4284,[]
1852,13,1,7,[],8,1000,"","[1,2]","","",[],[],1,[],4285,[]
1853,13,1,8,[],11,1000,"","[1,2]","","",[],[],1,[],4286,[]
1854,13,1,9,[],14,1000,"","[1,2]","","",[],[],1,[],4287,[]
1855,13,1,10,[],16,1000,"","[1,2]","","",[],[],1,[],4288,[]
1856,13,1,11,[7],"",100,"","[1,2]","","",[],[],"",[],4289,[]
1857,13,1,12,[],"",100,1,[0],"","",[],[],"",[],4290,[]
1858,13,1,13,[],"",100,2,[0],"","",[],[],"",[],4291,[]
1859,13,1,14,[],"",100,4,[0],"","",[],[],"",[],4292,[]
1860,13,1,15,[],"",100,3,[0],"","",[],[],"",[],4293,[]
1861,13,1,16,[],8,1000,"",[0],"","",[],[],1,[],4294,[]
1862,13,1,17,[],12,1000,"",[0],"","",[],[],1,[],4295,[]
1863,13,1,18,[],14,1000,"",[0],"","",[],[],1,[],4296,[]
1864,13,1,19,[],16,1000,"",[0],"","",[],[],1,[],4297,[]
1865,13,1,20,[],17,1000,"",[0],"","",[],[],1,[],4298,[]
1866,13,1,21,[],"",100,"",[0],"","",[],[],"",[],4299,[]
1867,13,2,0,[],"",100,1,[0],"","",[],[],"",[],4300,[]
1868,13,2,1,[],"",100,2,[0],"","",[],[],"",[],4301,[]
1869,13,2,2,[],"",100,4,[0],"","",[],[],"",[],4302,[]
1870,13,2,3,[],"",100,3,[0],"","",[],[],"",[],4303,[]
1871,13,2,4,[],4,1000,"",[0],"","",[],[],1,[],4304,[]
1872,13,2,5,[],8,1000,"",[0],"","",[],[],1,[],4305,[]
1873,13,2,6,[],14,1000,"",[0],"","",[],[],1,[],4306,[]
1874,13,2,7,[],17,1000,"",[0],"","",[],[],1,[],4307,[]
1875,13,2,8,[],"",100,"",[0],"","",[],[],"",[],4308,[]
1876,13,1,22,[7],"",100,1,[],"","",[],[],"",[],4309,[]
1877,13,1,23,[7],"",100,2,[],"","",[],[],"",[],4310,[]
1878,13,1,24,[7],"",100,4,[],"","",[],[],"",[],4311,[]
1879,13,1,25,[7],"",100,3,[],"","",[],[],"",[],4312,[]
1880,13,1,26,[7],4,1000,"",[],"","",[],[],1,[],4313,[]
1881,13,1,27,[7],8,1000,"",[],"","",[],[],1,[],4314,[]
1882,13,1,28,[7],12,1000,"",[],"","",[],[],1,[],4315,[]
1883,13,1,29,[7],14,1000,"",[],"","",[],[],1,[],4316,[]
1884,13,1,30,[7],16,1000,"",[],"","",[],[],1,[],4317,[]
1885,13,1,31,[7],"",100,"",[],"","",[],[],"",[],4318,[]
1886,13,3,0,[],"",100,1,[],"","",[],[],"",[],4319,[]
1887,13,3,1,[],"",100,2,[],"","",[],[],"",[],4320,[]
1888,13,3,2,[],"",100,4,[],"","",[],[],"",[],4321,[]
1889,13,3,3,[],"",100,3,[],"","",[],[],"",[],4322,[]
1890,13,4,0,[],"",100,"",[0],"","",[],[],"",[],4323,[]
1891,13,4,1,[],"",100,2,[],"","",[],[],"",[],4324,[]
1892,13,4,2,[],"",100,4,[],"","",[],[],"",[],4325,[]
1893,13,5,0,[],"",100,1,[],"","",[],[],"",[],4326,[]
1894,13,5,1,[],"",100,2,[],"","",[],[],"",[],4327,[]
1895,13,5,2,[],"",100,4,[],"","",[],[],"",[],4328,[]
1896,13,5,3,[],"",100,3,[],"","",[],[],"",[],4329,[]
1897,13,5,4,[1],"",300,"",[],"","",[],[],"",[],4330,[]
1898,13,5,5,[3],"",300,"",[],"","",[],[],"",[],4331,[]
1899,13,5,6,[5],"",300,"",[],"","",[],[],"",[],4332,[]
1900,13,5,7,[6],"",300,"",[],"","",[],[],"",[],4333,[]
1901,13,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],4334,[]
1902,13,5,9,[],"",100,"","[1,2]","","",[],[],"",[],4335,[]
1903,13,5,10,[],"",100,"",[0],"","",[],[],"",[],4336,[]
1904,13,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],4337,[]
1905,13,8,1,[],"",300,"",[],"","",[],"[3,13,14,15]","",[],4338,[]
1906,13,8,2,[],"",300,"",[],"","",[],[7],"",[],4339,[]
1907,13,8,3,[],"",300,"",[],"","",[],[4],"",[],4340,[]
1908,13,8,4,[],"",300,"",[],"","",[],[10],"",[],4341,[]
1909,13,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],4342,[]
1910,13,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],4343,[]
1911,13,9,0,[],"",100,"",[],"","",[],[3],"",[],4344,[]
1912,13,9,1,[],"",100,"",[],"","",[],[7],"",[],4345,[]
1913,13,9,2,[],"",100,"",[],"","",[],"[4,13,14,15]","",[],4346,[]
1914,13,9,3,[],"",100,"",[],"","",[],[10],"",[],4347,[]
1915,13,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],4348,[]
1916,13,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],4349,[]
1917,13,6,0,[],"",300,"",[],"","",[],[5],"",[],4350,[]
1918,13,6,1,[],"",300,"",[],"","",[],[11],"",[],4351,[]
1919,13,6,2,[],"",300,"",[],"","",[],[6],"",[],4352,[]
1920,13,6,3,[],"",300,"",[],"","",[],[12],"",[],4353,[]
1921,13,6,4,[],1,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4354,[]
1922,13,6,5,[],7,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4355,[]
1923,13,6,6,[],8,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4356,[]
1924,13,6,7,[],12,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4357,[]
1925,13,6,8,[],14,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4358,[]
1926,13,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],4359,[]
1927,13,10,0,[],"",100,"",[],"","",[],[2],"",[],4360,[]
1928,13,10,1,[],"",100,"",[],"","",[7],[2],"",[],4361,[]
1929,13,10,2,[],"",100,"",[2],"","",[],[2],"",[],4362,[]
1930,13,10,3,[1],"",300,"",[],"","",[],[2],"",[],4363,[]
1931,13,7,0,[],"",100,"",[],"","",[],[],"",[],4364,[]
1932,13,7,1,[],1,1000,"",[],"","",[],[],1,[],4365,[]
1933,13,7,2,[],8,1000,"",[],"","",[],[],1,[],4366,[]
1934,13,7,3,[],12,1000,"",[],"","",[],[],1,[],4367,[]
1935,13,7,4,[],14,1000,"",[],"","",[],[],1,[],4368,[]
1936,13,7,5,[],17,1000,"",[],"","",[],[],1,[],4369,[]
1937,13,7,6,[],"",100,"",[],"","",[],[],"",[],4370,[]
1938,13,11,0,[],"",100,"",[],"","",[],[],"",[],4371,[]
1939,13,11,1,[1],"",300,"",[],"","",[],[],"",[],4372,[]
1940,13,11,2,[3],"",300,"",[],"","",[],[],"",[],4373,[]
1941,13,12,0,[],"",100,"",[1],"","",[],[],"",[],4374,[]
1942,13,12,1,[],"",100,"",[2],"","",[],[],"",[],4375,[]
1943,13,12,2,[],"",100,"",[0],"","",[],[],"",[],4376,[]
1944,13,14,0,[],"",100,"",[],"","",[],[],"",[],4377,[]
1945,13,0,17,[9],"",100,"",[],"",1,[],[],"",[],4378,[]
1946,13,5,11,[],"",100,"",[],"",1,[],[],"",[],4379,[]
1947,13,5,12,[],"",100,"",[],"",1,[],[],"",[],4380,[]
1948,13,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],4381,[]
1949,13,11,3,[],"",100,"",[],"",1,[],[],"",[],4382,[]
1950,14,0,0,[],"",100,"",[],"","",[],[],1,[9],4388,[]
1951,14,0,1,[],"",100,1,[],"","",[],[],"",[],4389,[]
1952,14,0,2,[],"",100,2,[],"","",[],[],"",[],4390,[]
1953,14,0,3,[],"",100,4,[],"","",[],[],"",[],4391,[]
1954,14,0,4,[],"",100,3,[],"","",[],[],"",[],4392,[]
1955,14,0,5,[1],"",300,"",[],"","",[],[],"",[],4393,[]
1956,14,0,6,[3],"",300,"",[],"","",[],[],"",[],4394,[]
1957,14,0,7,[5],"",300,"",[],"","",[],[],"",[],4395,[]
1958,14,0,8,[6],"",300,"",[],"","",[],[],"",[],4396,[]
1959,14,0,9,[2],"",300,"",[],"","",[],[],"",[],4397,[]
1960,14,0,10,[],"",100,"",[],34,"",[],[],"",[],4398,[]
1961,14,0,11,[],"",100,"",[],35,"",[],[],"",[],4399,[]
1962,14,0,12,[],"",100,"",[],23,"",[],[],"",[],4400,[]
1963,14,0,13,[],"",100,"",[],16,"",[],[],"",[],4401,[]
1964,14,0,14,[],"",100,"",[],5,"",[],[],"",[],4402,[]
1965,14,13,0,[],"",100,"",[],"","",[],[],1,[],4403,[]
1966,14,1,0,[],"",100,1,[],"","",[],[],"",[],4404,[]
1967,14,1,1,[],"",100,2,[],"","",[],[],"",[],4405,[]
1968,14,1,2,[],"",100,4,[],"","",[],[],"",[],4406,[]
1969,14,1,3,[],"",100,3,[],"","",[],[],"",[],4407,[]
1970,14,1,4,[],"",100,"",[],"","",[],[],"",[],4408,[]
1971,14,1,5,[],"",100,"","[1,2]","","",[],[],"",[],4409,[]
1972,14,1,6,[],1,1000,"","[1,2]","","",[],[],1,[],4410,[]
1973,14,1,7,[],8,1000,"","[1,2]","","",[],[],1,[],4411,[]
1974,14,1,8,[],10,1000,"","[1,2]","","",[],[],1,[],4412,[]
1975,14,1,9,[],12,1000,"","[1,2]","","",[],[],1,[],4413,[]
1976,14,1,10,[],13,1000,"","[1,2]","","",[],[],1,[],4414,[]
1977,14,1,11,[],"",100,"","[1,2]","","",[7],[],"",[],4415,[]
1978,14,1,12,[],"",100,1,[0],"","",[],[],"",[],4416,[]
1979,14,1,13,[],"",100,2,[0],"","",[],[],"",[],4417,[]
1980,14,1,14,[],"",100,4,[0],"","",[],[],"",[],4418,[]
1981,14,1,15,[],"",100,3,[0],"","",[],[],"",[],4419,[]
1982,14,1,16,[],8,1000,"",[0],"","",[],[],1,[],4420,[]
1983,14,1,17,[],12,1000,"",[0],"","",[],[],1,[],4421,[]
1984,14,1,18,[],13,1000,"",[0],"","",[],[],1,[],4422,[]
1985,14,1,19,[],16,1000,"",[0],"","",[],[],1,[],4423,[]
1986,14,1,20,[],17,1000,"",[0],"","",[],[],1,[],4424,[]
1987,14,1,21,[],"",100,"",[0],"","",[],[],"",[],4425,[]
1988,14,2,0,[],"",100,1,[0],"","",[],[],"",[],4426,[]
1989,14,2,1,[],"",100,2,[0],"","",[],[],"",[],4427,[]
1990,14,2,2,[],"",100,4,[0],"","",[],[],"",[],4428,[]
1991,14,2,3,[],"",100,3,[0],"","",[],[],"",[],4429,[]
1992,14,2,4,[],4,1000,"",[0],"","",[],[],1,[],4430,[]
1993,14,2,5,[],10,1000,"",[0],"","",[],[],1,[],4431,[]
1994,14,2,6,[],6,1000,"",[0],"","",[],[],1,[],4432,[]
1995,14,2,7,[],13,1000,"",[0],"","",[],[],1,[],4433,[]
1996,14,2,8,[],17,1000,"",[0],"","",[],[],1,[],4434,[]
1997,14,2,9,[],"",100,"",[0],"","",[],[],"",[],4435,[]
1998,14,1,22,[7],"",100,1,[],"","",[],[],"",[],4436,[]
1999,14,1,23,[7],"",100,2,[],"","",[],[],"",[],4437,[]
2000,14,1,24,[7],"",100,4,[],"","",[],[],"",[],4438,[]
2001,14,1,25,[7],"",100,3,[],"","",[],[],"",[],4439,[]
2002,14,1,26,[7],7,1000,"",[],"","",[],[],1,[],4440,[]
2003,14,1,27,[7],8,1000,"",[],"","",[],[],1,[],4441,[]
2004,14,1,28,[7],10,1000,"",[],"","",[],[],1,[],4442,[]
2005,14,1,29,[7],12,1000,"",[],"","",[],[],1,[],4443,[]
2006,14,1,30,[7],13,1000,"",[],"","",[],[],1,[],4444,[]
2007,14,1,31,[7],"",100,"",[],"","",[],[],"",[],4445,[]
2008,14,3,0,[],"",100,1,[],"","",[],[],"",[],4446,[]
2009,14,3,1,[],"",100,2,[],"","",[],[],"",[],4447,[]
2010,14,3,2,[],"",100,4,[],"","",[],[],"",[],4448,[]
2011,14,3,3,[],"",100,3,[],"","",[],[],"",[],4449,[]
2012,14,4,0,[],"",100,"",[0],"","",[],[],"",[],4450,[]
2013,14,4,1,[],"",100,2,[],"","",[],[],"",[],4451,[]
2014,14,4,2,[],"",100,4,[],"","",[],[],"",[],4452,[]
2015,14,5,0,[],"",100,1,[],"","",[],[],"",[],4453,[]
2016,14,5,1,[],"",100,2,[],"","",[],[],"",[],4454,[]
2017,14,5,2,[],"",100,4,[],"","",[],[],"",[],4455,[]
2018,14,5,3,[],"",100,3,[],"","",[],[],"",[],4456,[]
2019,14,5,4,[1],"",300,"",[],"","",[],[],"",[],4457,[]
2020,14,5,5,[3],"",300,"",[],"","",[],[],"",[],4458,[]
2021,14,5,6,[5],"",300,"",[],"","",[],[],"",[],4459,[]
2022,14,5,7,[6],"",300,"",[],"","",[],[],"",[],4460,[]
2023,14,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],4461,[]
2024,14,5,9,[],"",100,"","[1,2]","","",[],[],"",[],4462,[]
2025,14,5,10,[],"",100,"",[0],"","",[],[],"",[],4463,[]
2026,14,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22]","",[],4464,[]
2027,14,8,1,[],"",300,"",[],"","",[],[3],"",[],4465,[]
2028,14,8,2,[],"",300,"",[],"","",[],[7],"",[],4466,[]
2029,14,8,3,[],"",300,"",[],"","",[],"[4,13,14,15]","",[],4467,[]
2030,14,8,4,[],"",300,"",[],"","",[],[10],"",[],4468,[]
2031,14,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],4469,[]
2032,14,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],4470,[]
2033,14,9,0,[],"",100,"",[],"","",[],[3],"",[],4471,[]
2034,14,9,1,[],"",100,"",[],"","",[],[7],"",[],4472,[]
2035,14,9,2,[],"",100,"",[],"","",[],"[4,13,14,15]","",[],4473,[]
2036,14,9,3,[],"",100,"",[],"","",[],[10],"",[],4474,[]
2037,14,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],4475,[]
2038,14,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],4476,[]
2039,14,6,0,[],"",300,"",[],"","",[],[5],"",[],4477,[]
2040,14,6,1,[],"",300,"",[],"","",[],[11],"",[],4478,[]
2041,14,6,2,[],"",300,"",[],"","",[],[6],"",[],4479,[]
2042,14,6,3,[],"",300,"",[],"","",[],[12],"",[],4480,[]
2043,14,6,4,[],8,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4481,[]
2044,14,6,5,[],6,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4482,[]
2045,14,6,6,[],12,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4483,[]
2046,14,6,7,[],13,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4484,[]
2047,14,6,8,[],17,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4485,[]
2048,14,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],4486,[]
2049,14,10,0,[],"",100,"",[],"","",[],[2],"",[],4487,[]
2050,14,10,1,[],"",100,"",[],"","",[7],[2],"",[],4488,[]
2051,14,10,2,[],"",100,"",[2],"","",[],[2],"",[],4489,[]
2052,14,10,3,[1],"",300,"",[],"","",[],[2],"",[],4490,[]
2053,14,7,0,[],"",100,"",[],"","",[],[],"",[],4491,[]
2054,14,7,1,[],4,1000,"",[],"","",[],[],1,[],4492,[]
2055,14,7,2,[],8,1000,"",[],"","",[],[],1,[],4493,[]
2056,14,7,3,[],10,1000,"",[],"","",[],[],1,[],4494,[]
2057,14,7,4,[],12,1000,"",[],"","",[],[],1,[],4495,[]
2058,14,7,5,[],13,1000,"",[],"","",[],[],1,[],4496,[]
2059,14,11,0,[],"",100,"",[],"","",[],[],"",[],4498,[]
2060,14,11,1,[1],"",300,"",[],"","",[],[],"",[],4499,[]
2061,14,11,2,[3],"",300,"",[],"","",[],[],"",[],4500,[]
2062,14,12,0,[],"",100,"",[1],"","",[],[],"",[],4501,[]
2063,14,12,1,[],"",100,"",[2],"","",[],[],"",[],4502,[]
2064,14,12,2,[],"",100,"",[0],"","",[],[],"",[],4503,[]
2065,14,14,0,[],"",100,"",[],"","",[],[],"",[],4504,[]
2066,14,0,15,[9],"",100,"",[],"",1,[],[],"",[],4505,[]
2067,14,0,16,[6],"",100,"",[],"",1,[],[],"",[],4506,[]
2068,14,5,11,[],"",100,"",[],"",1,[],[],"",[],4507,[]
2069,14,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22]","",[],4508,[]
2070,14,11,3,[],"",100,"",[],"",1,[],[],"",[],4509,[]
2071,0,10,0,[],"",100,"",[],"","",[],[],1,[],4515,[]
2072,0,12,0,[],"",100,"",[],"","",[],[],1,[],4516,[]
2073,0,2,0,[],4,100,"","[1,2]","",1,[],[],"",[],2414,[]
2074,0,2,1,[],4,100,"",[0],"",1,[],[],"",[],2415,[]
2075,0,2,2,[],4,100,"",[0],"",1,[],[],"",[],2416,[]
2076,0,2,3,[],4,100,"",[],"",1,[7],[],"",[],2417,[]
2077,0,2,4,[7],4,100,"",[],"",1,[],[],"",[],2418,[]
2078,0,2,5,[],1,100,"","[1,2]","",1,[],[],"",[],2541,[]
2079,0,2,6,[],1,100,"",[0],"",1,[],[],"",[],2542,[]
2080,0,2,7,[],1,100,"",[0],"",1,[],[],"",[],2543,[]
2081,0,2,8,[],1,100,"",[],"",1,[7],[],"",[],2544,[]
2082,0,2,9,[],1,100,"","[1,2]","",1,[],[],"",[],2545,[]
2083,0,2,10,[],10,100,"","[1,2]","",1,[],[],"",[],2672,[]
2084,0,2,11,[],10,100,"",[0],"",1,[],[],"",[],2673,[]
2085,0,2,12,[],10,100,"",[0],"",1,[],[],"",[],2674,[]
2086,0,2,13,[],10,100,"",[],"",1,[7],[],"",[],2675,[]
2087,0,2,14,[],10,100,"","[1,2]","",1,[],[],"",[],2676,[]
2088,0,2,15,[],12,100,"","[1,2]","",1,[],[],"",[],2857,[]
2089,0,2,16,[],12,100,"",[0],"",1,[],[],"",[],2858,[]
2090,0,2,17,[],12,100,"",[0],"",1,[],[],"",[],2859,[]
2091,0,2,18,[],12,100,"",[],"",1,[7],[],"",[],2860,[]
2092,0,2,19,[],12,100,"","[1,2]","",1,[],[],"",[],2861,[]
2093,0,2,20,[],16,100,"","[1,2]","",1,[],[],"",[],2984,[]
2094,0,2,21,[],16,100,"",[0],"",1,[],[],"",[],2985,[]
2095,0,2,22,[],16,100,"",[0],"",1,[],[],"",[],2986,[]
2096,0,2,23,[],16,100,"","[1,2]","",1,[],[],"",[],2987,[]
2097,0,2,24,[7],16,100,"",[],"",1,[],[],"",[],2988,[]
2098,0,2,25,[],15,100,"","[1,2]","",1,[],[],"",[],3111,[]
2099,0,2,26,[],15,100,"",[0],"",1,[],[],"",[],3112,[]
2100,0,2,27,[],15,100,"",[0],"",1,[],[],"",[],3113,[]
2101,0,2,28,[],15,100,"",[],"",1,[7],[],"",[],3114,[]
2102,0,2,29,[],15,100,"","[1,2]","",1,[],[],"",[],3115,[]
2103,0,2,30,[],7,100,"",[0],"",1,[],[],"",[],3238,[]
2104,0,2,31,[],7,100,"",[0],"",1,[],[],"",[],3239,[]
2105,0,2,32,[],7,100,"",[0],"",1,[],[],"",[],3240,[]
2106,0,2,33,[],7,100,"",[],"",1,[7],[],"",[],3241,[]
2107,0,2,34,[],7,100,"","[2,1]","",1,[],[],"",[],3242,[]
2108,0,2,35,[],2,100,"","[1,2]","",1,[],[],"",[],3366,[]
2109,0,2,36,[],2,100,"",[0],"",1,[],[],"",[],3367,[]
2110,0,2,37,[],2,100,"",[0],"",1,[],[],"",[],3368,[]
2111,0,2,38,[],2,100,"",[],"",1,[7],[],"",[],3369,[]
2112,0,2,39,[],2,100,"","[1,2]","",1,[],[],"",[],3370,[]
2113,0,2,40,[],3,100,"","[1,2]","",1,[],[],"",[],3495,[]
2114,0,2,41,[],3,100,"",[0],"",1,[],[],"",[],3496,[]
2115,0,2,42,[],3,100,"",[0],"",1,[],[],"",[],3497,[]
2116,0,2,43,[7],3,100,"",[],"",1,[],[],"",[],3498,[]
2117,0,2,44,[],3,100,"","[1,2]","",1,[],[],"",[],3499,[]
2118,0,2,45,[],5,100,"","[1,2]","",1,[],[],"",[],3622,[]
2119,0,2,46,[],5,100,"",[0],"",1,[],[],"",[],3623,[]
2120,0,2,47,[],5,100,"",[0],"",1,[],[],"",[],3624,[]
2121,0,2,48,[],5,100,"","[1,2]","",1,[],[],"",[],3625,[]
2122,0,2,49,[],5,100,"",[],"",1,[7],[],"",[],3626,[]
2123,0,2,50,[],8,100,"",[0],"",1,[],[],"",[],3748,[]
2124,0,2,51,[],8,100,"","[1,2]","",1,[],[],"",[],3749,[]
2125,0,2,52,[],8,100,"",[0],"",1,[],[],"",[],3750,[]
2126,0,2,53,[],8,100,"","[1,2]","",1,[],[],"",[],3751,[]
2127,0,2,54,[],8,100,"",[],"",1,[7],[],"",[],3752,[]
2128,0,2,55,[],9,100,"",[0],"",1,[],[],"",[],3875,[]
2129,0,2,56,[],9,100,"","[1,2]","",1,[],[],"",[],3876,[]
2130,0,2,57,[],9,100,"",[0],"",1,[],[],"",[],3877,[]
2131,0,2,58,[],9,100,"","[1,2]","",1,[],[],"",[],3878,[]
2132,0,2,59,[],9,100,"",[],"",1,[7],[],"",[],3879,[]
2133,0,2,60,[],6,100,"",[0],"",1,[],[],"",[],4001,[]
2134,0,2,61,[],6,100,"","[1,2]","",1,[],[],"",[],4002,[]
2135,0,2,62,[],6,100,"",[0],"",1,[],[],"",[],4003,[]
2136,0,2,63,[],6,100,"","[1,2]","",1,[],[],"",[],4004,[]
2137,0,2,64,[],6,100,"",[],"",1,[7],[],"",[],4005,[]
2138,0,2,65,[],11,100,"",[0],"",1,[],[],"",[],4129,[]
2139,0,2,66,[],11,100,"","[1,2]","",1,[],[],"",[],4130,[]
2140,0,2,67,[],11,100,"",[0],"",1,[],[],"",[],4131,[]
2141,0,2,68,[],11,100,"","[1,2]","",1,[],[],"",[],4132,[]
2142,0,2,69,[],11,100,"",[],"",1,[7],[],"",[],4133,[]
2143,0,2,70,[],17,100,"",[0],"",1,[],[],"",[],4257,[]
2144,0,2,71,[],17,100,"","[1,2]","",1,[],[],"",[],4258,[]
2145,0,2,72,[],17,100,"",[0],"",1,[],[],"",[],4259,[]
2146,0,2,73,[],17,100,"","[1,2]","",1,[],[],"",[],4260,[]
2147,0,2,74,[],17,100,"",[],"",1,[7],[],"",[],4261,[]
2148,0,2,75,[],13,100,"",[0],"",1,[],[],"",[],4383,[]
2149,0,2,76,[],13,100,"",[0],"",1,[],[],"",[],4384,[]
2150,0,2,77,[],13,100,"","[1,2]","",1,[],[],"",[],4385,[]
2151,0,2,78,[],13,100,"",[],"",1,[7],[],"",[],4386,[]
2152,0,2,79,[],13,100,"","[1,2]","",1,[],[],"",[],4387,[]
2153,0,2,80,[],14,100,"",[0],"",1,[],[],"",[],4510,[]
2154,0,2,81,[],14,100,"","[1,2]","",1,[],[],"",[],4511,[]
2155,0,2,82,[],14,100,"",[0],"",1,[],[],"",[],4512,[]
2156,0,2,83,[],14,100,"","[1,2]","",1,[],[],"",[],4513,[]
2157,0,2,84,[],14,100,"",[],"",1,[7],[],"",[],4514,[]
