"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","rid"
501,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTestCharacterPortrait2",40,2,2,"Test Character Portrait 2","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,328,-1293667411,[],"","","",[],[],"","","","","",""
502,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterPortraitFrame1",40,2,2,"Warrior Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,328,-470881401,[],"","","",[],[],"","","","","",""
503,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterPortraitFrame2",40,2,2,"Champion Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,329,-975051957,[],"","","",[],[],"","","","","",""
504,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterPortraitFrame3",40,2,2,"Conqueror Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,330,2035841974,[],"","","",[],[],"","","","","",""
505,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterPortraitFrame4",40,2,2,"Journeyman Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,331,-1529793966,[],"","","",[],[],"","","","","",""
506,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterPortraitFrame5",40,2,2,"Master Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,332,-2105843449,[],"","","",[],[],"","","","","",""
507,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterPortraitFrame6",40,2,2,"Grandmaster Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,333,-942974656,[],"","","",[],[],"","","","","",""
508,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBody",40,2,2,"Seraph Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,334,-1252464835,[],"","","",[],[],"","","","","",""
509,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBoots",40,2,2,"Seraph Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,335,-1775893035,[],"","","",[],[],"","","","","",""
510,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphGloves",40,2,2,"Seraph Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,336,396259177,[],"","","",[],[],"","","","","",""
511,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphHelmet",40,2,2,"Seraph Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,337,236234334,[],"","","",[],[],"","","","","",""
512,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBattleWings",40,2,2,"Seraph Battle Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,338,717631348,[],"","","",[],[],"","","","","",""
513,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBodyMetal",40,2,2,"Elite Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,339,-1354464454,[],"","","",[],[],"","","","","",""
514,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBootsMetal",40,2,2,"Elite Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,340,-886557726,[],"","","",[],[],"","","","","",""
515,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphHelmetMetal",40,2,2,"Elite Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,342,1763059574,[],"","","",[],[],"","","","","",""
516,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphGlovesMetal",40,2,2,"Elite Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,341,1274040931,[],"","","",[],[],"","","","","",""
517,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBodyAlabaster",40,2,2,"Alabaster Seraph Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,343,254688603,[],"","","",[],[],"","","","","",""
518,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBootsAlabaster",40,2,2,"Alabaster Seraph Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,344,1574635558,[],"","","",[],[],"","","","","",""
519,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphHelmetAlabaster",40,2,2,"Alabaster Seraph Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,346,837249944,[],"","","",[],[],"","","","","",""
520,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphGlovesAlabaster",40,2,2,"Alabaster Seraph Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,345,1377665786,[],"","","",[],[],"","","","","",""
521,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBodyCerulean",40,2,2,"Cerulean Seraph Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,347,-1142541498,[],"","","",[],[],"","","","","",""
522,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBootsCerulean",40,2,2,"Cerulean Seraph Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,348,-339578756,[],"","","",[],[],"","","","","",""
523,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphGlovesCerulean",40,2,2,"Cerulean Seraph Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,349,-709910217,[],"","","",[],[],"","","","","",""
524,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphHelmetCerulean",40,2,2,"Cerulean Seraph Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,350,1520599942,[],"","","",[],[],"","","","","",""
525,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBodyGolden",40,2,2,"Golden Seraph Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,351,-1388690766,[],"","","",[],[],"","","","","",""
526,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBootsGolden",40,2,2,"Golden Seraph Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,352,700747120,[],"","","",[],[],"","","","","",""
527,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphGlovesGolden",40,2,2,"Golden Seraph Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,353,647924184,[],"","","",[],[],"","","","","",""
528,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphHelmetGolden",40,2,2,"Golden Seraph Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,354,752313284,[],"","","",[],[],"","","","","",""
529,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBodyObsidian",40,2,2,"Obsidian Seraph Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,355,-309258488,[],"","","",[],[],"","","","","",""
530,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBootsObsidian",40,2,2,"Obsidian Seraph Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,356,-1820802558,[],"","","",[],[],"","","","","",""
531,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphGlovesObsidian",40,2,2,"Obsidian Seraph Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,357,2132457078,[],"","","",[],[],"","","","","",""
532,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphHelmetObsidian",40,2,2,"Obsidian Seraph Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,358,1952767627,[],"","","",[],[],"","","","","",""
533,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBodySanguine",40,2,2,"Sanguine Seraph Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,359,-441237223,[],"","","",[],[],"","","","","",""
534,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphBootsSanguine",40,2,2,"Sanguine Seraph Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,360,-1331155358,[],"","","",[],[],"","","","","",""
535,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphGlovesSanguine",40,2,2,"Sanguine Seraph Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,361,-1567703250,[],"","","",[],[],"","","","","",""
536,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphHelmetSanguine",40,2,2,"Sanguine Seraph Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,362,-1761305179,[],"","","",[],[],"","","","","",""
537,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneBody",40,2,2,"Arcane Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,363,-1089146288,[],"","","",[],[],"","","","","",""
538,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneBoots",40,2,2,"Arcane Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,364,1570944429,[],"","","",[],[],"","","","","",""
539,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneGloves",40,2,2,"Arcane Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,365,579135332,[],"","","",[],[],"","","","","",""
540,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneHelmet",40,2,2,"Arcane Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,366,-254765721,[],"","","",[],[],"","","","","",""
541,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricBody",40,2,2,"Vampiric Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,367,205887095,[],"","","",[],[],"","","","","",""
542,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricBoots",40,2,2,"Vampiric Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,368,1170798256,[],"","","",[],[],"","","","","",""
543,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricGloves",40,2,2,"Vampiric Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,369,1100716713,[],"","","",[],[],"","","","","",""
544,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricHelmet",40,2,2,"Vampiric Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,370,1310609370,[],"","","",[],[],"","","","","",""
545,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantBody",40,2,2,"Verdant Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,371,-1732898580,[],"","","",[],[],"","","","","",""
546,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantBoots",40,2,2,"Verdant Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,372,-1315240369,[],"","","",[],[],"","","","","",""
547,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantGloves",40,2,2,"Verdant Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,373,721942942,[],"","","",[],[],"","","","","",""
548,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantHelmet",40,2,2,"Verdant Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,374,-1873404958,[],"","","",[],[],"","","","","",""
549,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRitualHornsRed",40,2,2,"Invasion Ritual Horns","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,375,1864203194,[],"","","",[],[],"","","","","",""
550,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRitualHornsBlue",40,2,2,"Ambush Ritual Horns","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,376,1871715541,[],"","","",[],[],"","","","","",""
551,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphWings",40,2,2,"Seraph Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,388,-1313757287,[],"","","",[],[],"","","","","",""
552,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonWings",40,2,2,"Tentacle Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,387,-2076867287,[],"","","",[],[],"","","","","",""
553,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworks",40,1,1,"Win Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,377,-477431909,[],"","","",[],[],"","","","","",""
554,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworksSingapore",40,1,1,"Red and White Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,378,-1112958732,[],"","","",[],[],"","","","","",""
555,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworksRedWhiteBlue",40,1,1,"Red, White and Blue Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,379,1553618416,[],"","","",[],[],"","","","","",""
556,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworksGore",40,1,1,"Gore Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,380,1827298495,[],"","","",[],[],"","","","","",""
557,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionArcticAurora",40,1,1,"Northern Light Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,381,-1102878240,[],"","","",[],[],"","","","","",""
558,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworksBrazil",40,1,1,"Carnival Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,382,1147953860,[],"","","",[],[],"","","","","",""
559,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworksSoulercoaster",40,1,1,"Dark Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,383,1882529991,[],"","","",[],[],"","","","","",""
560,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFireworksClassic",40,1,1,"Classic Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,384,-746767990,[],"","","",[],[],"","","","","",""
561,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionHallowedFireworks",40,2,2,"Hallowed Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,385,1178027478,[],"","","",[],[],"","","","","",""
562,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionFrigidFireworks",40,2,2,"Frigid Fireworks","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,386,-472782473,[],"","","",[],[],"","","","","",""
563,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBandana",40,1,1,"Bandana","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,389,162869365,[],"","","",[],[],"","","","","",""
564,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBandanaEffect",40,1,1,"Bandana Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,389,52558872,[],"","","",[],[],"","","","","",""
565,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterFlag1",40,2,2,"Apprentice Banner Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,391,1221568994,[],"","","",[],[],"","","","","",""
566,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterFlag2",40,2,2,"Journeyman Banner Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,392,392421149,[],"","","",[],[],"","","","","",""
567,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterFlag3",40,2,2,"Master Banner Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,393,896438485,[],"","","",[],[],"","","","","",""
568,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterFlag4",40,2,2,"Grandmaster Banner Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,394,676002890,[],"","","",[],[],"","","","","",""
569,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBadgeOfAnguish",40,2,2,"Badge of Anguish","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,398,-224936330,[],"","","",[],[],"","","","","",""
570,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBadgeOfMirth",40,2,2,"Badge of Mirth","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,399,772218496,[],"","","",[],[],"","","","","",""
571,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBadgeOfSkulls",40,2,2,"Badge of Skulls","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,400,-1159372763,[],"","","",[],[],"","","","","",""
572,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionAddersClaw",40,2,2,"Adder's Claw","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,401,1102496669,[],"","","",[],[],"","","","","",""
573,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCryptSword",40,2,2,"Crypt Sword","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,402,-1102678293,[],"","","",[],[],"","","","","",""
574,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGargoyleAxe",40,2,2,"Gargoyle Axe","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,403,-1957085396,[],"","","",[],[],"","","","","",""
575,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDevourerMaul",40,2,2,"Devourer Maul","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,404,-2026646219,[],"","","",[],[],"","","","","",""
576,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRunicBlade",40,2,2,"Runic Blade","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,405,-1305004012,[],"","","",[],[],"","","","","",""
577,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcOfCourage",40,2,2,"Arc of Courage","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,406,2121202299,[],"","","",[],[],"","","","","",""
578,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcOfDefiance",40,2,2,"Arc of Defiance","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,407,1710144887,[],"","","",[],[],"","","","","",""
579,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLioneyesHead",40,1,1,"Lioneye Mask","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,408,-836188087,[],"","","",[],[],"","","","","",""
580,"Metadata/Items/MicrotransactionItemEffects/MasterArmour1Body",40,2,2,"Apprentice Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,409,-513019371,[],"","","",[],[],"","","","","",""
581,"Metadata/Items/MicrotransactionItemEffects/MasterArmour1Helmet",40,2,2,"Apprentice Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,410,607503283,[],"","","",[],[],"","","","","",""
