"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","i32","rid","QuestKey","i32","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32"
962,224,0,"Fireflies","[1301,1302,1303,1304,1305,1306,1307]",[],"[1308,1299]","triggerer.SetQuestFlag(a7q7minusYeenaTransform); triggerer.FinishNPCChat(); DirtyTransition(); ForEachOfType( Metadata/QuestObjects/Act7/ArakaaliTempleEntranceBlock, { DirtyTransition(); } ); temple_entrance.DirtyTransition();",1299,5,"",1299,[1559],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
963,224,1,"Fireflies",[],[1299],[1308],"",1308,5,"",72,[1557],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
964,314,0,"Arakaali",[1295],[1857],[1857],"triggerer.FinishNPCChat();",1857,3,"",72,[1560],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
965,314,1,"Arakaali","[1295,1857]",[],[],"triggerer.FinishNPCChat();",72,3,"",72,[1560],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
966,227,0,"Black Venom",[],"[1292,1291]",[1293],"",1293,5,"",72,[1562],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
967,227,1,"Black Venom",[1292],[],[1291],"triggerer.RemoveQuestItem(Metadata/Items/QuestItems/Act7/MaligaroMap);",1291,5,"",72,[1563],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
968,227,2,"Black Death Reward",[1291],"[1289,1288]",[1290],"",1290,6,49,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
969,227,3,"Black Death",[],[1291],[1342],"",2626,3,"",1342,[1564],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
970,227,4,"Silk's Journey",[],[],[1343],"",2626,3,"",1343,[1565],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
971,225,0,"Greetings",[],[],[1344],"",1344,3,"",1344,[1568],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
972,225,1,"Greust",[55],[1274],[1270],"",1270,5,"",72,[1574],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
973,225,2,"Greust",[57],[1274],[1270],"",1270,5,"",72,[1574],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
974,225,3,"Greust",[90],[1274],[1270],"",1270,5,"",72,[1574],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
975,225,4,"Greust",[],"[1274,55,57,90]",[1270],"",1270,5,"",72,[1574],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
976,225,5,"Ralakesh",[1270],[1274],[1345],"",2626,3,"",1345,[1569],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
977,225,6,"Ralakesh",[1274],[1278],[1275],"",1275,5,"",72,[1578],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
978,225,7,"Ralakesh Reward",[1275],"[1277,1278]",[1276],"",1276,6,47,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
979,225,8,"Silk",[],[1291],[1350],"",2626,3,"",1350,[1581],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
980,225,9,"Silk",[1291],[1295],[1351],"",1351,3,"",1351,[1582],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
981,225,10,"Silk",[1295],[],[1352],"",2626,3,"",1352,[1583],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
982,225,11,"Weylam",[1324],[],[1346],"",2626,3,"",1346,[1570],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
983,225,12,"Arakaali's Temple",[1351],"[1295,1274]",[1349],"",1349,5,"",72,[1571],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
984,225,13,"Arakaali",[1351],[1295],[1347],"",2626,3,"",1347,[1572],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
985,225,14,"The Vaal City",[1268],[],[1348],"",2626,3,"",1348,[1573],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
986,225,15,"Gruthkul",[1389],[1387],[1353],"",1353,3,"",1353,[1579],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
987,225,16,"Gruthkul",[1387],"[1385,1384]",[1354],"",1354,3,"",1354,[1580],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
988,225,17,"Gruthkul Reward",[1354],"[1385,1384]",[1386],"",1386,6,54,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
989,225,18,"Change Bandit Reward",[],[],[],"",2626,8,34,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
990,226,0,"Greetings",[],[],[1355],"",1355,3,"",1355,[1584],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
991,226,1,"Weylam",[1324],[],[1356],"",2626,3,"",1356,[1590],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
992,226,2,"Silk",[],[1295],[415],"",2626,3,"",415,[1591],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
993,226,3,"Greust",[1270],"[1274,55,57,90]",[1357],"",2626,3,"",1357,[1585],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
994,226,4,"Greust","[1270,55]",[1274],[1357],"",2626,3,"",1357,[1585],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
995,226,5,"Greust","[1270,57]",[1274],[1357],"",2626,3,"",1357,[1585],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
996,226,6,"Greust","[1270,90]",[1274],[1357],"",2626,3,"",1357,[1585],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
997,226,7,"Maligaro",[1287],[1281],[1286],"",1286,3,"",1286,[1592],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
998,226,8,"Maligaro's Map",[1284],[1281],[1285],"",1285,3,"",1285,[1593],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
999,226,9,"Maligaro",[1281],[1279],[1359],"",1359,3,"",1359,[1594],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1000,226,10,"Maligaro Reward","[1281,1359]",[1279],[1280],"",1280,6,48,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1001,226,11,"The Den",[1271],"[1289,1288]",[1272],"",1272,3,"",1272,[1595],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1002,226,12,"Trading",[],[],[1340],"",2626,3,"",1340,[1589],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1003,226,13,"Greust",[1274],"[55,57,90]",[1358],"",1358,3,"",1358,[1596],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1004,226,14,"Greust","[1274,55]",[],[1358],"",1358,3,"",1358,[1596],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1005,226,15,"Greust","[1274,57]",[],[1358],"",1358,3,"",1358,[1596],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1006,226,16,"Greust","[1274,90]",[],[1358],"",1358,3,"",1358,[1596],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1007,226,17,"Greust's Necklace",[1274],[1380],[1383],"",1383,5,"",72,[1598],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1008,226,18,"Take Greust's Necklace","[1274,1383]","[1381,1380]",[1382],"",1382,6,53,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1009,226,19,"Greust's Necklace",[1380],[1377],[1379],"",1379,5,"",1379,[1599],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1010,226,20,"Greust's Necklace Reward","[1380,1379]",[1377],[1378],"",1378,6,52,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1011,226,21,"Purchase Items",[],[],[],"",2626,23,"",72,[],"","","",[],[],1211,[],1211,"","","","","",1,"",45,[],45
1012,226,22,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[],1211,[],1211,"","","","","",0,"",45,[],45
1013,226,23,"Select Hideout",[],[],[],"triggerer.SendOpenScreen( HideoutSelectionWindow ); triggerer.FinishNPCChat();",2626,35,"",72,[],"","","",[],[200],1211,[],1211,"","",1,"","",5,"",45,[],45
1014,226,24,"Invite to Hideout",[],[],[],"",2626,37,"",72,[],"","","",[],[200],1211,[],1211,"","","","","","","",45,[],45
1015,226,25,"Create Hideout",[],[],[],"triggerer.CreateHideout(); triggerer.FinishNPCChat();",2626,5,"",72,[],"","","",[],[3],1211,[200],1211,"","","",1,"","","",45,[],45
1016,226,26,"Select Guild Hideout",[],[],[],"triggerer.SendOpenScreen( HideoutSelectionWindow, 1 ); triggerer.FinishNPCChat();",2626,35,"",72,[],"","","",[],"[1034,200]",1211,[],1211,"","","","","",4,"",45,[],45
1017,217,0,"Inquisitor Maligaro",[],[1281],[1287],"",1287,5,"",72,[1602],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1018,217,1,"The Origins of the Gods",[],[],[1360],"",2626,3,"",1360,[1604],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1019,217,2,"Ralakesh",[1270],[1274],[1362],"",2626,3,"",1362,[1605],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1020,217,3,"The Master of a Million Faces",[1362],[],[1363],"",2626,3,"",1363,[1606],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1021,217,4,"Ralakesh",[1274],[1364],[1364],"",1364,5,"",72,[1607],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1022,217,5,"Gruthkul",[1274],[1387],[1389],"",1389,5,"",72,[1608],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1023,217,6,"The Mother of Despair",[1389],[],[1365],"",2626,3,"",1365,[1609],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1024,217,7,"Gruthkul",[1387],[1366],[1366],"",1366,5,"",72,[1610],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1025,217,8,"Arakaali",[1291],[1295],[1367],"",2626,3,"",1367,[1611],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1026,217,9,"The Spinner of Shadows",[1367],[],[1368],"",2626,3,"",1368,[1612],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1027,217,10,"Arakaali",[1295],[1294],[1294],"",1294,5,"",72,[1613],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1028,217,11,"Inquisitor Maligaro",[1281],[1361],[1361],"",1361,5,"",1361,[1603],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1029,217,12,"View Pantheon",[1176],[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
1030,217,13,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1390,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8512,"","","","","",45,[],45
1031,217,14,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1391,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8513,"","","","","",45,[],45
1032,217,15,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1392,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8514,"","","","","",45,[],45
1033,217,16,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1393,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8515,"","","","","",45,[],45
1034,217,17,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1394,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8516,"","","","","",45,[],45
1035,217,18,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1395,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8517,"","","","","",45,[],45
1036,217,19,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1396,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8518,"","","","","",45,[],45
1037,217,20,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1397,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8519,"","","","","",45,[],45
1038,217,21,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1398,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8520,"","","","","",45,[],45
1039,217,22,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1399,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8521,"","","","","",45,[],45
1040,217,23,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1400,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8522,"","","","","",45,[],45
1041,217,24,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1401,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8523,"","","","","",45,[],45
1042,217,25,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8524,"","","","","",45,[],45
1043,217,26,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1406,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8525,"","","","","",45,[],45
1044,217,27,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1407,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8526,"","","","","",45,[],45
1045,217,28,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8527,"","","","","",45,[],45
1046,217,29,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8528,"","","","","",45,[],45
1047,217,30,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1405,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8529,"","","","","",45,[],45
1048,217,31,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1409,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8530,"","","","","",45,[],45
1049,217,32,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1404,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8531,"","","","","",45,[],45
1050,218,0,"Ralakesh",[1274],[],[1364],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1364,5,"",1364,[1607],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1051,218,1,"Open Pantheon","[1274,1176]",[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
1052,219,0,"Gruthkul",[1387],[],[1366],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1366,5,"",1366,[1610],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1053,219,1,"Open Pantheon","[1387,1176]",[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
1054,219,2,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1406,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8525,"","","","","",45,[],45
1055,220,0,"Arakaali",[1295],[],[1369],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1369,5,"",1369,[1613],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1056,220,1,"Open Pantheon","[1295,1176]",[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
1057,221,0,"Maligaro",[1281],[1361],[1361],"triggerer.FinishNPCChat();",1361,5,"",1361,[1603],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1058,221,1,"Maligaro","[1281,1361]",[],[],"triggerer.FinishNPCChat();",72,5,"",1361,[1603],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1059,231,0,"Greetings",[],[1453],[1503],"",1503,3,"",1503,[1625],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1060,231,1,"Reviving Tolman",[1424],[1453],[1457],"",1457,5,"",72,[1626],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1061,231,2,"Tolman",[],[1453],[1467],"",2626,3,"",1467,[1629],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1062,231,3,"Grigor",[],[],[1468],"",2626,3,"",1468,[1632],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1063,231,4,"Emperor Veruso",[],[],[1469],"",2626,3,"",1469,[1631],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1064,231,5,"The Ankh of Eternity",[],[1453],[1470],"",2626,3,"",1470,[1630],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1065,231,6,"Tolman",[1453],"[1450,1449]",[1452],"",1452,5,"",72,[1628],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1066,231,7,"Tolman Reward",[1452],"[1450,1449]",[1451],"",1451,6,58,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1067,231,8,"Purchase Items",[],[],[],"",2626,23,"",72,[],"","","",[],[],1211,[],1211,"","","","","",1,"",45,[],45
1068,231,9,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[],1211,[],1211,"","","","","",0,"",45,[],45
1069,232,0,"The Ankh of Eternity",[],"[1456,1455,1453,1457]","[1465,1457]","triggerer.FinishNPCChat();",1457,5,"",72,[1627],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1070,232,1,"The Ankh of Eternity",[56],[1453],"[1465,1457]","triggerer.FinishNPCChat();",72,5,"",72,[1627],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1071,232,2,"The Ankh of Eternity",[1457],"[1456,1455,1453]",[1465],"triggerer.FinishNPCChat();",72,5,"",72,[1627],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1072,232,3,"The Ankh of Eternity",[1456],[1453],[],"triggerer.SetQuestFlag(a8q6minusDeliveredItem);  triggerer.FinishNPCChat(); Transition();",1453,5,"",72,[1633],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1073,232,4,"The Ankh of Eternity",[1455],[1453],[],"triggerer.FinishNPCChat(); Transition();",1453,5,"",72,[1633],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1074,232,5,"Tolman",[1453],[1466],[1466],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag(a8q6minusAfterTolman);",1466,5,"",72,[1634],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1075,232,6,"Tolman","[1453,1466]",[],[],"triggerer.FinishNPCChat();",72,5,"",72,[1634],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1076,229,0,"Greetings",[],[],[1471],"",1471,3,"",1471,[1635],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1077,229,1,"Clarissa and Tolman",[],[1453],[1472],"",2626,3,"",1472,[1636],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1078,229,2,"Doedre Darktongue",[1426],[1424],[1473],"",1473,3,"",1473,[1637],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1079,229,3,"Doedre Darktongue",[1424],[1422],[1474],"",1474,5,"",72,[1638],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1080,229,4,"Doedre Reward",[1474],[1422],[1423],"",1423,6,55,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1081,229,5,"The High Gardens","[72,1424]",[],[1475],"",2626,3,"",1475,[1639],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1082,229,6,"The Ankh of Eternity",[1457],[1453],[1476],"",2626,3,"",1476,[1640],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1083,229,7,"Solaris and Lunaris",[1432],[1427],[1477],"",2626,3,"",1477,[1641],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1084,229,8,"Solaris and Lunaris",[1427],[],[1478],"",1478,3,"",1478,[1642],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1085,229,9,"The Orbs of Sun and Moon","[1429,1433]",[1427],[1479],"",2626,3,"",1479,[1643],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1086,229,10,"Grigor",[],[],[1480],"",2626,3,"",1480,[1644],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1087,229,11,"Yugul",[1441],[1439],[1483],"",1483,3,"",1483,[1646],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1088,229,12,"Yugul",[1439],"[1437,1436]",[1481],"",1481,5,"",72,[1647],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1089,229,13,"Yugul Reward",[1481],"[1437,1436]",[1438],"",1438,6,56,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1090,229,14,"The Wings of Vastiri",[1424],"[1445,1444]",[1448],"",1448,5,"",72,[1648],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1091,229,15,"The Wings of Vastiri",[1445],[1442],[1444],"",1444,5,"",72,[1649],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1092,229,16,"The Wings of Vastiri",[1444],[1442],[],"",2626,5,"",72,[1649],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1093,229,17,"Wings of Vastiri Reward",[1444],[1442],[1443],"",1443,6,57,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
1094,229,18,"The Wings of Vastiri",[1442],[],[1484],"",2626,3,"",1484,[1650],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1095,229,19,"Hector Titucius",[1448],"[1445,1444]",[1482],"",2626,3,"",1482,[1645],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
1096,229,20,"Purchase Items",[],[],[],"",2626,23,"",72,[],"","","",[],[],1211,[],1211,"","","","","",1,"",45,[],45
1097,229,21,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[],1211,[],1211,"","","","","",0,"",45,[],45
