"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]","row"
322,"Metadata/Projectiles/SplitSpellProjectile","[""Metadata/Effects/Spells/monsters_effects/act8/projectile/ice_projectile/ice_projectile.ao""]","[""loop""]","[""impact""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
323,"Metadata/Projectiles/ArcticBreathChrome","[""Metadata/Effects/Spells/arcticbreath_mercury/rig.ao""]","[""articbreath""]","[""articbreath_end""]",844,"",2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
324,"Metadata/Projectiles/ArcticBreathChromeFlying","[""Metadata/Effects/Spells/arcticbreath_mercury/rig.ao""]","[""articbreath_start""]","[""articbreath_end""]",844,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
325,"Metadata/Projectiles/KitavaDemonMortar","[""Metadata/Effects/Spells/monsters_effects/kitava_demon/mortar_projectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
326,"Metadata/Projectiles/BarrageSnipe","[""Metadata/Effects/Spells/monsters_effects/act4/arrow_projectile/power_shot/power_shot.ao""]","[""loop""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
327,"Metadata/Projectiles/BasiliskProjectile","[""Metadata/Effects/Spells/monsters_effects/act9/Basilisk/fire_spine.ao""]","[""spine_shoot""]","[""spine_shatter""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
328,"Metadata/Projectiles/IncinerateKitavaMinion","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/unique_minion/barrage_projectile/barrage_projectile_multi.ao""]","[""projectile""]","[""impact""]",700,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
329,"Metadata/Projectiles/DawnShieldThrow","[""Metadata/Effects/Spells/monsters_effects/act8/Dawn/shieldtoss.ao""]","[""loop""]","[""end""]",1125,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
330,"Metadata/Projectiles/DawnShieldThrowSecondary","[""Metadata/Effects/Spells/monsters_effects/Solaris_and_Lunaris/Solaris_e/solarspear_projectile_branch.ao""]","[""loop""]","[""explode""]",1000,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
331,"Metadata/Projectiles/LunarisCurvingArrows","[""Metadata/Effects/Spells/monsters_effects/act8/Dusk/arrow_projectile.ao""]","[""upgraded_arrow""]","[""fadeout""]",1000,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
332,"Metadata/Projectiles/LunarisSnipeDash","[""Metadata/Effects/Spells/monsters_effects/act8/Dusk/snipe/powershot.ao""]","[""loop""]","[""fadeout""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
333,"Metadata/Projectiles/LunarisCarpetBombPrimary","[""Metadata/Effects/Spells/monsters_effects/act8/Dusk/carpetbomb/ProjectileFirst.ao""]","[""idle""]","[""fadeout""]",500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
334,"Metadata/Projectiles/LunarisCarpetBombSecondary","[""Metadata/Effects/Spells/monsters_effects/act8/Dusk/carpetbomb/ProjectileSecond.ao""]","[""idle""]","[""fadeout""]",350,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
335,"Metadata/Projectiles/LunarisDefaultArrow","[""Metadata/Effects/Spells/monsters_effects/act8/Dusk/arrow_projectile.ao""]","[""base_arrow""]","[""fadeout""]",3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
336,"Metadata/Projectiles/GoreCarpetBombPrimary","[""Metadata/Effects/Spells/monsters_effects/Skeleton_CarpetBomb/rig_arrow1.ao""]","[""loop""]","[""explode""]",500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
337,"Metadata/Projectiles/GoreCarpetBombSecondary","[""Metadata/Effects/Spells/monsters_effects/Skeleton_CarpetBomb/rig_arrow2.ao""]","[""idle""]","[""explode""]",350,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
338,"Metadata/Projectiles/FireballGemling","[""Metadata/Effects/Spells/monsters_effects/act8/GemlingLegionnaires/fireball.ao""]","[""loop""]","[""end""]",1040,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
339,"Metadata/Projectiles/FireballGemlingUpgrade","[""Metadata/Effects/Spells/monsters_effects/act8/GemlingLegionnaires/fireball_upgraded.ao""]","[""loop""]","[""end""]",1040,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
340,"Metadata/Projectiles/KitavaUniqueMinionSpiral","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/unique_minion/projectile/unique_minion_projectile_spiral.ao""]","[""projectile""]","[""impact""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
341,"Metadata/Projectiles/SinProjectile","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/Sin_projectile/projectile.ao""]","[""loop""]","[""end""]",1000,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
342,"Metadata/Projectiles/InnocenceProjectile","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/holy_projectile/rig.ao""]","[""fireball""]","[""fireball_explode""]",650,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
343,"Metadata/Projectiles/ClockworkGolemLightningMortar","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Shavronne/lightning_mortar/mortar.ao""]","[""projectile""]",[],300,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
344,"Metadata/Projectiles/BlackRavenProjectile","[""Metadata/Monsters/SummonedSkull/SummonedRaven.ao""]","[""run_projectile_01""]","[""death_projectile_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
345,"Metadata/Projectiles/SpectralThrowUtula","[""Metadata/Effects/Spells/monsters_effects/BlacksmithGolem/Spectral_throw/Utulaspectralthrow.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
346,"Metadata/Projectiles/MaligaroTriBlade","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Boss/Tri_Blade/tri_blade_projectile/tri_blade_projectile.ao""]","[""loop""]","[""impact""]",1500,"",4,1,"","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
347,"Metadata/Projectiles/SkeletonProjectileGold","[""Metadata/Effects/Spells/monsters_effects/skeletonmage_projectile/gold.ao""]","[""idle""]","[""explode""]",562,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
348,"Metadata/Projectiles/SkeletonProjectileBlack","[""Metadata/Effects/Spells/monsters_effects/skeletonmage_projectile/ebony.ao""]","[""idle""]","[""explode""]",562,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
349,"Metadata/Projectiles/WaterVortexRed","[""Metadata/Effects/Spells/monsters_effects/act4/water_elemental/whirlpool/whirlpool_attack_kitava.ao""]","[""whirlpool_loop""]","[""whirlpool_end""]",300,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
350,"Metadata/Projectiles/TrioMortarRed","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Boss/sludge_mortar/projectile_red.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
351,"Metadata/Projectiles/TrioMortarPurple","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Boss/sludge_mortar/projectile_purple.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
352,"Metadata/Projectiles/TornadoShotSecondaryProjectileChaos","[""Metadata/Effects/Spells/tornado_shot_crystal/second_arrow.ao""]","[""tornadoshot_once""]","[""tornadoshot_impact""]",2173,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","[""Metadata/Effects/Spells/tornado_shot_crystal/arrow_stuck.ao""]","Metadata/Effects/Spells/tornado_shot_crystal/arrow_stuck.ao",50,80,0,20,3580,3579,0,100,100,100,0,[],"",[],318
353,"Metadata/Projectiles/TornadoShotProjectileChaos","[""Metadata/Effects/Spells/tornado_shot_crystal/second_arrow.ao""]","[""tornadoshot_loop""]","[""tornadoshot_impact""]",2173,1,1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","[""Metadata/Effects/Spells/tornado_shot_crystal/arrow_stuck.ao""]","",0,0,0,0,3580,3579,0,0,100,100,0,[],"",[],318
354,"Metadata/Projectiles/AvariusWickermanFireball","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/holy_projectile/rig_kitava.ao""]","[""fireball""]","[""fireball_explode""]",650,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
355,"Metadata/Projectiles/AvariusWickermanRapidProjectile","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/S_projectile/super_projectile_kitava.ao""]","[""loop""]","[""impact""]",4500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
356,"Metadata/Projectiles/StagBanditSnipe","[""Metadata/Effects/Spells/monsters_effects/Bandits/Bandit/power_shot.ao""]","[""loop""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
357,"Metadata/Projectiles/HarbingerFireMortar","[""Metadata/Effects/Spells/monsters_effects/league_avatar/mortar/projectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
358,"Metadata/Projectiles/FireSpiderSpark","[""Metadata/Effects/Spells/monsters_effects/SpiderPlated/fire_spark.ao""]","[""spark_surge""]","[""spark_explode""]",560,1,1,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
359,"Metadata/Projectiles/SandTornadoSpark","[""Metadata/Effects/Spells/monsters_effects/act9/SandSpark/SandSpark.ao""]","[""start""]","[""end""]",250,"",1,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
360,"Metadata/Projectiles/AutomatonSparkTornado","[""Metadata/Effects/Microtransactions/Spells/spark/Automaton/Ao/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",250,"",1,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
361,"Metadata/Projectiles/CelestialSparkTornado","[""Metadata/Effects/Microtransactions/Spells/spark/Celestial/Ao/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",250,"",1,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
362,"Metadata/Projectiles/SpiderSparkTornado","[""Metadata/Effects/Microtransactions/Spells/spark/sparkspider/spark_spider2.ao""]","[""electrical_surge""]","[""electrical_explode""]",250,"",1,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
363,"Metadata/Projectiles/VoidSparkTornado","[""Metadata/Effects/Microtransactions/Spells/spark/void/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",250,"",1,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
364,"Metadata/Projectiles/BoneLance","[""Metadata/Effects/Spells/bone_lance/projectile_black.ao""]","[""spine_shoot""]","[""spine_shatter""]",3250,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
365,"Metadata/Projectiles/UnholyTrioBallLightning","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Boss/death_ball_lightning/projectile.ao""]","[""loop""]","[""impact""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
366,"Metadata/Projectiles/DeceleratingProjectilesTriggerNova","[""Metadata/Effects/Spells/monsters_effects/SlaveCatcher/kitava/arrow.ao""]","[""arrow_loop""]","[""arrow_buildup""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
367,"Metadata/Projectiles/FlameBearerFireSprayGold","[""Metadata/Effects/Spells/monsters_effects/act3/flamebearer_headspray_gold/rig.ao""]","[""headspray_shoot""]","[""headspray_end""]",750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
368,"Metadata/Projectiles/BallLightningCelestial","[""Metadata/Effects/Microtransactions/Spells/ball_lightning/celestial/celestial_lightning_orb.ao""]","[""lightning_orb_once""]","[""lightning_orb_end""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
369,"Metadata/Projectiles/ObsidianMortar","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/FireGuardian/shard_projectile/shard_projectile.ao""]","[""spine_shoot""]","[""spine_shatter""]",3500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
370,"Metadata/Projectiles/ObsidianMortar2","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/FireGuardian/shard_projectile/shard_projectile2.ao""]","[""spine_shoot""]","[""spine_shatter""]",3500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
371,"Metadata/Projectiles/ObsidianMortar3","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/FireGuardian/shard_projectile/shard_projectile3.ao""]","[""spine_shoot""]","[""spine_shatter""]",3500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
372,"Metadata/Projectiles/TripleBladeThrownWeapon","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/triple_blade/tri_blade_throw.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
373,"Metadata/Projectiles/AbyssBoneHuskMortar","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/AbyssMortar/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
374,"Metadata/Projectiles/AbyssBoneHuskMortarLich","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_ground.ao""]","[""spine_shoot""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
375,"Metadata/Projectiles/CorpseEruptionProjectile","[""Metadata/Effects/Spells/corpse_eruption/CorpseEruptionMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
376,"Metadata/Projectiles/QuicksilverCorpseEruptionProjectile","[""Metadata/Effects/Microtransactions/Spells/cremation/CorpseEruptionMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
377,"Metadata/Projectiles/ParasiteSpit","[""Metadata/Effects/Spells/monsters_effects/Parasite_ranged/projectile.ao""]","[""loop""]","[""death""]",700,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
378,"Metadata/Projectiles/MatriarchFireMortar1","[""Metadata/Effects/Spells/monsters_effects/act5/BlessedSister/holyfire_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
379,"Metadata/Projectiles/MatriarchFireMortar2","[""Metadata/Effects/Spells/monsters_effects/act5/BlessedSister/holyfire_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
380,"Metadata/Projectiles/AbyssOrbProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/AbyssOrb/abyssorb_projectile.ao""]","[""loop""]","[""end""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
381,"Metadata/Projectiles/SoulProjectileDark","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/SoulProjectile/darkprojectile.ao""]","[""loop""]","[""end""]",1125,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
382,"Metadata/Projectiles/SoulProjectileSpirit","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/SoulProjectile/spiritinfusedprojectile.ao""]","[""loop""]","[""end""]",1125,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
383,"Metadata/Projectiles/SoulProjectileSpirit2","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/SoulProjectile/spiritinfusedprojectile.ao""]","[""loop""]","[""end""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
384,"Metadata/Projectiles/BoneStalkerAbyssSoulProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/SoulSlash/soulslash_new.ao""]","[""freezing_tide""]","[""freezing_tide_end""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
385,"Metadata/Projectiles/AbyssGrubBasicMortar","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/AbyssMortar/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
386,"Metadata/Projectiles/ElderGuardianLightningSpark","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/LightningGuardian/Teleport_skill/tentacleproj_SMALL.ao""]","[""emerge""]","[""death""]",400,1,1,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
387,"Metadata/Projectiles/ElderGuardianLightningSparkBig","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/LightningGuardian/Teleport_skill/tentacleproj_BIG.ao""]","[""emerge""]","[""death""]",450,1,1,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
388,"Metadata/Projectiles/ElderGuardianHolySpray","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/minion_projectile/rig.ao""]","[""animate""]","[""explode""]",650,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
389,"Metadata/Projectiles/SanctumPurifier","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/minion_projectile/rig.ao""]","[""animate""]","[""explode""]",650,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
390,"Metadata/Projectiles/SanctumLycia2","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/LyciaBoss/ao/basic_proj.ao""]","[""loop""]","[""impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
391,"Metadata/Projectiles/AbyssGrubCorpseMortar","[""Metadata/Effects/Spells/monsters_effects/League_Abyss/AbyssMortar/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
392,"Metadata/Projectiles/BoneLanceThresholdProjectile","[""Metadata/Effects/Spells/bone_lance/boneshard.ao""]","[""once""]",[],2500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
393,"Metadata/Projectiles/ElderGuardianGoldWeaponThrow","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/GoldGuardian/weapon_throw/SceptreMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
