"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","rid","rid","QuestKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32","rid"
822,187,6,"Life with Lilly",[1225],[],[1899],"","",3,"",1899,[1494],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
823,187,7,"The Karui Fortress",[1142],[1178],[1182],"",1182,5,"",71,[1485],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
824,187,8,"The Karui Fortress",[1178],[1175],[1177],"",1177,5,"",71,[1486],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
825,187,9,"Tukohama",[1175],[1171],[1174],"",1174,5,"",71,[1487],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
826,187,10,"The Eye of Conquest",[1179],[1178],[1230],"",1230,3,"",1230,[1491],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
827,187,11,"Tukohama Reward",[1174],"[1172,0]",[1173],"",1173,6,41,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
828,187,12,"Shavronne of Umbra",[1175],[1168],[1226],"","",3,"",1226,[1481],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
829,187,13,"Shavronne of Umbra",[1168],[],[1227],"",1227,3,"",1227,[1482],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
830,187,14,"Shavronne Reward",[1227],[1170],[1169],"",1169,6,40,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
831,187,15,"The Ship Graveyard",[1157],"[1164,0]",[1228],"","",3,"",1228,[1483],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
832,187,16,"The Puppet Mistress",[1168],[1192],[1195],"",1195,5,"",71,[1489],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
833,187,17,"The Puppet Mistress",[1193],[1189],[1192],"",1192,5,"",71,[1490],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
834,187,18,"Puppet Mistress Reward",[1192],"[1190,0]",[1191],"",1191,6,44,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
835,187,19,"The Brine King",[],[1164],[1617],"","",3,"",1617,[1492],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
836,187,20,"The Twilight Strand",[],[1187],[1618],"","",3,"",1618,[1493],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
837,187,21,"Karui Revenants",[1178],[1175],[1615],"","",3,"",1615,"[1495,1496]","",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
838,187,22,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1276,[],1276,"","","","","",1,"",47,[],47,""
839,187,23,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1276,[],1276,"","","","","",0,"",47,[],47,""
840,188,0,"Introduction",[],[],[1214],"",1214,3,"",1214,[1461],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
841,188,1,"Nessa",[],"[1164,0]",[1215],"","",3,"",1215,[1462],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
842,188,2,"Nessa",[1156],[1164],[889],"","",3,"",889,[1474],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
843,188,3,"Lilly",[1205],[],[1216],"","",3,"",1216,[1463],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
844,188,4,"The Old Gods",[],[],[890],"","",3,"",890,[1475],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
845,188,5,"Tukohama",[1182],[1175],[1217],"","",3,"",1217,[1464],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
846,188,6,"The Brine King",[],[1164],[1218],"","",3,"",1218,[1465],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
847,188,7,"The Brine King",[1164],[],[1219],"",1219,3,"",1219,[1466],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
848,188,8,"The Black Crest",[1319],[],[891],"","",3,"",891,[1476],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
849,188,9,"Shavronne of Umbra","[1166,0]",[1168],[1221],"","",3,"",1221,[1468],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
850,188,10,"Abberath",[1168],[1199],[1202],"",1202,5,"",71,[1470],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
851,188,11,"Abberath",[1200],[1196],[1199],"",1199,5,"",71,[1471],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
852,188,12,"Abberath Reward",[1199],"[1197,0]",[1198],"",1198,6,45,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
853,188,13,"The Ship Graveyard",[1157],[1164],[1222],"","",3,"",1222,[1469],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
854,188,14,"Weylam Roth",[],[],[1220],"","",3,"",1220,[1467],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
855,188,15,"Bestel's Epic",[],[1251],[1249],"",1249,5,"",71,[1472],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
856,188,16,"Bestel's Epic",[1250],[],[1251],"",1251,5,"",71,[1473],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
857,188,17,"Bestel's Epic Reward",[1251],[1253],[1252],"",1252,6,43,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
858,188,18,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1276,[],1276,"","","","","",1,"",47,[],47,""
859,188,19,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1276,[],1276,"","","","","",0,"",47,[],47,""
860,189,0,"Introduction",[],[],[1205],"",1205,3,"",1205,[1451],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
861,189,1,"Weylam Roth",[],[],[1209],"","",3,"",1209,[1455],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
862,189,2,"Tarkleigh",[],[],[1206],"","",3,"",1206,[1452],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
863,189,3,"Bestel",[],[],[1207],"","",3,"",1207,[1453],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
864,189,4,"Trade",[1187],[],[1208],"","",3,"",1208,[1454],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
865,189,5,"The Twilight Strand",[1205],[1187],[1188],"",1188,5,"",71,[1459],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
866,189,6,"The Twilight Strand",[1187],[1183],[1186],"",1186,5,"",71,[1460],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
867,189,7,"Twilight Strand Reward",[1186],"[1184,0]",[1185],"",1185,6,42,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
868,189,8,"The Black Flag",[1159],[],[1211],"","",3,"",1211,[1456],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
869,189,9,"The Brine King",[1153],[1164],[1212],"","",3,"",1212,[1457],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
870,189,10,"The Brine King",[1164],[],[1213],"",1213,3,"",1213,[1458],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
871,189,11,"Virtue Gems",[1185],[],[384],"",384,3,"",384,[1774],"",1,"",[1163],[],1276,[],1163,"","","","","","","",47,[],47,""
872,189,12,"Virtue Gems",[1676],[1185],[384],"",384,3,"",384,[1774],"",1,"",[1163],[],1276,[],1276,"","","","","","","",47,[],47,""
873,189,13,"Purchase Items",[],[989],[],"","",23,"",71,[],"","","",[],[1163],1276,[],1276,"","",1,"","",1,"",47,[],47,""
874,189,14,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[1163],1276,[],1276,"","","","","",0,"",47,[],47,""
875,189,16,"Invite to Hideout",[],[],[],"","",38,"",71,[12961],"","","",[],"[200,1163]",1276,[],1276,"","","","","","","",47,[],47,""
876,193,0,"Shavronne of Umbra",[],[1168],[1166],"",1166,5,"",71,[1508],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
877,193,1,"The Essence of Umbra",[1166],[1168],[1231],"","",3,"",1231,[1510],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
878,193,2,"Shavronne's Soul",[1231],[1168],[1232],"","",3,"",1232,[1511],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
879,193,3,"The Rise of the Gods",[],[],[1233],"","",3,"",1233,[1512],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
880,193,4,"The Beast",[1233],[],[1234],"","",3,"",1234,[1513],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
881,193,5,"The Father of War",[1182],[1175],[1235],"","",3,"",1235,[1514],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
882,193,6,"Tukohama",[1235],[],[1236],"","",3,"",1236,[1515],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
883,193,7,"Tukohama",[1175],[1237],[1237],"",1237,5,"",71,[1516],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
884,193,8,"The Cloven One",[1202],[1200],[1239],"","",3,"",1239,[1517],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
885,193,9,"Abberath",[1239],[],[1240],"","",3,"",1240,[1518],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
886,193,10,"Abberath",[1200],[1241],[1241],"",1241,5,"",71,[1519],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
887,193,11,"The Puppet Mistress",[1195],[1193],[1242],"","",3,"",1242,[1520],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
888,193,12,"Ryslatha",[1242],[],[1243],"","",3,"",1243,[1521],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
889,193,13,"The Puppet Mistress",[1193],[1244],[1244],"",1244,5,"",71,[1522],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
890,193,14,"The Brine King",[1158],[1164],[1245],"","",3,"",1245,[1523],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
891,193,15,"Tsoagoth",[1245],[],[1246],"","",3,"",1246,[1524],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
892,193,16,"The Brine King",[1164],[1247],[1247],"",1247,5,"",1247,[1525],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
893,193,17,"Open Pantheon",[1175],[989],[],"","",33,"",71,[],"","","",[],[],1276,[],1276,"","",1,"","","","",47,[],47,""
894,193,18,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1389,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8899,"","","","","",47,[],47,""
895,193,19,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1390,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8900,"","","","","",47,[],47,""
896,193,20,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1391,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8901,"","","","","",47,[],47,""
897,193,21,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1392,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8902,"","","","","",47,[],47,""
898,193,22,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1393,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8903,"","","","","",47,[],47,""
899,193,23,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1394,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8904,"","","","","",47,[],47,""
900,193,24,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1395,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8905,"","","","","",47,[],47,""
901,193,25,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1396,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8906,"","","","","",47,[],47,""
902,193,26,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1397,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8907,"","","","","",47,[],47,""
903,193,27,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1398,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8908,"","","","","",47,[],47,""
904,193,28,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1399,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8909,"","","","","",47,[],47,""
905,193,29,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1400,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8910,"","","","","",47,[],47,""
906,193,30,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8911,"","","","","",47,[],47,""
907,193,31,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1405,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8912,"","","","","",47,[],47,""
908,193,32,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1406,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8913,"","","","","",47,[],47,""
909,193,33,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1407,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8914,"","","","","",47,[],47,""
910,193,34,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1401,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8915,"","","","","",47,[],47,""
911,193,35,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1404,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8916,"","","","","",47,[],47,""
912,193,36,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8917,"","","","","",47,[],47,""
913,193,37,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8918,"","","","","",47,[],47,""
914,194,0,"Tukohama",[1175],[],[1237],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1237,5,"",1237,[1516],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
915,194,1,"Open Pantheon",[1175],[989],[],"","",33,"",71,[],"","","",[],[],1276,[],1276,"","",1,"","","","",47,[],47,""
916,196,0,"Shavronne",[1168],[1238],[1238]," triggerer.FinishNPCChat();",1238,5,"",1238,[1509],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
917,196,1,"Shavronne","[1168,0]",[],[]," triggerer.FinishNPCChat();",71,5,"",1238,[1509],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
918,195,0,"Abberath",[1200],[],[1241],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1241,5,"",1241,[1519],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
919,195,1,"Open Pantheon","[1200,0]",[989],[],"","",33,"",71,[],"","","",[],[],1276,[],1276,"","",1,"","","","",47,[],47,""
920,195,2,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8911,"","","","","",47,[],47,""
921,197,0,"Ryslatha",[1193],[],[1244],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1244,5,"",1244,[1522],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
922,197,1,"Open Pantheon","[1193,0]",[989],[],"","",33,"",71,[],"","","",[],[],1276,[],1276,"","",1,"","","","",47,[],47,""
923,197,2,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",71,[1753],"","","",[],[],1276,[],1276,"",8918,"","","","","",47,[],47,""
924,198,0,"The Brine King",[1164],[],[1247],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1247,5,"",1247,[1525],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
925,198,1,"View Pantheon","[1164,0]",[989],[],"","",33,"",71,[],"","","",[],[],1276,[],1276,"","",1,"","","","",47,[],47,""
926,190,0,"Introduction",[],[],[1319],"",1319,3,"",1319,[1528],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
927,190,1,"Sail to the Brine King's Reef",[1319],[],[]," triggerer.AreaTransitionTo(2_6_15, 1, 0.5); triggerer.FinishNPCChat();","",5,"",71,[1529],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
928,191,0,"The Brine King's Reef",[],[],[1320],"",1320,3,"",1320,[1530],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
929,191,1,"The Brine King",[],[],[1321],"","",3,"",1321,[1531],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
930,192,0,"The Brine King",[1164],[],[1322],"",1322,3,"",1322,[1532],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
931,192,1,"Sail to the Bridge Encampment",[1164],[],[],"triggerer.AreaTransitionTo(2_7_town, 0, 0.5); triggerer.FinishNPCChat();","",5,"",71,[1533],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
932,222,0,"The Broken Bridge",[],[],[1323],"",1323,3,"",1323,[1534],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
933,222,1,"Merveil",[],[],[1324],"","",3,"",1324,[1535],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
934,222,2,"Lilly",[],[],[1325],"","",3,"",1325,[1536],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
935,222,3,"Yeena",[1332],[],[1326],"","",3,"",1326,[1537],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
936,222,4,"Helena",[1354],[],[1327],"","",3,"",1327,[1538],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
937,222,5,"Eramir",[1343],[],[1328],"","",3,"",1328,[1539],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
938,222,6,"The Silver Locket",[1323],"[1311,0]",[1312],"",1312,5,"",71,[1540],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
939,222,7,"The Silver Locket",[1311],[1310],[1310],"",1310,5,"",71,[1541],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
940,222,8,"Silver Locket Reward",[1310],[1308],[1309],"",1309,6,49,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
941,222,9,"Kishara's Star",[1273],"[1317,0]",[1318],"",1318,5,"",71,[1542],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
942,222,10,"Kishara's Star",[1317],[1316],[1316],"",1316,5,"",71,[1543],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
943,222,11,"Kishara's Star Reward",[1316],"[1314,0]",[1315],"",1315,6,50,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
944,222,12,"Kishara",[1318],[],[1104],"","",3,"",1104,[1544],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
945,222,13,"Pondium",[],[],[895],"","",3,"",895,[1545],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
946,222,14,"The Brinerot Clan",[],[],[896],"","",3,"",896,[1546],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
947,223,0,"Greetings",[],[],[1332],"",1332,3,"",1332,[1547],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
948,223,1,"The Forest Encampment",[],[],[1337],"","",3,"",1337,[1548],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
949,223,2,"Silk",[],[1290],[1338],"","",3,"",1338,[1549],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
950,223,3,"Silk",[1290],[1294],[1297],"",1297,3,"",1297,[1550],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
951,223,4,"Silk",[1294],[],[1340],"","",3,"",1340,[1551],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
952,223,5,"Wraeclast",[],[],[1336],"","",3,"",1336,[1552],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
953,223,6,"Arakaali",[1290],[1294],[1335],"","",3,"",1335,[1553],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
954,223,7,"Greust",[71],"[122,0]",[1333],"","",3,"",1333,[1554],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
955,223,8,"Greust",[1273],[],[1333],"","",3,"",1333,[1554],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
956,223,9,"Weylam",[1323],[],[1334],"","",3,"",1334,[1555],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
957,223,10,"Fireflies",[1296],[1298],[1307],"",1307,5,"",71,[1556],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
958,223,11,"Arakaali's Temple","[1300,0,0,0,1301,0,0]",[1298],[1299],"",1299,5,"",71,[1558],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
