"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","LoadingScreen_DDSFile","rid","[rid]","i32","TopologiesKeys","ParentTown_WorldAreasKey","i32","rid","rid","Bosses_MonsterVarietiesKeys","Monsters_MonsterVarietiesKeys","SpawnWeight_TagsKeys","SpawnWeight_Values","IsMapArea","FullClear_AchievementItemsKeys","rid","AchievementItemsKey","ModsKeys","i32","VaalArea","bool","MaxLevel","AreaTypeTags","i32","IsHideout","Inflection","i32","i32","Tags","IsVaalArea","IsLabyrinthAirlock","IsLabyrinthArea","TwinnedFullClear_AchievementItemsKey","Enter_AchievementItemsKey","TSIFile","rid","WaypointActivation_AchievementItemsKeys","IsUniqueMapArea","IsLabyrinthBossArea","FirstEntry_NPCTextAudioKey","FirstEntry_SoundEffectsKey","FirstEntry_NPCsKey","i32","EnvironmentsKey","i32","rid","i32","i32","i32","i32","i32","bool","bool","i32","i32","i32","[rid]","rid","i32","rid","rid"
426,"Synthesis_Main8","Memory Void",0,"","",[],68,30440,30,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds",2081,[2077],6,[1874],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[445],0,"","",10000,5000,[445],"","","","","","","",[],"","","","","",31,782,44000,8,0,0,0,0,0,1,1,29,0,0,[],74,5,0,0
427,"Synthesis_Main9","Memory Void",0,"","",[],73,8490,30,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds",2081,[2077],6,[1874],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[445],0,"","",10000,5000,[445],"","","","","","","",[],"","","","","",31,782,46000,8,0,0,0,0,0,1,1,29,0,0,[],74,5,0,0
428,"Synthesis_Main10","Memory Void",0,"","",[],78,16195,30,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds",2081,[2077],6,[1874],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[445],0,"","",10000,5000,[445],"","","","","","","",[],"","","","","",31,782,48000,8,0,0,0,0,0,1,1,29,0,0,[],74,5,0,0
429,"Synthesis_Main11","Memory Void",0,"","",[],80,24971,30,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds",2081,[2077],6,[1874],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[445],0,"","",10000,5000,[445],"","","","","","","",[],"","","","","",31,782,50000,8,0,0,0,0,0,1,1,29,0,0,[],74,5,0,0
430,"Synthesis_Main12","Memory Void",0,"","",[],83,25851,30,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds",2081,[2077],6,[1874],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[445],0,"","",10000,5000,[445],"","","","","","","",[],"","","","","",31,782,52000,8,0,0,0,0,0,1,1,29,0,0,[],74,5,0,0
431,"Synthesis_Single","Fragmented Memory",0,"","",[],1,43531,0,0,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[],6,[1875],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,782,20000,"",0,0,0,0,0,"",1,29,0,0,[],0,5,0,0
432,"Synthesis_Single2","Fragmented Memory",0,"","",[],4,41488,0,10,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[],6,[1875],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,782,32000,"",0,0,0,0,0,"",1,29,0,0,[],75,5,0,0
433,"Synthesis_Single3","Fragmented Memory",0,"","",[],9,21710,0,10,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[],6,[1875],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,782,34000,"",0,0,0,0,0,"",1,29,0,0,[],76,5,0,0
434,"Synthesis_Single4","Fragmented Memory",0,"","",[],13,1720,10,10,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[],6,[1875],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,782,36000,"",0,0,0,0,0,"",1,29,0,0,[],76,5,0,0
435,"Synthesis_Single5","Fragmented Memory",0,"","",[],25,55660,15,15,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[],6,[1875],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,782,38000,"",0,0,0,0,0,"",1,29,0,0,[],76,5,0,0
436,"Synthesis_Single6","Fragmented Memory",0,"","",[],40,10426,20,20,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[],6,[1875],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,782,40000,"",0,0,0,0,0,"",1,29,0,0,[],76,5,0,0
437,"Synthesis_Single7","Fragmented Memory",0,"","",[],55,31350,25,25,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[],6,[1875],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,782,42000,"",0,0,0,0,0,"",1,29,0,0,[],76,5,0,0
438,"Synthesis_Single8","Fragmented Memory",0,"","",[],68,31809,30,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[],6,[1875],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,782,44000,"",0,0,0,0,0,1,1,29,0,0,[],76,5,0,0
439,"Synthesis_Single9","Fragmented Memory",0,"","",[],73,33155,30,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[],6,[1875],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,782,46000,"",0,0,0,0,0,1,1,29,0,0,[],76,5,0,0
440,"Synthesis_Single10","Fragmented Memory",0,"","",[],78,16886,30,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[],6,[1875],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,782,48000,"",0,0,0,0,0,1,1,29,0,0,[],76,5,0,0
441,"Synthesis_Single11","Fragmented Memory",0,"","",[],80,30432,30,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[],6,[1875],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,782,50000,"",0,0,0,0,0,1,1,29,0,0,[],76,5,0,0
442,"Synthesis_Single12","Fragmented Memory",0,"","",[],83,55417,30,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[],6,[1875],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,782,52000,"",0,0,0,0,0,1,1,29,0,0,[],76,5,0,0
443,"Synthesis_Hub","Memory Nexus",0,"","",[],30,13486,0,0,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[2077],6,[2232],"",30,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",32,775,0,"",0,0,0,0,0,"",1,29,0,0,[],0,5,0,0
444,"Synthesis_Boss","Fractured Laboratory",0,"","",[],68,9190,10,10,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[2077],6,[2238],"",900,"","",[7115],"[7153,7150,7152,7154,7155,7156]",[],[],"",[],"","",[],0,[],"",100,[445],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",33,776,60000,"",0,0,0,0,0,1,1,29,0,0,[],77,5,0,0
445,"Synthesis_Guardian1","Distant Memory",0,"","",[],68,13942,20,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[2077],6,[2239],"",900,"","",[7100],"[7154,7150,7152]",[],[],"",[],"","",[],0,[],"",100,[445],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",33,777,50000,"",0,0,0,0,0,1,1,29,0,0,[],77,5,0,0
446,"Synthesis_Guardian2","Distant Memory",0,"","",[],68,23229,20,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[2077],6,[2240],"",900,"","",[7103],"[7153,7150,7152]",[],[],"",[],"","",[],0,[],"",100,[445],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",33,778,50000,"",0,0,0,0,0,1,1,29,0,0,[],77,5,0,0
447,"Synthesis_Guardian3","Distant Memory",0,"","",[],68,61146,20,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[2077],6,[2241],"",900,"","",[7106],"[7155,7150,7152]",[],[],"",[],"","",[],0,[],"",100,[445],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",33,779,50000,"",0,0,0,0,0,1,1,29,0,0,[],77,5,0,0
448,"Synthesis_Guardian4","Distant Memory",0,"","",[],68,25452,20,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[2077],6,[2242],"",900,"","",[7109],"[7156,7150,7152]",[],[],"",[],"","",[],0,[],"",100,[445],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",33,780,50000,"",0,0,0,0,0,1,1,29,0,0,[],77,5,0,0
449,"Synthesis_TippingPoint","Shattered Memory",0,"","",[],68,32211,10,10,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[2077],6,[2292],"",300,"","",[7100],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",30,781,0,"",0,0,0,0,0,1,1,29,0,0,[],0,5,0,0
450,"Synthesis_MapBoss","Cortex",11,"","",[],79,22923,20,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[59],6,[2238],"",900,"","",[7115],"[7153,7150,7152,7154,7155,7156]",[],[],1,[],"","",[20028],0,[],"",100,[445],0,"","",10000,5000,[445],"","","","","","","",[],1,"","","","",7,776,90000,"",0,0,0,0,0,1,1,47,0,0,[],77,5,0,0
451,"Synthesis_MapGuardian1","Altered Distant Memory",11,"","",[],68,49939,20,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[59],6,[2239],"",900,"","",[7100],"[7154,7150,7152]",[],[],1,[],"","",[20028],0,[],"",100,[445],0,"","",10000,5000,[445],"","","","","","","",[],1,"","","","",7,777,80000,"",0,0,0,0,0,1,1,47,0,0,[],77,5,0,0
452,"Synthesis_MapGuardian2","Augmented Distant Memory",11,"","",[],68,30035,20,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[59],6,[2240],"",900,"","",[7103],"[7153,7150,7152]",[],[],1,[],"","",[20028],0,[],"",100,[445],0,"","",10000,5000,[445],"","","","","","","",[],1,"","","","",7,778,80000,"",0,0,0,0,0,1,1,47,0,0,[],77,5,0,0
453,"Synthesis_MapGuardian3","Twisted Distant Memory",11,"","",[],68,14385,20,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[59],6,[2241],"",900,"","",[7106],"[7155,7150,7152]",[],[],1,[],"","",[20028],0,[],"",100,[445],0,"","",10000,5000,[445],"","","","","","","",[],1,"","","","",7,779,80000,"",0,0,0,0,0,1,1,47,0,0,[],77,5,0,0
454,"Synthesis_MapGuardian4","Rewritten Distant Memory",11,"","",[],68,4082,20,30,"Art/Textures/Interface/LoadingImages/Synthesis.dds","",[59],6,[2242],"",900,"","",[7109],"[7156,7150,7152]",[],[],1,[],"","",[20028],0,[],"",100,[445],0,"","",10000,5000,[445],"","","","","","","",[],1,"","","","",7,780,80000,"",0,0,0,0,0,1,1,47,0,0,[],77,5,0,0
455,"Metamorphosis_Hub","Tane's Laboratory",0,"","",[],68,8103,0,0,"Art/Textures/Interface/LoadingImages/MetamorphLab.dds","",[],6,[2401],"",300,"","",[],[],[],[],"",[],"","",[],0,[],"",100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","","","",34,783,0,"",0,0,0,0,0,"",1,47,0,0,[],0,5,0,0
456,"Labyrinth_Airlock","Aspirants' Plaza",3,"",1,"[39,117]",33,65071,0,0,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[986],39,30,"","",[],[],[],[],"",[],"","",[6753],0,[],"",100,[],0,"","",6000,2000,[],"",1,"","","","","",[],"","","","","",11,369,0,"",0,0,0,0,0,"",1,47,0,0,[],0,5,0,0
457,"1_Labyrinth_AirlockClean","Aspirants' Plaza",1,"","",[],1,62242,0,0,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[],6,[987],"",480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[6753],0,[],"",100,[],0,"","",6000,2000,[169],"","","","","","","",[],"","","","","",16,370,0,"",0,0,0,0,0,"",1,47,0,0,[],0,5,0,0
458,"1_Labyrinth_C_end","Sepulchre Annex",3,"","",[],33,30139,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1030],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[169],"","",1,"","","","",[],"","","","","",10,374,3300,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
459,"1_Labyrinth_C_end_bottleneck","Sepulchre Annex",3,"","",[],33,35466,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1031],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,374,19500,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
460,"1_Labyrinth_C_straight","Sepulchre Passage",3,"","",[],33,49686,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1032],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,374,11500,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
461,"1_Labyrinth_C_straight_bottleneck","Sepulchre Passage",3,"","",[],33,32257,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1033],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,374,9300,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
462,"1_Labyrinth_C_branch","Sepulchre Halls",3,"","",[],33,15161,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1034],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,374,9400,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
463,"1_Labyrinth_C_branch_bottleneck_1","Sepulchre Halls",3,"","",[],33,19638,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1035],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,374,7400,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
464,"1_Labyrinth_C_branch_bottleneck_2","Sepulchre Halls",3,"","",[],33,9962,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1036],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,374,9700,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
465,"1_Labyrinth_C_branch_door","Sepulchre Halls",3,"","",[],33,27066,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1037],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,374,12000,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
466,"1_Labyrinth_C_quad","Sepulchre Atrium",3,"","",[],33,1791,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1038],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,374,20000,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
467,"1_Labyrinth_C_quad_bottleneck","Sepulchre Atrium",3,"","",[],33,54860,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1039],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,374,0,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
468,"1_Labyrinth_C_quad_door","Sepulchre Atrium",3,"","",[],33,39506,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1040],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,374,10000,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
469,"1_Labyrinth_P_end","Sanitorium Annex",3,"","",[],33,18058,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1041],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,375,6000,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
470,"1_Labyrinth_P_end_bottleneck","Sanitorium Annex",3,"","",[],33,4650,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1042],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,375,13500,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
471,"1_Labyrinth_P_straight","Sanitorium Passage",3,"","",[],33,21723,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1043],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,375,13500,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
472,"1_Labyrinth_P_straight_bottleneck","Sanitorium Passage",3,"","",[],33,38854,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1044],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,375,12000,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
473,"1_Labyrinth_P_branch","Sanitorium Halls",3,"","",[],33,10470,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1045],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,375,11200,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
474,"1_Labyrinth_P_branch_bottleneck_1","Sanitorium Halls",3,"","",[],33,31818,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1046],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,375,4900,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
475,"1_Labyrinth_P_branch_bottleneck_2","Sanitorium Halls",3,"","",[],33,4121,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1047],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,375,9200,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
476,"1_Labyrinth_P_branch_door","Sanitorium Halls",3,"","",[],33,51971,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1048],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,375,11500,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
477,"1_Labyrinth_P_quad","Sanitorium Atrium",3,"","",[],33,28331,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1049],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,375,16300,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
478,"1_Labyrinth_P_quad_bottleneck","Sanitorium Atrium",3,"","",[],33,44606,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1050],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,375,0,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
479,"1_Labyrinth_P_quad_door","Sanitorium Atrium",3,"","",[],33,5674,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1051],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,375,11000,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
480,"1_Labyrinth_EH_end","Mansion Annex",3,"","",[],33,44098,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[994],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,371,7900,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
481,"1_Labyrinth_EH_end_bottleneck","Mansion Annex",3,"","",[],33,13248,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[995],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,371,14500,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
482,"1_Labyrinth_EH_straight_#","Mansion Passage",3,"","",[],33,37321,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[996],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,371,29100,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
483,"1_Labyrinth_EH_straight_bottleneck","Mansion Passage",3,"","",[],33,65097,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[997],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,371,14400,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
484,"1_Labyrinth_EH_branch","Mansion Halls",3,"","",[],33,37068,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[998],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,371,28600,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
485,"1_Labyrinth_EH_branch_bottleneck_1","Mansion Halls",3,"","",[],33,30028,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[999],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,371,16000,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
486,"1_Labyrinth_EH_branch_bottleneck_2","Mansion Halls",3,"","",[],33,29668,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1000],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,371,20900,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
487,"1_Labyrinth_EH_branch_door","Mansion Halls",3,"","",[],33,49531,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1001],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,371,19500,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
488,"1_Labyrinth_EH_quad","Mansion Atrium",3,"","",[],33,5412,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1002],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,371,20600,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
489,"1_Labyrinth_EH_quad_bottleneck","Mansion Atrium",3,"","",[],33,59021,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1003],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,371,25000,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
490,"1_Labyrinth_EH_quad_door_#","Mansion Atrium",3,"","",[],33,54311,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1004],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,371,10700,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
491,"1_Labyrinth_EH_block_branch","Mansion Halls",3,"","",[],33,24410,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1005],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,371,13700,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
492,"1_Labyrinth_RT_end","Basilica Annex",3,"","",[],33,11916,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1052],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,381,7000,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
493,"1_Labyrinth_RT_end_bottleneck","Basilica Annex",3,"","",[],33,54299,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1053],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,381,0,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
494,"1_Labyrinth_RT_straight","Basilica Passage",3,"","",[],33,35735,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1054],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,381,28200,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
495,"1_Labyrinth_RT_straight_bottleneck","Basilica Passage",3,"","",[],33,37582,9,6,"Art/Textures/Interface/LoadingImages/Labyrinth.dds","",[897],6,[1055],39,480,"","",[],[],"[70,0]","[0,1000]","",[],"","",[],0,[],"",100,[63],0,"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,381,21000,"",0,0,0,0,0,"","",47,0,0,[],3,5,0,0
