"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","IsHardmode","DescriptionHardmode"
251,6926,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 70",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 70"
252,6927,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 70",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 70"
253,6928,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 70",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 70"
254,6929,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\nMonster Level: 75",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n150% increased Experience Gain\r\nMonster Level: 75"
255,6930,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\nMonster Level: 80",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n200% increased Experience Gain\r\nMonster Level: 80"
256,6931,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 74",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n10% increased Rarity of Items found in this Area\r\n10% increased Pack Size\r\nMonster Level: 74"
257,6932,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 74",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n10% increased Rarity of Items found in this Area\r\n10% increased Pack Size\r\nMonster Level: 74"
258,6933,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 74",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n10% increased Rarity of Items found in this Area\r\n10% increased Pack Size\r\nMonster Level: 74"
259,6934,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 78",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n150% increased Experience Gain\r\n10% increased Rarity of Items found in this Area\r\n10% increased Pack Size\r\nMonster Level: 78"
260,6935,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n200% increased Experience Gain\r\n10% increased Rarity of Items found in this Area\r\n10% increased Pack Size\r\nMonster Level: 81"
261,6936,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 79",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 79"
262,6937,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 79",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 79"
263,6938,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 79",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 79"
264,6939,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n150% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 81"
265,6940,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\n40% increased Rarity of Items found in this Area\r\n40% increased Pack Size\r\nMonster Level: 82",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n200% increased Experience Gain\r\n20% increased Rarity of Items found in this Area\r\n20% increased Pack Size\r\nMonster Level: 82"
266,6941,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n30% increased Rarity of Items found in this Area\r\n30% increased Pack Size\r\nMonster Level: 81"
267,6942,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n30% increased Rarity of Items found in this Area\r\n30% increased Pack Size\r\nMonster Level: 81"
268,6943,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\n30% increased Rarity of Items found in this Area\r\n30% increased Pack Size\r\nMonster Level: 81"
269,6944,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 82",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n150% increased Experience Gain\r\n30% increased Rarity of Items found in this Area\r\n30% increased Pack Size\r\nMonster Level: 82"
270,6945,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 83",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n200% increased Experience Gain\r\n30% increased Rarity of Items found in this Area\r\n30% increased Pack Size\r\nMonster Level: 83"
271,6946,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop 2 additional Reward Types\r\nArea has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 84",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n30% increased Rarity of Items found in this Area\r\n30% increased Pack Size\r\nMonster Level: 84"
272,6947,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop 2 additional Reward Types\r\nArea has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 84",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n30% increased Rarity of Items found in this Area\r\n30% increased Pack Size\r\nMonster Level: 84"
273,6948,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop 2 additional Reward Types\r\nArea has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n60% increased Rarity of Items found in this Area\r\n60% increased Pack Size\r\nMonster Level: 84",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 4 additional random Modifiers\r\n200% increased Experience Gain\r\n250% more Monster Life\r\n30% increased Rarity of Items found in this Area\r\n30% increased Pack Size\r\nMonster Level: 84"
