"rownum","Id","Base_ENVFile","[string]","[string]","[rid]","[i32]","rid","rid","bool"
1258,"ExpeditionArenaOlroth","Metadata/EnvironmentSettings/Expedition_ArenaOlroth.env",[],[],[],[],"","",""
1259,"ExpeditionArenaOlrothEntrance","Metadata/EnvironmentSettings/Expedition_ArenaOlroth_PreRevive.env","[""Metadata/EnvironmentSettings/Expedition_ArenaOlroth_Entrance.env""]",[],[],[],0,"",""
1260,"ExpeditionArenaUhtred","Metadata/EnvironmentSettings/Expedition_ArenaUhtred.env",[],[],[],[],"","",""
1261,"ExpeditionSubareaSewers","Metadata/EnvironmentSettings/Expedition_Sewers.env",[],[],[],[],"","",""
1262,"ExpeditionUndergroundSand","Metadata/EnvironmentSettings/Expedition_UndergroundSand.env",[],[],[],[],"","",""
1263,"ExpeditionSubareaCrypt","Metadata/EnvironmentSettings/Expedition_SubareaCrypt.env",[],[],[],[],"","",""
1264,"ExpeditionSubareaAcidCaverns","Metadata/EnvironmentSettings/Expedition_SubareaAcidCaverns.env",[],[],[],[],"","",""
1265,"ExpeditionSubareaCaves","Metadata/EnvironmentSettings/Expedition_SubareaCaves.env",[],[],[],[],"","",""
1266,"ExpeditionSubareaFungiDungeon","Metadata/EnvironmentSettings/Expedition_FungiDungeon.env",[],[],[],[],"","",""
1267,"ExpeditionSubareaCryptArchers","Metadata/EnvironmentSettings/Expedition_SubAreaCryptArchers.env",[],[],[],[],"","",""
1268,"ExpeditionSealedVault","Metadata/EnvironmentSettings/Expedition_SealedVault.env",[],[],[],[],"","",""
1269,"ExpeditionSubareaSpiderNest","Metadata/EnvironmentSettings/Expedition_SpiderNest.env",[],[],[],[],"","",""
1270,"ExpeditionEncounter","Metadata/EnvironmentSettings/ExpeditionEncounter.env",[],[],[],[],"",58,""
1271,"ExpeditionSaga","Metadata/EnvironmentSettings/ExpeditionSaga.env",[],[],[],[],"",58,""
1272,"HellscapeDemon","Metadata/EnvironmentSettings/LeagueHellscape_03.env",[],[],[],[],"",59,""
1273,"HellscapeDemonCloudy","Metadata/EnvironmentSettings/LeagueHellscape_03_Cloud.env",[],[],[],[],"",59,""
1274,"HellscapeFlesh","Metadata/EnvironmentSettings/LeagueHellscape_01.env",[],[],[],[],"",59,""
1275,"HellscapeFleshCloudy","Metadata/EnvironmentSettings/LeagueHellscape_01_Cloud.env",[],[],[],[],"",59,""
1276,"HellscapePale","Metadata/EnvironmentSettings/LeagueHellscape_02.env",[],[],[],[],"",59,""
1277,"HellscapePaleCloudy","Metadata/EnvironmentSettings/LeagueHellscape_02_Cloud.env",[],[],[],[],"",59,""
1278,"HellscapeAshesFalling","Metadata/EnvironmentSettings/LeagueHellscape_01Effect1.env",[],[],[],[],"",59,""
1279,"HellscapeAshes","Metadata/EnvironmentSettings/LeagueHellscape_01Effect2.env",[],[],[],[],"",59,""
1280,"HellscapeEmbers","Metadata/EnvironmentSettings/LeagueHellscape_02Effect1.env",[],[],[],[],"",59,""
1281,"HellscapeEmbersFalling","Metadata/EnvironmentSettings/LeagueHellscape_02Effect2.env",[],[],[],[],"",59,""
1282,"HellscapeEmbers2","Metadata/EnvironmentSettings/LeagueHellscape_03Effect1.env",[],[],[],[],"",59,""
1283,"HellscapeEmbersFalling2","Metadata/EnvironmentSettings/LeagueHellscape_03Effect2.env",[],[],[],[],"",59,""
1284,"CleansingBossLantern","Metadata/EnvironmentSettings/EndGamePrimordialBoss3_lantern.env",[],[],[],[],"","",""
1285,"LeagueLake","Metadata/EnvironmentSettings/LeagueLake.env",[],[],[],[],"","",""
1286,"SanctumCellar","Metadata/EnvironmentSettings/LeagueSanctumCellar.env",[],[],[],[],"","",""
1287,"SanctumVaults","Metadata/EnvironmentSettings/LeagueSanctumVaults.env",[],[],[],[],"","",""
1288,"SanctumNave","Metadata/EnvironmentSettings/LeagueSanctumNave.env",[],[],[],[],"","",""
1289,"SanctumCrypt","Metadata/EnvironmentSettings/LeagueSanctumCrypt.env",[],[],[],[],"","",""
1290,"SanctumFoyer_Start","Metadata/EnvironmentSettings/LeagueSanctumFoyer_Start.env",[],[],[],[],"","",""
1291,"SanctumLyciaArena","Metadata/EnvironmentSettings/LeagueSanctumLyciaArena.env",[],[],[],[],"","",""
1292,"HellscapeHideout","Metadata/EnvironmentSettings/HellscapeHideout.env",[],[],[],[],"","",""
1293,"HellscapeHideout2","Metadata/EnvironmentSettings/HellscapeHideoutCloudy.env",[],[],[],[],"","",""
1294,"LeagueCrucibleArea","Metadata/EnvironmentSettings/LeagueCrucibleArea.env",[],[],[],[],"","",""
1295,"CrucibleLeagueWorld","Metadata/EnvironmentSettings/CrucibleLeagueWorld.env",[],[],[],[],"","",""
1296,"ancestraltest","Metadata/EnvironmentSettings/ancestraltest.env",[],[],[],[],"","",""
1297,"HallsOfTheDeadLeague","Metadata/EnvironmentSettings/LeagueHallsOfTheDead_arena.env",[],[],[],[],"","",""
1298,"HallsOfTheDeadLeague_backroom","Metadata/EnvironmentSettings/LeagueHallsOfTheDead_backroom.env",[],[],[],[],"","",""
1299,"HallsOfTheDeadLeague_darkbackroom","Metadata/EnvironmentSettings/LeagueHallsOfTheDead_darkbackroom.env",[],[],[],[],"","",""
1300,"HallsOfTheDeadLeague_planning","Metadata/EnvironmentSettings/LeagueHallsOfTheDead_planning.env",[],[],[],[],"",67,""
1301,"AzmeriWoods","Metadata/EnvironmentSettings/LeagueAzmeriWoods.env",[],[],[],[],"",68,""
1302,"AzmeriArena","Metadata/EnvironmentSettings/LeagueAzmeriArena.env",[],[],[],[],"",68,""
1303,"AzmeriTunnel","Metadata/EnvironmentSettings/LeagueAzmeriTunnel.env",[],[],[],[],"",68,""
1304,"KaruiHideoutFireEnv","Metadata/EnvironmentSettings/hideout_weather_fire.env",[],[],[],[],"","",""
1305,"KaruiHideoutSnowEnv","Metadata/EnvironmentSettings/hideout_weather_snow.env",[],[],[],[],"","",""
1306,"KaruiHideoutStormEnv","Metadata/EnvironmentSettings/hideout_weather_storm.env",[],[],[],[],"","",""
1307,"NecropolisOutdoor","Metadata/EnvironmentSettings/LeagueNecropolis_Outdoor.env",[],[],[],[],"","",""
