"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32","rid"
896,193,9,"Abberath",[1239],[],[1240],"","",3,"",1240,[1518],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
897,193,10,"Abberath",[1200],[1241],[1241],"",1241,5,"",71,[1519],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
898,193,11,"The Puppet Mistress",[1195],[1193],[1242],"","",3,"",1242,[1520],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
899,193,12,"Ryslatha",[1242],[],[1243],"","",3,"",1243,[1521],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
900,193,13,"The Puppet Mistress",[1193],[1244],[1244],"",1244,5,"",71,[1522],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
901,193,14,"The Brine King",[1158],[1164],[1245],"","",3,"",1245,[1523],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
902,193,15,"Tsoagoth",[1245],[],[1246],"","",3,"",1246,[1524],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
903,193,16,"The Brine King",[1164],[1247],[1247],"",1247,5,"",1247,[1525],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
904,193,17,"Open Pantheon",[1175],[989],[],"","",33,"",71,[],"","","",[],[],1308,[],1308,"","",1,"","","","",49,[],49,""
905,193,18,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1389,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9175,"","","","","",49,[],49,""
906,193,19,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1390,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9176,"","","","","",49,[],49,""
907,193,20,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1391,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9177,"","","","","",49,[],49,""
908,193,21,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1392,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9178,"","","","","",49,[],49,""
909,193,22,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1393,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9179,"","","","","",49,[],49,""
910,193,23,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1394,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9180,"","","","","",49,[],49,""
911,193,24,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1395,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9181,"","","","","",49,[],49,""
912,193,25,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1396,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9182,"","","","","",49,[],49,""
913,193,26,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1397,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9183,"","","","","",49,[],49,""
914,193,27,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1398,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9184,"","","","","",49,[],49,""
915,193,28,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1399,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9185,"","","","","",49,[],49,""
916,193,29,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1400,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9186,"","","","","",49,[],49,""
917,193,30,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9187,"","","","","",49,[],49,""
918,193,31,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1405,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9188,"","","","","",49,[],49,""
919,193,32,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1406,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9189,"","","","","",49,[],49,""
920,193,33,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1407,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9190,"","","","","",49,[],49,""
921,193,34,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1401,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9191,"","","","","",49,[],49,""
922,193,35,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1404,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9192,"","","","","",49,[],49,""
923,193,36,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9193,"","","","","",49,[],49,""
924,193,37,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9194,"","","","","",49,[],49,""
925,194,0,"Tukohama",[1175],[],[1237],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1237,5,"",1237,[1516],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
926,194,1,"Open Pantheon",[1175],[989],[],"","",33,"",71,[],"","","",[],[],1308,[],1308,"","",1,"","","","",49,[],49,""
927,196,0,"Shavronne",[1168],[1238],[1238]," triggerer.FinishNPCChat();",1238,5,"",1238,[1509],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
928,196,1,"Shavronne","[1168,0]",[],[]," triggerer.FinishNPCChat();",71,5,"",1238,[1509],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
929,195,0,"Abberath",[1200],[],[1241],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1241,5,"",1241,[1519],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
930,195,1,"Open Pantheon","[1200,0]",[989],[],"","",33,"",71,[],"","","",[],[],1308,[],1308,"","",1,"","","","",49,[],49,""
931,195,2,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9187,"","","","","",49,[],49,""
932,197,0,"Ryslatha",[1193],[],[1244],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1244,5,"",1244,[1522],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
933,197,1,"Open Pantheon","[1193,0]",[989],[],"","",33,"",71,[],"","","",[],[],1308,[],1308,"","",1,"","","","",49,[],49,""
934,197,2,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",71,[1753],"","","",[],[],1308,[],1308,"",9194,"","","","","",49,[],49,""
935,198,0,"The Brine King",[1164],[],[1247],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1247,5,"",1247,[1525],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
936,198,1,"View Pantheon","[1164,0]",[989],[],"","",33,"",71,[],"","","",[],[],1308,[],1308,"","",1,"","","","",49,[],49,""
937,190,0,"Introduction",[],[],[1319],"",1319,3,"",1319,[1528],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
938,190,1,"Sail to the Brine King's Reef",[1319],[],[]," triggerer.AreaTransitionTo(2_6_15, 1, 0.5); triggerer.FinishNPCChat();","",5,"",71,[1529],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
939,191,0,"The Brine King's Reef",[],[],[1320],"",1320,3,"",1320,[1530],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
940,191,1,"The Brine King",[],[],[1321],"","",3,"",1321,[1531],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
941,192,0,"The Brine King",[1164],[],[1322],"",1322,3,"",1322,[1532],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
942,192,1,"Sail to the Bridge Encampment",[1164],[],[],"triggerer.AreaTransitionTo(2_7_town, 0, 0.5); triggerer.FinishNPCChat();","",5,"",71,[1533],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
943,222,0,"The Broken Bridge",[],[],[1323],"",1323,3,"",1323,[1534],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
944,222,1,"Merveil",[],[],[1324],"","",3,"",1324,[1535],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
945,222,2,"Lilly",[],[],[1325],"","",3,"",1325,[1536],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
946,222,3,"Yeena",[1332],[],[1326],"","",3,"",1326,[1537],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
947,222,4,"Helena",[1354],[],[1327],"","",3,"",1327,[1538],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
948,222,5,"Eramir",[1343],[],[1328],"","",3,"",1328,[1539],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
949,222,6,"The Silver Locket",[1323],"[1311,0]",[1312],"",1312,5,"",71,[1540],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
950,222,7,"The Silver Locket",[1311],[1310],[1310],"",1310,5,"",71,[1541],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
951,222,8,"Silver Locket Reward",[1310],[1308],[1309],"",1309,6,49,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
952,222,9,"Kishara's Star",[1273],"[1317,0]",[1318],"",1318,5,"",71,[1542],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
953,222,10,"Kishara's Star",[1317],[1316],[1316],"",1316,5,"",71,[1543],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
954,222,11,"Kishara's Star Reward",[1316],"[1314,0]",[1315],"",1315,6,50,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
955,222,12,"Kishara",[1318],[],[1104],"","",3,"",1104,[1544],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
956,222,13,"Pondium",[],[],[895],"","",3,"",895,[1545],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
957,222,14,"The Brinerot Clan",[],[],[896],"","",3,"",896,[1546],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
958,222,15,"Gamble for Items",[],[],[],"","",23,"",71,[],"","","",[],[],1308,[],1308,"","","","","",1,"",48,[],49,""
959,222,16,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1308,[],1308,"","","","","",0,"",48,[],49,""
960,223,0,"Greetings",[],[],[1332],"",1332,3,"",1332,[1547],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
961,223,1,"The Forest Encampment",[],[],[1337],"","",3,"",1337,[1548],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
962,223,2,"Silk",[],[1290],[1338],"","",3,"",1338,[1549],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
963,223,3,"Silk",[1290],[1294],[1297],"",1297,3,"",1297,[1550],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
964,223,4,"Silk",[1294],[],[1340],"","",3,"",1340,[1551],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
965,223,5,"Wraeclast",[],[],[1336],"","",3,"",1336,[1552],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
966,223,6,"Arakaali",[1290],[1294],[1335],"","",3,"",1335,[1553],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
967,223,7,"Greust",[71],"[122,0]",[1333],"","",3,"",1333,[1554],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
968,223,8,"Greust",[1273],[],[1333],"","",3,"",1333,[1554],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
969,223,9,"Weylam",[1323],[],[1334],"","",3,"",1334,[1555],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
970,223,10,"Fireflies",[1296],[1298],[1307],"",1307,5,"",71,[1556],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
971,223,11,"Arakaali's Temple","[1300,0,0,0,1301,0,0]",[1298],[1299],"",1299,5,"",71,[1558],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
972,223,12,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1308,[],1308,"","","","","",1,"",49,[],49,""
973,223,13,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1308,[],1308,"","","","","",0,"",49,[],49,""
974,224,0,"Fireflies","[1300,0,0,0,1301,0,0]",[],"[1307,0]","triggerer.SetQuestFlag(\""a7q7-YeenaTransform\""); triggerer.FinishNPCChat(); DirtyTransition(); ForEachOfType( Metadata/QuestObjects/Act7/ArakaaliTempleEntranceBlock, { DirtyTransition(); } ); temple_entrance.DirtyTransition();",1298,5,"",1298,[1559],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
975,224,1,"Fireflies",[],[1298],[1307],"",1307,5,"",71,[1557],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
976,314,0,"Arakaali",[1294],[1856],[1856],"triggerer.FinishNPCChat();",1856,3,"",71,[1560],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
977,314,1,"Arakaali","[1294,0]",[],[],"triggerer.FinishNPCChat();",71,3,"",71,[1560],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
978,227,0,"Black Venom",[],"[1291,0]",[1292],"",1292,5,"",71,[1562],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
979,227,1,"Black Venom",[1291],[],[1290],"triggerer.RemoveQuestItem(Metadata/Items/QuestItems/Act7/MaligaroMap);",1290,5,"",71,[1563],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
980,227,2,"Black Death Reward",[1290],"[1288,0]",[1289],"",1289,6,48,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
981,227,3,"Black Death",[],[1290],[1341],"","",3,"",1341,[1564],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
982,227,4,"Silk's Journey",[],[],[1342],"","",3,"",1342,[1565],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
983,225,0,"Greetings",[],[],[1343],"",1343,3,"",1343,[1568],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
984,225,1,"Greust",[54],[1273],[1269],"",1269,5,"",71,[1574],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
985,225,2,"Greust",[56],[1273],[1269],"",1269,5,"",71,[1574],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
986,225,3,"Greust",[89],[1273],[1269],"",1269,5,"",71,[1574],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
987,225,4,"Greust",[],"[1273,0,0,0]",[1269],"",1269,5,"",71,[1574],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
988,225,5,"Ralakesh",[1269],[1273],[1344],"","",3,"",1344,[1569],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
989,225,6,"Ralakesh",[1273],[1277],[1274],"",1274,5,"",71,[1578],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
990,225,7,"Ralakesh Reward",[1274],"[1276,0]",[1275],"",1275,6,46,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
991,225,8,"Silk",[],[1290],[1349],"","",3,"",1349,[1581],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
992,225,9,"Silk",[1290],[1294],[1350],"",1350,3,"",1350,[1582],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
993,225,10,"Silk",[1294],[],[1351],"","",3,"",1351,[1583],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
994,225,11,"Weylam",[1323],[],[1345],"","",3,"",1345,[1570],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
995,225,12,"Arakaali's Temple",[1350],"[1294,0]",[1348],"",1348,5,"",71,[1571],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
996,225,13,"Arakaali",[1350],[1294],[1346],"","",3,"",1346,[1572],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
997,225,14,"The Vaal City",[1267],[],[1347],"","",3,"",1347,[1573],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
998,225,15,"Gruthkul",[1388],[1386],[1352],"",1352,3,"",1352,[1579],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
999,225,16,"Gruthkul",[1386],"[1384,0]",[1353],"",1353,3,"",1353,[1580],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1000,225,17,"Gruthkul Reward",[1353],"[1384,0]",[1385],"",1385,6,53,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1001,225,18,"Change Bandit Reward",[],[],[],"","",8,33,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1002,226,0,"Greetings",[],[],[1354],"",1354,3,"",1354,[1584],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1003,226,1,"Weylam",[1323],[],[1355],"","",3,"",1355,[1590],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1004,226,2,"Silk",[],[1294],[414],"","",3,"",414,[1591],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1005,226,3,"Greust",[1269],"[1273,0,0,0]",[1356],"","",3,"",1356,[1585],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1006,226,4,"Greust","[1269,0]",[1273],[1356],"","",3,"",1356,[1585],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1007,226,5,"Greust","[1269,0]",[1273],[1356],"","",3,"",1356,[1585],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1008,226,6,"Greust","[1269,0]",[1273],[1356],"","",3,"",1356,[1585],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1009,226,7,"Maligaro",[1286],[1280],[1285],"",1285,3,"",1285,[1592],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1010,226,8,"Maligaro's Map",[1283],[1280],[1284],"",1284,3,"",1284,[1593],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1011,226,9,"Maligaro",[1280],[1278],[1358],"",1358,3,"",1358,[1594],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1012,226,10,"Maligaro Reward","[1280,0]",[1278],[1279],"",1279,6,47,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1013,226,11,"The Den",[1270],"[1288,0]",[1271],"",1271,3,"",1271,[1595],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1014,226,12,"Trading",[],[],[1339],"","",3,"",1339,[1589],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1015,226,13,"Greust",[1273],"[54,0,0]",[1357],"",1357,3,"",1357,[1596],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1016,226,14,"Greust","[1273,0]",[],[1357],"",1357,3,"",1357,[1596],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1017,226,15,"Greust","[1273,0]",[],[1357],"",1357,3,"",1357,[1596],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1018,226,16,"Greust","[1273,0]",[],[1357],"",1357,3,"",1357,[1596],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1019,226,17,"Greust's Necklace",[1273],[1379],[1382],"",1382,5,"",71,[1598],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1020,226,18,"Take Greust's Necklace","[1273,0]","[1380,0]",[1381],"",1381,6,52,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1021,226,19,"Greust's Necklace",[1379],[1376],[1378],"",1378,5,"",1378,[1599],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1022,226,20,"Greust's Necklace Reward","[1379,0]",[1376],[1377],"",1377,6,51,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1023,226,21,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1308,[],1308,"","","","","",1,"",49,[],49,""
1024,226,22,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1308,[],1308,"","","","","",0,"",49,[],49,""
1025,226,23,"Select Hideout",[],[],[],"triggerer.SendOpenScreen( HideoutSelectionWindow ); triggerer.FinishNPCChat();","",36,"",71,[],"","","",[],[200],1308,[],1308,"","",1,"","",5,"",49,[],49,""
1026,226,24,"Invite to Hideout",[],[],[],"","",38,"",71,[],"","","",[],[200],1308,[],1308,"","","","","","","",49,[],49,""
1027,226,25,"Create Hideout",[],[],[],"triggerer.CreateHideout(); triggerer.FinishNPCChat();","",5,"",71,[],"","","",[],[3],1308,[200],1308,"","","",1,"","","",49,[],49,""
1028,226,26,"Select Guild Hideout",[],[],[],"triggerer.SendOpenScreen( HideoutSelectionWindow, 1 ); triggerer.FinishNPCChat();","",36,"",71,[],"","","",[],"[1034,200]",1308,[],1308,"","","","","",4,"",49,[],49,""
1029,217,0,"Inquisitor Maligaro",[],[1280],[1286],"",1286,5,"",71,[1602],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1030,217,1,"The Origins of the Gods",[],[],[1359],"","",3,"",1359,[1604],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
1031,217,2,"Ralakesh",[1269],[1273],[1361],"","",3,"",1361,[1605],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
