"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect","row"
489,54,0,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
490,54,1,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,"",216
491,54,2,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
492,54,3,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[268],10,"",216
493,54,4,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[266],10,"",216
494,54,5,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[265],10,"",216
495,54,6,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[267],10,"",216
496,54,7,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[263],10,"",216
497,54,8,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[264],10,"",216
498,55,0,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
499,55,1,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,"",216
500,55,2,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
501,55,3,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[268],10,"",216
502,55,4,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[266],10,"",216
503,55,5,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[265],10,"",216
504,55,6,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[267],10,"",216
505,55,7,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[263],10,"",216
506,55,8,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[264],10,"",216
507,56,0,[937],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Cruel Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[92],"",[],[269],10,"",216
508,56,1,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","Enter the Labyrinth",[],0,"[""Enter the Labyrinth in the Sarn Encampment""]",[],[92],"","[268,266,265,267,263,264]",[],10,"",216
509,56,2,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
510,56,3,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],[92],"",[],[],10,"",216
511,56,4,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,"",216
512,56,5,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[92],"","[268,266,265,267,263,264]",[],10,"",216
513,56,6,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
514,56,7,"[937,0]",[899],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,"",216
515,56,8,[899],[992],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],[92],"","[268,266,265,267,263,264,269,270,271]",[],10,"",216
516,56,9,[899],[992],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,"",216
517,56,10,[899],[992],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],[92],"","[268,266,265,267,263,264]",[],10,"",216
518,56,11,[899],[992],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
519,56,12,[937],[992],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,"",216
520,56,13,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[268],10,"",216
521,56,14,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[266],10,"",216
522,56,15,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[265],10,"",216
523,56,16,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[267],10,"",216
524,56,17,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[263],10,"",216
525,56,18,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[264],10,"",216
526,56,19,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[269],10,"",216
527,56,20,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[270],10,"",216
528,56,21,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[271],10,"",216
529,57,0,[937],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Cruel Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[108],"",[],[270],10,"",216
530,57,1,[937],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Cruel Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[106],"",[],[271],10,"",216
531,57,2,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","Enter the Labyrinth",[],0,"[""Enter the Labyrinth in the Sarn Encampment""]",[],"[106,108]","","[268,266,265,267,263,264]",[],10,"",216
532,57,3,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
533,57,4,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],"[106,108]","",[],[],10,"",216
534,57,5,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,"",216
535,57,6,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],"[106,108]","","[268,266,265,267,263,264]",[],10,"",216
536,57,7,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
537,57,8,"[937,0]",[899],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,"",216
538,57,9,[899],[992],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],"[106,108]","","[268,266,265,267,263,264,269,270,271]",[],10,"",216
539,57,10,[899],[992],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,"",216
540,57,11,[937],[992],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],"[106,108]","","[268,266,265,267,263,264]",[],10,"",216
541,57,12,[937],[992],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
542,57,13,[937],[992],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,"",216
543,57,14,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[268],10,"",216
544,57,15,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[266],10,"",216
545,57,16,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[265],10,"",216
546,57,17,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[267],10,"",216
547,57,18,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[263],10,"",216
548,57,19,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[264],10,"",216
549,57,20,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[269],10,"",216
550,57,21,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[270],10,"",216
551,57,22,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[271],10,"",216
552,58,0,[900],[],"Quest Complete - You have completed the Eternal Labyrinth.",1,"",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271,272,273,274,286,284,283,285,281,282]",[],10,"",216
553,58,1,[993],[],"Quest Complete - You have completed the Merciless Labyrinth. But could there be yet more secrets to unlock?",1,"Quest Complete",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,"",216
554,58,2,[937],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Merciless Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[124],"",[],[272],10,"",216
555,58,3,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","Enter the Labyrinth",[],0,"[""Enter the Labyrinth""]",[],"[119,124]","","[268,266,265,267,263,264]",[],10,"",216
556,58,4,[],[897],"You have solved all of the Trials of Ascendancy. You may now access the Lord's Labyrinth from the Sarn Encampment.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
557,58,5,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],"[119,124]","",[],[],10,"",216
558,58,6,[937],[897],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,"",216
559,58,7,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],"[119,124]","","[268,266,265,267,263,264]",[],10,"",216
560,58,8,"[937,0]",[899],"You have gained access to the Lord's Labyrinth from the Sarn Encampment. Complete it to earn your Ascendancy.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
561,58,9,"[937,0]",[899],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[],10,"",216
562,58,10,[899],[992],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],"[119,124]","","[268,266,265,267,263,264,269,270,271]",[],10,"",216
563,58,11,[899],[992],"You have gained access to the Cruel Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,"",216
564,58,12,[899],[992],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],"[119,124]","","[268,266,265,267,263,264]",[],10,"",216
565,58,13,[899],[992],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"","[268,266,265,267,263,264]",[],10,"",216
566,58,14,[992],[993],"You have gained access to the Merciless Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","Complete the Labyrinth",[],0,"[""Complete the Labyrinth""]",[],"[119,124]","","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,"",216
567,58,15,[992],[993],"You have gained access to the Merciless Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,"",216
568,58,16,[992],[993],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","Solve the Trials of Ascendancy",[],0,"[""Solve the Trials of Ascendancy""]",[],"[119,124]","","[268,266,265,267,263,264,269,270,271]",[],10,"",216
569,58,17,[992],[993],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,"",216
570,58,18,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[268],10,"",216
571,58,19,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[266],10,"",216
572,58,20,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[265],10,"",216
573,58,21,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[267],10,"",216
574,58,22,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[263],10,"",216
575,58,23,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","","",[],0,[],[],[],"",[],[264],10,"",216
576,58,24,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[269],10,"",216
577,58,25,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[270],10,"",216
578,58,26,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Cruel Labyrinth.","","",[],0,[],[],[],"",[],[271],10,"",216
579,58,27,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"",[],[272],10,"",216
580,58,28,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"",[],[273],10,"",216
581,58,29,"[937,0]",[],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","","",[],0,[],[],[],"",[],[274],10,"",216
582,59,0,[937],[],"Solve the Trial of Ascendancy in this Area. Complete all the Trials to access the Merciless Labyrinth.","","Solve the Trial of Ascendancy in this Area",[],0,"[""Solve the Trial of Ascendancy in this Area""]",[],[142],"",[],[273],10,"",216
