"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]"
549,"killed_rare_monsters_drop_uniques","",1,"","","[3679,5701]",1,2,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[3679,5701]",[],"","","","","","",[],"",[]
550,"savage_hit_life_leech","Additional Life Leech, Damage, and Attack Speed",1,"","",[105],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[105],[],"","","","","","",[],"",[]
551,"savage_hit_damage","",1,"","",[24],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
552,"savage_hit_attack_cast_speed","",1,"","",[1903],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1903],[],"","","","","","",[],"",[]
553,"savage_hit_attack_speed","",1,"","",[70],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[70],[],"","","","","","",[],"",[]
554,"melee_physical_damage","Additional Melee Physical Damage from a Guardian's strength",1,"","Tenacious Vigor",[490],1,3,"","","",1,28,508,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[490],[],"","","","","","",[],"",[]
555,"grasping_ornaments_slow_aura","Your attack speed, cast speed and movement speed are reduced from standing in Grasping Ornaments.","","","Grasping Ornaments","[70,216,177]",1,3,"","","",1,28,503,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,216,177]",[],"","","","","","",[],"",[]
556,"grasping_tentacles_slow_aura","Your attack speed, cast speed and movement speed are reduced from standing in Grasping Tentacles.","","","Grasping Tentacles","[70,216,177]",1,3,"","","",1,28,504,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,216,177]",[],"","","","","","",[],"",[]
557,"grasping_pincers_slow_aura","Your attack speed, cast speed and movement speed are reduced from standing in Grasping Pincers.","","","Grasping Pincers","[70,216,177]",1,3,"","","",1,28,504,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,216,177]",[],"","","","","","",[],"",[]
558,"labyrinth_boss_grace","",1,"","","[140,398,1303,860]","",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,398,1303,860]",[],"","","","","","",[],"",[]
559,"izaro_summon_lieutenant_delay","",1,"","",[],"",3,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
560,"shield_defence_aura","You are being granted the defences of an allied Guardian's shield",1,"","Shield Mastery","[119,116,133]","",3,"","","","",28,508,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[119,116,133]",[],"","","","","","",[],"",[]
561,"labyrinth_trap_bleed","",1,"","LabyrinthTrapDebuff","[2562,3055]",1,1,"","","","",28,493,"","",11,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2562,3055]",[],"","","","","","",[],"",[]
562,"mine_detonation","",1,"","","[24,1838]",1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[24,1838]",[],"","","","","","",[],"",[]
563,"augry_of_penitence","You take increased Elemental Damage and deal less Elemental Damage.","","","Augury of Penitence","[3489,3818]",1,3,"","","",1,28,507,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[3489,3818]",[],"","","","","","",[],"",[]
564,"scion_augry_of_penitence","You take increased Elemental Damage","","","Augury of Penitence",[3489],1,3,"","","",1,28,507,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3489],[],"","","","","","",[],"",[]
565,"labyrinth_power_symbol_shield","",1,"","WIP",[477],"",3,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
566,"awaken_gargoyle","",1,"","WIP",[477],1,3,"","","","",28,560,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
567,"spell_damage_increase","",1,"","",[25],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[25],[],"","","","","","",[],"",[]
568,"attack_damage_increase","",1,"","",[2603],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[2603],[],"","","","","","",[],"",[]
569,"attack_speed_increase","",1,"","",[70],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[70],[],"","","","","","",[],"",[]
570,"cast_speed_increase","",1,"","",[216],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[216],[],"","","","","","",[],"",[]
571,"life_es_and_mana_recovery","",1,"","","[2805,2806,2807]",1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[2805,2806,2807]",[],"","","","","","",[],"",[]
572,"rock_golem_buff","Your Stone Golem is granting you additional Life Regeneration","","","Stone Golem",[125],1,3,"","","",1,28,548,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[125],[],"","","","","","",[],"",[]
573,"talisman_totem_effects","",1,"","",[],1,2,"","","","",28,515,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
574,"spike_trap_immunity","",1,"","",[3731],1,2,"","","",1,28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3731],[],"","","","","","",[],"",[]
575,"labyrinth_arrow_slow","",1,"","",[3829],1,2,"","","","",28,552,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3829],[],"","","","","","",[],"",[]
576,"shrink","You have been shrunk! You're more vulnerable to damage, and deal less damage.","","","Shrink","[24,477,1926,177]",1,1,1,"","",1,28,550,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],"[24,477,1926,177]",[],"","","","","","",[],"",[]
577,"lightning_eye_effects","",1,"","",[],1,2,"","","","",28,518,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
578,"talisman_degen","You are taking Physical Damage over time from the Bone Roil","","","Bone Roil",[3838],1,4,1,3836,3837,1,28,519,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3838],[],"","","","","","",[],"",[]
579,"blade_vortex_counter","You have blades in a Blade Vortex around you","","","Blade Vortex",[],"",4,1,"","","",28,520,1,1,6,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
580,"soul_eater_from_stat_parent","mechanical buff for handling soul eater shile using flask",1,"","",[],1,1,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
581,"LocustSwarmStackingDegenAuraFire","You are taking Fire Damage from a Fire Swarm","","","Fire Swarm",[2529],1,1,1,"","","",28,521,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[2529],[],"","","","","","",[],"",[]
582,"LocustSwarmStackingDegenAuraCold","You are taking Cold Damage from a Cold Swarm","","","Cold Swarm",[3862],1,1,1,"","","",28,522,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[3862],[],"","","","","","",[],"",[]
583,"LocustSwarmStackingDegenAuraLightning","You are taking Lightning Damage from a Lightning Swarm","","","Lightning Swarm",[3863],1,1,1,"","","",28,523,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[3863],[],"","","","","","",[],"",[]
584,"rigwald_channeling","",1,"","Rigwald Wolf Barrage",[477],1,3,"","","",1,28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
585,"blade_vortex","",1,"","",[3890],"",3,"","","","",28,0,1,"",6,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3890],[],"","","","","","",[],"",[]
586,"elemental_overload","You are dealing more Elemental Damage",1,"","Elemental Overload",[4932],"",1,"","","",1,28,561,1,"",17,"",1,1,"",0,1,"","","","","",1,"","",0,[],"","",[],"",[],[12960],[4932],[],"","","","","","",[],"",[]
587,"frost_nova_counter","You are dealing increased Cold Damage","","","Frost Nova",[3918],1,4,1,3915,3916,1,28,464,1,1,6,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3918],[],"","","","","","",[],"",[]
588,"izaro_pylon_temporal_chains_on_hit","Temporal Chains on Hit",1,"","","[10,11,1942,1941,1934,1935]",1,3,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[10,11,1942,1941,1934,1935]",[],"","","","","","",[],"",[]
589,"izaro_pylon_elemental_weakness_on_hit","Elemental Weakness on Hit",1,"","","[10,11,1942,1941,1934,1935]",1,3,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[10,11,1942,1941,1934,1935]",[],"","","","","","",[],"",[]
590,"izaro_pylon_vulnerability_on_hit","Vulnerability on Hit",1,"","","[10,11,1942,1941,1934,1935]",1,3,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[10,11,1942,1941,1934,1935]",[],"","","","","","",[],"",[]
591,"heirophant_attack_and_spell_damage","You have Increased Damage","","","Pursuit of Faith",[24],1,1,1,"","",1,28,566,1,1,17,"",1,1,"",0,1,"","","","","",2,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
592,"heirophant_additional_totems","",1,"","",[953],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[953],[],"","","","","","",[],"",[]
593,"petrified","You are Petrified","","","Petrified","[3920,4932]",1,3,"","","",1,28,524,1,"",2,"",1,1,"",0,"","Petrify","","","","",4,"","",0,[],"","",[],"",[],[],"[3920,4932]",[],"","","","","","",[],"",[]
594,"flask_petrification","You are Petrified","","","Replica Rumi's Concoction","[3920,1034]",1,3,"","","",1,28,524,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[3920,1034]",[],"","","","","","",[],"",[]
595,"blight","You are taking Chaos Damage Over Time","","","Blight",[453],1,1,"","","",1,28,531,1,"",2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[453],[],"","","","","","",[],"",[]
596,"poison_immunity","All Poison has been removed from you, and you cannot be Poisoned.","","","Poison Immunity",[],1,3,"","","",1,28,283,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[3946],[],[],"","","","","","",[],"",[]
597,"flask_bonus_physical_damage_reduction_percent","","","","WIP",[1034],1,3,"","","",1,28,479,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1034],[],"","","","","","",[],"",[]
598,"life_regen_from_spread_poison","","","","Life Regeneration",[125],1,3,"","","",1,28,275,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[125],[],"","","","","","",[],"",[]
599,"elementalist_increased_fire_damage","",1,"","Ascendancy Effect (Invisible)",[42],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[42],[],"","","","","","",[],"",[]
600,"elementalist_increased_lightning_damage","",1,"","Ascendancy Effect (Invisible)",[56],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[56],[],"","","","","","",[],"",[]
601,"elementalist_increased_cold_damage","",1,"","Ascendancy Effect (Invisible)",[49],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[49],[],"","","","","","",[],"",[]
602,"elementalist_increased_elemental_damage","",1,"","Ascendancy Effect (Invisible)",[486],1,3,"","","",1,28,529,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[486],[],"","","","","","",[],"",[]
603,"elementalist_cold_penetration","",1,"","Ascendancy Effect (Invisible)",[594],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[594],[],"","","","","","",[],"",[]
604,"elementalist_fire_penetration","",1,"","Ascendancy Effect (Invisible)",[593],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[593],[],"","","","","","",[],"",[]
605,"elementalist_lightning_penetration","",1,"","Ascendancy Effect (Invisible)",[595],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[595],[],"","","","","","",[],"",[]
606,"elemental_conflux","All of your damage Shocks, Chills, and Ignites.","","","Elemental Conflux","[3960,659,611]",1,3,"","","",1,28,568,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[3960,659,611]",[],"","","","","","",[],"",[]
607,"elementalist_increased_fire_damage_taken","",1,"","Ascendancy Effect (Invisible)",[2038],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[2038],[],"","","","","","",[],"",[]
608,"elementalist_increased_lightning_damage_taken","",1,"","Ascendancy Effect (Invisible)",[3625],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[3625],[],"","","","","","",[],"",[]
609,"elementalist_increased_cold_damage_taken","",1,"","Ascendancy Effect (Invisible)",[3624],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[3624],[],"","","","","","",[],"",[]
610,"elementalist_increased_elemental_damage_cooldown","",1,"","Ascendancy Effect (Invisible)",[],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","ElementalistIncreasedDamage","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
611,"occultist_non_chaos_to_chaos_damage","",1,"","","[1501,450,1499,1504]",1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[1501,450,1499,1504]",[],"","","","","","",[],"",[]
612,"occultist_nearby_enemies_chaos_cold_resist_life_regen","You have no Life Regeneration and reduced Cold and Chaos Resistance while near an Occultist","","","Void Beacon","[150,2399,146]",1,3,"","","",1,28,530,1,"",2,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[150,2399,146]",[],"","","","","","",[],"",[]
613,"occultist_no_energy_shield_recharge_delay","",1,"","",[2285],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[2285],[],"","","","","","",[],"",[]
614,"izaro_elemental_fire_buff_phase1","Allies deal additional fire damage","","","",[447],1,3,"","","","",28,526,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[447],[],"","","","","","",[],"",[]
615,"izaro_elemental_fire_buff","Allies deal additional fire damage","","","Fire Damage Aura","[447,10,11]",1,3,"","","","",28,526,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[447,10,11]",[],"","","","","","",[],"",[]
616,"izaro_elemental_cold_buff_phase1","Allies deal additional cold damage","","","",[448],1,3,"","","","",28,527,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[448],[],"","","","","","",[],"",[]
617,"izaro_elemental_cold_buff","Allies deal additional cold damage","","","Cold Damage Aura","[448,10,11]",1,3,"","","","",28,527,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[448,10,11]",[],"","","","","","",[],"",[]
618,"izaro_elemental_lightning_buff_phase1","Allies deal additional lightning damage","","","",[449],1,3,"","","","",28,528,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[449],[],"","","","","","",[],"",[]
619,"izaro_elemental_lightning_buff","Allies deal additional lightning damage","","","Lightning Damage Aura","[449,10,11]",1,3,"","","","",28,528,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[449,10,11]",[],"","","","","","",[],"",[]
620,"charged_attack","Your Blade Flurry has more damage","","","Blade Flurry",[],1,4,1,14969,3971,1,28,590,1,"",6,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
621,"petrify_enrage","","","","WIP","[24,1903,177]",1,3,"","","",1,28,528,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,1903,177]",[],"","","","","","",[],"",[]
622,"occultist_stacking_es_recovery_per_minute_percent","You are regenerating Energy Shield","","","Vile Bastion",[],1,3,1,"","",1,28,565,1,1,17,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
623,"izaro_chronos_statue_damage_phase1","Additional Block Chance",1,"","",[24],1,3,"","","","",28,532,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
624,"izaro_chronos_statue_damage","Additional Block Chance",1,"","","[24,10,11,1942,1941,1934,1935]",1,3,"","","","",28,532,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,10,11,1942,1941,1934,1935]",[],"","","","","","",[],"",[]
625,"izaro_chronos_statue_speed_phase1","Additional Spell Block Chance",1,"","","[1903,177]",1,3,"","","","",28,533,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1903,177]",[],"","","","","","",[],"",[]
626,"izaro_chronos_statue_speed","Additional Spell Block Chance",1,"","","[1903,177,10,11,1942,1941,1934,1935]",1,3,"","","","",28,533,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1903,177,10,11,1942,1941,1934,1935]",[],"","","","","","",[],"",[]
627,"izaro_chronos_statue_damage_taken_phase1","",1,"","",[477],1,3,"","","","",28,534,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
628,"izaro_chronos_statue_damage_taken","",1,"","","[477,10,11,1942,1941,1934,1935]",1,3,"","","","",28,534,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[477,10,11,1942,1941,1934,1935]",[],"","","","","","",[],"",[]
629,"izaro_gargoyles_damage_buff_phase1","Izaro deals increased Damage",1,"","Izaro Damage",[24],1,3,"","","","",28,535,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
630,"izaro_gargoyles_damage_buff","Izaro deals increased Damage",1,"","Izaro Damage","[24,10,11]",1,3,"","","","",28,535,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,10,11]",[],"","","","","","",[],"",[]
631,"izaro_gargoyles_speed_buff_phase1","Izaro attacks, casts, and moves faster",1,"","Izaro Speed","[1903,177]",1,3,"","","","",28,537,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1903,177]",[],"","","","","","",[],"",[]
632,"izaro_gargoyles_speed_buff","Izaro attacks, casts, and moves faster",1,"","Izaro Speed","[1903,177,10,11]",1,3,"","","","",28,537,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1903,177,10,11]",[],"","","","","","",[],"",[]
633,"izaro_gargoyles_damage_taken_buff_phase1","Izaro takes reduced Damage",1,"","Izaro Damage Taken",[477],1,3,"","","","",28,539,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
634,"izaro_gargoyles_damage_taken_buff","Izaro takes reduced Damage",1,"","Izaro Damage Taken","[477,10,11]",1,3,"","","","",28,539,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[477,10,11]",[],"","","","","","",[],"",[]
635,"izaro_pedestals_physical_damage_reduction_buff_phase 1","Increased Physical Damage Reduction",1,"","",[1034],1,3,"","","","",28,333,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1034],[],"","","","","","",[],"",[]
636,"izaro_pedestals_physical_damage_reduction_buff","Increased Physical Damage Reduction",1,"","","[1034,10,11]",1,3,"","","","",28,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1034,10,11]",[],"","","","","","",[],"",[]
637,"izaro_pedestals_physical_damage_buff_phase 1","Increased Physical Damage",1,"","",[26],1,3,"","","","",28,334,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[26],[],"","","","","","",[],"",[]
