"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName","MiscAnimated1","MiscAnimated2","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3","rid"
425,"smoke_trail_storm","Art/2DArt/BuffIcons/TempestBasic.dds",[],[],[],"","","","","","","","",[],[],[],"",""
426,"corpse_devour_storm","Art/2DArt/BuffIcons/TempestRed.dds","[""Metadata/Effects/Spells/totems/spells/life_regen/affected.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
427,"projectile_nova_storm","Art/2DArt/BuffIcons/TempestTeal.dds","[""Metadata/Effects/Environment/tempest_league/buff/echo_buff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
428,"veil_storm","Art/2DArt/BuffIcons/TempestBasic.dds","[""Metadata/Effects/Environment/tempest_league/buff/veilofthenight.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
429,"voltaxic_storm","Art/2DArt/BuffIcons/TempestPurple.dds","[""Metadata/Effects/Environment/tempest_league/buff/chaosconversion.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
430,"ethereal_storm","Art/2DArt/BuffIcons/TempestTeal.dds","[""Metadata/Effects/misc/flask_effects/phase_flask/phase.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
431,"corrupted_drops_storm","Art/2DArt/BuffIcons/TempestRed.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
432,"drop_as_sell_price_storm","Art/2DArt/BuffIcons/TempestOrange.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
433,"quality_drops_storm","Art/2DArt/BuffIcons/TempestBasic.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
434,"identify_items_storm","Art/2DArt/BuffIcons/TempestRed.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
435,"elemental_damage_storm","Art/2DArt/BuffIcons/TempestPurple.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/increased_elemental/increased_ele.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/increased_elemental/increased_ele.epk""]",[2],"","","","","","","","",[],[],[],"",""
436,"status_immunity_storm","Art/2DArt/BuffIcons/TempestWhite.dds","[""Metadata/Effects/Spells/monsters_effects/aura/cult_elements/CultElementsAura.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
437,"soul_eater_storm","Art/2DArt/BuffIcons/TempestOrange.dds",[],[],[],"","","","","","","","",[],[],[],"",""
438,"exploding_storm_buff_green","","[""Metadata/Effects/Environment/tempest_league/basic_colour/green/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
439,"exploding_storm_buff_red","","[""Metadata/Effects/Environment/tempest_league/basic_colour/red/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
440,"exploding_storm_buff_blue","","[""Metadata/Effects/Environment/tempest_league/basic_colour/blue/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
441,"exploding_storm_buff_orange","","[""Metadata/Effects/Environment/tempest_league/basic_colour/orange/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
442,"exploding_storm_buff_pink","","[""Metadata/Effects/Environment/tempest_league/basic_colour/pink/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
443,"exploding_storm_buff_purple","","[""Metadata/Effects/Environment/tempest_league/basic_colour/purple/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
444,"exploding_storm_buff_teal","","[""Metadata/Effects/Environment/tempest_league/basic_colour/teal/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
445,"exploding_storm_buff_white","","[""Metadata/Effects/Environment/tempest_league/basic_colour/white/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
446,"righteous_fire_white_no_light","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/ri_firebot_white/bottom.epk""]",[],[],"","","","","","","","",[],[],[],"",""
447,"exploding_storm_buff_ice","","[""Metadata/Effects/Environment/tempest_league/elements/ice/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
448,"exploding_storm_buff_fire","","[""Metadata/Effects/Environment/tempest_league/elements/fire/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
449,"exploding_storm_buff_lightning","","[""Metadata/Effects/Environment/tempest_league/elements/lightning/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
450,"doedre_curse_zone_aura_enfeeble","Art/2DArt/SkillIcons/enfeeble.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/enfeeble.epk""]",[8],"","","","","","","","",[],[],[22],"",""
451,"doedre_curse_zone_aura_temporal_chains","Art/2DArt/SkillIcons/temporalchains.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/temporal_chains.epk""]",[8],"","","","","","","","",[],[],[19],"",""
452,"doedre_curse_zone_aura_vulnerability","Art/2DArt/SkillIcons/vulnerability.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/vulnerability.epk""]",[8],"","","","","","","","",[],[],[23],"",""
453,"map_boss_duet_enrage","","[""Metadata/Effects/StatusAilments/blood_frenzy.epk""]",[],[],"","","","","","","","",[],[],[],"",""
454,"ground_spores","Art/2DArt/BuffIcons/TentacleGroundDebuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
455,"culling_strike_aura","Art/2DArt/BuffIcons/UnholyMight.dds",[],[],[],"","","","","","","","",[],[],[],"",""
456,"increased_item_rarity_aura","Art/2DArt/BuffIcons/KingMaker2.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/Kingmaker/KingMakerSmlAura.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/Kingmaker/KingMaker_aura.epk""]",[],1,"","","","","","","",[],[],[],"",""
457,"new_phase_run","Art/2DArt/SkillIcons/iconphaserun.dds","[""Metadata/Effects/Spells/phase_run/phase_run.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
458,"new_phase_run_damage","Art/2DArt/SkillIcons/iconphaserun.dds","[""Metadata/Effects/Spells/phase_run/phase2.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
459,"power_charge_art_variation","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],1,"","","","","","","",[],[],[8],"",""
460,"static_tether","Art/2DArt/SkillIcons/stormcall.dds","[""Metadata/Effects/Spells/static_tether/debuff/static_tether.epk""]",[],[],"","","","","","","","",[],[],[],"",""
461,"cultist_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre_demonic/demonicspectre.epk""]",[],[],"","","","","","","","",[],[],[],"",""
462,"black_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre/shadow_mirror/shadow_mirror_EPK.epk""]",[],[],"","","","","","","","",[],[],[],"",""
463,"daresso_enrage","","[""Metadata/Effects/Spells/monsters_effects/act4/daresso/kneel_sheild/bloodrage_kneel_shield_combined.epk""]",[],[],"","","","","","","","",[],[],[],"",""
464,"frost_bomb","Art/2DArt/SkillIcons/FrostBomb.dds","[""Metadata/Effects/Spells/frost_bomb/affected_buff.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
465,"lightning_bomb","Art/2DArt/BuffIcons/LightningBomb.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","",[],[],[],"",""
466,"ghost_fire","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/GhostFire.epk"",""Metadata/Effects/StatusAilments/GhostFire.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/GhostFire.epk""]","[""Metadata/Effects/StatusAilments/GhostFire.epk""]",[],1,"","","","","","","",[],[],[],"",""
467,"haste_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/ImpDemon/aura/aura.epk""]",[],"","","","","","","","",[],[],[],"",""
468,"vaal_haste_aura_art_variation","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Microtransactions/Aura/ImpDemon/aura/vaal_haste.epk""]",[],"","","","","","","","",[],[],[],"",""
469,"vitality_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/Demon2/Demon2_aura/Demon2_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
470,"vaal_vitality_aura_art_variation","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Microtransactions/Aura/Demon2/Demon2_aura/Demon2_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
471,"purity_of_elements_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/Demon/Demon_aura/Demon_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
472,"vaal_purity_of_elements_aura_art_variation","","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Microtransactions/Aura/Demon/Demon_aura/Demon_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
473,"determination_aura_art_variation","",[],"[""Metadata/Effects/Microtransactions/Aura/ArchDemon/ArchDemonAura/ArchDemonAura.epk""]",[],"","","","","","","","",[],[],[],"",""
474,"righteous_lightning","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/ri_fire/bottom.epk""]",[],[],"","","","","","","","",[],[],[],"",""
475,"righteous_lightning_aura","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/Spells/ri_fire/player.epk""]",[],"","","","","","","","",[],[],[],"",""
476,"talisman_monster","","[""Metadata/Effects/StatusAilments/monsters/talisman_epk.epk""]",[],[0],"","","","","","","","",[],[],[],"",""
477,"sawblade_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/sawblade/sawblood.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","",[],[],[],"",""
478,"inspirational","Art/2DArt/BuffIcons/Inspirational.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],"",""
479,"contagion","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/Spells/contagion/contagion_buff.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
480,"contagion_arcane","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/Microtransactions/Spells/arcane_contagion/arcane_contagion_buff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
481,"thunderbolt","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/enchantment_skills/thunderbolt/charge.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
482,"siphon","Art/2DArt/SkillIcons/Siphon.dds","[""Metadata/Effects/Spells/siphon/buff.epk"",""Metadata/Effects/Spells/siphon/buff.epk"",""Metadata/Effects/Spells/siphon/buff_large.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
483,"offering_of_judgement_fire","Art/2DArt/BuffIcons/Fire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","",[],[],[],"",""
484,"hinder","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/StatusAilments/hinder/hindered.epk""]",[],[],"","","","","","Metadata/Effects/StatusAilments/Hinder.epk","","",[],[],[],"",""
485,"hinder_from_item","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/StatusAilments/hinder/hindered.epk""]",[],[],"","","","","","Metadata/Effects/StatusAilments/Hinder.epk","","",[],[],[],"",""
486,"wither_resistance","Art/2DArt/SkillIcons/Wither.dds","[""Metadata/Effects/Spells/wither/buff/buff.epk"",""Metadata/Effects/Spells/wither/buff/buff.epk"",""Metadata/Effects/Spells/wither/buff/buff_large.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
487,"wither_resistance_arcane","Art/2DArt/SkillIcons/Wither.dds","[""Metadata/Effects/Microtransactions/Spells/wither/buff.epk"",""Metadata/Effects/Microtransactions/Spells/wither/buff.epk"",""Metadata/Effects/Microtransactions/Spells/wither/buff_large.epk""]",[],[],"","","","","","","","",[],[],[],"",""
488,"offering_of_judgement_chaos","Art/2DArt/BuffIcons/Chaos.dds","[""Metadata/Effects/StatusAilments/chaosed.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","",[],[],[],"",""
489,"her_blessing","Art/2DArt/BuffIcons/GoddessUnleasedBurningIcon.dds","[""Metadata/Effects/Microtransactions/Weapon_effects/uniques/TheGoddessUnleashed/buff.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
490,"vinktars_vessel","Art/2DArt/BuffIcons/VesselOfVinktarFlaskBuff.dds","[""Metadata/Effects/Spells/monsters_effects/Viking_Vinktars_Square/aura/aura.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
491,"lava_aura_ignited","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","Metadata/Effects/StatusAilments/Ignited_player.epk","","",[],[],[],"",""
492,"remove_covered_in_spiders","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ArachnidTombFire/BurningSpidersFire.epk""]",[],"","","","","","","","",[],[],[],"",""
493,"rhoomba_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/roomba/roomba.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","",[],[],[],"",""
494,"flying_rhoomba_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/roomba/flying_roomba.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","",[],[],[],"",""
495,"vinktars_vessel_no_epk","Art/2DArt/BuffIcons/VesselOfVinktarFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
496,"gloom_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/gloom/gloomfire.epk""]",[],[],"","","","","","","","",[],[],[],"",""
497,"ghost_flame_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/ghost_fire/fire_heraldghost_epk.epk""]",[],[],"","","","","","","","",[],[],[],"",""
498,"spinning_blades_damage","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Environment/labyrinth/traps/spinner/spinnerblood.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[3],"","","","","","","","",[],[],[],"",""
499,"nightwane_effects","","[""Metadata/Effects/Spells/monsters_effects/act4/skeletonsoldier/Nightwane/nightwane.epk""]",[],[],"","","","","","","","",[],[],[],"",""
500,"izaro_fire_conversion_buff_1","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/ri_fire/bottom.epk""]",[],[3],"","","","","","","","",[],[],[],"",""
501,"vinktar_lightning_bond","Art/2DArt/BuffIcons/LightningSearingBond.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","",[],[],[],"",""
502,"singularity_aura","Art/2DArt/BuffIcons/CrippleDebuff.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff.epk"",""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff.epk"",""Metadata/Effects/Microtransactions/Aura/Uniques/Gloomeye/monster_debuff/gloomeye_debuff_large.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
503,"grasping_ornaments_slow","Art/2DArt/BuffIcons/GraspingOrnaments.dds","[""Metadata/Effects/Spells/monsters_effects/GraspingOrnaments/speed_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
504,"grasping_tentacles_slow","Art/2DArt/BuffIcons/ParasiticSquidDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/GraspingOrnaments/speed_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
505,"grant_es_to_nearby_allies","Art/2DArt/BuffIcons/Ascendancy/PrayerOfGlory.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
506,"grant_strength_bonus_to_nearby_allies","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
507,"augry_of_penitence","Art/2DArt/SkillIcons/passives/Inquistitor/ElementalDominationSmall.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_epk.epk"",""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_epk.epk"",""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/elementalist_aura/elementalist_large.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
508,"shield_defence_aura","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],"",""
509,"ascendancy_melee_physical_damage","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
510,"avoid_stun_staff_aura","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player_ascendancy.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
511,"izaro_fire_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/fire.epk""]",[],[3],"","","","","","","","",[],[],[],"",""
512,"izaro_cold_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/ice.epk""]",[],[3],"","","","","","","","",[],[],[],"",""
513,"izaro_lightning_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/lightning.epk""]",[],[3],"","","","","","","","",[],[],[],"",""
514,"izaro_physical_buff","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/Izaro/weapons/buff/physical.epk""]",[],[3],"","","","","","","","",[],[],[],"",""
515,"talisman_totem_effects","","[""Metadata/Effects/Spells/monsters_effects/talisman/tribal_totem/monster_glow.epk""]",[],[0],"","","","","","","","",[],[],[],"",""
516,"gladiator_damage_speed_stack","Art/2DArt/SkillIcons/passives/Gladiator/GLADViolentRetaliationSmall.dds",[],[],[],"","","","","","","","",[],[],[],"",""
517,"maim","Art/2DArt/BuffIcons/MaimBuff.dds","[""Metadata/Effects/StatusAilments/maimed/maimed_epk.epk"",""Metadata/Effects/StatusAilments/maimed/maimed_epk.epk"",""Metadata/Effects/StatusAilments/maimed/large_maimed.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
