"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","rid_128","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid_256","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","AilmentThreshold","AilmentThreshold (French)","AilmentThreshold (German)","AilmentThreshold (Japanese)","AilmentThreshold (Korean)","AilmentThreshold (Portuguese)","AilmentThreshold (Russian)","AilmentThreshold (Spanish)","AilmentThreshold (Thai)","AilmentThreshold (Traditional Chinese)","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","i32_747","i32_751","i32_755"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32_759","i32_763","i32_767","BossHealthBar","rid_772","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","rid_810","f32_826","f32_830","bool_834","[string]_835","rid_851","i32_867","i32_871","f32_875","rid_879","bool_895","i32_896","bool_900","i32_901","rid_905"
68,"Metadata/Monsters/Mirage/TemplarFourMirage",43,0,1,6,6,"[""Metadata/Characters/StrInt/StrIntFour.act""]","[""Metadata/Characters/StrInt/StrIntFourMirage.ao""]","Metadata/Monsters/Mirage/Mirage",[],1,"","",100,3,1,1,1,0,"[1021,74,163,118]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",0,"Mirage","Mirage","Illusion","ミラージュ","신기루","Miragem","Мираж","Ilusión","ร่างเงา","幻影之體",100,100,0,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,43319,"","","M","F","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,31230,31256,31270,31094,31032,31258,30784,31346,31256,30984,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
69,"Metadata/Monsters/Mirage/ShadowFourMirage",43,0,1,6,6,"[""Metadata/Characters/DexInt/DexIntFour.act""]","[""Metadata/Characters/DexInt/DexIntFourMirage.ao""]","Metadata/Monsters/Mirage/Mirage",[],1,"","",100,3,1,1,1,0,"[1021,74,163,118]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",0,"Mirage","Mirage","Illusion","ミラージュ","신기루","Miragem","Мираж","Ilusión","ร่างเงา","幻影之體",100,100,0,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,4569,"","","M","F","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,31578,31604,31618,31442,31380,31606,31132,31694,31604,31332,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
70,"Metadata/Monsters/Mirage/MarauderReplicateClone",42,40,1,6,6,"[""Metadata/Monsters/Mirage/MirageCharacters/Str.act""]","[""Metadata/Characters/Str/StrMirage.ao""]","Metadata/Monsters/Mirage/ReplicateClone",[],1,"","",100,3,6,1,1,0,"[1021,74,755,757,742,747,713,714,118,771]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Mirage/ReplicateClone.ais",[],"",37,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,40544,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,32202,32228,32242,32066,32004,32230,31756,32318,32228,31956,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
71,"Metadata/Monsters/Mirage/RangerReplicateClone",42,40,1,6,6,"[""Metadata/Monsters/Mirage/MirageCharacters/Dex.act""]","[""Metadata/Characters/Dex/DexMirage.ao""]","Metadata/Monsters/Mirage/ReplicateClone",[],1,"","",100,3,6,1,1,0,"[1021,74,755,757,742,747,713,714,118,771]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Mirage/ReplicateClone.ais",[],"",37,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,44658,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,32650,32676,32690,32514,32452,32678,32204,32766,32676,32404,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
72,"Metadata/Monsters/Mirage/WitchReplicateClone",42,40,1,6,6,"[""Metadata/Monsters/Mirage/MirageCharacters/Int.act""]","[""Metadata/Characters/Int/IntMirage.ao""]","Metadata/Monsters/Mirage/ReplicateClone",[],1,"","",100,3,6,1,1,0,"[1021,74,755,757,742,747,713,714,118,771]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Mirage/ReplicateClone.ais",[],"",37,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,42780,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,33096,33122,33136,32960,32898,33124,32650,33212,33122,32850,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
73,"Metadata/Monsters/Mirage/DuelistReplicateClone",42,40,1,6,6,"[""Metadata/Monsters/Mirage/MirageCharacters/StrDex.act""]","[""Metadata/Characters/StrDex/StrDexMirage.ao""]","Metadata/Monsters/Mirage/ReplicateClone",[],1,"","",100,3,6,1,1,0,"[1021,74,755,757,742,747,713,714,118,771]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Mirage/ReplicateClone.ais",[],"",37,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,52708,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,33564,33590,33604,33428,33366,33592,33118,33680,33590,33318,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
74,"Metadata/Monsters/Mirage/TemplarReplicateClone",42,40,1,6,6,"[""Metadata/Monsters/Mirage/MirageCharacters/StrInt.act""]","[""Metadata/Characters/StrInt/StrIntMirage.ao""]","Metadata/Monsters/Mirage/ReplicateClone",[],1,"","",100,3,6,1,1,0,"[1021,74,755,757,742,747,713,714,118,771]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Mirage/ReplicateClone.ais",[],"",37,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,5550,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,34032,34058,34072,33896,33834,34060,33586,34148,34058,33786,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
75,"Metadata/Monsters/Mirage/ShadowReplicateClone",42,40,1,6,6,"[""Metadata/Monsters/Mirage/MirageCharacters/DexInt.act""]","[""Metadata/Characters/DexInt/DexIntMirage.ao""]","Metadata/Monsters/Mirage/ReplicateClone",[],1,"","",100,3,6,1,1,0,"[1021,74,755,757,742,747,713,714,118,771]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Mirage/ReplicateClone.ais",[],"",37,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,13731,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,34498,34524,34538,34362,34300,34526,34052,34614,34524,34252,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
76,"Metadata/Monsters/InvisibleFire/MDTitanBossLaserTarget",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/InvisibleFire.act""]","[""Metadata/Monsters/InvisibleFire/InvisibleFire.ao""]","Metadata/Monsters/InvisibleFire/InvisibleFireMoveDaemonTitanBossLaserTarget",[],1,"","",100,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,[2706],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,22242,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,35068,35094,35114,34920,34856,35096,34622,35184,35088,34808,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
77,"Metadata/Monsters/InvisibleFire/MDVaalSunApparitionMinisun",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/MDVaalSunApparitionMinisun.act""]","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalApparition/ao/MiniSun.ao""]","Metadata/Monsters/InvisibleFire/MDVaalSunApparitionMinisun",[],1,"","",100,2,3,0,8,0,"[1020,764,34,770,74,742,717,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,42885,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,35622,35648,35668,35474,35410,35650,35176,35738,35642,35362,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
78,"Metadata/Monsters/InvisibleFire/MDHighbornSpore",30,12,0,6,6,"[""Metadata/Monsters/Cenobite/CenobiteHighborn/MDHighbornSpore.act""]","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/CenobiteHighborn/ao/TrackingOrb.ao""]","Metadata/Monsters/Cenobite/CenobiteHighborn/MDHighbornSpore",[],1,"","",100,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,55991,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,36210,36236,36256,36062,35998,36238,35764,36326,36230,35950,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",0,2
79,"Metadata/Monsters/InvisibleFire/MDVaalBossStatueLaserTarget",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/InvisibleFire.act""]","[""Metadata/Monsters/InvisibleFire/InvisibleFire.ao""]","Metadata/Monsters/VaalBossStatue/VaalBossStatueMoveDaemon",[],1,"","",100,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,"[2439,2440]","Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,56735,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,36546,36572,36592,36398,36334,36574,36100,36662,36566,36286,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
80,"Metadata/Monsters/InvisibleFire/MDVaalBossStatueLaserCrissCrossTarget",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/InvisibleFire.act""]","[""Metadata/Monsters/InvisibleFire/InvisibleFire.ao""]","Metadata/Monsters/VaalBossStatue/VaalBossStatueMoveDaemonCrissCross",[],1,"","",100,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,"[2439,2440]","Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,35322,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,36922,36948,36968,36774,36710,36950,36476,37038,36942,36662,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
81,"Metadata/Monsters/InvisibleFire/MDVaalBossStatueBallLightning",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/InvisibleFire.act""]","[""Metadata/Monsters/InvisibleFire/InvisibleFire.ao""]","Metadata/Monsters/VaalBossStatue/VaalBossStatueMoveDaemonBallLightning",[],1,"","",100,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,"[2439,4034,2440]","Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,42123,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,37304,37330,37350,37156,37092,37332,36858,37420,37324,37044,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
82,"Metadata/Monsters/InvisibleFire/MDFallenGodFIreBeam",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/InvisibleFire.act""]","[""Metadata/Monsters/InvisibleFire/ChimeraVisibleLightning.ao""]","Metadata/Monsters/InvisibleFire/InvisibleFireMoveDaemonFallenGodFireBeam",[],1,"","",100,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,55943,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,37742,37768,37788,37594,37530,37770,37296,37858,37762,37482,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
83,"Metadata/Monsters/InvisibleFire/MDFallenGodFireBeamSanctified",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/InvisibleFire.act""]","[""Metadata/Monsters/InvisibleFire/ChimeraVisibleLightning.ao""]","Metadata/Monsters/InvisibleFire/InvisibleFireMoveDaemonFallenGodFireBeamSanctified",[],1,"","",100,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,23805,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,38100,38126,38146,37952,37888,38128,37654,38216,38120,37840,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
84,"Metadata/Monsters/InvisibleFire/MDPerennialKingObsidianStorm_",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/PerennialKingObsidianStorm.act""]","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/PerennialKing/ao/sand_orb.ao""]","Metadata/Monsters/InvisibleFire/InvisibleFireMoveDaemonPerennialKingObsidianStorm",[],1,"","",100,2,3,7,8,0,"[74,1027,752]",100,[],105,105,700,500,0,[2756],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,6041,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,38762,38788,38808,38614,38550,38790,38316,38878,38782,38502,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
85,"Metadata/Monsters/InvisibleFire/MDPerennialKingTornado",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/PerennialKingTornado.act""]","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/PerennialKing/ao/sand_tornado.ao""]","Metadata/Monsters/InvisibleFire/InvisibleFireMoveDaemonPerennialKingTornado",[],1,"","",100,2,3,7,8,0,"[74,1027,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,62807,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,39378,39404,39424,39230,39166,39406,38932,39494,39398,39118,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
86,"Metadata/Monsters/InvisibleFire/PerennialKingOrbitTornado",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/PerennialKingTornado.act""]","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/PerennialKing/ao/sand_tornado.ao""]","Metadata/Monsters/PerennialKingStage2/Objects/PerennialKingOrbitTornado",[],1,"","",100,2,3,7,8,0,"[74,1027,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,17534,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,39706,39732,39752,39558,39494,39734,39260,39822,39726,39446,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
87,"Metadata/Monsters/InvisibleFire/MDGolemancerTornado",30,12,1,6,6,"[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/SandGolemancer/SandTornado.act""]","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/SandGolemancer/sand_tornado.ao""]","Metadata/Effects/Spells/monsters_effects/Act2_FOUR/SandGolemancer/SandTornado",[],1,"","",100,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,59587,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,40366,40392,40412,40218,40154,40394,39920,40482,40386,40106,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
88,"Metadata/Monsters/InvisibleFire/MDBaronWolfBloodBurst",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/BaronBloodBurst.act""]","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/bloodfissure_open.ao""]","Metadata/Monsters/InvisibleFire/InvisibleFireMoveDaemonBaronWolfBloodBurst",[],1,"","",100,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,25542,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,40956,40982,41002,40808,40744,40984,40510,41072,40976,40696,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
89,"Metadata/Monsters/InvisibleFire/MDCarrionCroneWave",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/InvisibleFire.act""]","[""Metadata/Monsters/InvisibleFire/InvisibleFire.ao""]","Metadata/Monsters/InvisibleFire/InvisibleFireMoveDaemonCarrionCroneWave",[],1,"","",100,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,20820,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,41270,41296,41316,41122,41058,41298,40824,41386,41290,41010,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
90,"Metadata/Monsters/InvisibleFire/MDGoldCrushLavaEdge",30,12,1,6,6,"[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/SandGolemancer/SandTornado.act""]","[""Metadata/Monsters/VaalForgeMaster/Lava/lava_edge.ao""]","Metadata/Monsters/VaalForgeMaster/Lava/LavaDaemon",[],1,"","",100,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,"[3884,3885,3886,3887]","Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,46903,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,41712,41738,41758,41564,41500,41740,41266,41828,41732,41452,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
91,"Metadata/Monsters/InvisibleFire/MDGoldCrushLavaSunder",30,12,1,6,6,"[""Metadata/Monsters/InvisibleFire/InvisibleFire.act""]","[""Metadata/Monsters/InvisibleFire/InvisibleFire.ao""]","Metadata/Monsters/VaalForgeMaster/Lava/LavaSunders",[],1,"","",200,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,[2781],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,30193,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"",1,"",3,1,0,0,0,0,0,0,0,0,42006,42032,42052,41858,41794,42034,41560,42122,42026,41746,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",10,2
92,"Metadata/Monsters/InvisibleFire/MDVaseMonsterBugs",30,12,0,6,6,"[""Metadata/Monsters/InvisibleFire/InvisibleFire.act""]","[""Metadata/Monsters/InvisibleFire/InvisibleFire.ao""]","Metadata/Monsters/InvisibleFire/InvisibleFireMoveDaemonVaseMonsterBugs",[],1,"","",100,2,3,0,8,0,"[1020,74,752]",100,[],105,105,700,500,0,[2802],"Metadata/Monsters/NoAi.ais",[],"",3,"Invisible","Invisible","Unsichtbarer","不可視","투명","Invisível","Невидимка","Invisible","ล่องหน","隱形",67,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,21703,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,42332,42358,42378,42184,42120,42360,41886,42448,42352,42072,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",0,2
