"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool"
918,"Metadata/Monsters/Spawn/Spawn4",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",100,1,6,5,1,0,"[823,56,793,804,806,787,774,764,31,29,765,118]",55,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Siren's Spawn",83,55,1005,[],[],"","","","",0,[],[],[569],1,2,4,25,0,0,100,42159,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
919,"Metadata/Monsters/Spawn/Spawn5",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",100,1,6,5,1,0,"[823,56,793,804,806,787,774,764,31,29,765,118]",55,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Slimy Bloodsucker",83,55,1005,[],[],"","","","",0,[],[],[597],1,2,4,25,0,0,100,19122,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
920,"Metadata/Monsters/Spawn/Spawn6",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",100,1,6,5,1,0,"[823,56,804,806,787,774,764,31,29,765,118]",55,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Cursed Spawn",83,55,1005,[],[],"","","","",0,[],[],[570],1,2,1,100,0,0,25,59993,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
921,"Metadata/Monsters/Spawn/ProphecySpawn",27,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/ProphecySpawn",[9899],1,"","",100,1,6,5,1,0,"[823,56,793,804,806,787,774,764,31,29,765,118]",70,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Foreseen Spawn",105,70,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,11673,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,70,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
922,"Metadata/Monsters/TestSpawn/Test",28,49,3,3,10,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",130,2,6,5,1,0,"[823,806,787,774,764,765,118,794,805]",100,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"DrTestopus",10000,10000,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,59961,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,10000,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
923,"Metadata/Monsters/TestSpawn/TestEleReflect",28,49,3,3,10,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",130,2,6,5,1,0,"[823,770,806,787,774,764,765,118,794,805]",100,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"EleReflectopus",10000,10000,1005,[],[],"","","","",0,[],[3830],[],"",1,6,100,0,0,100,29831,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,10000,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
924,"Metadata/Monsters/TestSpawn/TestPhysReflect",28,49,3,3,10,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",130,2,6,5,1,0,"[823,770,806,787,774,764,765,118,794,805]",100,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"PhysReflectopus",10000,10000,1005,[],[],"","","","",0,[],[3829],[],"",1,6,100,0,0,100,14880,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,10000,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
925,"Metadata/Monsters/TestSpawn/CooldownTestSameSkillNoGroup",28,49,3,3,10,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",130,2,6,5,1,0,"[823,806,787,774,764,765,118,794,805]",100,[],105,105,700,500,0,"[7066,7067]","Metadata/Monsters/Spawn/CooldownTest.ais",[],"",1,"[DNT] Same active skill, no cooldown group",10000,10000,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,57884,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,10000,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
926,"Metadata/Monsters/TestSpawn/CooldownTestSameSkillSameGroup",28,49,3,3,10,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",130,2,6,5,1,0,"[823,806,787,774,764,765,118,794,805]",100,[],105,105,700,500,0,"[7068,7069]","Metadata/Monsters/Spawn/CooldownTest.ais",[],"",1,"[DNT] Same active skill, same cooldown group",10000,10000,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,50276,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,10000,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
927,"Metadata/Monsters/TestSpawn/CooldownTestSameSkillOneInGroupOtherNot",28,49,3,3,10,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",130,2,6,5,1,0,"[823,806,787,774,764,765,118,794,805]",100,[],105,105,700,500,0,"[7066,7068]","Metadata/Monsters/Spawn/CooldownTest.ais",[],"",1,"[DNT] Same active skill, one skill in group, other not",10000,10000,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,13040,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,10000,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
928,"Metadata/Monsters/TestSpawn/CooldownTestSameSkillDiffGroup_",28,49,3,3,10,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",130,2,6,5,1,0,"[823,806,787,774,764,765,118,794,805]",100,[],105,105,700,500,0,"[7068,7072]","Metadata/Monsters/Spawn/CooldownTest.ais",[],"",1,"[DNT] Same active skill, different cooldown groups",10000,10000,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,31527,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,10000,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
929,"Metadata/Monsters/TestSpawn/CooldownTestDiffSkillNoGroup",28,49,3,3,10,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",130,2,6,5,1,0,"[823,806,787,774,764,765,118,794,805]",100,[],105,105,700,500,0,"[7066,7070]","Metadata/Monsters/Spawn/CooldownTest.ais",[],"",1,"[DNT] Different active skills, no cooldown groups",10000,10000,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,41689,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,10000,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
930,"Metadata/Monsters/TestSpawn/CooldownTestDiffSkillSameGroup_",28,49,3,3,10,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",130,2,6,5,1,0,"[823,806,787,774,764,765,118,794,805]",100,[],105,105,700,500,0,"[7068,7071]","Metadata/Monsters/Spawn/CooldownTest.ais",[],"",1,"[DNT] Different active skills, same cooldown groups",10000,10000,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,18347,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,10000,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
931,"Metadata/Monsters/TestSpawn/CooldownTestDiffSkillOneInGroupOtherNot",28,49,3,3,10,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",130,2,6,5,1,0,"[823,806,787,774,764,765,118,794,805]",100,[],105,105,700,500,0,"[7068,7070]","Metadata/Monsters/Spawn/CooldownTest.ais",[],"",1,"[DNT] Different active skills, one skill in group, other not",10000,10000,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,37465,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,10000,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
932,"Metadata/Monsters/TestSpawn/CooldownTestDiffSkillDiffGroup",28,49,3,3,10,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",130,2,6,5,1,0,"[823,806,787,774,764,765,118,794,805]",100,[],105,105,700,500,0,"[7068,7073]","Metadata/Monsters/Spawn/CooldownTest.ais",[],"",1,"[DNT] Different active skills, different cooldown groups",10000,10000,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,12871,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,10000,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
933,"Metadata/Monsters/Spawn/SpawnBossWaterfallCave",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/SpawnUnique",[],1,"","",100,1,6,5,1,0,"[823,56,793,804,806,787,774,764,31,29,765,118]",55,[],105,105,700,500,0,[390],"Metadata/Monsters/Standard.ais",[],"",1,"Spawn Boss",83,55,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,28972,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,55,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
934,"Metadata/Monsters/Spawn/SpawnBossSubmerged",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/SpawnUnique",[],1,"","",100,1,6,5,1,0,"[823,56,793,804,806,787,774,764,31,29,765,118]",55,[],105,105,700,500,0,[390],"Metadata/Monsters/Standard.ais",[],"",1,"Cursed Spawn",83,55,1005,[],[],"","","","",0,[],[],[570],"",1,6,100,0,0,100,20342,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,55,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
935,"Metadata/Monsters/Spawn/SpawnEmerge",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/SpawnEmerge",[],1,"","",100,1,6,5,1,0,"[823,175,56,793,804,806,787,774,126,764,31,29,765,118]",55,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Slimy Bloodsucker",83,55,1005,[],[],"","","","",0,[],[],[597],"",1,6,100,0,0,100,64679,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
936,"Metadata/Monsters/Spawn/SpawnEmergeStandalone",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",100,1,6,5,1,0,"[823,175,56,804,806,787,774,126,764,31,29,765,118]",55,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Slimy Bloodsucker",83,55,1005,[],[],"","","","",0,[],[],[597],"",1,6,100,0,0,100,2106,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
937,"Metadata/Monsters/Spawn/SpawnEmergeDaughters_",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/SpawnEmergeDaughters",[],1,"","",100,1,6,5,1,0,"[823,175,56,793,804,806,787,774,126,764,31,29,765,118]",55,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Slimy Bloodsucker",83,55,1005,[],[],"","","","",0,[],[],[597],"",1,6,100,0,0,100,24738,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
938,"Metadata/Monsters/Spawn/SpawnEmergeDaughters_Standalone",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",100,1,6,5,1,0,"[823,175,56,804,806,787,774,126,764,31,29,765,118]",55,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Slimy Bloodsucker",83,55,1005,[],[],"","","","",0,[],[],[597],"",1,6,100,0,0,100,49033,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
939,"Metadata/Monsters/Spawn/SpawnKamikaze",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Exploding/Exploding.act""]","[""Metadata/Monsters/Spawn/Exploding/Exploding.ao""]","Metadata/Monsters/Spawn/Spawn_nonrare",[6256],1,"","",100,1,6,5,1,0,"[823,175,56,793,804,806,787,774,764,31,29,765,118,125,174]",55,[],105,105,700,500,0,"[382,2063]","Metadata/Monsters/Spawn/Kamikaze.ais",[],"",1,"Unstable Larva",83,55,1005,[],[],"","","","",0,[],[],[],1,1,1,100,0,0,26,35463,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
940,"Metadata/Monsters/Spawn/SpawnMervielSummon",29,38,2,3,7,"[""Metadata/Monsters/Spawn/SpawnMervielSummon.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[6544],1,"","",100,1,6,5,1,0,"[823,56,793,804,806,787,774,764,31,29,765,118]",55,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Brood Larva",83,138,1005,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,58904,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,138,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
941,"Metadata/Monsters/Spawn/SpawnMervielSummonKamikaze",29,38,2,3,7,"[""Metadata/Monsters/Spawn/Exploding/Exploding.act""]","[""Metadata/Monsters/Spawn/Exploding/Exploding.ao""]","Metadata/Monsters/Spawn/Spawn_nonrare","[6256,6544]",1,"","",100,1,6,5,1,0,"[823,175,56,793,804,806,787,774,764,31,29,765,118,125,174]",55,[],105,105,700,500,0,"[382,2063]","Metadata/Monsters/Spawn/Kamikaze.ais",[],"",1,"Unstable Larva",83,138,1005,[],[],"","","","",0,[],[],[],1,1,1,100,0,0,26,10766,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,138,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
942,"Metadata/Monsters/Spawn/SpawnPhaseRun",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",100,1,6,5,1,0,"[823,56,793,804,806,787,774,764,31,29,765,118]",55,[],105,105,700,500,0,"[382,1025]","Metadata/Monsters/Spawn/SpawnPhaseRun.ais",[],"",1,"Slimy Nemesis",83,55,1005,[],[],"","","","",0,[],[],[664],1,2,4,25,0,0,100,30449,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
943,"Metadata/Monsters/Spawn/SpawnViperStrike",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",100,1,6,5,1,0,"[823,769,56,793,804,806,787,774,764,31,29,765,118]",55,[],105,105,700,500,0,"[382,1358]","Metadata/Monsters/Spawn/SpawnViperStrike.ais",[],"",1,"Venomous Spawn",83,55,1005,[],[],"","","","",0,[],[],[660],1,2,4,25,0,0,100,40046,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
944,"Metadata/Monsters/Spawn/SpawnTiny",26,23,1,1,4,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",60,1,6,5,1,0,"[823,56,792,806,787,774,764,31,29,765,118,802]",35,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Broodling",53,35,1005,[],[],"","","","",0,[],[],[],"",1,4,100,0,0,100,2971,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,35,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
945,"Metadata/Monsters/Spiders/SpiderBossSins",634,45,4,4,13,"[""Metadata/Monsters/Spiders/ScaleSpider5/ScaleSpiderBoss.act""]","[""Metadata/Monsters/Spiders/ScaleSpider5/BlackDeathBoss.ao""]","Metadata/Monsters/Spiders/SpiderBoss/MapSpiderBoss",[],1,"","",150,3,6,5,1,0,"[823,72,769,804,806,787,774,121,141,764,30,765,794,76]",180,[],105,105,700,500,0,"[390,1359]","Metadata/Monsters/Spiders/Spider.ais",[],"",11,"Black Death",349,216,945,[],[],"","","","",0,"[888,7989]",[],[],"",1,6,100,0,0,100,50887,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,216,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
946,"Metadata/Monsters/Spiders/SpiderBossSinsSpectralWbMinion",641,30,4,5,19,"[""Metadata/Monsters/Spiders/ScaleSpider5/ScaleSpider5Spectral.act""]","[""Metadata/Monsters/Spiders/ScaleSpider5/ScaleSpider5Spectral.ao""]","Metadata/Monsters/Spiders/SpiderMinionChaosLeader",[],1,"","",150,3,6,5,1,0,"[823,72,769,806,787,774,121,141,803,764,30,765,794,76]",180,[],105,105,700,500,0,"[390,1357]","Metadata/Monsters/Spiders/Spider.ais",[],"",7,"Deathly Vision",297,216,945,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,16792,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,216,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
947,"Metadata/Monsters/Spiders/SpiderBossWeaver",642,40,4,5,19,"[""Metadata/Monsters/Spiders/SpiderBoss/SpiderBoss.act""]","[""Metadata/Monsters/Spiders/SpiderBoss/SpiderBossWeaver.ao""]","Metadata/Monsters/Spiders/SpiderBoss/SpiderBoss","[6207,22732,3892,3921]",1,"","",200,4,6,5,1,0,"[823,72,34,804,806,787,774,121,141,796,764,30,765,32,76]",200,[],105,105,700,500,0,"[390,2115,2563,4153]","Metadata/Monsters/Spiders/SpiderBoss/SpiderBossWeaver.ais",[],"",11,"The Weaver",446,700,945,[],[],"","","","",0,[891],[],[],"",1,6,100,0,0,100,43050,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,700,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
948,"Metadata/Monsters/Spiders/SpiderBossWeaverStandalone",642,40,4,5,19,"[""Metadata/Monsters/Spiders/SpiderBoss/SpiderBoss.act""]","[""Metadata/Monsters/Spiders/SpiderBoss/SpiderBossWeaver.ao""]","Metadata/Monsters/Spiders/SpiderBoss/SpiderBossStandalone","[6207,22732,3892]",1,"","",200,4,6,5,1,0,"[823,72,34,804,806,787,774,121,141,764,30,765,32,76]",200,[],105,105,700,500,0,"[390,2115,4153]","Metadata/Monsters/Spiders/SpiderBoss/SpiderBossWeaver.ais",[],"",11,"The Weaver",446,700,945,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,57472,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,700,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
949,"Metadata/Monsters/Spiders/SpiderBossWeaverUniqueMap",643,40,4,5,19,"[""Metadata/Monsters/Spiders/SpiderBoss/SpiderBoss.act""]","[""Metadata/Monsters/Spiders/SpiderBoss/SpiderBossWeaver.ao""]","Metadata/Monsters/Spiders/SpiderBoss/UniqueMapSpiderBoss","[6207,13027,3938]",1,"","",200,4,6,5,1,0,"[823,72,34,804,806,787,774,121,141,796,764,30,765,32,76]",200,[],105,105,700,500,0,"[390,2116]","Metadata/Monsters/Spiders/SpiderBoss/SpiderBossWeaver.ais",[],"",11,"Balah, Duke",316,4000,945,[],[],"","","","",0,[891],[],[],"",1,6,100,0,0,100,40404,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,4000,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
950,"Metadata/Monsters/Spiders/SpiderBossWeaverMenagerie",642,40,4,5,19,"[""Metadata/Monsters/Spiders/SpiderBoss/SpiderBoss.act""]","[""Metadata/Monsters/Spiders/SpiderBoss/SpiderBossWeaver.ao""]","Metadata/Monsters/Spiders/SpiderBoss/SpiderBossMenagerie","[6207,22732]",1,"","",200,4,6,5,1,0,"[823,72,34,804,806,787,774,121,141,796,764,30,765,32,76]",200,[],105,105,700,500,0,"[390,2115]","Metadata/Monsters/Spiders/SpiderBoss/SpiderBossWeaver.ais",[],"",11,"The Weaver",446,700,945,[],[],"","","","",0,[891],[],[],"",1,6,100,0,0,100,39774,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,700,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
951,"Metadata/Monsters/Spiders/SpiderBossTalisman",636,40,4,5,19,"[""Metadata/Monsters/Spiders/Great_Webmother/Great_Webmother.act""]","[""Metadata/Monsters/Spiders/Great_Webmother/Great_Webmother.ao""]","Metadata/Monsters/Spiders/Great_Webmother/Great_Webmother","[9345,9899]",1,"","",200,4,6,5,1,0,"[823,72,34,769,804,806,777,774,121,141,796,764,30,765,76]",180,[],105,105,700,500,0,"[390,781,2564,3588]","Metadata/Monsters/Spiders/Great_Webmother/Great_Webmother.ais",[],"",11,"Great Webmother",349,216,945,[9516],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,7793,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,216,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
952,"Metadata/Monsters/Spiders/SpiderClimbDownViperStrike",54,26,3,3,12,"[""Metadata/Monsters/Spiders/ScaleSpider4/ScaleSpider4ClimbDown.act""]","[""Metadata/Monsters/Spiders/ThornSpider2/ThornSpider2.ao""]","Metadata/Monsters/Spiders/SpiderClimbDown",[],1,"","",100,2,6,5,1,0,"[823,72,175,769,793,806,787,774,126,121,764,765,802,76]",100,[],105,105,700,500,0,"[382,1357]","Metadata/Monsters/Spiders/Spider.ais",[],"",7,"Lurking Venom",144,100,945,[],[],"","","","",0,[],[],[647],"",1,1,100,0,0,42,32634,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-30,15,0,100,"",0,"","",1,3,1,-10,10,-25,25,3,3,[],0,0,0,0,0,""
953,"Metadata/Monsters/Spiders/SpiderClimbDownViperStrikeStandalone",54,26,3,3,12,"[""Metadata/Monsters/Spiders/ScaleSpider4/ScaleSpider4ClimbDown.act""]","[""Metadata/Monsters/Spiders/ThornSpider2/ThornSpider2.ao""]","Metadata/Monsters/Spiders/Spider",[],1,"","",100,2,6,5,1,0,"[823,72,175,769,806,787,774,126,121,764,765,802,76]",100,[],105,105,700,500,0,"[382,1357]","Metadata/Monsters/Spiders/Spider.ais",[],"",7,"Lurking Venom",144,100,945,[],[],"","","","",0,[],[],[647],"",1,1,100,0,0,42,9634,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-30,15,0,100,"",0,"","",1,3,1,-10,10,-25,25,3,3,[],0,0,0,0,0,""
