"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[rid]","bool","bool","bool","i32","i32","rid","bool"
522,"Metadata/Chests/DelveChests/DelveChestCurrencyMaps",1,4,"Cartographer's Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,973471744,1,-16908288,-16843010,-16843010,-16843010,16842494,0,100663296,314,0,0,369098752,314,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,369098752,314,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
523,"Metadata/Chests/DelveChests/DelveChestCurrencyMaps2",1,4,"Cartographer's Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,981991424,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-2013265920,314,0,0,-1744830464,314,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1744830464,314,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
524,"Metadata/Chests/DelveChests/DelveChestCurrencyHighShards",1,4,"Shattered Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,993525760,1,-16908288,-16843010,-16843010,-16843010,16842494,0,939524096,315,0,0,1207959552,315,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1207959552,315,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
525,"Metadata/Chests/DelveChests/DelveChestCurrencyHigh",1,4,"Abandoned Fortune","[""Metadata/Chests/Chests/Chest24.ao""]",1,140,1004404736,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-570425344,315,0,0,-301989888,315,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-301989888,315,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,14000,"",1
526,"Metadata/Chests/DelveChests/DelveChestMap1",1,4,"Abandoned Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1014104064,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1912602624,316,0,0,-2113929216,316,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2113929216,316,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
527,"Metadata/Chests/DelveChests/DelveChestMap2",1,4,"Abandoned Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1021444096,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-503316480,316,0,0,-234881024,316,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-234881024,316,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
528,"Metadata/Chests/DelveChests/DelveChestMapChisels",1,4,"Cartographer's Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1032585216,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1946157056,317,0,0,-1677721600,317,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1677721600,317,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,0,"",1
529,"Metadata/Chests/DelveChests/DelveChestMapCorrupted",1,4,"Bloodstained Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1043726336,1,-16908288,-16843010,-16843010,-16843010,16842494,0,905969664,318,0,0,1174405120,318,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1174405120,318,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
530,"Metadata/Chests/DelveChests/DelveChestMapHorizon",1,4,"Strange Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1053949952,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-771751936,318,0,0,-503316480,318,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-503316480,318,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,0,"",1
531,"Metadata/Chests/DelveChests/DelveChestMap3",1,4,"Abandoned Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1061289984,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1107296256,319,0,0,1375731712,319,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1375731712,319,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
532,"Metadata/Chests/DelveChests/DelveChestMapSextants",1,4,"Explorer's Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1072037888,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-436207616,319,0,0,-167772160,319,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-167772160,319,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,0,"",1
533,"Metadata/Chests/DelveChests/DelveChestMapUnique",1,4,"Beautiful Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1082392576,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-2080374784,320,0,0,-1811939328,320,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,320,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
534,"Metadata/Chests/DelveChests/DelveChestMapShaperGuardianMap",1,4,"Puzzling Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1094057984,1,-16908288,-16843010,-16843010,-16843010,16842494,0,905969664,321,0,0,1174405120,321,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1174405120,321,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
535,"Metadata/Chests/DelveChests/DelveChestMapElderGuardianMap",1,4,"Maddening Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1105723392,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-402653184,321,0,0,-134217728,321,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-134217728,321,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
536,"Metadata/Chests/DelveChests/DelveChestMapConquerorGuardianMap",1,4,"Remembered Charts","[""Metadata/Chests/Chests/Chest24.ao""]",1,0,1118044160,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1543503872,322,0,0,-1275068416,322,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1275068416,322,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
537,"Metadata/Chests/DelveChests/DelveChestAssortedFossils",1,4,"Prehistoric Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,25,1129447424,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1375731712,323,0,0,1644167168,323,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1644167168,323,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,2500,"",1
538,"Metadata/Chests/DelveChests/DelveChestSpecialArmourMinion",1,4,"Grim Armour","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1146880000,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1543503872,324,0,0,1811939328,324,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1811939328,324,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
539,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsMinion",1,4,"Grim Jewellery","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1158545408,1,-16908288,-16843010,-16843010,-16843010,16842494,0,234881024,325,0,0,503316480,325,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,503316480,325,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
540,"Metadata/Chests/DelveChests/DelveChestSpecialGenericMinion",1,4,"Grim Loot","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1169424384,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1275068416,325,0,0,-1006632960,325,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1006632960,325,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
541,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueMinion",1,4,"Grim Treasures","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1180827648,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1644167168,326,0,0,1912602624,326,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1912602624,326,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
542,"Metadata/Chests/DelveChests/DelveChestSpecialArmourPhysical",1,4,"Heavy Armour","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1192230912,1,-16908288,-16843010,-16843010,-16843010,16842494,0,268435456,327,0,0,536870912,327,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,536870912,327,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
543,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponPhysical",1,4,"Heavy Armaments","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1201799168,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1577058304,327,0,0,-1308622848,327,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1308622848,327,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
544,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsPhysical",1,4,"Heavy Jewellery","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1213857792,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1509949440,328,0,0,1778384896,328,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1778384896,328,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
545,"Metadata/Chests/DelveChests/DelveChestSpecialGenericPhysical",1,4,"Heavy Loot","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1225129984,1,-16908288,-16843010,-16843010,-16843010,16842494,0,100663296,329,0,0,369098752,329,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,369098752,329,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
546,"Metadata/Chests/DelveChests/DelveChestSpecialUniquePhysical",1,4,"Heavy Treasures","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1236926464,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1174405120,329,0,0,-905969664,329,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-905969664,329,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
547,"Metadata/Chests/DelveChests/DelveChestSpecialArmourFire",1,4,"Smouldering Armour","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1248591872,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1811939328,330,0,0,2080374784,330,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2080374784,330,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
548,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponFire",1,4,"Smouldering Armaments","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1260650496,1,-16908288,-16843010,-16843010,-16843010,16842494,0,603979776,331,0,0,872415232,331,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,872415232,331,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
549,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsFire",1,4,"Smouldering Jewellery","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1272971264,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-536870912,331,0,0,-268435456,331,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-268435456,331,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
550,"Metadata/Chests/DelveChests/DelveChestSpecialGenericFire",1,4,"Smouldering Loot","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1284505600,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1879048192,332,0,0,-1610612736,332,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1610612736,332,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
551,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueFire",1,4,"Smouldering Treasures","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1296564224,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1207959552,333,0,0,1476395008,333,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1476395008,333,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
552,"Metadata/Chests/DelveChests/DelveChestSpecialArmourCold",1,4,"Frosty Armour","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1307574272,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-268435456,333,0,0,0,334,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,0,334,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
553,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponCold",1,4,"Frosty Armaments","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1318977536,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1644167168,334,0,0,-1375731712,334,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1375731712,334,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
554,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsCold",1,4,"Frosty Jewellery","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1330642944,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1342177280,335,0,0,1610612736,335,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1610612736,335,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
555,"Metadata/Chests/DelveChests/DelveChestSpecialGenericCold",1,4,"Frosty Loot","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1341521920,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-167772160,335,0,0,100663296,336,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,100663296,336,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
556,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueCold",1,4,"Frosty Treasures","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1352925184,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1543503872,336,0,0,-1275068416,336,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1275068416,336,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
557,"Metadata/Chests/DelveChests/DelveChestSpecialArmourLightning",1,4,"Charged Armour","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1364721664,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1476395008,337,0,0,1744830464,337,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1744830464,337,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
558,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponLightning",1,4,"Charged Armaments","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1376911360,1,-16908288,-16843010,-16843010,-16843010,16842494,0,301989888,338,0,0,570425344,338,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,570425344,338,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
559,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsLightning",1,4,"Charged Jewellery","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1389363200,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-805306368,338,0,0,-536870912,338,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-536870912,338,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
560,"Metadata/Chests/DelveChests/DelveChestSpecialGenericLightning",1,4,"Charged Loot","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1401028608,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-2113929216,339,0,0,-1845493760,339,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1845493760,339,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
561,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueLightning",1,4,"Charged Treasures","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1413218304,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1006632960,340,0,0,1275068416,340,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1275068416,340,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
562,"Metadata/Chests/DelveChests/DelveChestSpecialArmourChaos",1,4,"Malignant Armour","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1424752640,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-335544320,340,0,0,-67108864,340,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-67108864,340,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
563,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponChaos",1,4,"Malignant Armaments","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1436680192,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1577058304,341,0,0,-1308622848,341,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1308622848,341,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
564,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsChaos",1,4,"Malignant Jewellery","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1448869888,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1543503872,342,0,0,1811939328,342,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1811939328,342,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
565,"Metadata/Chests/DelveChests/DelveChestSpecialGenericChaos",1,4,"Malignant Loot","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1460273152,1,-16908288,-16843010,-16843010,-16843010,16842494,0,167772160,343,0,0,436207616,343,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,436207616,343,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
566,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueChaos",1,4,"Malignant Treasures","[""Metadata/Chests/FoundryChests/FoundryChest04.ao""]",1,25,1472200704,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1073741824,343,0,0,-805306368,343,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-805306368,343,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,2500,"",1
