"rownum","Id","Description","SetId","Objective","HASH16","bool","HideAchievementItems","bool","MinCompletedItems","TwoColumnLayout","ShowItemCompletionsAsOne","string","SoftcoreOnly","HardcoreOnly","bool","string","string","string"
473,"IncursionCompleteUniqueMaps","Complete Unique Maps",22,"Complete any 14 of the following 18 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",19216,1,"","",14,"","","","","","","","",""
474,"IncursionCompleteDeadlyEncounters","Complete Deadly Encounters",22,"Complete each of the following deadly encounters.",24893,"","","",0,1,"","","","","","","",""
475,"IncursionUberAtziriTrio","Defeat Alluring Abyss Trio",22,"Defeat the Trio of bosses in the Alluring Abyss by killing each of the following bosses last.",14582,"","","",0,1,"","","","","","","",""
476,"IncursionCompleteEncounters6","Complete these Encounters VI",22,"Complete each of the following Encounters.",-26349,"","","",0,"","","","","","","","",""
477,"IncursionEndgameGrinds","Complete Endgame Grinds",22,"Complete any 4 of these encounters the specified number of times.",-8220,"","","",4,"",1,"","","","","","",""
478,"Flashback3ReachLevel35","Reach level 35",23,"Reach level 35.",20940,"",1,"",0,1,"","","","","","","",""
479,"DelveMineNode","Complete any Delve Encounter",24,"Complete any Encounter inside the Azurite Mines.",16184,"",1,"",0,1,"","","","","","","",""
480,"DelveNikoQuest","Complete Niko's Quests",24,"Complete the quests given to you by Niko the Mad.",-25140,"",1,"",0,1,"","","","","","","",""
481,"DelveDefeatGods","Defeat these Gods",24,"Defeat each of the following Gods.",-6779,"","","",0,"","","","","","","","",""
482,"DelveMultipleEncountersJewelry","Complete Delve Encounters I",24,"Complete 10 Delve Encounters that contain Jewellery Chests.",-15152,"",1,"",0,1,"","","","","","","",""
483,"DelveVaalBosses","Defeat Vaal Bosses",24,"Defeat 10 Vaal Side Area Bosses.",-13687,"",1,"",0,1,"","","","","","","",""
484,"DelveAzuriteEncounter","Complete Azurite Encounter",24,"Complete an Azurite Vault or Azurite Fissure.",-29219,"",1,"",0,1,"","","","","","","",""
485,"DelveReachLevel100","Reach Depth Level",24,"Reach Depth Level 100 in your Mine.",32114,"",1,"",0,1,"","","","","","","",""
486,"DelveDynamiteWall","Destroy Walls",24,"Destroy 100 Walls inside the Azurite Mines.",30205,"",1,"",0,1,"","","","","","","",""
487,"DelveDefeatMonsters","Defeat following Monsters I",24,"Defeat each of the following rare monsters.",22959,"","","",0,1,"","","","","","","",""
488,"DelveActBosses","Defeat these Act Bosses",24,"Defeat each of the following Unique Bosses.",6683,"","","",0,"","","","","","","","",""
489,"DelveCompleteDelveEncounters","Complete Delve Encounters II",24,"Complete each of the following Delve Encounters.",13053,"","","",0,1,"","","","","","","",""
490,"DelveCityBiome","Complete City Biome",24,"Complete any one city biome.",-22508,"",1,"",0,1,"","","","","","","",""
491,"DelveCollectSulphite","Collect Voltaxic Sulphite",24,"Collect 1000 Voltaxic Sulphite.",-7354,"",1,"",0,1,"","","","","","","",""
492,"DelveCityBoss","Defeat a City Boss",24,"Defeat any City Boss.",19103,"",1,"",0,1,"","","","","","","",""
493,"DelveOpenChests","Open Chests",24,"Open 500 Chests inside the Azurite Mines.",3919,"",1,"",0,1,"","","","","","","",""
494,"DelveCompleteBiomes","Complete Delve Encounters III",24,"Complete a Delve Encounter in each of the following biomes.",30985,"","","",0,1,"","","","","","","",""
495,"DelveCollectAzurite","Collect Azurite",24,"Collect 10000 Azurite.",23567,"",1,"",0,1,"","","","","","","",""
496,"DelveCompleteEncounters1","Complete these Encounters I",24,"Complete each of the following Encounters.",809,"","","",0,"",1,"","","","","","",""
497,"DelveSocketCurrency","Use following Currency",24,"Use the following currency items.",-16211,"","","",0,"","","","","","","","",""
498,"DelveUpgradeItems","Upgrade following Items",24,"Upgrade each of the following Delve Items 5 times.",-3873,"","","",0,1,"","","","","","","",""
499,"DelveCompleteDelveEncounters2","Complete Delve Encounters IV",24,"Complete any 6 of the following Delve Encounters.",-24290,"","","",6,"","","","","","","","",""
500,"DelveVaalBossConditions","Defeat Delve Boss I",24,"Defeat Ahuatotli, the Blind while fulfiling each of the following conditions.",-23544,"","","",0,"","","","","","","","",""
501,"DelveDefeatBosses","Defeat following Monsters II",24,"Defeat each of the following Unique Bosses.",-6622,"","","",0,"","","","","","","","",""
502,"DelveCompleteEncounters2","Complete these Encounters II",24,"Complete each of the following Encounters.",3569,"","","",0,"","","","","","","","",""
503,"DelveAbyssBossConditions","Defeat Delve Boss II",24,"Defeat Kurgal, the Blackblooded while fulfiling each of the following conditions.",24464,"","","",0,"","","","","","","","",""
504,"DelveAllCityBosses","Defeat following Monsters III",24,"Defeat each of the following Unique Bosses.",-16097,"","","",0,"","","","","","","","",""
505,"DelveCompleteUnidedRareMaps","Complete Unided Rare Maps",24,"Complete Rare Maps in the following 16 tiers while they are unidentified. These Maps are completed by killing their Unique Bosses.",-11118,"","","",0,1,"","","","","","","",""
506,"DelveCraftingChallenge","Use following Fossils",24,"Use any 20 of the following fossils while crafting.",2415,"","","",20,1,"","","","","","","",""
507,"DelveCompleteTwinnedMaps","Complete Twinned Maps",24,"Complete the following Maps while they have the Twinned mod. These Maps are completed by killing their Unique Bosses.",-8087,"","","",0,1,"","","","","","","",""
508,"DelveLevel90","Reach Level 90",24,"Attain character level 90. This challenge still counts even if your character dies afterwards.",-8627,"",1,"",0,1,"","","","","","","",""
509,"DelveLevelGem","Level up a Gem to 20",24,"Level up a Skill Gem or a Support Gem to level 20. You can trade it away afterwards.",-2651,"",1,"",0,1,"","","","","","","",""
510,"DelveCompleteEncounters3","Complete these Encounters III",24,"Complete any 3 of the following Encounters.",10756,"","","",3,"","","","","","","","",""
511,"DelveComplete8ModMaps","Complete Maps with Eight Mods",24,"Complete 30 Red Tier Rare Maps while they have 8 mods. Maps having 8 mods is a potential outcome of Vaal Orb corruption. These Maps are completed by killing their Unique Bosses. Sextant and Zana mods do not count towards the mod count of this challenge.",7989,"",1,"",0,1,"","","","","","","",""
512,"DelveProtoVaalBossConditions","Defeat Delve Boss III",24,"Defeat Aul, the Crystal King while fulfiling each of the following conditions.",-30939,"","","",0,"","","","","","","","",""
513,"DelveReachLevel300","Reach Depth Level",24,"Reach Depth Level 300 in your Mine.",11365,"",1,"",0,1,"","","","","","","",""
514,"DelveMapGrind","Complete following Maps",24,"Complete 300 Corrupted Maps and 300 Maps augmented with a Zana Mod.",6031,"","","",0,"",1,"","","","","","",""
515,"DelveCompleteUniqueMaps","Complete Unique Maps",24,"Complete any 15 of the following 19 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",402,"","","",15,"","","","","","","","",""
516,"DelveDeadlyEncounters","Complete Deadly Encounters",24,"Complete each of the following deadly encounters.",18712,"","","",0,"","","","","","","","",""
517,"DelveCompleteEncounters4","Complete these Encounters IV",24,"Complete each of the following Encounters.",20281,"","","",0,"","","","","","","","",""
518,"DelveEndgameGrinds","Complete Endgame Grinds",24,"Complete any 4 of these encounters the specified number of times.",-31653,"","","",4,"",1,"","","","","","",""
519,"BetrayalVaalSideArea","Complete Vaal Side Area",25,"Complete a Vaal Side Area",-31871,"",1,"",0,1,"","","","","","","",""
520,"BetrayalChallenge1","Complete Betrayal Jobs",25,"Successfully complete the following types of missions.",15603,"","","",0,1,"","","","","","","",""
521,"BetrayalCompleteQuests","Complete these Quests",25,"Complete each of the following quests.",-11650,"","","",0,"","","","","","","","",""
522,"BetrayalPart1ActBosses","Defeat these Act Bosses I",25,"Defeat each of the following Unique Bosses.",-25325,"","","",0,"","","","","","","","",""
523,"BetrayalChallenge2","Complete Safehouses",25,"Successfully complete a safehouse associated with each of the following types of missions.",15341,"","","",0,1,"","","","","","","",""
524,"BetrayalCaptureRedBeasts","Capture Beasts",25,"Capture 100 Red Beasts.",-8053,"",1,"",0,"","","","","","","","",""
525,"BetrayalDefeatGods","Defeat these Gods",25,"Defeat each of the following Gods.",25666,"","","",0,"","","","","","","","",""
526,"BetrayalPart2ActBosses","Defeat these Act Bosses II",25,"Defeat each of the following Unique Bosses.",-27861,"","","",0,"","","","","","","","",""
527,"BetrayalCompleteTwinnedMaps","Complete Twinned Maps",25,"Complete the following Maps while they have the Twinned mod. These Maps are completed by killing their Unique Bosses.",23507,"","","",0,1,"","","","","","","",""
528,"BetrayalChallenge3","Defeat Targets I",25,"Defeat any targets the following number of times while under the following conditions.",-28297,"","","",0,"",1,"","","","","","",""
529,"BetrayalDefeatArchitects","Defeat Incursion Architects",25,"Defeat 100 Architects in the present-day location of the Temple of Atzoatl.",-28933,"",1,"",0,1,"","","","","","","",""
530,"BetrayalChallenge4","Defeat Targets II",25,"Defeat the following primary targets while they have the rank of Captain outside Safehouses.",-5,"","","",0,"","","","","","","","",""
531,"BetrayalIdentifyUniques","Identify 100 Unique Items",25,"Identify any 100 Unique Items. You can trade them away afterwards.",-8833,"",1,"",0,1,"","","","","","","",""
532,"BetrayalChallenge5","Defeat Targets III",25,"Defeat the following primary targets while they are associated with each job outside Safehouses.",22326,"","","",0,"","","","","","","","",""
533,"BetrayalCompleteCorruptedMaps","Complete Corrupted Maps",25,"Complete any Maps while they are corrupted. These Maps are completed by killing their Unique Bosses.",3968,"",1,"",0,1,"","","","","","","",""
534,"BetrayalCompleteEncounters1","Complete these Encounters I",25,"Complete each of the following Encounters.",-724,"","","",0,"","","","","","","","",""
535,"BetrayalShaperStrongholds","Complete Shaper Strongholds",25,"Complete 20 Shaper Strongholds.",-13945,"",1,"",0,1,"","","","","","","",""
536,"BetrayalChallenge6","Unveil Mods",25,"Unveil any 12 of the following Veiled Mods.",-21029,"","","",12,"","","","","","","","",""
537,"BetrayalElderGuardians","Defeat Elder Guardians",25,"Defeat each of the following Elder Guardians.",-16721,"","","",0,1,"","","","","","","",""
538,"BetrayalCompleteUnidedRareMaps","Complete Unided Rare Maps",25,"Complete Rare Maps in 10 of the following 16 tiers while they are unidentified. These Maps are completed by killing their Unique Bosses.",-23874,"","","",10,1,"","","","","","","",""
539,"BetrayalReachDelveLevel","Reach Depth Level",25,"Reach Depth Level 270 in your Azurite Mine.",2545,"",1,"",0,1,"","","","","","","",""
540,"BetrayalChallenge7","Defeat Targets IV",25,"Defeat the following targets while they are the leader of a safehouse.",-29706,"","","",0,"","","","","","","","",""
541,"BetrayalCompleteEncounters2","Complete these Encounters II",25,"Complete each of the following Encounters.",29234,"","","",0,"","","","","","","","",""
542,"BetrayalOpenDelveChests","Open Delve Chests",25,"Open 300 Chests inside the Azurite Mines.",-14299,"",1,"",0,1,"","","","","","","",""
543,"BetrayalChallenge8","Open Safehouse Stashes",25,"Open the following number of Safehouse Stashes in each of the following safehouses.",30080,"","","",0,"",1,"","","","","","",""
544,"BetrayalUpgradeIncursionRooms","Fully Upgrade Rooms",25,"Fully upgrade to the following rooms in the Temple of Atzoatl.",-3710,"","","",0,1,"","","","","","","",""
545,"BetrayalAscension","Achieve Ascension",25,"Use the Ascendancy Device in all 4 Labyrinths.",-18539,"",1,"",0,1,"","","","","","","",""
546,"BetrayalCompleteEncounters3","Complete these Encounters III",25,"Complete each of the following Encounters.",2567,"","","",0,"","","","","","","","",""
547,"BetrayalChallenge9","Use Scarabs",25,"Use any 8 of the following Scarabs in your map device.",19307,"","","",8,"","","","","","","","",""
548,"BetrayalLevel90","Reach Level 90",25,"Attain character level 90. This challenge still counts even if your character dies afterwards.",-6234,"",1,"",0,1,"","","","","","","",""
549,"BetrayalLevelGem","Level up a Gem to 20",25,"Level up a Skill Gem or a Support Gem to level 20. You can trade it away afterwards.",31294,"",1,"",0,1,"","","","","","","",""
550,"BetrayalChallenge10","Defeat Mastermind I",25,"Defeat the Mastermind of the Immortal Syndicate.",-9118,"",1,"",0,1,"","","","","","","",""
551,"BetrayalComplete8ModMaps","Complete Maps with Eight Mods",25,"Complete 30 Red Tier Rare Maps while they have 8 mods. Maps having 8 mods is a potential outcome of Vaal Orb corruption. These Maps are completed by killing their Unique Bosses. Sextant and Zana mods do not count towards the mod count of this challenge.",5078,"",1,"",0,1,"","","","","","","",""
552,"BetrayalMapGrind","Complete Atlas Objectives",25,"Complete 400 Atlas Objectives.",-20057,"",1,"",0,1,"","","","","","","",""
553,"BetrayalCompleteUniqueMaps","Complete Unique Maps",25,"Complete any 15 of the following 19 Unique Maps on your Atlas. A Map is completed by killing its Unique Boss or Bosses if it has any. Maps without Unique Bosses are completed by opening specific Unique Chests.",-8249,"","","",15,"","","","","","","","",""
554,"BetrayalCompleteEncounters4","Complete these Encounters IV",25,"Complete each of the following Encounters.",-10803,"","","",0,"","","","","","","","",""
555,"BetrayalChallenge11","Defeat Mastermind II",25,"Defeat the Mastermind of the Immortal Syndicate while fulfiling each of the following conditions.",-20150,"","","",0,"","","","","","","","",""
556,"BetrayalDeadlyEncounters","Complete Deadly Encounters",25,"Complete each of the following deadly encounters.",-12585,"","","",0,"","","","","","","","",""
557,"BetrayalUberElder","Complete Zana's Questline",25,"Complete the entire questline given by Zana.",-10702,"",1,"",0,1,"","","","","","","",""
558,"BetrayalEndgameGrinds","Complete Endgame Grinds",25,"Complete any 4 of these encounters the specified number of times.",5642,"","","",4,"",1,"","","","","","",""
