"rownum","string","string","string","string","i32","[i32]"
109,"GamepadInitTargetingModeDescMelee","<bigger>{Melee}\r\n\r\nThis mode will always priortise targets you move towards.","","",-1716668807,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
110,"GamepadInitTargetingModeDescRanged","<bigger>{Ranged}\r\n\r\nThis mode is ideal for focusing down enemies from afar.","","",-421984925,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
111,"GamepadInitTargetingModeLegend","Hold {0} to Select Mode.","","",-1348603902,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
112,"ConsoleActionUndoPropagateEquipment","Unshare Weapon Set","","",239235301,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
113,"CosmeticsPanelHelpInfo","<valuedefault>{Ctrl + Alt + L-Click}<default>{ to link item in the chat.}\r\n<valuedefault>{R-Click}<default>{ to clear MTX slot.}","Press and hold <<xbox_button_x>> to link MTX items whilst chat panel is open.","",2118208970,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
114,"DeathScreenGlobalRespawnConfirmationWarningTitle","Warning","","",-1331984170,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
115,"DeathScreenGlobalRespawnConfirmationWarningText","This action will respawn all players currently in the area, are you sure you wish to respawn?","","",2054195336,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
116,"DeathScreenGlobalRespawnConfirmationWarningAcceptButton","Respawn","","",2070351492,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
117,"DeathScreenGlobalRespawnConfirmationWarningCancelButton","Cancel","","",-1469811660,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
118,"QuestTrackerCompleteTowerMap","<<endgame_objective_bullet_point>> Activate the Precursor Beacon","","",-95343443,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
119,"QuestTrackerCompleteUniqueMapLake","<<endgame_objective_bullet_point>> Activate the Fragmented Mirror","","",-1744087588,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
120,"QuestTrackerCompleteUniqueMapWildwood","<<endgame_objective_bullet_point>> Explore the Dark Mists","","",910274062,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
121,"QuestTrackerCompleteUniqueMapCastaway","<<endgame_objective_bullet_point>> Find and use the Rotten Satchel Charge","","",-1725208269,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
122,"QuestTrackerCompleteUniqueMapMegalith","<<endgame_objective_bullet_point>> Activate Runed Monoliths and complete the Boss Gauntlet","","",-1797492116,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
123,"QuestTrackerCompleteUniqueMapSelenite","<<endgame_objective_bullet_point>> Defeat the Imprisoned Boss","","",-591585718,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
124,"QuestTrackerCompleteUniqueMapVault","<<endgame_objective_bullet_point>> Open Kamasa's Treasury","","",-76300311,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
125,"QuestTrackerCompleteUniqueMapMerchant","<<endgame_objective_bullet_point>> Take an Item from the Nameless Seer","","",-570948147,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
126,"GamepadSpectateLegendChangeViewpoint","Change Viewpoint","","",544282616,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
127,"GamepadSpectateLegendExit","Exit Spectate Mode","","",-1957202727,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
128,"MtxStatisticLabelNumArbiterOfAshPinnacleBossKilled","The Arbiter of Ash","","",-430770259,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
129,"MtxStatisticLabelNumXeshPinnacleBossKilled","Xesht, We That Are One","","",-2061197931,"[0,7274583,7078002,5242980,7209057,7077989,7209029,6750308,7143521,5046373,7340129,6619212,6619239,6553710,7274562,7602292,7143535,6619220,7602296,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,4391013,7471215,7667826,7602288,6553701,0,7274563,7471218,7340149,6619252,100,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,6881352,6619236,7667823,116,4718592,6553705,7274597,7602293,0,7209029,6750308,7143521,5046373,7340129,7274563,7602286,7209061,5111924,7143521,5046373,7471205,6815843,7209057,116,5046272,7471205,6815843,7209057,116,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6357070,6619245,7209045,7405673,6619253,6357069,112,5570560,6881390,7667825,2097253,6357069,112,4521984,6553710,6357095,6619245,6357069,4391024,7209071,6619252,7602286,6619204,6488179,6881394,7602288,7274601,4391022,7471215,7667826,7602288,6553701,0,7471169,6357093,6815776,7536737,5963808,7274563,7077985,7536741,6619235,4391012,7471215,7667826,7602288,7274601,8126574,7274563,7077985,7536741,6619235,2097252,7274563,7471218,7340149,6881396,7209071,93,4521984]"
