"rownum","Id","ItemClass","Width","Height","Name","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool","UncutGemSoundEffect","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","ShopTag","rid"
868,"Metadata/Items/Scarabs/ScarabAbyss2",38,1,1,"Polished Abyss Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1919,[],1,"",[415],37,1,12828,3155864384,[7816],"","","",[],[],"","","","","",44,"",[],"",""
869,"Metadata/Items/Scarabs/ScarabAbyss3",38,1,1,"Gilded Abyss Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1920,[],1,"",[416],37,1,12829,428925630,[9011],"","","",[],[],"","","","","",44,"",[],"",""
870,"Metadata/Items/Scarabs/ScarabAbyss4",38,1,1,"Winged Abyss Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1921,[],1,"",[571],37,1,12830,367886237,[7816],"","","",[],[],"","","","","",44,"",[],"",""
871,"Metadata/Items/Currency/DistilledEmotion1",30,1,1,"Distilled Ire","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],37,1,12965,3558973508,[],"","","",[],[],"","","","","",46,"",[],"",""
872,"Metadata/Items/Currency/DistilledEmotion2",30,1,1,"Distilled Guilt","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],37,1,12966,1060236306,[],"","","",[],[],"","","","","",46,"",[],"",""
873,"Metadata/Items/Currency/DistilledEmotion3",30,1,1,"Distilled Greed","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],37,1,12967,179907527,[],"","","",[],[],"","","","","",46,"",[],"",""
874,"Metadata/Items/Currency/DistilledEmotion4",30,1,1,"Distilled Paranoia","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],37,1,12968,2925687957,[],"","","",[],[],"","","","","",46,"",[],"",""
875,"Metadata/Items/Currency/DistilledEmotion5",30,1,1,"Distilled Envy","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],37,1,12969,2534866128,[],"","","",[],[],"","","","","",46,"",[],"",""
876,"Metadata/Items/Currency/DistilledEmotion6",30,1,1,"Distilled Disgust","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],37,1,12970,1329267521,[],"","","",[],[],"","","","","",46,"",[],"",""
877,"Metadata/Items/Currency/DistilledEmotion7",30,1,1,"Distilled Despair","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[460],37,1,12971,3302909607,[],"","","",[],[],"","","","","",46,"",[],"",""
878,"Metadata/Items/Currency/DistilledEmotion8",30,1,1,"Distilled Fear","Metadata/Items/Currency/StackableCurrency",70,"",[],1,"",[460],37,1,12972,378934824,[],"","","",[],[],"","","","","",46,"",[],"",""
879,"Metadata/Items/Currency/DistilledEmotion9",30,1,1,"Distilled Suffering","Metadata/Items/Currency/StackableCurrency",75,"",[],1,"",[460],37,1,12973,2607837952,[],"","","",[],[],"","","","","",46,"",[],"",""
880,"Metadata/Items/Currency/DistilledEmotion10",30,1,1,"Distilled Isolation","Metadata/Items/Currency/StackableCurrency",80,"",[],1,"",[460],37,1,12974,2842802550,[],"","","",[],[],"","","","","",46,"",[],"",""
881,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgradeFinal",59,1,1,"Ivory Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13058,413798085,[],"","","",[],[],"","","","","","","",[],"",""
882,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_1",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13055,618788044,[],"",8208,"",[],[],"","","","","","","",[],"",""
883,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_2",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13055,3223815565,[],"",8208,"",[],[],"","","","","","","",[],"",""
884,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_3",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13055,3916968110,[],"",8208,"",[],[],"","","","","","","",[],"",""
885,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_4",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13055,3594533470,[],"",8208,"",[],[],"","","","","","","",[],"",""
886,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_5",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13055,2653113229,[],"",8208,"",[],[],"","","","","","","",[],"",""
887,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_6",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13055,2298666492,[],"",8208,"",[],[],"","","","","","","",[],"",""
888,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_7",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13055,164264982,[],"",8208,"",[],[],"","","","","","","",[],"",""
889,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade1_8",59,1,1,"Crimson Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13055,2565250648,[],"",8208,"",[],[],"","","","","","","",[],"",""
890,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_1",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13056,2400463669,[],"",8209,"",[],[],"","","","","","","",[],"",""
891,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_2",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13056,53650723,[],"",8209,"",[],[],"","","","","","","",[],"",""
892,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_3",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13056,2830714450,[],"",8209,"",[],[],"","","","","","","",[],"",""
893,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_4",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13056,2846008302,[],"",8209,"",[],[],"","","","","","","",[],"",""
894,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_5",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13056,454577472,[],"",8209,"",[],[],"","","","","","","",[],"",""
895,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_6",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13056,554246974,[],"",8209,"",[],[],"","","","","","","",[],"",""
896,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_7",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13056,4255330334,[],"",8209,"",[],[],"","","","","","","",[],"",""
897,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade2_8",59,1,1,"Cobalt Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13056,3878553838,[],"",8209,"",[],[],"","","","","","","",[],"",""
898,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_1",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13057,37912037,[],"",8210,"",[],[],"","","","","","","",[],"",""
899,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_2",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13057,3129254612,[],"",8210,"",[],[],"","","","","","","",[],"",""
900,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_3",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13057,1902892693,[],"",8210,"",[],[],"","","","","","","",[],"",""
901,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_4",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13057,3265230300,[],"",8210,"",[],[],"","","","","","","",[],"",""
902,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_5",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13057,925320030,[],"",8210,"",[],[],"","","","","","","",[],"",""
903,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_6",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13057,4058590207,[],"",8210,"",[],[],"","","","","","","",[],"",""
904,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_7",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13057,2505697484,[],"",8210,"",[],[],"","","","","","","",[],"",""
905,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade3_8",59,1,1,"Viridian Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13057,2459744562,[],"",8210,"",[],[],"","","","","","","",[],"",""
906,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_1",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13059,3604235025,[],"",8211,"",[],[],"","","","","","","",[],"",""
907,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_2",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13059,4186983079,[],"",8211,"",[],[],"","","","","","","",[],"",""
908,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_3",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13059,4091101846,[],"",8211,"",[],[],"","","","","","","",[],"",""
909,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_4",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13059,3139965859,[],"",8211,"",[],[],"","","","","","","",[],"",""
910,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_5",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13059,3710387174,[],"",8211,"",[],[],"","","","","","","",[],"",""
911,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_6",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13059,914567329,[],"",8211,"",[],[],"","","","","","","",[],"",""
912,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_7",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13059,592518356,[],"",8211,"",[],[],"","","","","","","",[],"",""
913,"Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade4_8",59,1,1,"Golden Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2133,[],1,"",[],37,0,13059,2447341477,[],"",8211,"",[],[],"","","","","","","",[],"",""
914,"Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial1",59,1,1,"Ceremonial Voidstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2134,[],1,"",[],37,0,13060,912203882,[],"","","",[],[],"","","","","","","",[],"",""
915,"Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial2",59,1,1,"Decayed Voidstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2135,[],1,"",[],37,0,13061,2600414710,[],"","","",[],[],"","","","","","","",[],"",""
916,"Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial3",59,1,1,"Grasping Voidstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2136,[],1,"",[],37,0,13062,422345387,[],"","","",[],[],"","","","","","","",[],"",""
917,"Metadata/Items/AtlasUpgrades/AtlasUpgradePrimordial4",59,1,1,"Omniscient Voidstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2137,[],1,"",[],37,0,13063,1346218064,[],"","","",[],[],"","","","","","","",[],"",""
918,"Metadata/Items/AtlasExiles/AddModToRareCrusader",30,1,1,"Crusader's Exalted Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],37,1,13050,1904644,[],"","","",[],[],"",1,"","","","","",[],"",""
919,"Metadata/Items/AtlasExiles/AddModToRareRedeemer",30,1,1,"Redeemer's Exalted Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],37,1,13051,3906722364,[],"","","",[],[],"",1,"","","","","",[],"",""
920,"Metadata/Items/AtlasExiles/AddModToRareHunter",30,1,1,"Hunter's Exalted Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],37,1,13052,578245771,[],"","","",[],[],"",1,"","","","","",[],"",""
921,"Metadata/Items/AtlasExiles/AddModToRareWarlord",30,1,1,"Warlord's Exalted Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],37,1,13053,1556597358,[],"","","",[],[],"",1,"","","","","",[],"",""
922,"Metadata/Items/AtlasExiles/ApplyInfluence",30,1,1,"Awakener's Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],37,1,13054,4180716160,[],"","","",[],[],"",1,"","","","","",[],"",""
923,"Metadata/Items/Weapons/OneHandWeapons/Daggers/EtherealBlade1",7,1,3,"Ethereal Blade","Metadata/Items/Weapons/OneHandWeapons/Daggers/AbstractDagger",1,"",[],1,"",[33],37,0,13071,528204907,[],"","","",[],[],"","","","","","","",[],"",""
924,"Metadata/Items/Heist/HeistCoin",30,1,1,"Rogue's Marker","Metadata/Items/Currency/StackableCurrency",48,"",[],1,34,[590],37,1,13118,613685212,[],"","","",[],[],"","","","",1,"","",[],"",""
925,"Metadata/Items/Heist/HeistContractControlBlocks",65,1,1,"Contract: Bunker","Metadata/Items/Heist/HeistContract",48,"",[],1,"",[573],23,1,13175,2272815040,[],"","","",[],[],"","","","","","","",[],"",""
926,"Metadata/Items/Heist/HeistContractMines",65,1,1,"Contract: Smuggler's Den","Metadata/Items/Heist/HeistContract",50,"",[],1,"",[573],23,1,13176,1337136312,[],"","","",[],[],"","","","","","","",[],"",""
927,"Metadata/Items/Heist/HeistContractDungeon",65,1,1,"Contract: Laboratory","Metadata/Items/Heist/HeistContract",60,"",[],1,"",[573],23,1,13177,1602775226,[],"","","",[],[],"","","","","","","",[],"",""
928,"Metadata/Items/Heist/HeistContractReliquary",65,1,1,"Contract: Repository","Metadata/Items/Heist/HeistContract",55,"",[],1,"",[573],23,1,13178,950255212,[],"","","",[],[],"","","","","","","",[],"",""
929,"Metadata/Items/Heist/HeistContractLibrary",65,1,1,"Contract: Prohibited Library","Metadata/Items/Heist/HeistContract",60,"",[],1,"",[573],23,1,13179,4279204513,[],"","","",[],[],"","","","","","","",[],"",""
930,"Metadata/Items/Heist/HeistContractRobotTunnels",65,1,1,"Contract: Tunnels","Metadata/Items/Heist/HeistContract",55,"",[],1,"",[573],23,1,13180,749741440,[],"","","",[],[],"","","","","","","",[],"",""
931,"Metadata/Items/Heist/HeistContractSewers",65,1,1,"Contract: Underbelly","Metadata/Items/Heist/HeistContract",48,"",[],1,"",[573],23,1,13181,1659377709,[],"","","",[],[],"","","","","","","",[],"",""
932,"Metadata/Items/Heist/HeistContractCourts",65,1,1,"Contract: Records Office","Metadata/Items/Heist/HeistContract",50,"",[],1,"",[573],23,1,13182,403583441,[],"","","",[],[],"","","","","","","",[],"",""
933,"Metadata/Items/Heist/HeistContractMansion",65,1,1,"Contract: Mansion","Metadata/Items/Heist/HeistContract",50,"",[],1,"",[573],23,1,13183,1861861855,[],"","","",[],[],"","","","","","","",[],"",""
934,"Metadata/Items/Heist/HeistBlueprintControlBlocks",70,1,1,"Blueprint: Bunker","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[612],23,1,13192,3619887591,[],"","","",[],[],"","","","","","","",[],"",""
935,"Metadata/Items/Heist/HeistBlueprintMines",70,1,1,"Blueprint: Smuggler's Den","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[612],23,1,13193,1529071515,[],"","","",[],[],"","","","","","","",[],"",""
936,"Metadata/Items/Heist/HeistBlueprintDungeon",70,1,1,"Blueprint: Laboratory","Metadata/Items/Heist/HeistBlueprint",60,"",[],2,"",[612],23,1,13194,1709175510,[],"","","",[],[],"","","","","","","",[],"",""
937,"Metadata/Items/Heist/HeistBlueprintReliquary",70,1,1,"Blueprint: Repository","Metadata/Items/Heist/HeistBlueprint",55,"",[],2,"",[612],23,1,13195,4247728678,[],"","","",[],[],"","","","","","","",[],"",""
938,"Metadata/Items/Heist/HeistBlueprintLibrary",70,1,1,"Blueprint: Prohibited Library","Metadata/Items/Heist/HeistBlueprint",60,"",[],2,"",[612],23,1,13196,2212638627,[],"","","",[],[],"","","","","","","",[],"",""
939,"Metadata/Items/Heist/HeistBlueprintRobotTunnels",70,1,1,"Blueprint: Tunnels","Metadata/Items/Heist/HeistBlueprint",55,"",[],2,"",[612],23,1,13197,3976027528,[],"","","",[],[],"","","","","","","",[],"",""
940,"Metadata/Items/Heist/HeistBlueprintSewers",70,1,1,"Blueprint: Underbelly","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[612],23,1,13198,2277895286,[],"","","",[],[],"","","","","","","",[],"",""
941,"Metadata/Items/Heist/HeistBlueprintCourts",70,1,1,"Blueprint: Records Office","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[612],23,1,13199,2273475140,[],"","","",[],[],"","","","","","","",[],"",""
942,"Metadata/Items/Heist/HeistBlueprintMansion",70,1,1,"Blueprint: Mansion","Metadata/Items/Heist/HeistBlueprint",50,"",[],2,"",[612],23,1,13200,725505293,[],"","","",[],[],"","","","","","","",[],"",""
943,"Metadata/Items/Heist/HeistEquipmentWeaponTest",66,2,2,"[UNUSED] Heist Test Weapon","Metadata/Items/Heist/AbstractHeistEquipment",1,"",[],1,"",[],24,0,6900,1005245674,[],"","","",[],[],"","","","","","","",[],"",""
944,"Metadata/Items/Heist/HeistEquipmentToolTest",67,2,2,"[UNUSED] Heist Test Tool","Metadata/Items/Heist/AbstractHeistEquipment",1,"",[],1,"",[],24,0,9678,1523789054,[],"","","",[],[],"","","","","","","",[],"",""
945,"Metadata/Items/Heist/HeistEquipmentUtilityTest",68,2,2,"[UNUSED] Heist Test Utility Equipment","Metadata/Items/Heist/AbstractHeistEquipment",1,"",[],1,"",[],24,0,12126,3450821098,[],"","","",[],[],"","","","","","","",[],"",""
946,"Metadata/Items/Heist/HeistEquipmentRewardTest",69,1,1,"[UNUSED] Heist Test Reward Equipment","Metadata/Items/Heist/AbstractHeistEquipment",1,"",[],1,"",[],24,0,7011,3885607808,[],"","","",[],[],"","","","","","","",[],"",""
947,"Metadata/Items/Heist/QuestContracts/HeistContractTutorial",31,1,1,"Contract: Trial Run","Metadata/Items/QuestItems/AbstractQuestItem",45,"",[],1,"",[],37,0,13184,2740561217,[],"","","",[],[],"","","","","","","",[],"",""
948,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKarst1",31,1,1,"Contract: Stolen Lockpicks","Metadata/Items/QuestItems/AbstractQuestItem",48,"",[],1,"",[],37,0,13184,4177672147,[],"","","",[],[],"","","","","","","",[],"",""
949,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKarst2",31,1,1,"Contract: Karst's Revenge","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],37,0,13184,640431252,[],"","","",[],[],"","","","","","","",[],"",""
950,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKarst3",31,1,1,"Contract: Credit Where Credit's Due","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],37,0,13184,4270363137,[],"","","",[],[],"","","","","","","",[],"",""
951,"Metadata/Items/Heist/QuestContracts/HeistContractQuestTibbs1",31,1,1,"Contract: Finding Opal","Metadata/Items/QuestItems/AbstractQuestItem",48,"",[],2,"",[],37,0,13184,264373484,[],"","","",[],[],"","","","","","","",[],"",""
952,"Metadata/Items/Heist/QuestContracts/HeistContractQuestTibbs2",31,1,1,"Contract: Opal's Jewels","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],37,0,13184,183237461,[],"","","",[],[],"","","","","","","",[],"",""
953,"Metadata/Items/Heist/QuestContracts/HeistContractQuestHuck1",31,1,1,"Contract: Enoch's Whereabouts","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],37,0,13184,1054773602,[],"","","",[],[],"","","","","","","",[],"",""
954,"Metadata/Items/Heist/QuestContracts/HeistContractQuestHuck2",31,1,1,"Contract: Enoch's Remains","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],37,0,13184,2658109898,[],"","","",[],[],"","","","","","","",[],"",""
955,"Metadata/Items/Heist/QuestContracts/HeistContractQuestVinderi1",31,1,1,"Contract: Grocery List","Metadata/Items/QuestItems/AbstractQuestItem",60,"",[],2,"",[],37,0,13184,2262466620,[],"","","",[],[],"","","","","","","",[],"",""
956,"Metadata/Items/Heist/QuestContracts/HeistContractQuestVinderi2",31,1,1,"Contract: The Vinderi Bomb","Metadata/Items/QuestItems/AbstractQuestItem",78,"",[],2,"",[],37,0,13184,745899267,[],"","","",[],[],"","","","","","","",[],"",""
957,"Metadata/Items/Heist/QuestContracts/HeistContractQuestGianna1",31,1,1,"Contract: The Nameless Play","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],37,0,13184,1265367098,[],"","","",[],[],"","","","","","","",[],"",""
958,"Metadata/Items/Heist/QuestContracts/HeistContractQuestGianna2",31,1,1,"Contract: The Finest Costumes","Metadata/Items/QuestItems/AbstractQuestItem",80,"",[],2,"",[],37,0,13184,3706090998,[],"","","",[],[],"","","","","","","",[],"",""
959,"Metadata/Items/Heist/QuestContracts/HeistContractQuestTullina1",31,1,1,"Contract: The Wedding Dress","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],37,0,13184,1967416920,[],"","","",[],[],"","","","","","","",[],"",""
960,"Metadata/Items/Heist/QuestContracts/HeistContractQuestTullina2",31,1,1,"Contract: Disengagement","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],37,0,13184,587241630,[],"","","",[],[],"","","","","","","",[],"",""
961,"Metadata/Items/Heist/QuestContracts/HeistContractQuestNiles1",31,1,1,"Contract: Rational Tools","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],37,0,13184,1478365356,[],"","","",[],[],"","","","","","","",[],"",""
