"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","IsDropDisabled","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","ItemThemesKey","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
1543,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInnocenceLongsword",40,2,2,"Innocence Longsword","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1417,-1614464629,[],"","","",[],60,[],"","",22,"","",""
1544,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInnocenceFootprintsEffect",40,2,2,"Innocence Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1418,1814319920,[],"","","",[],60,[],"","",8,"","",""
1545,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionInnocenceLightningWarpEffect",40,2,2,"Innocence Lightning Warp Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1419,-57481241,[],"","","",[],60,[],"","",17,"","",""
1546,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionInnocenceHeraldEffect",40,2,2,"Innocence Herald Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1420,-1192968838,[],"","","",[],60,[],"","",17,"","",""
1547,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInnocencePortalEffect",40,2,2,"Innocence Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1421,258126845,[],"","","",[],60,[],"","",16,"","",""
1548,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinandInnocenceWings",40,2,2,"Sin and Innocence Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1422,529117352,[],"","","",[],60,[],"","",2,"","",""
1549,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinandInnocenceCloak",40,2,2,"Sin and Innocence Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1423,-1611962335,[],"","","",[],60,[],"","",2,"","",""
1550,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinandInnocenceHelmet",40,2,2,"Sin and Innocence Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1424,-18831648,[],"","","",[],60,[],"","",11,"","",""
1551,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinandInnocenceBoots",40,2,2,"Sin and Innocence Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1425,822689948,[],"","","",[],60,[],"","",4,"","",""
1552,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinandInnocenceGloves",40,2,2,"Sin and Innocence Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1426,-1764667259,[],"","","",[],60,[],"","",9,"","",""
1553,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinandInnocenceBodyArmour",40,2,2,"Sin and Innocence Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1427,-621001000,[],"","","",[],60,[],"","",3,"","",""
1554,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinandInnocenceHelmetAttachment",40,2,2,"Sin and Innocence Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1428,459955071,[],"","","",[],60,[],"","",10,"","",""
1555,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinandInnocenceFootprintsEffect",40,2,2,"Sin and Innocence Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1431,1120084261,[],"","","",[],60,[],"","",8,"","",""
1556,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinandInnocencePortalEffect",40,2,2,"Sin and Innocence Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1432,-1647926815,[],"","","",[],60,[],"","",16,"","",""
1557,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinandInnocenceShortsword",40,2,2,"Sin and Innocence Sword","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1429,-2001564217,[],"","","",[],60,[],"","",22,"","",""
1558,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinandInnocenceLongsword",40,2,2,"Sin and Innocence Longsword","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1430,1182656046,[],"","","",[],60,[],"","",22,"","",""
1559,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianScorchingRayEffect",40,2,2,"Stygian Scorching Ray Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1433,802193806,[],"","","",[],62,[],"","",17,"","",""
1560,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarpyWeaponEffect",40,2,2,"Harpy Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1434,152592999,[],"","","",[],61,[],"","",21,"","",""
1561,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionKrakenWeaponEffect",40,2,2,"Kraken Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1435,-1918660335,[],"","","",[],28,[],"","",21,"","",""
1562,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBestiaryWings",40,2,2,"Bestiary Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1436,-1338217674,[],"","","",[],61,[],"","",2,"","",""
1563,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarpyHelmet",40,2,2,"Harpy Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1437,1736869645,[],"","","",[],61,[],"","",11,"","",""
1564,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarpyBoots",40,2,2,"Harpy Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1438,-450435100,[],"","","",[],61,[],"","",4,"","",""
1565,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarpyGloves",40,2,2,"Harpy Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1439,-2038438063,[],"","","",[],61,[],"","",9,"","",""
1566,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarpyBodyArmour",40,2,2,"Harpy Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1440,-1960243694,[],"","","",[],61,[],"","",3,"","",""
1567,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHarpyCloak",40,2,2,"Harpy Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1441,1691874556,[],"","","",[],61,[],"","",2,"","",""
1568,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionOilDrenchedWings",40,2,2,"Oil Drenched Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1442,1941833686,[],"","","",[],39,[],"","",2,"","",""
1569,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStygianMoltenStrikeEffect",40,2,2,"Stygian Molten Strike Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1443,2060907356,[],"","","",[],62,[],"","",17,"","",""
1570,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionManticoreWeaponEffect",40,2,2,"Manticore Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1444,1169157097,[],"","","",[],61,[],"","",21,"","",""
1571,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionRedLanternCharacterEffect",40,2,2,"Red Lantern Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1445,-1041651486,[],"","","",[],39,[],"","",5,"","",""
1572,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionManticoreCharacterEffect",40,1,1,"Manticore Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1446,1123094799,[],"","","",[],61,[],"","",5,"","",""
1573,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionManticoreHelmet",40,1,1,"Manticore Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1447,-488707033,[],"","","",[],61,[],"","",11,"","",""
1574,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionManticoreBoots",40,1,1,"Manticore Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1448,-1871727493,[],"","","",[],61,[],"","",4,"","",""
1575,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionManticoreGloves",40,1,1,"Manticore Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1449,-1176582482,[],"","","",[],61,[],"","",9,"","",""
1576,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionManticoreBodyArmour",40,1,1,"Manticore Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1450,-1295640553,[],"","","",[],61,[],"","",3,"","",""
1577,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionKrakenShield",40,2,2,"Kraken Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1451,-1388857659,[],"","","",[],28,[],"","",22,"","",""
1578,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionHarpyPortraitFrame",40,2,2,"Harpy Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1452,748084823,[],"","","",[],61,[],"","",18,"","",""
1579,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionAlphaHarpyPortraitFrame",40,2,2,"Alpha Harpy Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1453,-343821907,[],"","","",[],61,[],"","",18,"","",""
1580,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionManticorePortraitFrame",40,2,2,"Manticore Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1454,1485919986,[],"","","",[],61,[],"","",18,"","",""
1581,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionAlphaManticorePortraitFrame",40,2,2,"Alpha Manticore Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1455,510313190,[],"","","",[],61,[],"","",18,"","",""
1582,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBestiaryHelmet",40,2,2,"Bestiary Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1456,1422149863,[],"","","",[],61,[],"","",11,"","",""
1583,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBestiaryPortalEffect",40,2,2,"Bestiary Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1457,1477640567,[],"","","",[],61,[],"","",16,"","",""
1584,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBestiaryBrimmedHat",40,2,2,"Bestiary Brimmed Hat","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1458,-632030852,[],"","","",[],61,[],"","",11,"","",""
1585,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionManticoreShield",40,2,2,"Manticore Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1459,1462882965,[],"","","",[],63,[],"","",22,"","",""
1586,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeawitchHelmet",40,2,2,"Seawitch Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1460,521112464,[],"","","",[],64,[],"","",11,"","",""
1587,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeawitchBoots",40,2,2,"Seawitch Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1461,1471993364,[],"","","",[],64,[],"","",4,"","",""
1588,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeawitchGloves",40,2,2,"Seawitch Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1462,654072871,[],"","","",[],64,[],"","",9,"","",""
1589,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeawitchBodyArmour",40,2,2,"Seawitch Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1463,-154296464,[],"","","",[],64,[],"","",3,"","",""
1590,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionArcticFreezingPulse",40,2,2,"Arctic Freezing Pulse Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1464,-1599939457,[],"","","",[],10,[],"","",17,"","",""
1591,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSpiritPortalEffect",40,2,2,"Spirit Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1465,-592846816,[],"","","",[],39,[],"","",16,"","",""
1592,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGhostflameShield",40,2,2,"Ghostflame Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1466,942335883,[],"","","",[],5,[],"","",11,"","",""
1593,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDesertChargedDashEffect",40,2,2,"Desert Charged Dash Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1467,-829202161,[],"","","",[],45,[],"","",17,"","",""
1594,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionPylonofPainTotem",40,2,2,"Pylon of Pain Totem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1468,1370444040,[],"","","",[],39,[],"","",17,"","",""
1595,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianSpectralShieldThrowEffect",40,2,2,"Stygian Spectral Shield Throw","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1469,1606778443,[],"","","",[],62,[],"","",17,"","",""
1596,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionGloomBladeFlurryEffect",40,2,2,"Ghostflame Blade Flurry Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1470,-18467923,[],"","","",[],5,[],"","",17,"","",""
1597,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonicBladeFlurryEffect",40,2,2,"Demonic Blade Flurry Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1471,1013002351,[],"","","",[],8,[],"","",17,"","",""
1598,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianVolatileDeadEffect",40,2,2,"Stygian Volatile Dead Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1472,-571953666,[],"","","",[],62,[],"","",17,"","",""
1599,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionPhantasmalWhirlingBladesEffect",40,2,2,"Phantasmal Whirling Blades Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1473,-842117253,[],"","","",[],65,[],"","",17,"","",""
1600,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFallenAngelHelmet",40,2,2,"Fallen Angel Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1474,-721915409,[],"","","",[],66,[],"","",11,"","",""
1601,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFallenAngelBoots",40,2,2,"Fallen Angel Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1475,-401293467,[],"","","",[],66,[],"","",4,"","",""
1602,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFallenAngelGloves",40,2,2,"Fallen Angel Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1476,-561760736,[],"","","",[],66,[],"","",9,"","",""
1603,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFallenAngelBodyArmour",40,2,2,"Fallen Angel Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1477,782765611,[],"","","",[],66,[],"","",3,"","",""
1604,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionFallenAngelWings",40,2,2,"Fallen Angel Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1478,-1076134288,[],"","","",[],66,[],"","",2,"","",""
1605,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionKrakenPortalEffect",40,2,2,"Kraken Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1479,1661635264,[],"","","",[],28,[],"","",16,"","",""
1606,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialKineticBlastEffect",40,2,2,"Celestial Kinetic Blast Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1480,-1753207532,[],"","","",[],23,[],"","",17,"","",""
1607,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMalachaiHelmet",40,2,2,"Malachai Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1481,-1755794620,[],"","","",[],67,[],"","",11,"","",""
1608,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMalachaiBoots",40,2,2,"Malachai Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1482,-1448756673,[],"","","",[],67,[],"","",4,"","",""
1609,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMalachaiGloves",40,2,2,"Malachai Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1483,320052072,[],"","","",[],67,[],"","",9,"","",""
1610,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMalachaiBodyArmour",40,2,2,"Malachai Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1484,-255036372,[],"","","",[],67,[],"","",3,"","",""
1611,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMalachaiCloak",40,2,2,"Malachai Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1485,1632843120,[],"","","",[],67,[],"","",2,"","",""
1612,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialAncestralCallEffect",40,2,2,"Celestial Ancestral Call Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1486,1191251949,[],"","","",[],23,[],"","",17,"","",""
1613,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCrystalHelmet",40,2,2,"Crystal Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1487,-1983556283,[],"","","",[],68,[],"","",11,"","",""
1614,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCrystalBoots",40,2,2,"Crystal Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1488,574730316,[],"","","",[],68,[],"","",4,"","",""
1615,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCrystalGloves",40,2,2,"Crystal Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1489,-1935735015,[],"","","",[],68,[],"","",9,"","",""
1616,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCrystalBodyArmour",40,2,2,"Crystal Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1490,161121005,[],"","","",[],68,[],"","",3,"","",""
1617,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCrystalBackAttachment",40,2,2,"Crystal Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1491,916055121,[],"","","",[],68,[],"","",2,"","",""
1618,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianAncestralCallEffect",40,2,2,"Stygian Ancestral Call Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1492,1668979363,[],"","","",[],62,[],"","",17,"","",""
1619,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIncursionBandana",40,2,2,"Incursion Bandana","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1493,821012917,[],"","","",[],69,[],"","",10,"","",""
1620,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIncursionHood",40,2,2,"Incursion Hood","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1494,1655716216,[],"","","",[],69,[],"","",11,"","",""
1621,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIncursionCloak",40,2,2,"Incursion Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1495,61344320,[],"","","",[],69,[],"","",2,"","",""
1622,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIncursionPortalEffect",40,2,2,"Incursion Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1496,271343712,[],"","","",[],69,[],"","",16,"","",""
1623,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageBackAttachment",40,2,2,"Carnage Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1497,511963441,[],"","","",[],70,[],"","",2,"","",""
