"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements"
1609,1202,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Celestial Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[]
1610,1203,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Abyss Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[]
1611,1204,1,1,"modify_portal_variation","","","This character's portals use the Abyss Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1612,1205,1,1,"modify_portal_variation","","","This character's portals use the Abyssal Imp Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[]
1613,1206,1,1,"grant_micro","","","Adds the Abyssal Imp Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1614,1207,1,1,"grant_micro","","","Adds the Abyssal Lich Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[]
1615,1208,1,1,"grant_micro","","","Adds the Pestilence Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[]
1616,1209,1,1,"modify_character_portrait","","","Adds the Ascendant Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1617,1210,1,1,"modify_character_portrait","","","Adds the Deadeye Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1618,1211,1,1,"modify_character_portrait","","","Adds the Elementalist Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1619,1212,1,1,"modify_character_portrait","","","Adds the Necromancer Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1620,1213,1,1,"modify_character_portrait","","","Adds the Occultist Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1621,1214,1,1,"modify_character_portrait","","","Adds the Pathfinder Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1622,1215,1,1,"modify_character_portrait","","","Adds the Raider Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[]
1623,1216,1,1,"modify_character_portrait","","","Adds the Fire Ball Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1624,1217,1,1,"modify_character_portrait","","","Adds the Lightning Ball Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1625,1218,1,1,"modify_character_portrait","","","Adds the Ice Ball Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1626,1219,1,1,"grant_micro","","","Adds the Tencent S3 BDMaster Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1627,1220,1,1,"grant_micro","","","Adds the Tencent S3 Fashion Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1628,1221,1,1,"grant_micro","","","Adds the Tencent S3 HideOut Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1629,1222,1,1,"grant_micro","","","Adds the Tencent Top Player Frame to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1630,1223,1,1,"grant_micro","","","Adds the Tencent Two Years Frame to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1631,1227,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1632,1228,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1633,1229,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1634,1230,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1635,1231,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1636,1232,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1637,1233,1,1,"grant_micro","","","Adds the Tencent Grading Frame 1_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1638,1234,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1639,1235,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1640,1236,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1641,1237,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1642,1238,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1643,1239,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1644,1240,1,1,"grant_micro","","","Adds the Tencent Grading Frame 2_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1645,1241,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1646,1242,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1647,1243,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1648,1244,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1649,1245,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1650,1246,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1651,1247,1,1,"grant_micro","","","Adds the Tencent Grading Frame 3_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1652,1248,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1653,1249,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1654,1250,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1655,1251,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1656,1252,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1657,1253,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1658,1254,1,1,"grant_micro","","","Adds the Tencent Grading Frame 4_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1659,1255,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1660,1256,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1661,1257,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1662,1258,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1663,1259,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1664,1260,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1665,1261,1,1,"grant_micro","","","Adds the Tencent Grading Frame 5_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1666,1262,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1667,1263,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1668,1264,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1669,1265,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1670,1266,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1671,1267,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1672,1268,1,1,"grant_micro","","","Adds the Tencent Grading Frame 6_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1673,1269,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1674,1270,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1675,1271,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1676,1272,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1677,1273,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1678,1274,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1679,1275,1,1,"grant_micro","","","Adds the Tencent Grading Frame 7_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1680,1276,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1681,1277,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1682,1278,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1683,1279,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1684,1280,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1685,1281,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1686,1282,1,1,"grant_micro","","","Adds the Tencent Grading Frame 8_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1687,1283,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1688,1284,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1689,1285,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1690,1286,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1691,1287,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1692,1288,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1693,1289,1,1,"grant_micro","","","Adds the Tencent Grading Frame 9_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1694,1290,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_1 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1695,1291,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_2 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1696,1292,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_3 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1697,1293,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_4 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1698,1294,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_5 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1699,1295,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_6 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1700,1296,1,1,"grant_micro","","","Adds the Tencent Grading Frame 10_7 to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1701,1297,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_1 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1702,1298,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_2 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1703,1299,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_3 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1704,1300,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_4 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1705,1301,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_5 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1706,1302,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_6 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1707,1303,1,1,"grant_micro","","","Adds the Tencent Grading Frame 11_7 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1708,1304,1,1,"grant_micro","","","Adds the Tencent Grading Frame 12_1 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1709,1305,1,1,"grant_micro","","","Adds the Tencent Grading Frame 12_2 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1710,1306,1,1,"grant_micro","","","Adds the Tencent Grading Frame 12_3 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1711,1307,1,1,"grant_micro","","","Adds the Tencent Grading Frame 12_4 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1712,1308,1,1,"grant_micro","","","Adds the Tencent Grading Frame 12_5 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1713,1309,1,1,"grant_micro","","","Adds the Tencent Grading Frame 12_6 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1714,1310,1,1,"grant_micro","","","Adds the Tencent Grading Frame 12_7 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1715,1311,1,1,"grant_micro","","","Adds the Tencent Grading Frame 13_1 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1716,1312,1,1,"grant_micro","","","Adds the Tencent Grading Frame 13_2 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1717,1313,1,1,"grant_micro","","","Adds the Tencent Grading Frame 13_3 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1718,1314,1,1,"grant_micro","","","Adds the Tencent Grading Frame 13_4 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1719,1315,1,1,"grant_micro","","","Adds the Tencent Grading Frame 13_5 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1720,1316,1,1,"grant_micro","","","Adds the Tencent Grading Frame 13_6 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1721,1317,1,1,"grant_micro","","","Adds the Tencent Grading Frame 13_7 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1722,1318,1,1,"grant_micro","","","Adds the Tencent Grading Frame 14_1 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
1723,1319,1,1,"grant_micro","","","Adds the Tencent Grading Frame 14_2 to this character",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[]
