"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","i32","i32","i32","InheritsFrom","bool","IsCraftingBench","[rid]","bool","rid"
287,6569,"[""Metadata/Terrain/Doodads/RuinedCity/Statues/BustMaleGold01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/bustfemalegold01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
288,6570,"[""Metadata/Terrain/Doodads/RuinedCity/Statues/bustfemale01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/BustMale02.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[20,0]","",""
289,6571,"[""Metadata/Terrain/Doodads/RuinedCity/Statues/garden_arch_v01_01_StatueFemalePlate01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/garden_arch_v01_01_StatueFemalePlate02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
290,6572,"[""Metadata/Terrain/Doodads/RuinedCity/Statues/StatueFemaleGarden01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/StatueFemaleGarden02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/StatueFemaleGarden03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/StatueFemaleGarden04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/StatueMaleGarden01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/StatueMaleGarden02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/StatueMaleGarden03.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
291,6573,"[""Metadata/Terrain/Doodads/RuinedCity/Statues/StatueFemaleGardenLarge01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/StatueFemaleGardenLarge02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/StatueFemaleGardenLarge03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/StatueMaleGardenLarge02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/StatueMaleGardenLarge03.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
292,6574,"[""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_02_01_StatueFemale05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_02_02_StatueFemale06.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_02_03_StatueFemale07.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_02_04_StatueFemale08.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_04_01_StatueMale04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_04_02_StatueMale05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_04_03_StatueMale06.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_02_05_StatueFemale05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_02_06_StatueFemale06.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_02_07_StatueFemale07.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_02_08_StatueFemale08.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_04_04_StatueMale04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_04_05_StatueMale05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_04_06_StatueMale06.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
293,6575,"[""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_medium_female_01_gold_medium_female_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_medium_female_02_gold_medium_female_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_medium_female_03_gold_medium_female_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_medium_male_01_gold_medium_male_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_medium_male_02_gold_medium_male_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_medium_male_03_gold_medium_male_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_medium_female_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_medium_female_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_medium_female_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_medium_male_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_medium_male_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_medium_male_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_medium_female_04_gold_medium_female_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_medium_female_05_gold_medium_female_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_medium_female_06_gold_medium_female_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_medium_male_04_gold_medium_male_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_medium_male_05_gold_medium_male_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_medium_male_06_gold_medium_male_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_medium_female_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_medium_female_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_medium_female_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_medium_male_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_medium_male_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_medium_male_06.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
294,6576,"[""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_large_female_01_gold_large_female_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_large_female_02_gold_large_female_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_large_female_03_gold_large_female_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_large_male_01_gold_large_male_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_large_male_02_gold_large_male_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_large_male_03_gold_large_male_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_large_female_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_large_female_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_large_female_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_large_male_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_large_male_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_large_male_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_large_female_04_gold_large_female_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_large_female_05_gold_large_female_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_large_female_06_gold_large_female_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_large_male_04_gold_large_male_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_large_male_05_gold_large_male_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_gold_large_male_06_gold_large_male_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_large_female_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_large_female_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_large_female_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_large_male_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_large_male_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_silver_large_male_06.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
295,6577,"[""Metadata/Terrain/Doodads/RuinedCity/Statues/library_entrance_v01_01_reading_statue1.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
296,6578,"[""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_01_01_StatueFemale01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_01_02_StatueFemale02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_01_03_StatueFemale03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_01_04_StatueFemale04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_03_01_StatueMale01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_03_02_StatueMale02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_03_03_StatueMale03.ao"",""Metadata/Terrain/Doodads/RuinedCity/HarborBridge/harborbridge_statuebroken_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/HarborBridge/harborbridge_statuebroken_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_01_05_StatueFemale01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_01_06_StatueFemale02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_01_07_StatueFemale03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_01_08_StatueFemale04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_03_04_StatueMale01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_03_05_StatueMale02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/act3_statue_false_03_06_StatueMale03.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
297,6579,"[""Metadata/Terrain/Doodads/TempleDungeon/goldpillars01.ao"",""Metadata/Terrain/Doodads/TempleDungeon/goldpillars02.ao"",""Metadata/Terrain/Doodads/TempleDungeon/goldpillars03.ao"",""Metadata/Terrain/Doodads/TempleDungeon/goldpillars04.ao"",""Metadata/Terrain/Doodads/TempleDungeon/goldpillars05.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/goldpillars01.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/goldpillars02.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/goldpillars03.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/goldpillars04.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/goldpillars05.ao"",""Metadata/Terrain/Doodads/TempleDungeon/goldpillars06.ao"",""Metadata/Terrain/Doodads/TempleDungeon/goldpillars07.ao"",""Metadata/Terrain/Doodads/TempleDungeon/goldpillars08.ao"",""Metadata/Terrain/Doodads/TempleDungeon/goldpillars09.ao"",""Metadata/Terrain/Doodads/TempleDungeon/goldpillars010.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,""
298,6580,"[""Metadata/Terrain/Temple/Bloodpool/templeclean_bloodpool_spike_v01_01_gorespike.ao"",""Metadata/Terrain/Temple/Bloodpool/templeclean_bloodpool_spike_v01_02_gorespike.ao"",""Metadata/Terrain/Temple/Bloodpool/templeclean_bloodpool_spike_v01_03_gorespike.ao"",""Metadata/Terrain/Temple/Bloodpool/templeclean_bloodpool_spike_v01_04_gorespike.ao"",""Metadata/Terrain/Temple/Bloodpool/templeclean_bloodpool_spike_v01_05_gorespike.ao"",""Metadata/Terrain/Temple/Bloodpool/templeclean_bloodpool_spike_v01_06_animated_male.ao"",""Metadata/Terrain/Temple/Bloodpool/templeclean_bloodpool_spike_v01_07_gorespike.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[28,0]","",""
299,6581,"[""Metadata/Terrain/Doodads/vaal_sidearea_effects/airgrain.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[15],1,""
300,6582,"[""Metadata/Terrain/Doodads/vaal_sidearea_effects/wispysmoke.ao"",""Metadata/Terrain/Doodads/vaal_sidearea_effects/groundfog.ao"",""Metadata/Terrain/Doodads/vaal_sidearea_effects/glowingwispysmoke.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[15],1,""
301,6583,"[""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/pipkit_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/pipkit_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/pipkit_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/pipkit_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/pipkit_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/floor_pipe_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/floor_pipe_v01_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/floor_pipe_v01_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,""
302,6585,"[""Metadata/Terrain/Doodads/Beach/smallboat_damaged_v01_01_rowboat07.ao"",""Metadata/Terrain/Doodads/Beach/smallboat_damaged_v01_02_rowboat08.ao"",""Metadata/Terrain/Doodads/Beach/smallboat_damaged_v01_03_rowboat09.ao"",""Metadata/Terrain/Doodads/Beach/smallboat_damaged_v01_04_rowboat10.ao"",""Metadata/Terrain/Doodads/Beach/smallboat_damaged_v01_05_rowboat11.ao"",""Metadata/Terrain/Doodads/Beach/smallboat_damaged_v06_01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
303,6586,"[""Metadata/Terrain/Doodads/Beach/boat_small_damaged_v01_01_rowboat01.ao"",""Metadata/Terrain/Doodads/Beach/boat_small_damaged_v02_01_rowboat02.ao"",""Metadata/Terrain/Doodads/Beach/boat_small_damaged_v03_01_rowboat03.ao"",""Metadata/Terrain/Doodads/Beach/boat_small_damaged_v04_01_rowboat04.ao"",""Metadata/Terrain/Doodads/Beach/boat_small_damaged_v05_01_rowboat05.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
304,6587,"[""Metadata/Terrain/Doodads/Beach/hugeboat_mast_damaged_v01_01_shipwreck07.ao"",""Metadata/Terrain/Doodads/Beach/kyrenia_prow_damaged_v01_01_shipwreck02.ao"",""Metadata/Terrain/Doodads/Beach/hugeboat_hull_damaged_v01_01_shipwreck01.ao"",""Metadata/Terrain/Doodads/Beach/hugeboat_mast_damaged_v01_02_shipwreck02.ao"",""Metadata/Terrain/Doodads/Beach/hugeboat_prow_damaged_v01_01_shipwreck06.ao"",""Metadata/Terrain/Doodads/Beach/hugeboat_railback_damaged_v01_01_shipwreck05.ao"",""Metadata/Terrain/Doodads/Beach/hugeboat_tiller_damaged_v01_01_shipwreck04.ao"",""Metadata/Terrain/Doodads/Beach/kyrenia_hull_damaged_v01_01.ao"",""Metadata/Terrain/Doodads/Beach/kyrenia_hull_damaged_v01_01_shipwreck03.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
305,6588,"[""Metadata/Terrain/Doodads/Beach/BodyBag01.ao"",""Metadata/Terrain/Doodads/Beach/BodyBag02.ao"",""Metadata/Terrain/Doodads/Beach/BodyBag03.ao"",""Metadata/Terrain/Doodads/Beach/BodyBag04.ao"",""Metadata/Terrain/Doodads/Beach/BodyBag05.ao"",""Metadata/Terrain/Doodads/Beach/BodyBag06.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/BodyBag07.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/BodyBag08.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/BodyBag09.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/BodyBag10.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/BodyBag11.ao"",""Metadata/Terrain/Doodads/TempleDungeon/LunarisWater/BodyBag12.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,""
306,6589,"[""Metadata/Terrain/Doodads/Beach/beach_driftwood_01_driftwood01.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_02_driftwood02.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_03_driftwood03.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_04_driftwood04.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_05_driftwood05.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_06_driftwood06.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_07_driftwood07.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_08_driftwood08.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_09_driftwood09.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_10_driftwood10.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_11_driftwood11.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_12_driftwood12.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_13_driftwood13.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_14_driftwood14.ao"",""Metadata/Terrain/Doodads/Beach/beach_driftwood_15_driftwood15.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
307,6590,"[""Metadata/Terrain/Doodads/Beach/driftwoodarch01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
308,6591,"[""Metadata/Terrain/Doodads/Beach/mastarch.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
309,6592,"[""Metadata/Terrain/Doodads/Beach/RoahNest01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[5],1,""
310,6593,"[""Metadata/Terrain/Doodads/Beach/nest01.ao"",""Metadata/Terrain/Doodads/Beach/nest02.ao"",""Metadata/Terrain/Doodads/Beach/nest03.ao"",""Metadata/Terrain/Doodads/Beach/nest04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[5],1,""
311,6594,"[""Metadata/Terrain/Doodads/Beach/Rocks/beach_cliffblock_shallow_v01_02_rock02.ao"",""Metadata/Terrain/Doodads/Beach/Rocks/beach_cliffblock_shallow_v01_03_rock01.ao"",""Metadata/Terrain/Doodads/Beach/Rocks/LargeRock06.ao"",""Metadata/Terrain/Doodads/Beach/Rocks/LargeRock07.ao"",""Metadata/Terrain/Doodads/Beach/Rocks/LargeRock05.ao"",""Metadata/Terrain/Doodads/Beach/Rocks/LargeRock03.ao"",""Metadata/Terrain/Doodads/Beach/Rocks/LargeRock01.ao"",""Metadata/Terrain/Doodads/Beach/Rocks/LargeRock08.ao"",""Metadata/Terrain/Doodads/Beach/Rocks/LargeRock10.ao"",""Metadata/Terrain/Doodads/Beach/Rocks/LargeRock09.ao"",""Metadata/Terrain/Doodads/Beach/Rocks/LargeRock02.ao"",""Metadata/Terrain/Doodads/Beach/Rocks/LargeRock04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,""
312,6595,"[""Metadata/Terrain/Doodads/Beach/BeachWalls/beachtownwall01.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beachtownwall02.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beachtownwall04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[21],1,""
313,6596,"[""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_03_beachwall03.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_09_beachwall09.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_04_beachwall04.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_14_beachwall14.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_13_beachwall13.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_02_beachwall02.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_01_beachwall01.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_07_beachwall07.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_06_beachwall06.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_10_beachwall10.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_11_beachwall11.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_05_beachwall05.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_08_beachwall08.ao"",""Metadata/Terrain/Doodads/Beach/BeachWalls/beach_wall_v01_12_beachwall12.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[21],1,""
314,6597,"[""Metadata/Terrain/Doodads/Beach/BeachStatues/goldenstatue.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
315,6598,"[""Metadata/Terrain/Doodads/Beach/BeachStatues/skeletontrash01.ao"",""Metadata/Terrain/Doodads/Beach/BeachStatues/skeletontrash02.ao"",""Metadata/Terrain/Doodads/Beach/BeachStatues/skeletontrash03.ao"",""Metadata/Terrain/Doodads/Beach/BeachStatues/skeletontrash04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
316,6599,"[""Metadata/Chests/CopperChests/CopperChest1.ao"",""Metadata/Chests/CopperChests/CopperChest2.ao"",""Metadata/Chests/CopperChests/CopperChest3.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,""
317,6600,"[""Metadata/Chests/GoldenChests/GoldenChest1.ao"",""Metadata/Chests/GoldenChests/GoldenChest2.ao"",""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,""
318,6601,"[""Metadata/Terrain/Doodads/Forest/ChurchRuins/CRColumn05.ao"",""Metadata/Terrain/Doodads/Forest/ChurchRuins/CRColumn06.ao"",""Metadata/Terrain/Doodads/Forest/ChurchRuins/CRColumn07.ao"",""Metadata/Terrain/Doodads/Forest/ChurchRuins/CRColumn08.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[26],1,""
319,6602,"[""Metadata/Terrain/Doodads/Forest/ChurchRuins/CRColumn01.ao"",""Metadata/Terrain/Doodads/Forest/ChurchRuins/CRColumn02.ao"",""Metadata/Terrain/Doodads/Forest/ChurchRuins/CRColumn03.ao"",""Metadata/Terrain/Doodads/Forest/ChurchRuins/CRColumn04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[26],1,""
320,6603,"[""Metadata/Terrain/Doodads/Forest/ChurchRuins/church_gate.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[21],1,""
321,6604,"[""Metadata/Terrain/Doodads/Forest/ChurchRuins/churchwall_gate.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[21],1,""
322,6605,"[""Metadata/Terrain/Doodads/Church/dungeon_church_column_v01_01_churchpillar01.ao"",""Metadata/Terrain/Doodads/Church/dungeon_church_column_v01_02_churchpillar02.ao"",""Metadata/Terrain/Doodads/Church/dungeon_church_column_v01_03_churchpillar03.ao"",""Metadata/Terrain/Doodads/Church/dungeon_church_column_v01_04_churchpillar04.ao"",""Metadata/Terrain/Doodads/Church/dungeon_church_column_v02_01_churchpillar05.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[26],1,""
323,6606,"[""Metadata/Terrain/Doodads/Church/act3church_dungeon_church_column_v01_01_churchpillar01.ao"",""Metadata/Terrain/Doodads/Church/act3church_dungeon_church_column_v01_02_churchpillar02.ao"",""Metadata/Terrain/Doodads/Church/act3church_dungeon_church_column_v01_03_churchpillar03.ao"",""Metadata/Terrain/Doodads/Church/act3church_dungeon_church_column_v01_04_churchpillar04.ao"",""Metadata/Terrain/Doodads/Church/act3church_dungeon_church_column_v02_01_churchpillar05.ao"",""Metadata/Terrain/Doodads/Church/CCpillar01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[26],1,""
