"rownum","Area","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
527,527,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
528,528,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
529,529,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
530,530,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
531,531,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
532,532,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
533,533,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
534,534,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
535,535,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
536,536,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
537,537,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
538,538,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
539,539,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
540,540,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
541,541,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
542,542,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
543,543,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
544,544,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
545,545,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
546,546,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
547,547,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
548,548,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
549,549,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
550,550,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
551,551,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
552,552,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
553,553,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
554,554,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
555,555,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
556,556,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
557,557,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
558,558,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
559,559,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
560,560,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
561,561,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
562,562,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
563,563,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
564,564,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
565,565,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
566,566,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
567,567,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
568,568,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
569,569,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
570,570,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
571,571,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
572,572,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
573,573,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
574,574,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
575,575,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
576,576,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
577,577,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
578,578,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
579,579,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
580,580,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
581,581,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
582,582,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
583,583,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
584,584,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
585,585,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
586,586,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
587,587,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
588,588,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
589,589,5,13,0,0,0,0,0,10,10,100,0,2,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,590,5,13,0,0,0,0,0,10,10,100,0,2,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,591,5,13,0,0,0,0,0,10,10,100,0,2,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,592,5,13,0,0,0,0,0,10,10,100,0,2,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,593,5,13,0,0,0,0,0,10,10,100,0,2,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,594,5,13,0,0,0,0,0,10,10,100,0,2,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,595,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
596,596,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
597,597,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
598,598,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
599,599,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
600,600,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
601,601,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
602,602,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
603,603,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
604,604,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
605,605,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
606,606,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
607,607,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
608,608,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
609,609,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
610,610,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
611,611,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
612,612,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
613,613,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
614,614,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
615,615,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
616,616,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
617,617,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
618,618,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
619,619,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
620,620,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
621,621,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
622,622,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
623,623,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
624,624,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
625,625,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
626,626,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
627,627,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
628,628,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
629,629,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
630,630,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
631,631,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
632,632,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
633,633,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
634,634,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
635,635,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
636,636,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
637,637,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
638,638,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
639,639,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
640,640,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
641,641,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
642,642,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
643,643,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
644,644,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
645,645,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
646,646,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
647,647,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
648,648,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
649,649,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
650,650,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
651,651,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
652,652,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
653,653,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
654,654,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
655,655,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
656,656,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
657,657,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
658,658,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
659,659,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
660,660,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
661,661,5,13,0,0,0,0,0,10,10,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,662,5,13,0,0,0,0,0,10,10,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,663,5,13,0,0,0,0,0,10,10,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,664,5,13,0,0,0,0,0,10,10,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,665,5,13,0,0,0,0,0,10,10,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,666,5,13,0,0,0,0,0,10,10,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,667,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
