"rownum","Id","PositionX","PositionY","i32","i32","[rid]","string","string","[rid]","i32","[rid]","[rid]","rid","string","i32","i32","string","rid","rid","string","bool","i32","i32"
495,"C_G3_4_Underground",-16843010,-16843010,-16843010,-16843010,[],"The Venom Crypts","The remains of the Temple of Yaomac play host to countless deadly guests.",[3750],9,[72],[3814],"","",494,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSnakePitUnderground","","","","",4119,4119
496,"C_G3_4_DenOfSnakes",-16843010,-16843010,-16843010,-16843010,[],"Orok Poison","...the source of their vile rot...",[3751],9,[72],"[3814,2808,2809,2810]","","Act3/WorldMapContentSnakePotion",494,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4119,4119
497,"C_G3_4_DenOfSnakesDoneReward1",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...\r\n\r\n<white>{+10% to Chaos Resistance}",[2808],9,[72],[3814],"","Act3/WorldMapContentSnakePotionRed",494,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4119,4119
498,"C_G3_4_DenOfSnakesDoneReward2",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...\r\n\r\n<white>{+5 to all Attributes}",[2809],9,[72],[3814],"","Act3/WorldMapContentSnakePotionGreen",494,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4119,4119
499,"C_G3_4_DenOfSnakesDoneReward3",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...\r\n\r\n<white>{15% reduced Slowing Potency of Debuffs on You}",[2810],9,[72],[3814],"","Act3/WorldMapContentSnakePotionBlue",494,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4119,4119
500,"C_G3_5",205,0,0,0,[205],"Chimeral Wetlands","Beautiful, but deadly.","[3642,3756]",9,[3752],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChimeralWetlands","","","","",4119,4119
501,"C_G3_5_Xyclucian",205,0,0,0,[],"Xyclucian, the Chimera","...hunting grounds of an ancient beast...",[3752],9,[72],"[4826,3814]","","WorldMapContentBossUltimatum",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinXyclucian",0,"","","",4119,4119
502,"C_G3_5_XyclucianSlain",205,0,0,0,[],"Xyclucian, the Chimera","...truly, the beast is felled? Impressive...",[4826],9,[72],[3814],"","WorldMapContentBossUltimatumDone",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinXyclucian",0,"","","",4119,4119
503,"C_G3_5_DeadExplorerCamp",205,0,0,0,[],"Ravaged Camp","...been gone over a month...",[3752],9,[72],"[4894,3814]","","WorldMapContentChest",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsCamp",0,"","","",4119,4119
504,"C_G3_5_DeadExplorerCampDone",205,0,0,0,[],"Ravaged Camp","...as I expected. I'll add it to the log...",[4894],9,[72],[3814],"","WorldMapContentChestDone",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsCamp",0,"","","",4119,4119
505,"C_G3_5_FlowerGauntlet",205,0,0,0,[],"Toxic Bloom","...a place of gasping death...",[3752],9,[72],"[4899,3814]","","WorldMapContentRareMonster",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsFlowerGauntlet",0,"","","",4119,4119
506,"C_G3_5_FlowerGauntletDone",205,0,0,0,[],"Toxic Bloom","...a lucky fool. Lucky, but foolish...",[4899],9,[72],[3814],"","WorldMapContentRareMonsterDone",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsFlowerGauntlet",0,"","","",4119,4119
507,"C_G3_6_1",206,0,0,0,[206],"Jiquani's Machinarium","Stone men move in the dark.","[3752,3756]",9,[3753],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMachinarium","","","",1,4119,4119
508,"C_G3_6_1_Underground",206,0,0,0,[],"Jiquani's Machinarium","Stone men move in the dark.","[3752,3756]",9,[72],[3814],"","",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMachinariumUnderground","","","","",4119,4119
509,"C_G3_6_1_Blackjaw",206,0,0,0,[],"Blackjaw, the Remnant","...locked away, undying, for his horrific crimes...",[3753],9,[72],"[3785,3814]","","WorldMapContentBossUpgrade",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBlackjaw",0,"","","",4119,4119
510,"C_G3_6_1_BlackjawSlain",206,0,0,0,[],"Blackjaw, the Remnant","...should have left him to suffer...\r\n\r\n<white>{+10% to Fire Resistance}",[3785],9,[72],[3814],"","WorldMapContentBossUpgradeDone",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBlackjaw",0,"","","",4119,4119
511,"C_G3_6_2",207,0,0,0,[207],"Jiquani's Sanctum","Remnants of Vaal artifice still remain.",[3753],9,[3754],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLowerMachinarium","","","",1,4119,4119
512,"C_G3_6_2_Underground",207,0,0,0,[],"Jiquani's Sanctum","Remnants of Vaal artifice still remain.",[3753],9,[72],[3814],"","",511,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLowerMachinariumUnderground","","","","",4119,4119
513,"C_G3_6_2_Zicoatl",207,0,0,0,[],"Zicoatl, Warden of the Core","...well that's ominous...",[3754],9,[72],"[4827,3814]","","WorldMapContentBoss",511,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZicoatl",0,"","","",4119,4119
514,"C_G3_6_2_ZicoatlSlain",207,0,0,0,[],"Zicoatl, Warden of the Core","...of course it was a trap!...",[4827],9,[72],[3814],"","WorldMapContentBossDone",511,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZicoatl",0,"","","",4119,4119
515,"C_G3_6_2_CorruptionAltar",207,0,0,0,[],"Paquate's Mechanism","...it's risky, but it's up to you...",[3754],9,[72],"[4873,3814]","","Act3/WorldMapContentCorruptionAltar",511,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCorruptionAltar",0,"","","",4119,4119
516,"C_G3_6_2_CorruptionAltarDone",207,0,0,0,[],"Paquate's Mechanism","...was it worth it?...",[4873],9,[72],[3814],"","Act3/WorldMapContentCorruptionAltarDone",511,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCorruptionAltar",0,"","","",4119,4119
517,"C_G3_7",208,0,0,0,[208],"The Azak Bog","Death wears a mostly human face.",[3642],9,[3767],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCarverBog","","","","",4119,4119
518,"C_G3_7_Ignagduk",208,0,0,0,[],"Ignagduk, the Bog Witch","...beware the blood moon...",[3767],9,[72],"[4757,3814]","","WorldMapContentBossUpgrade",517,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinIgnagduk",0,"","","",4119,4119
519,"C_G3_7_IgnagdukSlain",208,0,0,0,[],"Ignagduk, the Bog Witch","...a good day in the jungle, indeed.\r\n\r\n<white>{+40 to Spirit}",[4757],9,[72],[3814],"","WorldMapContentBossUpgradeDone",517,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinIgnagduk",0,"","","",4119,4119
520,"C_G3_8",209,0,0,0,[209],"The Drowned City","A waterlogged corpse, ripe for the looting.",[3765],9,[3768],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4119,4119
521,"C_G3_9",210,0,0,0,[210],"The Molten Vault","The cult of Kamasa exploited Utzaal long before its fall.",[3768],9,[3769],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTreasureVault","","","",1,4119,4119
522,"C_G3_9_Underground",210,0,0,0,[],"The Molten Vault","The cult of Kamasa exploited Utzaal long before its fall.",[3768],9,[72],[3814],3765,"",521,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTreasureVaultUnderground","","","","",4119,4119
523,"C_G3_9_Mektul",210,0,0,0,[],"Mektul, the Forgemaster","...infernal hammering at all hours, echoing from the city!...",[3769],9,[72],"[4677,3814]",3765,"WorldMapContentBoss",521,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMektul",0,"","","",4119,4119
524,"C_G3_9_MektulSlain",210,0,0,0,[],"Mektul, the Forgemaster","...finally, silence!...",[4677],9,[72],[3814],3765,"WorldMapContentBossDone",521,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMektul",0,"","","",4119,4119
525,"C_G3_10",211,0,0,0,[211],"The Temple of Chaos","Here, all challengers were welcome, regardless of wealth or station.",[3752],9,[3770],[3814],3770,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTempleOfTheChaosGod","",2691,"Not a god, but something else entirely... whatever they may be, Chaos is now watching you.",1,4119,4119
526,"C_G3_10_Underground",211,0,0,0,[],"The Temple of Chaos","Here, all challengers were welcome, regardless of wealth or station.",[3752],9,[72],[3814],3770,"",525,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTempleOfTheChaosGodUnderground","",2691,"Not a god, but something else entirely... whatever they may be, Chaos is now watching you.","",4119,4119
527,"C_G3_10_Ultimatum",211,0,0,0,[],"Ultimatum","...where peasants and High Priests alike could face the challenge...",[3770],9,[72],"[2691,3814]",3770,"Act3/WorldMapContentUltimatum",525,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinUltimatum",0,"","","",4119,4119
528,"C_G3_10_UltimatumDone",211,0,0,0,[],"Ultimatum","...impressive work!...",[2691],9,[72],[3814],3770,"Act3/WorldMapContentUltimatumDone",525,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinUltimatum",0,"","","",4119,4119
529,"C_G3_11",212,0,0,0,[212],"Apex of Filth","An ascent into squalor and madness.",[3768],9,[3806],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinAggorat","","","","",4119,4119
530,"C_G3_11_TheQueenOfFilth",212,0,0,0,[],"The Queen of Filth","...I can't even describe what I saw through the spyglass...",[3806],9,[72],"[4644,3814]",3765,"WorldMapContentBoss",529,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTheQueenOfFilth",0,"","","",4119,4119
531,"C_G3_11_TheQueenOfFilthSlain",212,0,0,0,[],"The Queen of Filth","...let's never speak of this again...",[4644],9,[72],[3814],3765,"WorldMapContentBossDone",529,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTheQueenOfFilth",0,"","","",4119,4119
532,"C_G3_11_CroneVendor",212,0,0,0,[],"Bubbling Respite","...a kind one? I'll believe it when I see it...",[3806],9,[72],[3814],3765,"WorldMapContentCamp",529,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratCrone",0,"","","",4119,4119
533,"C_G3_11_CroneVendorDone",212,0,0,0,[],"Bubbling Respite","...oh, well that was nice...",[],9,[72],[3814],3765,"WorldMapContentCampDone",529,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratCrone",0,"","","",4119,4119
534,"C_G3_12",-16843010,-16843010,-16843010,-16843010,[213],"Temple of Kopec","Wet stone emanates an inner warmth. Vaal brilliance lies in wait.",[3765],9,[3807],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZiggurat","",3807,"The last great work of the Vaal Empire still shines within.",1,4119,4119
535,"C_G3_12_Underground",-16843010,-16843010,-16843010,-16843010,[],"Temple of Kopec","Wet stone emanates an inner warmth. Vaal brilliance lies in wait.",[3765],9,[72],[3814],3765,"",258,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZigguratUnderground","",3807,"The last great work of the Vaal Empire still shines within.","",4119,4119
536,"C_G3_12_Ketzuli",-16843010,-16843010,-16843010,-16843010,[],"Ketzuli, High Priest of the Sun","...been trapped down there, all this time...",[3807],9,[72],"[4830,3814]",3765,"WorldMapContentBoss",534,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinKetzuli",0,"","","",4119,4119
537,"C_G3_12_KetzuliSlain",-16843010,-16843010,-16843010,-16843010,[],"Ketzuli, High Priest of the Sun","...good to put them out of their endless misery...",[4830],9,[72],[3814],3765,"WorldMapContentBossDone",534,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinKetzuli",0,"","","",4119,4119
538,"C_G3_14",214,0,0,0,[214],"Utzaal","A doomed city, full of life, unaware what is soon to come.",[3641],9,[3809],[],3814,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4119,4119
539,"C_G3_14_ViperNapuatzi",214,0,0,0,[],"Viper Napuatzi","...the Fang of the Vaal will defend her city...",[3809],9,[72],[4829],3814,"WorldMapContentBoss",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinViperNapauatzi",0,"","","",4119,4119
540,"C_G3_14_ViperNapuatziSlain",214,0,0,0,[],"Viper Napuatzi","...disappeared just before her death...",[4829],9,[72],[],3814,"WorldMapContentBossDone",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinViperNapauatzi",0,"","","",4119,4119
541,"C_G3_14_TrialmasterStatue",214,0,0,0,[],"Chaos Statue","...for those willing to face a challenge...",[3809],9,[72],[2164],3814,"WorldMapContentQuestionMark",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChaosStatue",0,"","","",4119,4119
542,"C_G3_14_TrialmasterStatueDone",214,0,0,0,[],"Chaos Statue","...you know where to find it...",[2164],9,[72],[],3814,"WorldMapContentQuestionMarkDone",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChaosStatue",0,"","","",4119,4119
543,"C_G3_14_Artefacts",214,0,0,0,[],"Peculiar Fortunes","...golden idols abound...",[3809],9,[72],"[4875,4877,4879]",3814,"WorldMapContentBag",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinUtzaalArtefacts",0,"","","",4119,4119
544,"C_G3_14_ArtefactsDone",214,0,0,0,[],"Peculiar Fortunes","...just imagine Oswald's glee...","[4875,4877,4879]",9,[72],[],3814,"WorldMapContentBagDone",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinUtzaalArtefacts",0,"","","",4119,4119
545,"C_G3_16",216,0,0,0,[216],"Aggorat","The Vaal warred not with their neighbours, but with death itself.",[3809],9,[3811],[],3814,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinAggorat","","","","",4119,4119
546,"C_G3_16_BloodSacrifice",216,0,0,0,[],"Blood Sacrifice","...a simple stab to a heart is all it took...",[3811],9,[72],[4831],3814,"WorldMapContentQuestionMarkUpgrade",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBloodSacrifice",0,"","","",4119,4119
547,"C_G3_16_BloodSacrificeDone",216,0,0,0,[],"Blood Sacrifice","...a strange power, but worth the price?...\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[4831],9,[72],[],3814,"WorldMapContentQuestionMarkUpgradeDone",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBloodSacrifice",0,"","","",4119,4119
548,"C_G3_16_GoliathSoulCore",216,0,0,0,[],"Undamaged Core","...the use of Soul Cores, to be expected...",[72],9,[72],[4919],3814,"WorldMapContentBag",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratSoulCore",0,"","","",4119,4119
549,"C_G3_16_GoliathSoulCoreDone",216,0,0,0,[],"Undamaged Core","...what is the morality of using these Cores, anyway?...",[72],9,[72],[],3814,"WorldMapContentBagDone",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratSoulCore",0,"","","",4119,4119
550,"C_G3_16_Artefacts",216,0,0,0,[],"Peculiar Fortunes","...they're all about to die, what use do they have for it?...",[3811],9,[72],"[4972,4974,4976]",3814,"WorldMapContentBag",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratArtefacts",0,"","","",4119,4119
551,"C_G3_16_ArtefactsDone",216,0,0,0,[],"Peculiar Fortunes","...that fetched a pretty penny...","[4972,4974,4976]",9,[72],[],3814,"WorldMapContentBagDone",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratArtefacts",0,"","","",4119,4119
552,"C_G3_17",217,0,0,0,[217],"The Black Chambers","They scream not in agony, but in ecstasy.",[3811],9,[3812],[],3814,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryanisSanctum","",3907,"Despite all his inventions and all his horrors, there was nothing Doryani could do to stop the end.",1,4119,4119
553,"C_G3_17_Underground",217,0,0,0,[],"The Black Chambers","They scream not in agony, but in ecstasy.",[3811],9,[72],[],3814,"",552,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryanisSanctumUnderground","",3907,"Despite all his inventions and all his horrors, there was nothing Doryani could do to stop the end.","",4119,4119
554,"C_G3_17_Doryani",217,0,0,0,[],"Doryani, Royal Thaumaturge","...he would likely be in the depths of the Black Chambers...",[3812],9,[72],[3907],3814,"WorldMapContentActBoss",552,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryani",0,"","","",4119,4119
555,"C_G3_17_DoryaniSlain",217,0,0,0,[],"Doryani, Royal Thaumaturge","...we'll see how this strange new alliance goes...",[3907],9,[72],[],3814,"WorldMapContentActBossDone",552,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryani",0,"","","",4119,4119
556,"G_Endgame_Town",156,0,0,0,[156],"The Ziggurat Refuge (Past)","There is no failure. Only shifting definitions of success.",[3907],9,[3808],[],3808,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZiggurat","","","","",4119,4119
557,"G_Endgame_G3_1",200,0,0,0,[],"Sandswept Marsh (Present)","When the city flooded, the peasants fled quickly... but not quickly enough.",[3808],9,[72],[],3808,"",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSandsweptMarsh","","","","",4119,4119
558,"G_Endgame_G3_townA",199,0,0,0,[],"Ziggurat Encampment (Present)","Only a small crown of stone remains above the deadly waters.",[3808],9,[72],[3814],3808,"",478,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTown","",3765,"Only a small crown of stone remains above the deadly waters.","",4119,4119
559,"G_Endgame_G3_townB",199,0,0,0,[],"Ziggurat Encampment (Past)","Those ignorant of history are doomed to become it.",[3814],9,[72],[],3808,"",478,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTown","","","","",4119,4119
560,"G_Endgame_G3_2_1",201,0,0,0,[],"Infested Barrens (Present)","Armies march unseen under the earth.",[3808],9,[72],[],3808,"",479,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinJungleOutskirts","","","","",4119,4119
561,"G_Endgame_G3_2_2",-16843010,-16843010,-16843010,-16843010,[],"The Matlan Waterways (Present)","When the end came, the nobles flooded the city to spite would-be looters.",[3808],9,[72],[],3808,"",482,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWaterways","","","","",4119,4119
562,"G_Endgame_G3_3",203,0,0,0,[],"Jungle Ruins (Present)","The bountiful fields of the city of Utzaal are now nothing but tangled jungle.",[3808],9,[72],[],3808,"",487,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinJungleDepths","","","","",4119,4119
563,"G_Endgame_G3_4",-16843010,-16843010,-16843010,-16843010,[],"The Venom Crypts (Present)","The Temple of Yaomac plays host to countless deadly guests.",[3808],9,[72],[],3808,"",494,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSnakePit","","","",1,4119,4119
564,"G_Endgame_G3_4_Underground",-16843010,-16843010,-16843010,-16843010,[],"The Venom Crypts (Present)","The remains of the Temple of Yaomac play host to countless deadly guests.",[3808],9,[72],[],3808,"",494,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSnakePitUnderground","","","","",4119,4119
565,"G_Endgame_G3_5",205,0,0,0,[],"Chimeral Wetlands (Present)","Beautiful, but deadly.",[3808],9,[72],[],3808,"",500,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChimeralWetlands","","","","",4119,4119
566,"G_Endgame_G3_6_1",206,0,0,0,[],"Jiquani's Machinarium (Present)","Stone men move in the dark.",[3808],9,[72],[],3808,"",507,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMachinarium","","","","",4119,4119
567,"G_Endgame_G3_6_2",207,0,0,0,[],"Jiquani's Sanctum (Present)","Remnants of Vaal artifice still remain.",[3808],9,[72],[],3808,"",511,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLowerMachinarium","","","",1,4119,4119
568,"G_Endgame_G3_6_2_Underground",207,0,0,0,[],"Jiquani's Sanctum (Present)","Remnants of Vaal artifice still remain.",[3808],9,[72],[],3808,"",511,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLowerMachinariumUnderground","","","","",4119,4119
569,"G_Endgame_G3_7",208,0,0,0,[],"The Azak Bog (Present)","Death wears a mostly human face.",[3808],9,[72],[],3808,"",517,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCarverBog","","","","",4119,4119
570,"G_Endgame_G3_8",209,0,0,0,[],"The Drowned City (Present)","A waterlogged corpse, ripe for the looting.",[3808],9,[72],[],3808,"",520,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4119,4119
571,"G_Endgame_G3_9",210,0,0,0,[],"The Molten Vault (Present)","The cult of Kamasa exploited Utzaal long before its fall.",[3808],9,[72],[],3808,"",521,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTreasureVault","","","",1,4119,4119
572,"G_Endgame_G3_9_Underground",210,0,0,0,[],"The Molten Vault (Present)","The cult of Kamasa exploited Utzaal long before its fall.",[3808],9,[72],[],3808,"",521,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTreasureVaultUnderground","","","","",4119,4119
573,"G_Endgame_G3_10",211,0,0,0,[],"The Trial of Chaos (Present)","Here, all challengers were welcome, regardless of wealth or station.",[3808],9,[72],[],3808,"",525,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTempleOfTheChaosGod","",2691,"Not a god, but something else entirely... whatever they may be, Chaos is now watching you.",1,4119,4119
574,"G_Endgame_G3_10_Underground",211,0,0,0,[],"The Trial of Chaos (Present)","Here, all challengers were welcome, regardless of wealth or station.",[3808],9,[72],[],3808,"",525,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTempleOfTheChaosGodUnderground","",2691,"Not a god, but something else entirely... whatever they may be, Chaos is now watching you.","",4119,4119
575,"G_Endgame_G3_11",212,0,0,0,[],"Apex of Filth (Present)","An ascent into squalor and madness.",[3808],9,[72],[],3808,"",529,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinAggorat","","","","",4119,4119
576,"G_Endgame_G3_12",-16843010,-16843010,-16843010,-16843010,[],"Temple of Kopec (Present)","Wet stone emanates an inner warmth. Vaal brilliance lies in wait.",[3808],9,[72],[],3808,"",534,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZiggurat","",3807,"The last great work of the Vaal Empire still shines within.",1,4119,4119
577,"G_Endgame_G3_12_Underground",-16843010,-16843010,-16843010,-16843010,[],"Temple of Kopec (Present)","Wet stone emanates an inner warmth. Vaal brilliance lies in wait.",[3808],9,[72],[],3808,"",534,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZigguratUnderground","",3807,"The last great work of the Vaal Empire still shines within.","",4119,4119
578,"G_Endgame_G3_14",214,0,0,0,[],"Utzaal (Past)","A doomed city, full of life, unaware what is soon to come.",[3808],9,[72],[],3808,"",538,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4119,4119
579,"G_Endgame_G3_16",216,0,0,0,[],"Aggorat (Past)","The Vaal warred not with their neighbours, but with death itself.",[3808],9,[72],[],3808,"",545,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinAggorat","","","","",4119,4119
580,"G_Endgame_G3_17",217,0,0,0,[],"The Black Chambers (Past)","They scream not in agony, but in ecstasy.",[3808],9,[72],[],3808,"",552,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryanisSanctum","",3907,"Despite all his inventions and all his horrors, there was nothing Doryani could do to stop the end.",1,4119,4119
581,"G_Endgame_G3_17_Underground",217,0,0,0,[],"The Black Chambers (Past)","They scream not in agony, but in ecstasy.",[3808],9,[72],[],3808,"",552,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryanisSanctumUnderground","",3907,"Despite all his inventions and all his horrors, there was nothing Doryani could do to stop the end.","",4119,4119
582,"G_Endgame_1_Rootdredge",200,0,0,0,[],"Rootdredge","...the trees move, you best move as well...",[3640],9,[72],[4824],3808,"WorldMapContentBoss",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinRootdredge",0,"","","",4119,4119
583,"G_Endgame_1_RootdredgeSlain",200,0,0,0,[],"Rootdredge","...chopped down a tree, did you?...",[4824],9,[72],[],3808,"WorldMapContentBossDone",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinRootdredge",0,"","","",4119,4119
584,"G_Endgame_1_Corpse",200,0,0,0,[],"Hanging Tree","...we give sites like that plenty of space...",[3640],9,[72],[4834],3808,"WorldMapContentBag",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCorpse",0,"","","",4119,4119
585,"G_Endgame_1_CorpseDone",200,0,0,0,[],"Hanging Tree","...never can be sure what killed them...",[4834],9,[72],[],3808,"WorldMapContentBagDone",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCorpse",0,"","","",4119,4119
586,"G_Endgame_1_CannibalDuo",200,0,0,0,[],"Orok Campfire","...don't be stirring up the Orok!...",[3640],9,[72],[4872],3808,"WorldMapContentRareMonster",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCannibalDuo",0,"","","",4119,4119
587,"G_Endgame_1_CannibalDuoDone",200,0,0,0,[],"Orok Campfire","...the Orok will be out for blood now...",[4872],9,[72],[],3808,"WorldMapContentRareMonsterDone",471,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCannibalDuo",0,"","","",4119,4119
588,"G_Endgame_2_1_ExplorerCamp",201,0,0,0,[],"Troubled Camp","...haven't seen them in weeks...",[3642],9,[72],[],3808,"WorldMapContentCamp",479,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinOutskirtsCamp",0,"","","",4119,4119
589,"G_Endgame_2_1_ExplorerCampDone",201,0,0,0,[],"Troubled Camp","...well, now their silence makes sense...",[],9,[72],[],3808,"WorldMapContentCampDone",479,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinOutskirtsCamp",0,"","","",4119,4119
590,"G_Endgame_2_2_WaterwaysMechanism",-16843010,-16843010,-16843010,-16843010,[],"Canal Lever","...they had control. The question is, where?...",[3804],9,[72],[3765],3808,"Act3/WorldMapContentWaterwaysMechanism",482,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWatewaysMechanism",0,"","","",4119,4119
