"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","i32","i32","i32","[rid]","bool","string","i32","i32","[rid]","bool","bool","bool","rid","rid","string","rid","[rid]","bool","bool","rid","rid","string","i32","rid","i32","rid","bool","bool","rid","i32","i32","rid","i32","rid","rid","i32","rid","i32","rid","i32"
442,"Synthesis_Single7","Fragmented Memory",0,"","",[],55,1669750,1638400,1222639616,1,-16908288,-16843010,-16843010,-16843010,65278,0,1330905088,1,393216,65536,0,1330905088,1,-16908288,-16843010,19726078,-16908288,-16843010,-16843010,"",-16843010,65278,0,1331953664,1,0,0,1331953664,1,0,0,1331953664,1,0,0,1572864,0,0,0,1677721600,335,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1677721600,335,0,0,0,1677721600,335,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",30,786,42000,"","",1,29,0,85860,0,0,5,0,0,"",0,"",0
443,"Synthesis_Single8","Fragmented Memory",0,"","",[],68,1997889,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,65278,0,1334444032,1,393216,65536,0,1334444032,1,-16908288,-16843010,19726078,-16908288,-16843010,-16843010,"",-16843010,65278,0,1335492608,1,0,0,1335492608,1,0,0,1335492608,1,0,0,1572864,0,0,0,-1711276032,335,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1711276032,335,0,0,0,-1711276032,335,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",30,786,44000,"",1,1,29,0,85914,0,0,5,0,0,"",0,"",0
444,"Synthesis_Single9","Fragmented Memory",0,"","",[],73,1999235,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,65278,0,1337982976,1,393216,65536,0,1337982976,1,-16908288,-16843010,19726078,-16908288,-16843010,-16843010,"",-16843010,65278,0,1339031552,1,0,0,1339031552,1,0,0,1339031552,1,0,0,1572864,0,0,0,-805306368,335,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-805306368,335,0,0,0,-805306368,335,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",30,786,46000,"",1,1,29,0,85968,0,0,5,0,0,"",0,"",0
445,"Synthesis_Single10","Fragmented Memory",0,"","",[],78,1982966,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,65278,0,1341652992,1,393216,65536,0,1341652992,1,-16908288,-16843010,19726078,-16908288,-16843010,-16843010,"",-16843010,65278,0,1342701568,1,0,0,1342701568,1,0,0,1342701568,1,0,0,1572864,0,0,0,134217728,336,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,134217728,336,0,0,0,134217728,336,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",30,786,48000,"",1,1,29,0,86024,0,0,5,0,0,"",0,"",0
446,"Synthesis_Single11","Fragmented Memory",0,"","",[],80,1996512,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,65278,0,1345323008,1,393216,65536,0,1345323008,1,-16908288,-16843010,19726078,-16908288,-16843010,-16843010,"",-16843010,65278,0,1346371584,1,0,0,1346371584,1,0,0,1346371584,1,0,0,1572864,0,0,0,1073741824,336,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1073741824,336,0,0,0,1073741824,336,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",30,786,50000,"",1,1,29,0,86080,0,0,5,0,0,"",0,"",0
447,"Synthesis_Single12","Fragmented Memory",0,"","",[],83,2021497,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,65278,0,1348993024,1,393216,65536,0,1348993024,1,-16908288,-16843010,19726078,-16908288,-16843010,-16843010,"",-16843010,65278,0,1350041600,1,0,0,1350041600,1,0,0,1350041600,1,0,0,1572864,0,0,0,2013265920,336,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2013265920,336,0,0,0,2013265920,336,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",30,786,52000,"",1,1,29,0,86136,0,0,5,0,0,"",0,"",0
448,"Synthesis_Hub","Memory Nexus",0,"","",[],30,13486,0,1222639616,1,-16908288,-16843010,-16843010,-16843010,130814,0,1353842688,1,393216,65536,0,1354891264,1,-16908288,-16843010,2031358,-16908288,-16843010,-16843010,"",-16843010,65278,0,1355939840,1,0,0,1355939840,1,0,0,1355939840,1,0,0,1572864,0,0,0,-771751936,336,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-771751936,336,0,0,0,-771751936,336,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",32,779,0,"","",1,29,0,86226,0,0,5,0,0,"",0,"",0
449,"Synthesis_Boss","Fractured Laboratory",0,"","",[],68,664550,655360,1222639616,1,-16908288,-16843010,-16843010,-16843010,130814,0,1360920576,1,393216,65536,0,1361969152,1,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,130814,0,1363017728,1,393216,0,1364066304,1,0,0,1370357760,1,0,0,1572864,0,0,0,-1375731712,337,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1375731712,337,0,0,0,-1375731712,337,0,100,[445],"","",10000,5000,[],"","","","","","","",[],"","","","","",33,780,60000,"",1,1,29,0,86462,0,0,5,0,0,"",0,"",0
450,"Synthesis_Guardian1","Distant Memory",0,"","",[],68,1324662,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,130814,0,1376256000,1,393216,65536,0,1377304576,1,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,130814,0,1378353152,1,196608,0,1379401728,1,0,0,1382547456,1,0,0,1572864,0,0,0,1744830464,338,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1744830464,338,0,0,0,1744830464,338,0,100,[445],"","",10000,5000,[],"","","","","","","",[],"","","","","",33,781,50000,"",1,1,29,0,86648,0,0,5,0,0,"",0,"",0
451,"Synthesis_Guardian2","Distant Memory",0,"","",[],68,1333949,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,130814,0,1386348544,1,393216,65536,0,1387397120,1,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,130814,0,1388445696,1,196608,0,1389494272,1,0,0,1392640000,1,0,0,1572864,0,0,0,33554432,339,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,33554432,339,0,0,0,33554432,339,0,100,[445],"","",10000,5000,[],"","","","","","","",[],"","","","","",33,782,50000,"",1,1,29,0,86802,0,0,5,0,0,"",0,"",0
452,"Synthesis_Guardian3","Distant Memory",0,"","",[],68,1371866,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,130814,0,1396441088,1,393216,65536,0,1397489664,1,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,130814,0,1398538240,1,196608,0,1399586816,1,0,0,1402732544,1,0,0,1572864,0,0,0,-1677721600,339,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1677721600,339,0,0,0,-1677721600,339,0,100,[445],"","",10000,5000,[],"","","","","","","",[],"","","","","",33,783,50000,"",1,1,29,0,86956,0,0,5,0,0,"",0,"",0
453,"Synthesis_Guardian4","Distant Memory",0,"","",[],68,1336172,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,130814,0,1406533632,1,393216,65536,0,1407582208,1,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,130814,0,1408630784,1,196608,0,1409679360,1,0,0,1412825088,1,0,0,1572864,0,0,0,905969664,340,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,905969664,340,0,0,0,905969664,340,0,100,[445],"","",10000,5000,[],"","","","","","","",[],"","","","","",33,784,50000,"",1,1,29,0,87110,0,0,5,0,0,"",0,"",0
454,"Synthesis_TippingPoint","Shattered Memory",0,"","",[],68,687571,655360,1222639616,1,-16908288,-16843010,-16843010,-16843010,130814,0,1419378688,1,393216,65536,0,1420427264,1,-16908288,-16843010,19726078,-16908288,-16843010,-16843010,"",-16843010,130814,0,1421475840,1,0,0,1422524416,1,0,0,1422524416,1,0,0,1572864,0,0,0,-905969664,340,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-905969664,340,0,0,0,-905969664,340,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",30,785,0,"",1,1,29,0,87242,0,0,5,0,0,"",0,"",0
455,"Synthesis_MapBoss","Cortex",11,"","",[],79,1333643,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,130814,0,1426063360,1,393216,65536,0,1427111936,1,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,130814,0,1428160512,1,393216,0,1429209088,1,0,0,1435500544,1,0,0,1572864,0,65536,0,-1879048192,341,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,-1879048192,341,0,0,0,-1610612736,341,0,100,[445],"","",10000,5000,[445],"","","","","","","",[],1,"","","","",7,780,90000,"",1,1,54,0,87488,0,0,5,0,0,"",0,"",0
456,"Synthesis_MapGuardian1","Altered Distant Memory",11,"","",[],68,1360659,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,130814,0,1444937728,1,393216,65536,0,1445986304,1,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,130814,0,1447034880,1,196608,0,1448083456,1,0,0,1451229184,1,0,0,1572864,0,65536,0,-2147483648,342,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,-2147483648,342,0,0,0,-1879048192,342,0,100,[445],"","",10000,5000,[445],"","","","","","","",[],1,"","","","",7,781,80000,"",1,1,54,0,87728,0,0,5,0,0,"",0,"",0
457,"Synthesis_MapGuardian2","Augmented Distant Memory",11,"","",[],68,1340755,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,130814,0,1460928512,1,393216,65536,0,1461977088,1,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,130814,0,1463025664,1,196608,0,1464074240,1,0,0,1467219968,1,0,0,1572864,0,65536,0,1946157056,343,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,1946157056,343,0,0,0,-2080374784,343,0,100,[445],"","",10000,5000,[445],"","","","","","","",[],1,"","","","",7,782,80000,"",1,1,54,0,87972,0,0,5,0,0,"",0,"",0
458,"Synthesis_MapGuardian3","Twisted Distant Memory",11,"","",[],68,1325105,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,130814,0,1476657152,1,393216,65536,0,1477705728,1,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,130814,0,1478754304,1,196608,0,1479802880,1,0,0,1482948608,1,0,0,1572864,0,65536,0,1677721600,344,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,1677721600,344,0,0,0,1946157056,344,0,100,[445],"","",10000,5000,[445],"","","","","","","",[],1,"","","","",7,783,80000,"",1,1,54,0,88212,0,0,5,0,0,"",0,"",0
459,"Synthesis_MapGuardian4","Rewritten Distant Memory",11,"","",[],68,1314802,1966080,1222639616,1,-16908288,-16843010,-16843010,-16843010,130814,0,1492647936,1,393216,65536,0,1493696512,1,-16908288,-16843010,59047678,-16908288,-16843010,-16843010,"",-16843010,130814,0,1494745088,1,196608,0,1495793664,1,0,0,1498939392,1,0,0,1572864,0,65536,0,1476395008,345,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,1476395008,345,0,0,0,1744830464,345,0,100,[445],"","",10000,5000,[445],"","","","","","","",[],1,"","","","",7,784,80000,"",1,1,54,0,88456,0,0,5,0,0,"",0,"",0
460,"Metamorphosis_Hub","Tane's Laboratory",0,"","",[],68,8103,0,1507065856,1,-16908288,-16843010,-16843010,-16843010,65278,0,1514274816,1,393216,65536,0,1514274816,1,-16908288,-16843010,19726078,-16908288,-16843010,-16843010,"",-16843010,65278,0,1515323392,1,0,0,1515323392,1,0,0,1515323392,1,0,0,1572864,0,0,0,1375731712,346,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1375731712,346,0,0,0,1375731712,346,0,100,[],"","",10000,5000,[],"","","","","","","",[],"","","","","",34,787,0,"","",1,54,0,88658,0,0,5,0,0,"",0,"",0
461,"Labyrinth_Airlock","Aspirants' Plaza",3,"",1,"[41,119]",33,65071,0,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1528037376,1,393216,65536,0,1529085952,1,2686976,0,1966080,-16908288,-16843010,-16843010,"",-16843010,65278,0,1530134528,1,0,0,1530134528,1,0,0,1530134528,1,0,0,1572864,0,0,0,872415232,347,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,872415232,347,0,0,0,1140850688,347,0,100,[],"","",6000,2000,[],"",1,"","","","","",[],"","","","","",11,372,0,"","",1,54,0,88900,0,0,5,0,0,"",0,"",0
462,"1_Labyrinth_AirlockClean","Aspirants' Plaza",1,"","",[],1,62242,0,1521221632,1,-16908288,-16843010,-16843010,-16843010,65278,0,1534590976,1,393216,65536,0,1534590976,1,-16908288,-16843010,31522558,-16908288,-16843010,-16843010,"",-16843010,65278,0,1535639552,1,0,0,1535639552,1,131072,0,1535639552,1,131072,0,45613056,0,0,0,-1476395008,347,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,-1476395008,347,0,0,0,-1207959552,347,0,100,[],"","",6000,2000,[169],"","","","","","","",[],"","","","","",16,373,0,"","",1,54,0,89032,0,0,5,0,0,"",0,"",0
463,"1_Labyrinth_C_end","Sepulchre Annex",3,"","",[],33,619963,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1544552448,1,393216,65536,0,1545601024,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1546649600,1,0,0,1546649600,1,131072,0,1546649600,1,131072,0,45613056,0,0,0,1342177280,348,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1342177280,348,0,0,0,1342177280,348,0,100,[63],"","",6000,2000,[169],"","",1,"","","","",[],"","","","","",10,377,3300,"","","",54,0,89200,0,0,5,0,0,"",0,"",0
464,"1_Labyrinth_C_end_bottleneck","Sepulchre Annex",3,"","",[],33,625290,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1554776064,1,393216,65536,0,1555824640,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1556873216,1,0,0,1556873216,1,131072,0,1556873216,1,131072,0,45613056,0,0,0,-335544320,348,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-335544320,348,0,0,0,-335544320,348,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,377,19500,"","","",54,0,89340,0,0,5,0,0,"",0,"",0
465,"1_Labyrinth_C_straight","Sepulchre Passage",3,"","",[],33,639510,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1565655040,1,393216,65536,0,1566703616,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1567752192,1,0,0,1567752192,1,131072,0,1567752192,1,131072,0,45613056,0,0,0,-1845493760,349,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1845493760,349,0,0,0,-1845493760,349,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,377,11500,"","","",54,0,89506,0,0,5,0,0,"",0,"",0
466,"1_Labyrinth_C_straight_bottleneck","Sepulchre Passage",3,"","",[],33,622081,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1575485440,1,393216,65536,0,1576534016,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1577582592,1,0,0,1577582592,1,131072,0,1577582592,1,131072,0,45613056,0,0,0,671088640,350,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,671088640,350,0,0,0,671088640,350,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,377,9300,"","","",54,0,89656,0,0,5,0,0,"",0,"",0
467,"1_Labyrinth_C_branch","Sepulchre Halls",3,"","",[],33,604985,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1585840128,1,393216,65536,0,1586888704,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1587937280,1,0,0,1587937280,1,131072,0,1587937280,1,131072,0,45613056,0,0,0,-973078528,350,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-973078528,350,0,0,0,-973078528,350,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,377,9400,"","","",54,0,89814,0,0,5,0,0,"",0,"",0
468,"1_Labyrinth_C_branch_bottleneck_1","Sepulchre Halls",3,"","",[],33,609462,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1595670528,1,393216,65536,0,1596719104,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1597767680,1,0,0,1597767680,1,131072,0,1597767680,1,131072,0,45613056,0,0,0,1543503872,351,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1543503872,351,0,0,0,1543503872,351,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,377,7400,"","","",54,0,89964,0,0,5,0,0,"",0,"",0
469,"1_Labyrinth_C_branch_bottleneck_2","Sepulchre Halls",3,"","",[],33,599786,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1605500928,1,393216,65536,0,1606549504,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1607598080,1,0,0,1607598080,1,131072,0,1607598080,1,131072,0,45613056,0,0,0,-234881024,351,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-234881024,351,0,0,0,-234881024,351,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,377,9700,"","","",54,0,90114,0,0,5,0,0,"",0,"",0
470,"1_Labyrinth_C_branch_door","Sepulchre Halls",3,"","",[],33,616890,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1614282752,1,393216,65536,0,1615331328,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1616379904,1,0,0,1616379904,1,131072,0,1616379904,1,131072,0,45613056,0,0,0,2013265920,352,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2013265920,352,0,0,0,2013265920,352,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,377,12000,"","","",54,0,90248,0,0,5,0,0,"",0,"",0
471,"1_Labyrinth_C_quad","Sepulchre Atrium",3,"","",[],33,591615,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1624506368,1,393216,65536,0,1625554944,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1626603520,1,0,0,1626603520,1,131072,0,1626603520,1,131072,0,45613056,0,0,0,335544320,353,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,335544320,353,0,0,0,335544320,353,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,377,20000,"","","",54,0,90404,0,0,5,0,0,"",0,"",0
472,"1_Labyrinth_C_quad_bottleneck","Sepulchre Atrium",3,"","",[],33,644684,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1633812480,1,393216,65536,0,1634861056,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1635909632,1,0,0,1635909632,1,131072,0,1635909632,1,131072,0,45613056,0,0,0,-1577058304,353,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1577058304,353,0,0,0,-1577058304,353,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,377,0,"","","",54,0,90546,0,0,5,0,0,"",0,"",0
473,"1_Labyrinth_C_quad_door","Sepulchre Atrium",3,"","",[],33,629330,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1642332160,1,393216,65536,0,1643380736,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1644429312,1,0,0,1644429312,1,131072,0,1644429312,1,131072,0,45613056,0,0,0,603979776,354,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,603979776,354,0,0,0,603979776,354,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,377,10000,"","","",54,0,90676,0,0,5,0,0,"",0,"",0
474,"1_Labyrinth_P_end","Sanitorium Annex",3,"","",[],33,607882,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1652424704,1,393216,65536,0,1653473280,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1654521856,1,0,0,1654521856,1,131072,0,1654521856,1,131072,0,45613056,0,0,0,-1107296256,354,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1107296256,354,0,0,0,-1107296256,354,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,378,6000,"","","",54,0,90830,0,0,5,0,0,"",0,"",0
475,"1_Labyrinth_P_end_bottleneck","Sanitorium Annex",3,"","",[],33,594474,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1661599744,1,393216,65536,0,1662648320,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1663696896,1,0,0,1663696896,1,131072,0,1663696896,1,131072,0,45613056,0,0,0,1241513984,355,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1241513984,355,0,0,0,1241513984,355,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,378,13500,"","","",54,0,90970,0,0,5,0,0,"",0,"",0
476,"1_Labyrinth_P_straight","Sanitorium Passage",3,"","",[],33,611547,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1672609792,1,393216,65536,0,1673658368,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1674706944,1,0,0,1674706944,1,131072,0,1674706944,1,131072,0,45613056,0,0,0,-234881024,355,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-234881024,355,0,0,0,-234881024,355,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,378,13500,"","","",54,0,91138,0,0,5,0,0,"",0,"",0
477,"1_Labyrinth_P_straight_bottleneck","Sanitorium Passage",3,"","",[],33,628678,393216,1521221632,1,-16908288,-16843010,-16843010,-16843010,130814,0,1682440192,1,393216,65536,0,1683488768,1,2686976,0,31457280,-16908288,-16843010,-16843010,"",-16843010,65278,0,1684537344,1,0,0,1684537344,1,131072,0,1684537344,1,131072,0,45613056,0,0,0,-2013265920,356,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-2013265920,356,0,0,0,-2013265920,356,0,100,[63],"","",6000,2000,[],"","",1,"","","","",[],"","","","","",10,378,12000,"","","",54,0,91288,0,0,5,0,0,"",0,"",0
