"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","rid","[rid]","[i32]","i32","string","i32","[rid]","[rid]","[string]","bool","string","bool","bool"
361,3391,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Map item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
362,3392,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Unique Map item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
363,3393,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Rare Abyss item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
364,3394,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Fragment item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
365,3395,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Scarab item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
366,3396,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Essence item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
367,3397,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Fossil item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
368,3398,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Expedition item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
369,3399,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds incubated Stacked Decks to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
370,3400,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Talisman item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
371,3401,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Labyrinth item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
372,3402,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated 6-Linked Armour item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
373,3403,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Currency item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
374,3404,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated League-specific Unique item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
375,3405,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Shaper or Elder Armour item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
376,3406,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Shaper or Elder Weapon item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
377,3407,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Shaper or Elder Trinket item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
378,3408,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Elder Map item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
379,3409,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Breach item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
380,3410,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds incubated valuable Currency Shards or a Harbinger item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
381,3411,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated high level Corrupted Gem or valuable Gem item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
382,3412,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
383,3413,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Quality Gem item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
384,3414,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Bestiary item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
385,3415,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Blight item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
386,3416,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Ultimatum item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
387,3417,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Delirium item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
388,3418,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Essence item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
389,3419,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Currency item to an equippable item\r\nItem drops after killing {0} monsters",[],"","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,[],[],[],"","","",""
