"rownum","Id","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32"
161,"ArmourVsHitsEstimateReduction","Estimated Physical Damage reduction against Hits","Réduction estimée face aux Dégâts physiques au toucher","Geschätzte physische Schadensminderung gegen Treffer","ヒットに対する推定物理ダメージ軽減率","피격 시 대응 물리 피해 감소 예상치","Estimativa da Redução de Dano Físico contra Acertos","Ожидаемое снижение получаемого физического урона от ударов","Reducción estimada de daño físico contra golpes","ค่าป้องกันกายภาพ ต่อการปะทะ โดยประมาณ","對擊中預期物理傷害減少",[7330],1,[7329],[],1,"",[],0
162,"Evasion","Evasion Rating","Score d'Évasion","Ausweichwert","回避力","회피","Evasão","Уклонение","Evasión","อัตราการหลบหลีก","閃避值",[281],0,[],[],1,1,[],4
163,"EvadeChance","Estimated chance to Evade Attacks","Chances estimées d'Évasion contre les attaques","Geschätzte Chance, Angriffen auszuweichen","推定アタック回避率","예상 회피 확률","Estimativa da chance de Evadir de Ataques","Ожидаемый шанс уклонения от атак","Probabilidad estimada de evadir ataques","โอกาสหลบหลีกการโจมตีโดยประมาณ","預期閃避攻擊機率",[677],1,[],[],1,1,[],0
164,"SpellDodgeChance","Chance to Dodge Spells","Chances d'Esquiver les sorts","Chance auf Entgehen von Zaubern","スペルドッジ確率","주문 완벽회피 확률","Chance de Esquivar de Magias","Шанс уворота от чар","Probabilidad de esquivar hechizos","โอกาสหลบเลี่ยงเวท","躲避法術機率",[835],1,[],[],1,1,[],0
165,"LifeRecharge","Life Recharge per second","Recharge de Vie par seconde","Lebensaufladung pro Sekunde","秒間ライフリチャージ","초당 생명력 재충전","Recuperação de Vida por segundo","Перезарядка здоровья в секунду","Recarga de vida por segundo","การ รีชาร์จพลังชีวิต ต่อวินาที","每秒生命充能",[9395],0,[],[],1,1,[2],0
166,"ES","Maximum Energy Shield","Bouclier d'énergie maximal","Maximaler Energieschild","最大エナジーシールド","에너지 보호막 최대치","Escudo de Energia Máximo","Энергетический щит","Escudo de energía máximo","โล่พลังงานสูงสุด","最大能量護盾",[246],0,[],[],1,1,[],4
167,"ESRecharge","Energy Shield Recharge per second","Recharge du Bouclier d'énergie par seconde ","Energieschild-Aufladung pro Sekunde","秒間エナジーシールドリチャージ","초당 에너지 보호막 재충전","Recarga de Escudo de Energia por segundo","Перезарядка энергетического щита в секунду","Recarga de escudo de energía por segundo","การ รีชาร์จโล่พลังงาน ต่อวินาที","每秒能量護盾充能",[249],0,[],[],1,1,[2],0
168,"ESDelay","Energy Shield Recharge Occurrence modifier","Modificateur du Délai de recharge du Bouclier d'énergie","Modifikator für Energieschild-Aufladung","エナジーシールドリチャージ発生遅延モッド","에너지 보호막 재충전 발생 속성 부여","Modificador da Ocorrência da Recarga de Escudo de Energia","Модификатор задержки перед перезарядкой энергетического щита","Modificador de ocurrencia de recarga de escudo de energía","ม็อดการเกิดการ รีชาร์จโล่พลังงาน","能量護盾充能間隔修正",[3859],7,[],[],1,1,[],0
169,"LifeRegen","Life Regeneration per Second","Régénération de Vie par seconde","Lebensregeneration pro Sekunde","秒間ライフ自動回復","초당 생명력 재생","Regeneração de Vida por Segundo","Регенерация здоровья в секунду","Regeneración de vida por segundo","การ ฟื้นฟูพลังชีวิต ต่อวินาที","每秒回復生命",[247],0,[],[],1,1,[2],0
170,"ManaRegen","Mana Regeneration per Second","Régénération de Mana par seconde","Manaregeneration pro Sekunde","秒間マナ自動回復","초당 마나 재생","Regeneração de Mana por Segundo","Регенерация маны в секунду","Regeneración de maná por segundo","การ ฟื้นฟูมานา ต่อวินาที","每秒回復魔力",[248],0,[],[],1,1,[2],0
171,"ESRegen","Energy Shield Regeneration per Second","Régénération de Bouclier d'énergie par seconde","Energieschild-Regeneration pro Sekunde","秒間エナジーシールド自動回復","초당 에너지 보호막 재생","Regeneração do Escudo de Energia por Segundo","Регенерация энергетического щита в секунду","Regeneración de escudo de energía por segundo","การ ฟื้นฟูโล่พลังงาน ต่อวินาที","每秒回復能量護盾",[1054],0,[],[],1,1,[2],0
172,"SpellSupressChance","Spell Damage Suppression Chance","Chances de Réprimer les Dégâts des sorts","Chance auf Unterdrücken von Zaubern","スペルダメージ抑制確率","주문 피해 억제 확률","Chance de Suprimir Dano Mágico","Шанс подавить урон от чар","Probabilidad de atenuar daño de hechizos","โอกาส ยับยั้ง ความเสียหาย เวท","法術傷害壓抑機率",[14754],1,[],[],1,1,[],0
173,"SpelSuppressAmount","Suppressed Spell Damage Prevention","Prévention des Dégâts des sorts Réprimés","Verhinderung von unterdrücktem Zauberschaden","スペルダメージ抑制軽減率","억제된 주문 피해 방지","Prevenção do Dano Mágico Suprimido","Предотвращение подавленного урона от чар","Prevención del daño de hechizos atenuado","ความเสียหาย เวท ที่ถูกยับยั้ง","壓抑法術傷害預防",[14758],1,[],[],1,1,[],0
174,"FireImmunity","Immune to Fire Damage","Immunité aux Dégâts de feu","Immun gegen Feuerschaden","火ダメージ完全耐性","화염 피해에 면역","Imune a Dano de Fogo","Иммунитет к урону от огня","Inmune al daño de fuego","ไม่ได้รับความเสียหายจาก ไฟ","免疫火焰傷害",[4450],4,[],[],1,1,[],0
175,"FireResist","Fire Resistance","Résistance au feu","Feuerwiderstand","火耐性","화염 저항","Resistência a Fogo","Сопротивление огню","Resistencia al fuego","ค่าต้านทาน ไฟ","火焰抗性","[307,2046]",5,[],[],1,"",[],4
176,"ColdImmunity","Immune to Cold Damage","Immunité aux Dégâts de froid","Immun gegen Kälteschaden","冷気ダメージ完全耐性","냉기 피해 면역","Imune a Dano de Gelo","Иммунитет к урону от холода","Inmune al daño de hielo","ไม่ได้รับความเสียหายจาก น้ำแข็ง","免疫冰冷傷害",[4451],4,[],[],1,1,[],0
177,"ColdResist","Cold Resistance","Résistance au froid","Kältewiderstand","冷気耐性","냉기 저항","Resistência a Gelo","Сопротивление холоду","Resistencia al hielo","ค่าต้านทาน น้ำแข็ง","冰冷抗性","[306,2047]",5,[],[],1,"",[],4
178,"LightningImmunity","Immune to Lightning Damage","Immunité aux Dégâts de foudre","Immun gegen Blitzschaden","雷ダメージ完全耐性","번개 피해 면역","Imune a Dano de Raio","Иммунитет к урону от молнии","Inmune al daño de rayo","ไม่ได้รับความเสียหายจาก สายฟ้า","免疫閃電傷害",[4452],4,[],[],1,1,[],0
179,"LightningResist","Lightning Resistance","Résistance à la foudre","Blitzwiderstand","雷耐性","번개 저항","Resistência a Raio","Сопротивление молнии","Resistencia al rayo","ค่าต้านทาน สายฟ้า","閃電抗性","[308,2048]",5,[],[],1,"",[],4
180,"ChaosImmunity","Immune to Chaos Damage","Immunité aux Dégâts de chaos","Immun gegen Chaosschaden","混沌ダメージ完全耐性","카오스 피해에 면역","Imune a Dano de Caos","Иммунитет к урону хаосом","Inmune al daño de caos","ไม่ได้รับความเสียหายจาก เคออส","免疫混沌傷害",[4453],4,[],[],1,1,[],0
181,"ChaosResist","Chaos Resistance","Résistance au chaos","Chaoswiderstand","混沌耐性","카오스 저항","Resistência a Caos","Сопротивление хаосу","Resistencia al caos","ค่าต้านทาน เคออส","混沌抗性","[309,2049]",5,[],[],1,"",[],4
182,"ChaosResistAgainstDegen","Chaos Resistance against Damage over time","Résistance aux Dégâts de chaos sur la durée","Chaoswiderstand gegen Schaden über Zeit","継続ダメージに対する混沌耐性","지속 피해 대응 카오스 저항","Resistência a Caos contra Dano Degenerativo","Сопротивление хаосу от постепенного урона","Resistencia al caos contra daño degenerativo","ค่าต้านทาน เคออส ต่อความเสียหายต่อเนื่อง","對持續傷害的混沌抗性","[5836,6093]",5,[6090],[696],1,"",[],0
183,"BlockChance","Chance to Block Attack Damage","Chance de Bloquer les Dégâts des attaques","Chance auf Blocken von Angriffsschaden","アタックブロック率","공격 피해 막기 확률","Chance de Bloquear o Dano dos Ataques","Шанс блока урона от атак","Probabilidad de bloquear daño de ataques","โอกาสบล็อคความเสียหาย โจมตี","攻擊傷害格擋率","[940,14799]",5,[7244],[],1,1,[],0
184,"ProjBlockChance","Chance to Block Projectile Attack Damage","Chance de Bloquer les Dégâts des projectiles des attaques","Chance auf Blocken von Projektilangriffsschaden","アタック投射物ブロック率","투사체 공격 피해 막기 확률","Chance de Bloquear o Dano de Ataques de Projéteis","Шанс блока урона от атак снарядами","Probabilidad de bloquear daño de ataques de proyectiles","โอกาสบล็อคความเสียหาย โจมตี กระสุน","投射物攻擊格擋率",[1071],1,"[1068,7244]",[],1,1,[],0
