"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[string]","bool","bool","bool","i32","i32","f32","rid","rid","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","[string]","i32","i32","i32","i32","i32","bool","bool","bool"
3255,"Metadata/Monsters/DropBear/DropBearDelve",1216,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBear.ao""]","Metadata/Monsters/DropBear/DropBearDelve",[9944],1,"","",100,1,6,5,2,0,"[823,72,175,993,793,126,791,807,803,764,1142,31,29,765,118,761]",140,[4],70,120,700,500,0,"[382,3563,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Plummeting Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342227414,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1644167168,6452,0,0,-1644167168,6452,0,0,-1644167168,6452,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1644167168,6452,0,0,-1644167168,6452,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3256,"Metadata/Monsters/DropBear/DropBearDelve2",1216,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBear.ao""]","Metadata/Monsters/DropBear/DropBearDelve2",[9944],1,"","",100,1,6,5,2,0,"[823,72,175,993,793,126,791,807,803,764,1142,31,29,765,118,761]",140,[4],70,120,700,500,0,"[382,3563,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Plummeting Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342238441,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1744830464,6454,0,0,1744830464,6454,0,0,1744830464,6454,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1744830464,6454,0,0,1744830464,6454,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3257,"Metadata/Monsters/Daemon/ChestDaemonIceNova",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDelayedSkillDaemon",[],1,"","",100,1,9,6,9,0,"[34,767,792,814,818,791,801]",100,[],105,105,700,500,0,[99],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342210703,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1241513984,6455,0,0,-1241513984,6455,0,0,-1241513984,6455,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1241513984,6455,0,0,-1241513984,6455,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3258,"Metadata/Monsters/Daemon/ChestDaemonSummonSkeletons",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,2,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[1235],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342204871,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1342177280,6456,0,0,-1342177280,6456,0,0,-1342177280,6456,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1342177280,6456,0,0,-1342177280,6456,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3259,"Metadata/Monsters/Daemon/ChestDaemonFreeze",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,3,1,6,9,0,"[792,814,818,791,830,801]",100,[],105,105,700,500,0,[3186],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342208261,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-2013265920,6457,0,0,-2013265920,6457,0,0,-2013265920,6457,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-2013265920,6457,0,0,-2013265920,6457,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3260,"Metadata/Monsters/Daemon/ChestDaemonSummonRare",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,3,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3228],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342213103,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2013265920,6458,0,0,2013265920,6458,0,0,2013265920,6458,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,2013265920,6458,0,0,2013265920,6458,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3261,"Metadata/Monsters/Daemon/ChestDaemonSummonRareUniqueChest2",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,3,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3229],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342227350,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-2147483648,6459,0,0,-2147483648,6459,0,0,-2147483648,6459,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-2147483648,6459,0,0,-2147483648,6459,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3262,"Metadata/Monsters/Daemon/ChestDaemonSummonRareUniqueChest3",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,3,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3230],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342239150,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-2013265920,6460,0,0,-2013265920,6460,0,0,-2013265920,6460,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-2013265920,6460,0,0,-2013265920,6460,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3263,"Metadata/Monsters/Daemon/ChestDaemonSummonRareUniqueChest4",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,2,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3231],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342185322,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1879048192,6461,0,0,-1879048192,6461,0,0,-1879048192,6461,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1879048192,6461,0,0,-1879048192,6461,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3264,"Metadata/Monsters/Daemon/ChestDaemonSummonMagic",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,2,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3232],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342229941,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-2113929216,6462,0,0,-2113929216,6462,0,0,-2113929216,6462,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-2113929216,6462,0,0,-2113929216,6462,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3265,"Metadata/Monsters/Daemon/ChestDaemonSummonNormal",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,2,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3233],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342220233,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1979711488,6463,0,0,1979711488,6463,0,0,1979711488,6463,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1979711488,6463,0,0,1979711488,6463,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3266,"Metadata/Monsters/Daemon/ChestDaemonSummonVaalSideAreaBoss",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemonVaalTemple",[],1,"","",100,2,3,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,"[3241,3234]","Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342217393,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-301989888,6464,0,0,-301989888,6464,0,0,-301989888,6464,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-301989888,6464,0,0,-301989888,6464,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3267,"Metadata/Monsters/Daemon/ChestDaemonSummonExile",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,2,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3235],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342195458,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-536870912,6465,0,0,-536870912,6465,0,0,-536870912,6465,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-536870912,6465,0,0,-536870912,6465,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3268,"Metadata/Monsters/Daemon/ChestDaemonSummonExileUniqueChest1",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,2,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3236],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342222861,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-369098752,6466,0,0,-369098752,6466,0,0,-369098752,6466,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-369098752,6466,0,0,-369098752,6466,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3269,"Metadata/Monsters/Daemon/ChestDaemonSummonStandAloneMapBoss",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,2,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3237],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342213741,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-201326592,6467,0,0,-201326592,6467,0,0,-201326592,6467,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-201326592,6467,0,0,-201326592,6467,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3270,"Metadata/Monsters/Daemon/ChestDaemonReviveAllWithOnslaught",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,3,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3238],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342200192,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-67108864,6468,0,0,-67108864,6468,0,0,-67108864,6468,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-67108864,6468,0,0,-67108864,6468,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3271,"Metadata/Monsters/Daemon/ChestDaemonSummonMonstersContinuous",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemonStream",[],1,"","",100,3,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3240],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342180731,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1610612736,6470,0,0,1610612736,6470,0,0,1610612736,6470,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1610612736,6470,0,0,1610612736,6470,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3272,"Metadata/Monsters/Daemon/ChestDaemonSummonTormentContinous",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,3,9,6,9,0,"[792,814,818,791,830,801]",100,[],105,105,700,500,0,[3242],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342212358,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1476395008,6471,0,0,1476395008,6471,0,0,1476395008,6471,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1476395008,6471,0,0,1476395008,6471,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3273,"Metadata/Monsters/Daemon/ChestDaemonSummonSandstormDaemon",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,2,9,6,9,0,"[792,814,818,791,830,801]",100,[],105,105,700,500,0,[3243],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342201970,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1308622848,6472,0,0,1308622848,6472,0,0,1308622848,6472,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1308622848,6472,0,0,1308622848,6472,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3274,"Metadata/Monsters/Daemon/ChestDaemonSummonFireWarband",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,2,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3494],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342192295,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1275068416,6473,0,0,1275068416,6473,0,0,1275068416,6473,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1275068416,6473,0,0,1275068416,6473,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3275,"Metadata/Monsters/Daemon/ChestDaemonSummonColdWarband",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,2,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3495],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342213987,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1241513984,6474,0,0,1241513984,6474,0,0,1241513984,6474,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1241513984,6474,0,0,1241513984,6474,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3276,"Metadata/Monsters/Daemon/ChestDaemonSummonLightningWarband",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,2,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3496],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342213934,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1375731712,6475,0,0,1375731712,6475,0,0,1375731712,6475,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1375731712,6475,0,0,1375731712,6475,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3277,"Metadata/Monsters/Daemon/ChestDaemonSummonChaosWarband",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,2,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3497],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342226383,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1375731712,6476,0,0,1375731712,6476,0,0,1375731712,6476,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1375731712,6476,0,0,1375731712,6476,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3278,"Metadata/Monsters/Daemon/ChestDaemonDetonateDead",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDelayedSkillDaemon",[],1,"","",100,2,9,6,9,0,"[792,814,818,791,801]",100,[],105,105,700,500,0,[5620],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342196425,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,637534208,6477,0,0,637534208,6477,0,0,637534208,6477,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,637534208,6477,0,0,637534208,6477,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3279,"Metadata/Monsters/Daemon/ChestDaemonExplode",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDelayedSkillDaemon",[],1,"","",100,1,9,6,9,0,"[792,814,818,791,174,801]",100,[],105,105,700,500,0,[3500],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342223752,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,0,6478,0,0,0,6478,0,0,0,6478,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,0,6478,0,0,0,6478,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3280,"Metadata/Monsters/Daemon/ChestDaemonSummonCamoMonsters",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,3,1,6,9,0,"[792,814,818,791,830,772,801]",100,[],105,105,700,500,0,[3503],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342233981,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,0,6479,0,0,0,6479,0,0,0,6479,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,0,6479,0,0,0,6479,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3281,"Metadata/Monsters/Daemon/ChestDaemonIgnite",1136,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,1,1,6,9,0,"[792,814,818,791,830,801]",100,[],105,105,700,500,0,[3504],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342224579,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-671088640,6479,0,0,-671088640,6479,0,0,-671088640,6479,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-671088640,6479,0,0,-671088640,6479,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
