"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32"
553,"Metadata/NPC/Info/KalandraGlyph02","Ancient Etchings II","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings II",-1,[],[],-16885052,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
554,"Metadata/NPC/Info/KalandraGlyph03","Ancient Etchings III","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings III",-1,[],[],-16845419,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
555,"Metadata/NPC/Info/KalandraGlyph04","Ancient Etchings IV","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings IV",-1,[],[],-16845153,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
556,"Metadata/NPC/Info/KalandraGlyph05","Ancient Etchings V","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings V",-1,[],[],-16855546,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
557,"Metadata/NPC/Info/KalandraGlyph06","Ancient Etchings VI","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings VI",-1,[],[],-16880399,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
558,"Metadata/NPC/Info/KalandraGlyph07","Ancient Etchings VII","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings VII",-1,[],[],-16862299,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
559,"Metadata/NPC/Mel","Mel","Metadata/NPC/NPC","","","",0,[],[],-16902040,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
560,"Metadata/NPC/Epilogue/CadiroHideout","Cadiro Perandus","Metadata/NPC/NPC","","","Cadiro",0,[155],[156],-16889559,-16843010,1638142,0,0,0,0,-33554432,-16843010,-16843010,-16843010,-1593901314,0,0
561,"Metadata/Monsters/Masters/SanctumNPC","Divinia","Metadata/NPC/NPC","","","Divinia",0,[],[],-16865681,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
562,"Metadata/NPC/League/Sanctum/SanctumNPCTown","Divinia","Metadata/NPC/NPC","","","Divinia",0,[157],[160],-16856113,-16843010,1572606,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
563,"Metadata/NPC/League/Sanctum/SanctumNPCTownAct7","Divinia","Metadata/NPC/NPC","","","Divinia",0,[157],[160],-16847196,-16843010,1572606,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
564,"Metadata/NPC/League/Sanctum/SanctumNPCMerchant","Divinia","Metadata/NPC/NPC","","","Divinia",0,[159],[162],-16860952,-16843010,1572606,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
565,"Metadata/NPC/League/Sanctum/SanctumNPCAirlock","Divinia","Metadata/NPC/NPC","","","Divinia",0,[158],[161],-16861299,-16843010,1572606,0,0,0,0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
566,"Metadata/NPC/League/Sanctum/Lycia","Lycia","Metadata/NPC/NPC","","","Lycia",0,[],[],-16884932,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
567,"Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss","Lycia, Unholy Heretic","Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss","","","Lycia",0,[],[],-16898571,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
568,"Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss","Lycia, Herald of the Scourge","Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss","","","Lycia",0,[],[],-16882201,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
569,"Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMap","Nightmare of Lycia","Metadata/Monsters/LeagueSanctum/Boss/Lycia2BossMap","","","Nightmare of Lycia",0,[],[],-16897115,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
570,"Metadata/NPC/Info/LyciaGlyph01","Remembrance","Metadata/NPC/Info/StoryGlyphBase","","","Remembrance",0,[],[],-16876025,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
571,"Metadata/NPC/Info/LyciaGlyph02","The Templars","Metadata/NPC/Info/StoryGlyphBase","","","The Templars",0,[],[],-16878966,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
572,"Metadata/NPC/Info/LyciaGlyph03","Creations","Metadata/NPC/Info/StoryGlyphBase","","","Creations",0,[],[],-16869734,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
573,"Metadata/NPC/Info/LyciaGlyph04","Capture","Metadata/NPC/Info/StoryGlyphBase","","","Capture",0,[],[],-16863799,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
574,"Metadata/NPC/Info/LyciaGlyph05","Sustenance","Metadata/NPC/Info/StoryGlyphBase","","","Sustenance",0,[],[],-16868196,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
575,"Metadata/NPC/Info/LyciaGlyph06","Immortality","Metadata/NPC/Info/StoryGlyphBase","","","Immortality",0,[],[],-16847270,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
576,"Metadata/NPC/Info/LyciaGlyph07","Isolation","Metadata/NPC/Info/StoryGlyphBase","","","Isolation",0,[],[],-16855709,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
577,"Metadata/NPC/Info/LyciaGlyph08","Beidat","Metadata/NPC/Info/StoryGlyphBase","","","Beidat",0,[],[],-16896381,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
578,"Metadata/NPC/Info/LyciaGlyph09","Forbidden Knowledge","Metadata/NPC/Info/StoryGlyphBase","","","Forbidden Knowledge",0,[],[],-16899799,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
579,"Metadata/NPC/ChaosEntity","Chaos Entity","","","","Chaos Entity",0,[],[],-16843963,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
580,"Metadata/NPC/Chieftain_Portal","Chieftain Ancestor","Metadata/NPC/NPC","","","Chieftain",0,[],[],-16852168,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
581,"Metadata/Pet/Raccoon/Raccoon","","Metadata/Pet/Raccoon/Raccoon","","","",0,[],[],-16864000,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
582,"Metadata/NPC/GoblinBand","","","","","",0,[],[],-16858111,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
583,"Metadata/NPC/MoltenOne","The Molten One","","","","The Molten One",0,[],[],-16861378,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
584,"Metadata/NPC/Info/MoltenOneGlyph01","The Redblade Caldera","Metadata/NPC/Info/Crucible_GlyphRegular","","","The Redblade Caldera",0,[],[],-16843191,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
585,"Metadata/NPC/Info/MoltenOneGlyph02","An Unlikely Alliance","Metadata/NPC/Info/Crucible_GlyphUber","","","An Unlikely Alliance",0,[],[],-16847936,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
586,"Metadata/Terrain/Doodads/Hideouts/DemonCraftingBench","Kosis, the Chained","Metadata/NPC/NPC","","","Kosis",0,[],[],-16898279,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
587,"Metadata/NPC/League/Ancestral/NavaliBackroom","Navali","Metadata/NPC/League/Ancestral/NavaliBackroom","","","Navali",0,[165],[166],-16855303,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
588,"Metadata/NPC/League/Ancestral/NavaliAnnouncer","Navali","Metadata/NPC/League/Ancestral/AncestralNPCBase","","","Navali",0,[],[],-16895117,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
589,"Metadata/NPC/League/Ancestral/KaomBackroom","Kaom","Metadata/NPC/League/Ancestral/KaomBackroom",2723,"","Kaom",0,[163],[164],-16861946,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
590,"Metadata/NPC/League/Ancestral/RakiataBackroom","Rakiata","Metadata/NPC/League/Ancestral/RakiataBackroom",2768,"","Rakiata",0,[167],[168],-16887217,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
591,"Metadata/NPC/League/Ancestral/IkiahoBackroom","Ikiaho","Metadata/NPC/League/Ancestral/IkiahoBackroom",2724,"","Ikiaho",0,[175],[176],-16859753,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
592,"Metadata/NPC/League/Ancestral/KiloavaBackroom","Kiloava","Metadata/NPC/League/Ancestral/KiloavaBackroom",2767,"","Kiloava",0,[173],[174],-16876035,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
593,"Metadata/NPC/League/Ancestral/TawhanukuBackroom","Tawhanuku","Metadata/NPC/League/Ancestral/TawhanukuBackroom",2763,"","Tawhanuku",0,[183],[184],-16895376,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
594,"Metadata/NPC/League/Ancestral/MaataBackroom","Maata","Metadata/NPC/League/Ancestral/MaataBackroom",2769,"","Maata",0,[171],[172],-16897802,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
595,"Metadata/NPC/League/Ancestral/UtulaBackroom","Utula","Metadata/NPC/League/Ancestral/UtulaBackroom",2722,"","Utula",0,[169],[170],-16879538,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
596,"Metadata/NPC/League/Ancestral/AhuanaBackroom","Ahuana","Metadata/NPC/League/Ancestral/AhuanaBackroom",2764,"","Ahuana",0,[179],[180],-16874562,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
597,"Metadata/NPC/League/Ancestral/AkoyaBackroom","Akoya","Metadata/NPC/League/Ancestral/AkoyaBackroom",2765,"","Akoya",0,[181],[182],-16880891,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
598,"Metadata/NPC/League/Ancestral/KahuturoaBackroom","Kahuturoa","Metadata/NPC/League/Ancestral/KahuturoaBackroom",2766,"","Kahuturoa",0,[177],[178],-16883784,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
599,"Metadata/Monsters/LeagueAncestral/AncestralKaom_","Kaom","Metadata/Monsters/LeagueAncestral/Chieftains/KaomOfNgamahuTribe/Kaom","","","Kaom",0,[],[],-16872963,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
600,"Metadata/Monsters/LeagueAncestral/AncestralRakiata","Rakiata","Metadata/Monsters/LeagueAncestral/Chieftains/Rakiata/Rakiata","","","Rakiata",0,[],[],-16871884,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
601,"Metadata/Monsters/LeagueAncestral/AncestralUtula","Utula","Metadata/Monsters/LeagueAncestral/Chieftains/UtulaoftheKitavaTribe/Utula","","","Utula",0,[],[],-16858873,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
602,"Metadata/Monsters/LeagueAncestral/AncestralMaata","Maata","Metadata/Monsters/LeagueAncestral/Chieftains/Maata/Maata","","","Maata",0,[],[],-16901916,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
603,"Metadata/Monsters/LeagueAncestral/AncestralKiloava___","Kiloava","Metadata/Monsters/LeagueAncestral/Chieftains/Kiloava/Kiloava","","","Kiloava",0,[],[],-16898468,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
604,"Metadata/Monsters/LeagueAncestral/AncestralIkiaho","Ikiaho","Metadata/Monsters/LeagueAncestral/Chieftains/Ikiaho/Ikiaho","","","Ikiaho",0,[],[],-16885821,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
605,"Metadata/Monsters/LeagueAncestral/AncestralKahuturoa","Kahuturoa","Metadata/Monsters/LeagueAncestral/Chieftains/Kahuturoa/Kahuturoa","","","Kahuturoa",0,[],[],-16863815,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
606,"Metadata/Monsters/LeagueAncestral/AncestralAhuana","Ahuana","Metadata/Monsters/LeagueAncestral/Chieftains/Ahuana/Ahuana","","","Ahuana",0,[],[],-16880048,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
607,"Metadata/Monsters/LeagueAncestral/AncestralAkoya","Akoya","Metadata/Monsters/LeagueAncestral/Chieftains/Akoya/Akoya","","","Akoya",0,[],[],-16861141,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
608,"Metadata/Monsters/LeagueAncestral/AncestralTawhanuku","Tawhanuku","Metadata/Monsters/LeagueAncestral/Chieftains/Tawhanuku/Tawhanuku","","","Tawhanuku",0,[],[],-16853852,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
609,"Metadata/NPC/League/Ancestral/KaomSitting","Kaom","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kaom",0,[],[],-16846935,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
610,"Metadata/NPC/League/Ancestral/RakiataSitting","Rakiata","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Rakiata",0,[],[],-16891121,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
611,"Metadata/NPC/League/Ancestral/IkiahoSitting","Ikiaho","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Ikiaho",0,[],[],-16850869,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
612,"Metadata/NPC/League/Ancestral/KiloavaSitting","Kiloava","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kiloava",0,[],[],-16849121,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
613,"Metadata/NPC/League/Ancestral/TawhanukuSitting","Tawhanuku","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Tawhanuku",0,[],[],-16894532,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
614,"Metadata/NPC/League/Ancestral/MaataSitting","Maata","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Maata",0,[],[],-16872141,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
615,"Metadata/NPC/League/Ancestral/UtulaSitting","Utula","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Utula",0,[],[],-16844669,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
616,"Metadata/NPC/League/Ancestral/AhuanaSitting","Ahuana","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Ahuana",0,[],[],-16897264,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
617,"Metadata/NPC/League/Ancestral/AkoyaSitting","Akoya","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Akoya",0,[],[],-16860100,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
618,"Metadata/NPC/League/Ancestral/KahuturoaSitting","Kahuturoa","Metadata/NPC/League/Ancestral/AncestralNPCSitting","","","Kahuturoa",0,[],[],-16871221,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
619,"Metadata/NPC/League/Ancestral/HinekoraSitting","Hinekora","Metadata/NPC/League/Ancestral/Hinekora","","","Hinekora",0,[],[],-16877464,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
620,"Metadata/NPC/Ghostrider","Ghostrider","Metadata/NPC/NPC","","","",0,[],[],-16897046,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
621,"Metadata/NPC/League/Azmeri/Warden","The Warden of Eaves","Metadata/NPC/NPC",3059,"","The Warden of Eaves",0,[187],[188],-16906518,-16843010,1703678,0,0,0,0,604045312,0,0,0,100663296,1,0
622,"Metadata/NPC/League/Azmeri/Primalist","The Primal Huntress","Metadata/NPC/NPC",3060,"","The Primal Huntress",0,[191],[192],-16900983,-16843010,1834750,0,0,0,0,637599744,0,0,0,100663296,1,0
623,"Metadata/NPC/League/Azmeri/VoodooShaman","The Breaker of Oaths","Metadata/NPC/NPC",3061,"","The Breaker of Oaths",0,[189],[190],-16869157,-16843010,1769214,0,0,0,0,620822528,0,0,0,-1610612736,0,0
624,"Metadata/NPC/League/Azmeri/UniqueDealer","Nameless Seer","Metadata/NPC/NPC","","","Nameless Seer",0,[185],[186],-16900830,-16843010,-16843010,-16843010,-16843010,"",0,654376960,0,0,0,2080374784,0,0
625,"Metadata/NPC/League/Ancestral/NavaliAncestralPortal","Navali","Metadata/NPC/League/Ancestral/MicrotransactionPortal/NavaliBackroom","","","Navali",0,[165],[166],-16857960,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
626,"Metadata/NPC/League/Ancestral/KaomAncestralPortal","Kaom","Metadata/NPC/League/Ancestral/MicrotransactionPortal/KaomBackroom","","","Kaom",0,[163],[164],-16863864,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
627,"Metadata/NPC/League/Ancestral/RakiataAncestralPortal","Rakiata","Metadata/NPC/League/Ancestral/MicrotransactionPortal/RakiataBackroom","","","Rakiata",0,[167],[168],-16860277,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
628,"Metadata/NPC/League/Ancestral/IkiahoAncestralPortal","Ikiaho","Metadata/NPC/League/Ancestral/MicrotransactionPortal/IkiahoBackroom","","","Ikiaho",0,[175],[176],-16880465,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
629,"Metadata/NPC/League/Ancestral/KiloavaAncestralPortal","Kiloava","Metadata/NPC/League/Ancestral/MicrotransactionPortal/KiloavaBackroom","","","Kiloava",0,[173],[174],-16858306,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
630,"Metadata/NPC/League/Ancestral/TawhanukuAncestralPortal","Tawhanuku","Metadata/NPC/League/Ancestral/MicrotransactionPortal/TawhanukuBackroom","","","Tawhanuku",0,[183],[184],-16851196,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
631,"Metadata/NPC/League/Ancestral/MaataAncestralPortal","Maata","Metadata/NPC/League/Ancestral/MicrotransactionPortal/MaataBackroom","","","Maata",0,[171],[172],-16845858,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
632,"Metadata/NPC/League/Ancestral/UtulaAncestralPortal","Utula","Metadata/NPC/League/Ancestral/MicrotransactionPortal/UtulaBackroom","","","Utula",0,[169],[170],-16887944,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
633,"Metadata/NPC/League/Ancestral/AhuanaAncestralPortal","Ahuana","Metadata/NPC/League/Ancestral/MicrotransactionPortal/AhuanaBackroom","","","Ahuana",0,[179],[180],-16899880,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
634,"Metadata/NPC/League/Ancestral/AkoyaAncestralPortal","Akoya","Metadata/NPC/League/Ancestral/MicrotransactionPortal/AkoyaBackroom","","","Akoya",0,[181],[182],-16891090,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
635,"Metadata/NPC/League/Ancestral/KahuturoaAncestralPortal","Kahuturoa","Metadata/NPC/League/Ancestral/MicrotransactionPortal/KahuturoaBackroom","","","Kahuturoa",0,[177],[178],-16843919,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,16777216
636,"Metadata/NPC/League/Affliction/GlyphsEtching01","Lost Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Lost Etching",0,[],[],-16853407,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
637,"Metadata/NPC/League/Affliction/GlyphsEtching02","Aided Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Aided Etching",0,[],[],-16869978,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
638,"Metadata/NPC/League/Affliction/GlyphsEtching03","Compelling Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Compelling Etching",0,[],[],-16885468,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
639,"Metadata/NPC/League/Affliction/GlyphsEtching04","Whispering Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Whispering Etching",0,[],[],-16847353,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
640,"Metadata/NPC/League/Affliction/GlyphsEtching05","Deafened Etching","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Deafened Etching",0,[],[],-16858957,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
641,"Metadata/NPC/League/Affliction/GlyphsGruthkulShrine","The Porcelain Queen","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3068,"","The Porcelain Queen",0,[],[],-16897727,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
642,"Metadata/NPC/League/Affliction/GlyphsHarvestTree","Experimental Harvest","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3069,"","Experimental Harvest",0,[],[],-16852337,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
643,"Metadata/NPC/League/Affliction/GlyphsMajiProclamation01","Wildwood Greeting","Metadata/NPC/League/Azmeri/GlyphsMajiProclamation","","","Wildwood Greeting",0,[],[],-16862879,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
644,"Metadata/NPC/League/Affliction/GlyphsMajiProclamation02","Maji Proclamation","Metadata/NPC/League/Azmeri/GlyphsMajiProclamation","","","Maji Proclamation",0,[],[],-16849381,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
645,"Metadata/NPC/League/Affliction/GlyphsKingGlyphOne","The Exquisite Light of Meaning","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","The Exquisite Light of Meaning",0,[],[],-16872051,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
646,"Metadata/NPC/League/Affliction/GlyphsKingGlyphTwo","Determination","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph","","","Determination",0,[],[],-16869482,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
647,"Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss","The King in the Mists","Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss","","","The King in the Mists",0,[],[],-16897023,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
648,"Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss2","The King in the Mists","Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss2","","","The King in the Mists",0,[],[],-16895308,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
649,"Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss3","The King in the Mists","Metadata/Monsters/LeagueAzmeri/VoodooKingBoss/VoodooKingBoss3","","","The King in the Mists",0,[],[],-16872143,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
650,"Metadata/Terrain/Doodads/Hideouts/KalguuranWorkshopCraftingBench/attachments/SimpleHireling_Table","Kalguuran Blacksmith","Metadata/NPC/NPC","","","Blacksmith",0,[],[],-16860885,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
651,"Metadata/Terrain/Doodads/Hideouts/KalguuranWorkshopCraftingBench/attachments/SimpleHireling_Shovelling","Kalguuran Shoveller","Metadata/NPC/NPC","","","Shoveller",0,[],[],-16857139,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
652,"Metadata/NPC/League/Affliction/GlyphsGoddessStatue","Statue of the Goddess","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3149,"","Statue of the Goddess",0,[],[],-16902280,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,2097086206,0,0
