"rownum","string","i32","string","string","string","string","string","string","rid","rid","rid","string","i32","i32","i32","i32","i32","bool","string","bool","bool","bool"
528,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonHandGloves",-514216440,"Demon Hand Gloves","","Changes the appearance of any equipped gloves to the Demon Hand gloves.","","","Gloves Skin","","",356,"",3,2,2,1,1,"","",1,"",""
529,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionBatSwarm",1992891475,"Bat Swarm Effect","","A swarm of bats possess your character.","","","Apparition Effect","",0,361,"",3,1,1,1,1,"","BatSwarmCharacterEffect",1,"",""
530,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWuqiWeaponEffect",-1646395271,"WuQi Axe","","Changes the appearance of any equipped One Hand Axe, Sword or Mace to the WuQi Axe.","","","Weapon Skin","",2,387,"",3,2,3,1,1,"","WuQiAxe",1,"",""
531,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonicWings",843289092,"Demonic Wings","","Adds the Demonic Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",2,356,"",3,2,2,1,1,"","DemonicWings",1,"",1
532,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionEbonyTornadoShot",2098041717,"Ebony Tornado Shot","","Your Tornado Shot becomes an Ebony Effect.","","","Tornado Shot Skin","",1,354,"",3,1,1,20,2,"","EbonyTornadoShot",1,"",""
533,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBreachWeapon",-2056322936,"Breach Weapon Effect","","Adds the Breach effect to any equipped weapon","","","Weapon Effect","",1,350,"",3,1,1,20,1,"","SupporterBreachWeapon",1,"",""
534,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBlackguardCape",-791433600,"Blackguard Cape","","Adds the Blackguard Cape Back Attachment to any equipped body armour.","","","Body Armour Attachment","","",387,"",3,2,2,1,1,"","",1,"",""
535,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDunShield",-1361196857,"Dun Shield","","Changes the appearance of any equipped shield to the Dun shield.","","","Shield Skin","",2,387,"",3,2,2,1,1,"","DunShield",1,"",""
536,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHiveBackpack",1862402681,"Hive Backpack","","Adds the Hive Back Attachment to any equipped body armour.","","","Body Armour Attachment","",0,406,"",3,2,2,1,1,"","HiveBackpack",1,"",""
537,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaggedBreachCape",1347464060,"Breachspawn Cloak","","Adds the Breachspawn Cloak Back Attachment to any equipped body armour.","","","Body Armour Attachment","",0,350,"",3,2,2,1,1,"","SupporterBreachspawnCloak",1,"",""
538,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGrandBreachCape",1483616604,"Breachlord Cloak","","Adds the Breachlord Cloak Back Attachment to any equipped body armour.","","","Body Armour Attachment","",2,350,"",3,2,2,1,1,"","SupporterBreachlordCloak",1,"",""
539,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionBreachFrame",1746476228,"Breachspawn Portrait Frame","","Adds the Breachspawn Portrait Frame to this character.","","","Portrait Frame Modification","",2,350,"",3,2,2,1,1,"","SupporterBreachspawnFrame",1,"",""
540,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionGrandBreachFrame",-1425411844,"Breachlord Portrait Frame","","Adds the Breachlord Portrait Frame to this character.","","","Portrait Frame Modification","",2,350,"",3,2,2,1,1,"","SupporterBreachlordFrame",1,"",""
541,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBreachPortal",-379472294,"Breach Portal Effect","","This character's portals use the Breach effect.","","","Portal Modification","",1,350,"",3,2,2,1,1,"","BreachPortal",1,"",1
542,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionArcaneTomeTotem",51629856,"Arcane Tome Totem Skin","","Your Spell or Ballista totem becomes an Arcane Tome.","","","Totem Skin","",1,359,"",3,1,1,20,2,"","ArcaneBookTotem",1,"",""
543,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGhostflameBackpack",1246207750,"Ghostflame Backpack","","Adds the Ghostflame Backpack Back Attachment to any equipped body armour.","","","Body Armour Attachment","","",353,"",3,2,2,1,1,"","GhostflameBackpack",1,"",""
544,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionStormcallerCharacterEffect",666671515,"Stormcaller Character Effect","","Attaches the Stormcaller Character Effect to your belt.","","","Character Effect","",0,368,"",3,2,2,1,1,"","StormcallerCharacterEffect",1,"",""
545,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionInfernalCharacterEffect",958390368,"Infernal Character Effect","","Attaches the Infernal Character Effect to your belt.","","","Character Effect","",1,348,"",3,2,2,1,1,"","InfernalCharacterEffect",1,"",""
546,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionArcticCharacterEffect",2015999849,"Arctic Character Effect","","Attaches the Arctic Character Effect to your belt.","","","Character Effect","",1,358,"",3,2,2,1,1,"","ArcticCharacterEffect",1,"",""
547,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionGhostflameCharacterEffect",1393277352,"Ghostflame Character Effect","","Attaches the Ghostflame Character Effect to your belt.","","","Character Effect","","",353,"",3,2,2,1,1,"","GhostflameCharacterEffect",1,"",""
548,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionArcaneCharacterEffect",-21182515,"Arcane Character Effect","","Attaches the Arcane Character Effect to your belt.","","","Character Effect","",1,359,"",3,2,2,1,1,"","ArcaneCharacterEffect",1,"",""
549,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcallerHelmet",1082647439,"Stormcaller Helmet","","Changes the appearance of any equipped headdress to the Stormcaller helmet.","","","Helmet Skin","",0,368,"",3,2,2,1,1,"","StormcallerHelmet",1,"",""
550,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcallerBoots",1815087161,"Stormcaller Boots","","Changes the appearance of any equipped boots to the Stormcaller boots.","","","Boots Skin","",0,368,"",3,2,2,1,1,"","StormcallerBoots",1,"",""
551,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcallerGloves",1689273435,"Stormcaller Gloves","","Changes the appearance of any equipped gloves to the Stormcaller gloves.","","","Gloves Skin","",0,368,"",3,2,2,1,1,"","StormcallerGloves",1,"",""
552,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcallerBody",-644359329,"Stormcaller Body Armour","","Changes the appearance of any equipped body armour to the Stormcaller body armour.","","","Body Armour Skin","",0,368,"",3,2,2,1,1,"","StormcallerBody",1,"",""
553,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBatteryBackpack",41084864,"Battery Back Attachment","","Adds the Battery Back Attachment to any equipped body armour.","","","Body Armour Attachment","",0,368,"",3,2,2,1,1,"","BatteryBackpack",1,"",""
554,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideBodyArmour",785801579,"Deicide Body","","Changes the appearance of any equipped body armour to the Deicide body armour.","","","Body Armour Skin","",2,357,"",3,2,2,1,1,"","DeicideBody",1,"",""
555,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideGloves",1861574535,"Deicide Gloves","","Changes the appearance of any equipped gloves to the Deicide gloves.","","","Gloves Skin","",2,357,"",3,2,2,1,1,"","DeicideGloves",1,"",""
556,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideBoots",512503558,"Deicide Boots","","Changes the appearance of any equipped boots to the Deicide boots.","","","Boots Skin","",2,357,"",3,2,2,1,1,"","DeicideBoots",1,"",""
557,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideWings",-23788124,"Deicide Wings","","Adds the Deicide Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",2,357,"",3,2,2,1,1,"","DeicideWings",1,"",""
558,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideHelmet",-1193157321,"Deicide Flame Helmet","","Changes the appearance of any equipped headdress to the Deicide Flame helmet.","","","Helmet Skin","",2,357,"",3,2,2,1,1,"","DeicideHelmet",1,"",""
559,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBreachlordPortal",585633743,"Breachlord Portal Effect","","This character's portals use the Breachlord effect.","","","Portal Modification","",2,350,"",3,2,2,1,1,"","SupporterBreachlordPortal",1,"",""
560,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBreachFootprints",259051459,"Breach Footprints Effect","","Adds breach footprints to any equipped pair of boots.","","","Footprints Effect","",1,350,"",3,1,1,20,1,"","BreachFootprints",1,"",1
561,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionManaWurmWings",-2125153109,"Mana Wurm Wings","","Adds the Mana Wurm Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","","",359,"",3,2,2,1,1,"","ManaWurmWings",1,"",""
562,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPerchtenMask",141797563,"Yeti Mask","","Changes the appearance of any equipped headdress to the Yeti mask.","","","Helmet Skin","","",358,"",3,2,2,1,1,"","PerchtenMask",1,"",""
563,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCelestialHood",-1113689503,"Celestial Hood","","Changes the appearance of any equipped headdress to the Celestial hood.","","","Helmet Skin","",1,371,"",3,2,2,1,1,"","CelestialHood",1,"",""
564,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInfernalWings",-834994910,"Infernal Wings","","Adds the Infernal Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",1,348,"",3,2,2,1,1,"","InfernalWings",1,"",""
565,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonhandClaw",-1816105468,"Demonhand Claw","","Changes the appearance of any equipped Claw to the Demonhand Claw.","","","Weapon Skin","","",356,"",3,2,2,1,1,"","DemonhandClaw",1,"",""
566,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDivineShield",-1220835996,"Divine Shield","","Changes the appearance of any equipped shield to the Divine shield.","","","Shield Skin","","",367,"",3,2,2,1,1,"","DivineShield",1,"",""
567,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionKaomPortal",1785157026,"Kaom Portal Effect","","This character's portals use the Kaom effect.","","","Portal Modification","",1,387,"",3,2,2,1,1,"","KaomPortal",1,"",""
568,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDaressoPortal",1580236568,"Daresso Portal Effect","","This character's portals use the Daresso effect.","","","Portal Modification","",1,387,"",3,2,2,1,1,"","DaressoPortal",1,"",""
569,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixWings",2034275450,"Phoenix Wings","","Adds the Phoenix Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",1,387,"",3,2,2,1,1,"","PhoenixWings",1,"",""
570,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCelestialWeapon",-1958330466,"Celestial Weapon Effect","","Adds the Celestial effect to any equipped weapon","","","Weapon Effect","",1,371,"",3,1,1,20,1,"","CelestialWeaponEffect",1,"",""
571,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantWings",-1578297352,"Verdant Wings","","Adds the Verdant Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",0,362,"",3,2,2,1,1,"","VerdantWings",1,"",""
572,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEldritchWings",1052899280,"Eldritch Back Attachment","","Adds the Eldritch Back Attachment to any equipped body armour.","","","Body Armour Attachment","","",387,"",3,2,2,1,1,"","EldritchBackAttachment",1,"",""
573,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicPortal",980857581,"Legacy Portal Effect","","This character's portals use the Legacy effect.","","","Portal Modification","","",378,"",3,2,2,1,1,"","LegacyPortalEffect",1,"",1
574,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningBody",216182224,"Arcane Lightning Body","","Changes the appearance of any equipped body armour to the Classic Lightning body armour.","","","Body Armour Skin","",2,368,"",3,2,2,1,1,"","ArcaneLightningBody",1,"",""
575,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningGloves",1423729593,"Arcane Lightning Gloves","","Changes the appearance of any equipped gloves to the Classic Lightning gloves.","","","Gloves Skin","",2,368,"",3,2,2,1,1,"","ArcaneLightningGloves",1,"",""
576,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningBoots",836715354,"Arcane Lightning Boots","","Changes the appearance of any equipped boots to the Classic Lightning boots.","","","Boots Skin","",2,368,"",3,2,2,1,1,"","ArcaneLightningBoots",1,"",""
577,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningHelmet",-1836375250,"Arcane Lightning Helmet","","Changes the appearance of any equipped headdress to the Classic Lightning helmet.","","","Helmet Skin","",2,368,"",3,2,2,1,1,"","ArcaneLightningHelmet",1,"",""
578,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicPurplePortal",1300310113,"Classic Purple Portal Effect","","This character's portals use a Classic Purple effect.","","","Portal Modification","",0,373,"",3,2,2,1,1,"","PurplePortal",1,"",""
579,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicMarkOfThePhoenix",1820839180,"Arcane Mark of the Phoenix","","Adds an arcane Phoenix crest to your headdress","","","Helmet Attachment","","",359,"",3,1,1,20,1,"","ArcaneMarkOfThePhoenix",1,"",""
580,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicDivineSign",-1553198087,"Purple Divine Sign","","Adds a detailed glowing pattern to your headdress","","","Helmet Attachment","",0,373,"",3,1,1,20,1,"","PurpleDivineSign",1,"",""
581,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicNecroticHelmet",-1334140244,"Purple Necrotic Helmet","","Changes the appearance of any equipped headdress to the Classic Necrotic helmet.","","","Helmet Skin","",2,373,"",3,2,2,1,1,"","PurpleNecroticHelmet",1,"",""
582,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicNecroticBoots",-1724345777,"Purple Necrotic Boots","","Changes the appearance of any equipped boots to the Classic Necrotic boots.","","","Boots Skin","",2,373,"",3,2,2,1,1,"","PurpleNecroticBoots",1,"",""
583,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicNecroticGloves",1796149335,"Purple Necrotic Gloves","","Changes the appearance of any equipped gloves to the Classic Necrotic gloves.","","","Gloves Skin","",2,373,"",3,2,2,1,1,"","PurpleNecroticGloves",1,"",""
584,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicNecroticBody",-402364038,"Purple Necrotic Body Armour","","Changes the appearance of any equipped body armour to the Classic Necrotic body armour.","","","Body Armour Skin","",2,373,"",3,2,2,1,1,"","PurpleNecroticBody",1,"",""
585,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicLightningWeapon",685609675,"Purple Lightning Weapon Effect","","Adds a sparking effect to any equipped weapon","","","Weapon Effect","","",373,"",3,1,1,20,1,"","PurpleLightningWeaponEffect",1,"",""
586,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionClassicPurpleSkull",106793732,"Purple Skull Helmet","","Changes the appearance of any equipped headdress to a burning purple skull","","","Helmet Skin","","",373,"",3,1,1,20,1,"","PurpleSkull",1,"",""
587,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionClassicCharacterEffect",-348200095,"Legacy Character Effect","","Attaches the Legacy Character Effect to your belt.","","","Character Effect","","",351,"",3,2,2,1,1,"","SupporterLegacyCharacterEffect",1,"",""
588,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneSeraphWings",-634356698,"Arcane Seraph Wings","","Adds the Arcane Seraph Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",2,359,"",3,2,2,1,1,"","ArcaneSeraphWings",1,"",""
589,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneVictoriousWings",-316939935,"Arcane Victorious Wings","","Adds a pair of arcane wings to your headdress.","","","Helmet Attachment","",0,359,"",3,1,1,20,1,"","ArcaneVictoriousWings",1,"",""
590,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDivineSkull",-1066645510,"Divine Skull","","Changes the appearance of any equipped headdress to a divine skull.","","","Helmet Skin","","",367,"",3,1,1,20,1,"","DivineSkull",1,"",""
591,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHoodedCloak",-1315750102,"Hooded Cloak","","Adds the Hooded Cloak Back Attachment to any equipped body armour.","","","Body Armour Attachment","",0,387,"",3,2,2,1,1,"","HoodedCloak",1,"",""
592,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBlackHoodedCloak",-1950815344,"Black Hooded Cloak","","Adds the Black Hooded Cloak Back Attachment to any equipped body armour.","","","Body Armour Attachment","","",387,"",3,2,2,1,1,"","BlackHoodedCloak",1,"",""
