"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
232,"Weapon_OnyxOblivion","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/OnyeOblivion/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/OnyeOblivion/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/OnyeOblivion/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/OnyeOblivion/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/OnyeOblivion/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/OnyeOblivion/epks/staff.epk",1388991540,4,1351614464,4,1388969984,4,1327497216,4,56492032,0,65536,0,1414529024,4,"","",""
233,"Weapon_Xenozak","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/xenozak/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/xenozak/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/xenozak/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/xenozak/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/xenozak/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/xenozak/epk/staff.epk",1474735374,4,1439694848,4,1474691072,4,1417150464,4,56492032,0,65536,0,1498677248,4,"","",""
234,"Weapon_Imperator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Despot/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Despot/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Despot/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Despot/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Despot/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Despot/staff.epk",1567414748,4,1522794496,4,1567358976,4,1501560832,4,56492032,0,65536,0,1589903360,4,"","",""
235,"Weapon_Nullifier","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ender/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ender/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ender/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ender/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ender/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ender/staff.epk",1657808648,4,1613758464,4,1657798656,4,1592786944,4,56492032,0,65536,0,1680080896,4,"","",""
236,"Weapon_Annihilator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkstar/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkstar/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkstar/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkstar/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkstar/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkstar/staff.epk",1750658711,4,1704984576,4,1750597632,4,1762394112,4,56492032,0,65536,0,1784676352,4,"","",""
237,"Weapon_Ravager","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Devourer/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Devourer/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Devourer/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Devourer/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Devourer/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Devourer/staff.epk",1854682717,4,1809055744,4,1854668800,4,1787297792,4,56492032,0,65536,0,1877737472,4,"","",""
238,"Weapon_Incinerator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Incinerator/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Incinerator/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Incinerator/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Incinerator/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Incinerator/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Incinerator/staff.epk",1950625051,4,1903427584,4,1950613504,4,1880883200,4,56492032,0,65536,0,1974468608,4,"","",""
239,"Weapon_Harmony","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony/epk/staff.epk",2034648925,4,1999634432,4,2034630656,4,1977090048,4,56492032,0,65536,0,2058616832,4,"","",""
240,"Footprint_Harmony","","","","","","","",56556765,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,2061631488,4,"","",""
241,"Weapon_Heritage","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_heritage/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_heritage/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_heritage/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_heritage/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_heritage/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_heritage/epk/staff.epk",2127350538,4,2088763392,4,2127298560,4,2063859712,4,56492032,0,65536,0,-2141323264,4,"","",""
242,"Footprint_Heritage","","","","","Metadata/Effects/Microtransactions/foot_prints/harmony_heritage/fx_epk_foot_trails.epk","","",56501755,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-2126643200,4,"","",""
243,"Weapon_Divergence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_divergence/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_divergence/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_divergence/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_divergence/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_divergence/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_divergence/epk/staff.epk",-2059376078,4,-2098724864,4,-2059403264,4,-2124152832,4,56492032,0,65536,0,-2032533504,4,"","",""
244,"Footprint_Divergence","","","","","","","",56494136,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-2029125632,4,"","",""
245,"Weapon_Vulcan","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vulcan/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vulcan/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vulcan/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vulcan/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vulcan/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vulcan/staff.epk",-1961331295,4,-2005925888,4,-1961361408,4,-2027159552,4,56492032,0,65536,0,-1938817024,4,"","",""
246,"Footprint_GodofThunder","","","","","","","",56527276,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1935147008,4,"","",""
247,"Footprint_Cursed","","","","","","","",56538836,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1932787712,4,"","",""
248,"Weapon_EliteEmberkeep","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/EliteEmberkeep/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/EliteEmberkeep/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/EliteEmberkeep/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/EliteEmberkeep/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/EliteEmberkeep/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/EliteEmberkeep/staff.epk",-1857682662,4,-1906442240,4,-1857683456,4,-1929773056,4,56492032,0,65536,0,-1833041920,4,"","",""
249,"Weapon_Mercurial","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Mercurial/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Mercurial/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Mercurial/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Mercurial/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Mercurial/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Mercurial/staff.epk",-1761953923,4,-1808138240,4,-1762000896,4,-1830158336,4,56492032,0,65536,0,-1738670080,4,"","",""
250,"Weapon_Harmonious","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harmonious/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harmonious/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harmonious/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harmonious/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harmonious/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harmonious/staff.epk",-1666648540,4,-1713373184,4,-1666711552,4,-1735655424,4,56492032,0,65536,0,-1643118592,4,"","",""
251,"Weapon_GodofThunder","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder/epk/staff.epk",-1578968469,4,-1615986688,4,-1579024384,4,-1639841792,4,56492032,0,65536,0,-1553727488,4,"","",""
252,"Gloves_ArchnemesisHandsOfTheHighTemplar","","","","","Metadata/Effects/Microtransactions/gloves/ArchnemesisHighTemplarHands/epks/tier_corruption.epk","","",56499618,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1535246336,4,"","",""
253,"Weapon_Phantom","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_phantom/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_phantom/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_phantom/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_phantom/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_phantom/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_phantom/epk/staff.epk",-1472282002,4,-1509294080,4,-1472331776,4,-1533149184,4,56492032,0,65536,0,-1447034880,4,"","",""
254,"Weapon_Aristocrat","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_aristocrat/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_aristocrat/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_aristocrat/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_aristocrat/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_aristocrat/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_aristocrat/epk/staff.epk",-1381220585,4,-1419378688,4,-1381236736,4,-1444020224,4,56492032,0,65536,0,-1355153408,4,"","",""
255,"Weapon_Knightmaster","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Knightmaster/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Knightmaster/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Knightmaster/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Knightmaster/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Knightmaster/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Knightmaster/staff.epk",-1281355828,4,-1329070080,4,-1281359872,4,-1351876608,4,56492032,0,65536,0,-1257242624,4,"","",""
256,"Weapon_Iridescent","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masquerade/epks2/others_controller.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masquerade/epks2/others_controller.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masquerade/epks2/others_controller.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masquerade/epks2/others_controller.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masquerade/epks2/others_controller.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masquerade/epks2/staff_controller.epk",-1226790977,4,-1254227968,4,-1226833920,4,-1254227968,4,56492032,0,65536,0,-1212547072,4,"","",""
257,"Weapon_Reaper","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eldritch/epk/others_7.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eldritch/epk/others_7.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eldritch/epk/others_7.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eldritch/epk/others_7.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eldritch/epk/others_7.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eldritch/epk/staff_7.epk",-1186066933,4,-1210056704,4,-1186070528,4,-1210056704,4,56492032,0,65536,0,-1173618688,4,"","",""
258,"Weapon_GoldTreasureHunter","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/staff.epk",-1146055671,4,-1169555456,4,-1146093568,4,-1169555456,4,56492032,0,65536,0,-1133641728,4,"","",""
259,"Weapon_SilverTreasureHunter","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/staff.epk",-1146079897,4,-1169555456,4,-1146093568,4,-1169555456,4,56492032,0,65536,0,-1129316352,4,"","",""
260,"Weapon_BronzeTreasureHunter","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/staff.epk",-1146085302,4,-1169555456,4,-1146093568,4,-1169555456,4,56492032,0,65536,0,-1124990976,4,"","",""
261,"Weapon_GhostflameTreasureHunter","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/staff.epk",-1146036659,4,-1169555456,4,-1146093568,4,-1169555456,4,56492032,0,65536,0,-1120141312,4,"","",""
262,"Weapon_Soulstunning","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/soulBlade.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/soulBlade.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/soulBlade.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/soulBlade.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/soulBlade.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/soulBlade.epk",-1116818025,4,-1116864512,4,-1116864512,4,-1116864512,4,56492032,0,65536,0,-1104936960,4,"","",""
263,"Weapon_Mist1","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/1_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/1_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/1_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/1_all.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/1_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/1_staff.epk",-1079974964,4,-1102577664,4,-1080033280,4,-1102577664,4,56492032,0,65536,0,-1067974656,4,"","",""
264,"Weapon_Mist2","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/2_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/2_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/2_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/2_all.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/2_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/2_staff.epk",-1043014332,4,-1065615360,4,-1043070976,4,-1065615360,4,56492032,0,65536,0,-1031012352,4,"","",""
265,"Weapon_Mist3","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/3_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/3_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/3_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/3_all.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/3_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/3_staff.epk",-1006095982,4,-1028653056,4,-1006108672,4,-1028653056,4,56492032,0,65536,0,-994050048,4,"","",""
266,"Weapon_CultistSpirit","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/cult_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/cult_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/cult_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/cult_others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/cult_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/cult_staff.epk",-965574733,4,-990642176,4,-965607424,4,-990642176,4,56492032,0,65536,0,-950927360,4,"","",""
267,"Weapon_MercenarySpirit","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/merce_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/merce_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/merce_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/merce_others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/merce_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/merce_staff.epk",-921954307,4,-947257344,4,-921960448,4,-947257344,4,56492032,0,65536,0,-907149312,4,"","",""
268,"Weapon_PyromaniacSpirit","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/pyro_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/pyro_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/pyro_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/pyro_others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/pyro_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/pyro_staff.epk",-878278457,4,-903348224,4,-878313472,4,-903348224,4,56492032,0,65536,0,-863633408,4,"","",""
269,"Weapon_TemplarZealotSpirit","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/templar_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/templar_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/templar_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/templar_others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/templar_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/templar_staff.epk",-833616215,4,-859439104,4,-833617920,4,-859439104,4,56492032,0,65536,0,-818544640,4,"","",""
270,"Footprint_CorpseBloom","","","","","","","",56499958,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-815005696,4,"","",""
271,"Weapon_HighTemplar","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/epk/staff.epk",-751548376,4,-788529152,4,-751566848,4,-812384256,4,56492032,0,65536,0,-726269952,4,"","",""
272,"Weapon_Beehive","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/epk/staff.epk",-666072045,4,-701104128,4,-666107904,4,-653787136,4,56492032,0,65536,0,-630718464,4,"","",""
273,"Weapon_BloodBoil","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/epk/staff.epk",-568968002,4,-604766208,4,-568983552,4,-627834880,4,56492032,0,65536,0,-544473088,4,"","",""
274,"Skill_RingOfIce_Statue","","","Metadata/Effects/Spells/icetemplar_ringstatue/EPKs/IceWeapon.epk","Metadata/Effects/Spells/icetemplar_ringstatue/EPKs/IceWeapon.epk","","Metadata/Effects/Spells/icetemplar_ringstatue/EPKs/IceWeapon.epk","Metadata/Effects/Spells/icetemplar_ringstatue/EPKs/IceWeapon.epk",-540760912,4,-540803072,4,-540803072,4,56492032,0,56492032,0,0,0,-532152320,4,"","",""
275,"Weapon_Lunar","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lunar/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lunar/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lunar/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lunar/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lunar/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lunar/epk/staff.epk",-474040000,4,-508297216,4,-474087424,4,-530317312,4,56492032,0,65536,0,-450625536,4,"","",""
276,"Footprint_Lunar","","","","","","","",56501461,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-447873024,4,"","",""
277,"Footprint_Gunpowder","","","","","Metadata/Effects/Microtransactions/foot_prints/DynamiteLegAttachment/DynamiteLegAttachment.epk","","",56515612,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-432537600,4,"","",""
