"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","i32","i32","i32","i32","i32","string","bool","rid","bool","rid","bool","[rid]","i32","bool","bool","i32","[rid]","rid","bool","bool","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","i32","[rid]","bool","rid","rid"
1207,"life_reduced_mana_cost1936","Art/2DArt/SkillIcons/passives/LifeAndReducedManaCost.dds","[124,13942]",5,-3,0,0,948710224,2,0,0,963248128,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1208,"life_reduced_mana_notable1937","Art/2DArt/SkillIcons/passives/Unrelenting.dds","[124,13942]",10,-6,0,0,975634004,2,0,0,976879616,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1209,"armour_crit_reduction_notable1944","Art/2DArt/SkillIcons/passives/Unwavering.dds","[97,117,134]",30,18,12,0,990669313,2,0,0,993263616,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1210,"life_mana_regeneration1945","Art/2DArt/SkillIcons/passives/lifemana.dds","[450,130]",24,15,0,0,999062542,2,0,0,1002700800,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1211,"life_mana_regeneration1946","Art/2DArt/SkillIcons/passives/lifemana.dds","[450,130]",24,15,0,0,999073621,2,0,0,1008467968,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1212,"life_mana_regeneration1947","Art/2DArt/SkillIcons/passives/lifemana.dds","[450,130]",24,15,0,0,999054240,2,0,0,1014235136,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1213,"armour1948","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[117,134]",10,5,0,0,488683052,0,0,0,1017905152,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1214,"physical_damage_over_time1950","Art/2DArt/SkillIcons/passives/Blood2.dds","[6033,3625]",15,10,0,0,1024088735,2,0,0,1027342336,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1215,"physical_damage_over_time1951","Art/2DArt/SkillIcons/passives/Blood2.dds",[3625],15,0,0,0,579136983,0,0,0,1032454144,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1216,"physical_damage_over_time1952","Art/2DArt/SkillIcons/passives/Blood2.dds",[3625],15,0,0,0,579101892,0,0,0,1037565952,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1217,"melee_bleeding_chance1953","Art/2DArt/SkillIcons/passives/Blood2.dds",[10153],6,0,0,0,1042171305,2,0,0,1045430272,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1218,"bleeding_notable1954","Art/2DArt/SkillIcons/passives/Blood2.dds","[20638,10153]",10,15,0,0,1050437302,2,0,0,1052246016,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1219,"jewel_slot1956","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060661349,2,0,0,1063256064,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1220,"jewel_slot1957","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060671258,2,0,0,1065353216,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1221,"jewel_slot1958","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060668613,2,0,0,1067450368,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1222,"jewel_slot1959","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060675887,2,0,0,1069547520,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1223,"jewel_slot1960","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060695359,2,0,0,1071644672,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1224,"jewel_slot1961","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060696458,2,0,0,1073741824,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1225,"jewel_slot1963","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060666307,2,0,0,1075838976,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1226,"jewel_slot1964","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060663099,2,0,0,1077936128,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1227,"jewel_slot1966","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060640854,2,0,0,1080033280,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1228,"jewel_slot1967","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060683392,2,0,0,1082130432,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1229,"jewel_slot1968","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060669107,2,0,0,1084227584,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1230,"jewel_slot1969","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1086332696,2,0,0,1088946176,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1231,"jewel_slot1970","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1086371618,2,0,0,1091043328,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1232,"jewel_slot1971","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1086379926,2,0,0,1093140480,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1233,"jewel_slot1972","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060696043,2,0,0,1095237632,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1234,"jewel_slot1974","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1086327227,2,0,0,1097334784,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1235,"jewel_slot1975","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060688751,2,0,0,1099431936,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1236,"jewel_slot1976","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1086357499,2,0,0,1101529088,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1237,"jewel_slot1977","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060660820,2,0,0,1103626240,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1238,"jewel_slot1978","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1060668255,2,0,0,1105723392,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1239,"jewel_slot1979","Art/2DArt/SkillIcons/passives/MasteryBlank.dds",[],0,0,0,0,1086346720,2,0,0,1107820544,2,0,"","","",1,"","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1240,"strength1980","Art/2DArt/SkillIcons/passives/plusstrength.dds",[572],10,0,0,0,-448100997,0,0,0,1110704128,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1241,"strength1981","Art/2DArt/SkillIcons/passives/plusstrength.dds",[572],10,0,0,0,-448072739,0,0,0,1113587712,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1242,"strength1982","Art/2DArt/SkillIcons/passives/plusstrength.dds",[572],10,0,0,0,-448072805,0,0,0,1116471296,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1243,"strength1983","Art/2DArt/SkillIcons/passives/plusstrength.dds",[572],10,0,0,0,-448079167,0,0,0,1119354880,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1244,"strength1984","Art/2DArt/SkillIcons/passives/plusstrength.dds",[572],10,0,0,0,-448123309,0,0,0,1122238464,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1245,"strength1985","Art/2DArt/SkillIcons/passives/plusstrength.dds",[572],10,0,0,0,-448101428,0,0,0,1125122048,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1246,"dexterity1986","Art/2DArt/SkillIcons/passives/plusdexterity.dds",[578],10,0,0,0,-245483564,0,0,0,1128136704,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1247,"dexterity1987","Art/2DArt/SkillIcons/passives/plusdexterity.dds",[578],10,0,0,0,-245459508,0,0,0,1131151360,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1248,"dexterity1988","Art/2DArt/SkillIcons/passives/plusdexterity.dds",[578],10,0,0,0,-245497618,0,0,0,1134166016,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1249,"dexterity1989","Art/2DArt/SkillIcons/passives/plusdexterity.dds",[578],10,0,0,0,-245473360,0,0,0,1137180672,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1250,"dexterity1990_","Art/2DArt/SkillIcons/passives/plusdexterity.dds",[578],10,0,0,0,-245479753,0,0,0,1140326400,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1251,"dexterity1991","Art/2DArt/SkillIcons/passives/plusdexterity.dds",[578],10,0,0,0,-245444643,0,0,0,1143341056,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1252,"intelligence1992","Art/2DArt/SkillIcons/passives/plusintelligence.dds",[575],10,0,0,0,-103377809,0,0,0,1146748928,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1253,"intelligence1993","Art/2DArt/SkillIcons/passives/plusintelligence.dds",[575],10,0,0,0,-103388152,0,0,0,1150156800,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1254,"intelligence1994","Art/2DArt/SkillIcons/passives/plusintelligence.dds",[575],10,0,0,0,-103400691,0,0,0,1153564672,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1255,"intelligence1995","Art/2DArt/SkillIcons/passives/plusintelligence.dds",[575],10,0,0,0,-103386609,0,0,0,1156972544,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1256,"intelligence1996","Art/2DArt/SkillIcons/passives/plusintelligence.dds",[575],10,0,0,0,-103362529,0,0,0,1160380416,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1257,"power_charge_duration1998","Art/2DArt/SkillIcons/passives/chargeint.dds",[426],20,0,0,0,1778019255,0,0,0,1164967936,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1258,"power_charge_duration1999","Art/2DArt/SkillIcons/passives/chargeint.dds",[426],20,0,0,0,1777999982,0,0,0,1169555456,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1259,"power_charge_duration2000","Art/2DArt/SkillIcons/passives/chargeint.dds",[426],20,0,0,0,1777995217,0,0,0,1174142976,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1260,"endurance_charge_duration2001","Art/2DArt/SkillIcons/passives/chargestr.dds",[417],20,0,0,0,803340689,0,0,0,1179254784,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1261,"endurance_charge_duration2002","Art/2DArt/SkillIcons/passives/chargestr.dds",[417],20,0,0,0,803378796,0,0,0,1184366592,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1262,"endurance_charge_duration2003","Art/2DArt/SkillIcons/passives/chargestr.dds",[417],20,0,0,0,803377872,0,0,0,1189478400,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1263,"frenzy_charge_duration2004","Art/2DArt/SkillIcons/passives/chargedex.dds",[420],20,0,0,0,-1649388290,0,0,0,1194196992,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1264,"frenzy_charge_duration2005","Art/2DArt/SkillIcons/passives/chargedex.dds",[420],20,0,0,0,-1649388155,0,0,0,1198915584,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1265,"frenzy_charge_duration2006","Art/2DArt/SkillIcons/passives/chargedex.dds",[420],20,0,0,0,-1649360077,0,0,0,1203634176,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1266,"elemental_damage2007","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[485],6,0,0,0,1690488086,0,0,0,1207566336,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1267,"elemental_damage2008","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[485],6,0,0,0,1690456571,0,0,0,1211498496,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1268,"mana2010","Art/2DArt/SkillIcons/passives/mana.dds",[128],4,0,0,0,681728090,0,0,0,1213857792,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
