"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold"
1501,986,1,1,"grant_micro","","","Adds the Wasteland Warrior Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],388,"","",""
1502,987,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Desert helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],389,"","",""
1503,988,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Desert boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],389,"","",""
1504,989,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Desert gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],389,"","",""
1505,990,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Desert body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],389,"","",""
1506,991,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Desert headwrap.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],389,"","",""
1507,992,1,1,"grant_micro","","","Adds the Desert Veil to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",1,[],[],[],7,"[8,21]",389,"","",""
1508,993,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Desert Veil.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],389,"","",""
1509,994,20,1,"grant_micro","","","Your aura effect becomes the archon effect.",[],"","Aura Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],383,"","",""
1510,995,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, One Hand Axe or One Hand Mace to the Colossus Sword.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",383,"","",""
1511,996,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Raven helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],372,"","",""
1512,997,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Raven boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],372,"","",""
1513,998,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Raven gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],372,"","",""
1514,999,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Raven body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],372,"","",""
1515,1000,1,1,"grant_micro","","","Adds the Raven Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],372,"","",""
1516,1001,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Scarecrow helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],383,"","",""
1517,1002,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a pair of Bolted Hands.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],383,"","",""
1518,1003,1,1,"grant_micro","","","Adds a pair of Bolted Hands to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",383,"","",""
1519,1004,1,1,"grant_micro","","","Adds the Feather Plume Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],372,"","",""
1520,1005,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Pitch Black hood.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],387,"","",""
1521,1006,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Pitch Black boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],387,"","",""
1522,1007,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Pitch Black gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],387,"","",""
1523,1008,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Pitch Black body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],387,"","",""
1524,1009,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a Pitch Black Bandana.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],387,"","",""
1525,1010,1,2,"apply_cosmetic","","","Adds the Pitch Black Bandana Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",1,[],[],[],7,"[8,21]",387,"","",""
1526,1011,1,1,"grant_micro","","","Adds the Grading Frame 1 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],383,"","",""
1527,1012,1,1,"grant_micro","","","Adds the Grading Frame 2 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],383,"","",""
1528,1013,1,1,"grant_micro","","","Adds the Grading Frame 3 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],383,"","",""
1529,1014,1,1,"grant_micro","","","Adds the Grading Frame 4 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],383,"","",""
1530,1015,1,1,"grant_micro","","","Adds the Grading Frame 5 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],383,"","",""
1531,1016,1,1,"grant_micro","","","Adds the Grading Frame 6 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],383,"","",""
1532,1017,1,1,"grant_micro","","","Adds the Grading Frame 7 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],383,"","",""
1533,1018,1,1,"grant_micro","","","Your Scorching Ray becomes a Radiant effect.",[],"","Scorching Ray Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],363,"","",""
1534,1019,20,1,"grant_micro","","","Adds a pair of Holy Eyes to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",385,"","",""
1535,1020,1,1,"grant_micro","","","Attaches the Pure Light Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],385,"","",""
1536,1021,1,1,"grant_micro","","","Adds the Pure Light Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",385,"","",""
1537,1022,1,1,"grant_micro","","","Adds pure light footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],385,"","",""
1538,1023,1,1,"grant_micro","","","Attaches the Ultimate Chaos Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],384,"","",""
1539,1024,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ultimate Chaos Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],384,"","",""
1540,1025,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Ultimate Chaos Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],384,"","",""
1541,1026,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Ultimate Chaos Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],384,"","",""
1542,1027,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Ultimate Chaos Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],384,"","",""
1543,1028,1,1,"grant_micro","","","Adds the Ultimate Chaos Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],384,"","",""
1544,1029,1,1,"grant_micro","","","Adds the Ultimate Chaos Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],384,"","",""
1545,1030,1,1,"grant_micro","","","Adds a pair of Lightning Eyes to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",364,"","",""
1546,1031,1,1,"grant_micro","","","Your Bladefall gains a demonic effect.",[],"","Bladefall Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],352,"","",""
1547,1032,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Harbinger Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],386,"","",""
1548,1033,1,1,"grant_micro","","","Adds the Ultimate Chaos Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",384,"","",""
1549,1034,1,1,"grant_micro","","","Adds Ultimate Chaos Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],384,"","",""
1550,1035,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Fiery Hands.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],344,"","",""
1551,1036,1,1,"grant_micro","","","Adds a pair of Harbinger Eyes to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",386,"","",""
1552,1037,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Harbinger Crown.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],386,"","",""
1553,1038,1,1,"grant_micro","","","Adds the Harbinger Crown to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",386,"","",""
1554,1039,1,1,"grant_micro","","","Attaches the Harbinger Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],386,"","",""
1555,1040,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Mace, Axe or Sword to the Ultimate Chaos Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],384,"","",""
1556,1041,1,1,"grant_micro","","","Adds the Celestial Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],367,"","",""
1557,1042,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Pure Light Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],385,"","",""
1558,1043,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Pure Light Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],385,"","",""
1559,1044,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Pure Light Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],385,"","",""
1560,1045,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Pure Light Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],385,"","",""
1561,1046,1,1,"grant_micro","","","Adds the Pure Light Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],385,"","",""
1562,1047,1,1,"modify_portal_variation","","","This character's portals use the Ultimate Chaos Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],384,"","",""
1563,1048,1,1,"modify_portal_variation","","","This character's portals use the Pure Light Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],385,"","",""
1564,1049,1,1,"grant_micro","","","Adds a pair of Glowing Red Eyes to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",384,"","",""
1565,1050,20,1,"grant_micro","","","Your Herald of Ash, Thunder or Ice becomes a gory effect.",[],"","Herald Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],348,"","",""
1566,1051,1,1,"grant_micro","","","Your Blink or Mirror Arrow becomes infused with a divine glow.",[],"","Blink and Mirror Arrow Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],385,"","",""
1567,1052,1,1,"grant_micro","","","Your Cyclone gains a dark effect.",[],"","Cyclone Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],384,"","",""
1568,1053,1,1,"grant_micro","","","Adds the Dusk Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",383,"","",""
1569,1054,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Stormcaller shield.",[],"","Shield Skin","",[],[],0,"",0,"",0,[],[],[],0,[4],364,"","",""
1570,1055,1,1,"grant_micro","","","Adds the Pure Light Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],385,"","",""
1571,1056,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Harbinger Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],386,"","",""
1572,1057,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Harbinger Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],386,"","",""
1573,1058,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Harbinger Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],386,"","",""
1574,1059,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Harbinger Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],386,"","",""
1575,1060,1,1,"grant_micro","","","Adds the Harbinger Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],386,"","",""
1576,1061,1,1,"grant_micro","","","Changes the appearance of any equipped shield to Arctic shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],354,"","",""
1577,1063,1,1,"grant_micro","","","Attaches the Bone Aura Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],385,"","",""
1578,1062,1,1,"grant_micro","","","Adds the Harbinger Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",386,"","",""
1579,1064,1,1,"grant_micro","","","Attaches the Harbinger Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],386,"","",""
1580,1065,1,1,"grant_micro","","","Adds the Portent Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],386,"","",""
1581,1066,1,1,"grant_micro","","","Adds the Harbinger Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],386,"","",""
1582,1067,1,2,"apply_cosmetic","","","Adds the Blackguard Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],383,"","",""
1583,1068,1,2,"apply_cosmetic","","","Adds the Jaeger Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],383,"","",""
1584,1069,1,2,"apply_cosmetic","","","Adds the Templar Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],383,"","",""
1585,1070,1,2,"apply_cosmetic","","","Bleeding Eyes replace or attach to any equipped helmet or headdress.",[],"","Helmet Skin and Attachment","",[],[],0,"",0,"","",[],[],[],22,"[7,8,21]",397,"","",""
1586,1071,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Steam-powered Skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356,"","",""
1587,1072,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Thorned Skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],402,"","",""
1588,1073,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Rose Skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],402,"","",""
1589,1074,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Snake Skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],372,"","",""
1590,1075,1,2,"apply_cosmetic","","","Adds the Reptilian Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],383,"","",""
1591,1076,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Executioner Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],390,"","",""
1592,1077,1,2,"apply_cosmetic","","","Changes the appearance of any equipped boots to the Executioner Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],390,"","",""
1593,1078,1,2,"apply_cosmetic","","","Changes the appearance of any equipped gloves to the Executioner Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],390,"","",""
1594,1079,1,2,"apply_cosmetic","","","Changes the appearance of any equipped body armour to the Executioner Body.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],390,"","",""
1595,1080,1,2,"apply_cosmetic","","","Attaches the Gore Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],348,"","",""
1596,1081,1,2,"apply_cosmetic","","","An Eye Patch replaces or attaches to any equipped helmet or headdress.",[],"","Helmet Skin and Attachment","",[],[],0,"",0,"",2,[],[],[],22,"[7,8,21]",400,"","",""
1597,1082,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Black Pirate Bandana.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],400,"","",""
1598,1083,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Red Pirate Bandana.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],400,"","",""
1599,1084,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Black Headband.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],400,"","",""
1600,1085,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Red Headband.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],400,"","",""
