"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","DialogueOption2","rid","rid","string","i32","i32","i32","i32","rid","i32"
1084,232,3,"The Ankh of Eternity",[1455],[1452],[],"triggerer.SetQuestFlag(\""a8q6-DeliveredItem\"");  triggerer.FinishNPCChat(); Transition();",1452,5,"",71,[1633],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,77822,0,52,"",0
1085,232,4,"The Ankh of Eternity",[1454],[1452],[],"triggerer.FinishNPCChat(); Transition();",1452,5,"",71,[1633],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,77870,0,52,"",0
1086,232,5,"Tolman",[1452],[1465],[1465],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag(\""a8q6-AfterTolman\"");",1465,5,"",71,[1634],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,78078,0,52,"",0
1087,232,6,"Tolman","[1452,0]",[],[],"triggerer.FinishNPCChat();",71,5,"",71,[1634],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,78126,0,52,"",0
1088,229,0,"Greetings",[],[],[1470],"",1470,3,"",1470,[1635],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,78158,0,52,"",0
1089,229,1,"Clarissa and Tolman",[],[1452],[1471],"","",3,"",1471,[1636],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,78248,0,52,"",0
1090,229,2,"Doedre Darktongue",[1425],[1423],[1472],"",1472,3,"",1472,[1637],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,78350,0,52,"",0
1091,229,3,"Doedre Darktongue",[1423],[1421],[1473],"",1473,5,"",71,[1638],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,78414,0,52,"",0
1092,229,4,"Doedre Reward",[1473],[1421],[1422],"",1422,6,54,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,78492,0,52,"",0
1093,229,5,"The High Gardens","[71,0]",[],[1474],"","",3,"",1474,[1639],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,78592,0,52,"",0
1094,229,6,"The Ankh of Eternity",[1456],[1452],[1475],"","",3,"",1475,[1640],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,78656,0,52,"",0
1095,229,7,"Solaris and Lunaris",[1431],[1426],[1476],"","",3,"",1476,[1641],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,78762,0,52,"",0
1096,229,8,"Solaris and Lunaris",[1426],[],[1477],"",1477,3,"",1477,[1642],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,78810,0,52,"",0
1097,229,9,"The Orbs of Sun and Moon","[1428,0]",[1426],[1478],"","",3,"",1478,[1643],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,78942,0,52,"",0
1098,229,10,"Grigor",[],[],[1479],"","",3,"",1479,[1644],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,78974,0,52,"",0
1099,229,11,"Yugul",[1440],[1438],[1482],"",1482,3,"",1482,[1646],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,79052,0,52,"",0
1100,229,12,"Yugul",[1438],"[1436,0]",[1480],"",1480,5,"",71,[1647],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,79132,0,52,"",0
1101,229,13,"Yugul Reward",[1480],"[1436,0]",[1437],"",1437,6,55,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,79224,0,52,"",0
1102,229,14,"The Wings of Vastiri",[1423],"[1444,0]",[1447],"",1447,5,"",71,[1648],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,79348,0,52,"",0
1103,229,15,"The Wings of Vastiri",[1444],[1441],[1443],"",1443,5,"",71,[1649],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,79412,0,52,"",0
1104,229,16,"The Wings of Vastiri",[1443],[1441],[],"","",5,"",71,[1649],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,79460,0,52,"",0
1105,229,17,"Wings of Vastiri Reward",[1443],[1441],[1442],"",1442,6,56,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,79558,0,52,"",0
1106,229,18,"The Wings of Vastiri",[1441],[],[1483],"","",3,"",1483,[1650],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,79606,0,52,"",0
1107,229,19,"Hector Titucius",[1447],"[1444,0]",[1481],"","",3,"",1481,[1645],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,79720,0,52,"",0
1108,229,20,"Purchase Items",[],[],[],"","",24,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",1,"","",0,79720,0,52,"",0
1109,229,21,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","",0,"","",0,79720,0,52,"",0
1110,230,0,"Solaris and Lunaris",[],[1426],[1431],"",1431,3,"",1431,[1614],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,79768,0,52,"",0
1111,230,1,"The Sun Orb","[1423,0]",[1426],[1484],"",1484,3,"",1484,[1615],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,79874,0,52,"",0
1112,230,2,"The Moon Orb","[1423,0]",[1426],[1485],"",1485,3,"",1485,[1616],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,79982,0,52,"",0
1113,230,3,"The Orbs of Sun and Moon","[1428,0]",[1426],[1486],"","",3,"",1486,[1617],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,80062,0,52,"",0
1114,230,4,"Grigor",[],[],[1487],"","",3,"",1487,[1619],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,80094,0,52,"",0
1115,230,5,"Clarissa and Tolman",[],[1452],[1488],"","",3,"",1488,[1620],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,80142,0,52,"",0
1116,230,6,"Clarissa and Tolman",[1452],[],[1489],"","",3,"",1489,[1621],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,80190,0,52,"",0
1117,230,7,"The Gemling Legion",[1416],"[1461,0]",[1463],"",1463,5,"",71,[1622],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,80310,0,52,"",0
1118,230,8,"The Gemling Legion",[1452],[1461],[1463],"",1463,5,"",71,[1622],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,80374,0,52,"",0
1119,230,9,"The Gemling Legion",[1461],"[1458,0]",[1460],"",1460,5,"",71,[1624],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,80454,0,52,"",0
1120,230,10,"Gemling Legion Reward",[1460],"[1458,0]",[1459],"",1459,6,58,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,80564,0,52,"",0
1121,230,11,"Gemling Legionnaires",[],[],[1490],"","",3,"",1490,[1623],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,80640,0,52,"",0
1122,230,12,"Solaris and Lunaris",[1426],[],[1503],"",1503,3,"",1503,[1618],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,80688,0,52,"",0
1123,230,13,"Gamble for Items",[],[],[],"","",24,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",1,"","",0,80688,0,52,"",0
1124,230,14,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","",0,"","",0,80688,0,52,"",0
1125,234,0,"Doedre Darktongue",[],[1423],[1425],"",1425,5,"",71,[1651],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,80736,0,52,"",0
1126,234,1,"Doedre Darktongue",[1423],[1491],[1491],"",1491,5,"",1491,[1652],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,80800,0,52,"",0
1127,234,2,"Reflection of Terror",[1411],"[1438,0]",[1440],"",1440,5,"",71,[1653],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,80924,0,52,"",0
1128,234,3,"Reflection of Terror",[1443],[1438],[1440],"",1440,5,"",71,[1653],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,80988,0,52,"",0
1129,234,4,"Yugul",[1440],[],[1493],"","",3,"",1493,[1654],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,81036,0,52,"",0
1130,234,5,"Yugul",[1438],[1494],[1494],"",1494,5,"",1494,[1655],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,81100,0,52,"",0
1131,234,6,"The Eternal Sun",[1431],[1426],[1495],"","",3,"",1495,[1656],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,81198,0,52,"",0
1132,234,7,"Solaris",[1495],[],[1496],"","",3,"",1496,[1657],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,81264,0,52,"",0
1133,234,8,"The Eternal Moon",[1431],[1426],[1497],"","",3,"",1497,[1658],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,81364,0,52,"",0
1134,234,9,"Lunaris",[1497],[],[1498],"","",3,"",1498,[1659],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,81430,0,52,"",0
1135,234,10,"Solaris and Lunaris",[1426],[1499],[1499],"",1499,5,"",1499,[1660],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,81494,0,52,"",0
1136,234,11,"Open Pantheon",[1175],[989],[],"","",34,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","","","","",0,81526,0,52,"",0
1137,234,12,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1389,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9499,4,"","","","","",0,81558,0,52,"",0
1138,234,13,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1390,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9500,4,"","","","","",0,81590,0,52,"",0
1139,234,14,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1391,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9501,4,"","","","","",0,81622,0,52,"",0
1140,234,15,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1392,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9502,4,"","","","","",0,81654,0,52,"",0
1141,234,16,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1393,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9503,4,"","","","","",0,81686,0,52,"",0
1142,234,17,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1394,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9504,4,"","","","","",0,81718,0,52,"",0
1143,234,18,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1395,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9505,4,"","","","","",0,81750,0,52,"",0
1144,234,19,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1396,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9506,4,"","","","","",0,81782,0,52,"",0
1145,234,20,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1397,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9507,4,"","","","","",0,81814,0,52,"",0
1146,234,21,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1398,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9508,4,"","","","","",0,81846,0,52,"",0
1147,234,22,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1399,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9509,4,"","","","","",0,81878,0,52,"",0
1148,234,23,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1400,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9510,4,"","","","","",0,81910,0,52,"",0
1149,234,24,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9511,4,"","","","","",0,81942,0,52,"",0
1150,234,25,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1405,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9512,4,"","","","","",0,81974,0,52,"",0
1151,234,26,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1406,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9513,4,"","","","","",0,82006,0,52,"",0
1152,234,27,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1407,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9514,4,"","","","","",0,82038,0,52,"",0
1153,234,28,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1401,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9515,4,"","","","","",0,82070,0,52,"",0
1154,234,29,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1404,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9516,4,"","","","","",0,82102,0,52,"",0
1155,234,30,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9517,4,"","","","","",0,82134,0,52,"",0
1156,234,31,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9518,4,"","","","","",0,82166,0,52,"",0
1157,235,0,"Doedre",[1423],[1491],[1491]," triggerer.FinishNPCChat();",1491,5,"",1491,[1652],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,82246,0,52,"",0
1158,235,1,"Doedre","[1423,0]",[],[]," triggerer.FinishNPCChat();",71,5,"",1491,[1652],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,82294,0,52,"",0
1159,236,0,"Yugul",[1438],[],[1494],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1494,5,"",1494,[1655],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,82342,0,52,"",0
1160,236,1,"Open Pantheon","[1438,0]",[989],[],"","",34,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","","","","",0,82390,0,52,"",0
1161,236,2,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1406,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9513,4,"","","","","",0,82422,0,52,"",0
1162,237,0,"Solaris and Lunaris",[1426],[],[1499],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1499,5,"",1499,[1660],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,82470,0,52,"",0
1163,237,1,"Open Pantheon","[1426,0]",[989],[],"","",34,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","","","","",0,82518,0,52,"",0
1164,240,0,"Read",[],[],[1507],"",71,3,"",1507,[1663],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82550,0,52,"",0
1165,241,0,"Read",[],[],[1506],"",71,3,"",71,[1567],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82582,0,52,"",0
1166,242,0,"Read",[],[],[1505],"",71,3,"",71,[1662],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82614,0,52,"",0
1167,243,0,"Read",[],[],[1508],"",71,3,"",71,[1664],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82646,0,52,"",0
1168,244,0,"Read",[],[],[1509],"",71,3,"",71,[1665],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82678,0,52,"",0
1169,245,0,"Read",[],[],[1510],"",71,3,"",71,[1666],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82710,0,52,"",0
1170,246,0,"Read",[],[],[1511],"",71,3,"",71,[1667],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82742,0,52,"",0
1171,247,0,"Read",[],[],[1512],"",71,3,"",71,[1668],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82774,0,52,"",0
1172,248,0,"Read",[],[],[1795],"",71,3,"",71,[1669],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82806,0,52,"",0
1173,249,0,"Read",[],[],[1796],"",71,3,"",71,[1670],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82838,0,52,"",0
1174,250,0,"Read",[],[],[1797],"",71,3,"",71,[1671],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82870,0,52,"",0
1175,251,0,"Read",[],[],[1786],"",71,3,"",71,[1661],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82902,0,52,"",0
1176,252,0,"Read",[],[],[1794],"",71,3,"",71,[1672],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,82934,0,52,"",0
1177,253,0,"Read",[],[],[],"","",3,"",71,[1673],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,82950,0,52,"",0
1178,254,0,"Read",[],[],[],"","",3,"",71,[1674],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,82966,0,52,"",0
1179,255,0,"Read",[],[],[],"","",3,"",71,[1675],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,82982,0,52,"",0
1180,256,0,"Read",[],[],[1871],"",71,3,"",71,[1676],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83014,0,52,"",0
1181,257,0,"Read",[],[],[1872],"",71,3,"",71,[1677],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83046,0,52,"",0
1182,258,0,"Read",[],[],[1873],"",71,3,"",71,[1678],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83078,0,52,"",0
1183,259,0,"Read",[],[],[1874],"",71,3,"",71,[1679],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83110,0,52,"",0
1184,260,0,"Read",[],[],[1875],"",71,3,"",71,[1680],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83142,0,52,"",0
1185,261,0,"Read",[],[],[],"","",3,"",71,[1681],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,83158,0,52,"",0
1186,262,0,"Read",[],[],[],"","",3,"",71,[1682],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,83174,0,52,"",0
1187,263,0,"Read",[],[],[],"","",3,"",71,[1683],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,83190,0,52,"",0
1188,264,0,"Read",[],[],[],"","",3,"",71,[1684],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,83206,0,52,"",0
1189,265,0,"Read",[],[],[],"","",3,"",71,[1685],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,83222,0,52,"",0
1190,266,0,"Read",[],[],[],"","",3,"",71,[1686],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,83238,0,52,"",0
1191,267,0,"Read",[],[],[],"","",3,"",71,[1687],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,83254,0,52,"",0
1192,268,0,"Read",[],[],[],"","",3,"",71,[1688],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,83270,0,52,"",0
1193,269,0,"Read",[],[],[1789],"",71,3,"",71,[1689],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83302,0,52,"",0
1194,270,0,"Read",[],[],[1790],"",71,3,"",71,[1690],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83334,0,52,"",0
1195,271,0,"Read",[],[],[1791],"",71,3,"",71,[1691],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83366,0,52,"",0
1196,272,0,"Read",[],[],[1792],"",71,3,"",71,[1692],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83398,0,52,"",0
1197,273,0,"Read",[],[],[1793],"",71,3,"",71,[1693],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83430,0,52,"",0
1198,274,0,"Read",[],[],[1798],"",71,3,"",71,[1694],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83462,0,52,"",0
1199,275,0,"Read",[],[],[1799],"",71,3,"",71,[1695],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83494,0,52,"",0
1200,276,0,"Read",[],[],[1800],"",71,3,"",71,[1696],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83526,0,52,"",0
1201,277,0,"Read",[],[],[1801],"",71,3,"",71,[1697],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83558,0,52,"",0
1202,278,0,"Read",[],[],[1802],"",71,3,"",71,[1698],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83590,0,52,"",0
1203,279,0,"Read",[],[],[1803],"",71,3,"",71,[1699],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83622,0,52,"",0
1204,280,0,"Read",[],[],[1804],"",71,3,"",71,[1700],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83654,0,52,"",0
1205,281,0,"Read",[],[],[1805],"",71,3,"",71,[1701],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83686,0,52,"",0
1206,315,0,"Read",[],[],[1865],"",71,3,"",71,[1702],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83718,0,52,"",0
1207,316,0,"Read",[],[],[1866],"",71,3,"",71,[1703],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83750,0,52,"",0
1208,317,0,"Read",[],[],[1867],"",71,3,"",71,[1704],"","",1,[],[],1323,[],1323,"","",4,"","","","","",0,83782,0,52,"",0
1209,282,0,"Greetings",[],[],[1577],"",1577,3,"",1577,[1705],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,83814,0,52,"",0
1210,282,1,"Oyun",[],[1566],[1578],"",1578,3,"",1578,[1706],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,83862,0,52,"",0
1211,282,2,"Kira",[],[1566],[1579],"","",3,"",1579,[1707],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,83910,0,52,"",0
1212,282,3,"Irasha",[],[1595],[1580],"","",3,"",1580,[1708],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,83974,0,52,"",0
1213,282,4,"The Storm Blade",[],"[1573,0]",[1576],"",1576,5,"",71,[1709],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,84072,0,52,"",0
1214,282,5,"The Storm Blade",[1573],[1572],[1572],"",1572,5,"",71,[1710],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,84136,0,52,"",0
1215,282,6,"The Storm Blade",[1572],[1627],[],"","",5,"",71,[1710],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,84184,0,52,"",0
1216,282,7,"Storm Blade Reward",[1572],[1627],[1571],"",1571,6,60,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,84272,0,52,"",0
1217,282,8,"The Old Gods",[],[],[1581],"","",3,"",1581,[1712],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,84304,0,52,"",0
1218,282,9,"Oyun",[1566],[1564],[1582],"","",3,"",1582,[1713],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,84368,0,52,"",0
1219,282,10,"Tasuni","[1564,0]",[1595],[1583],"","",3,"",1583,[1714],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,84448,0,52,"",0
1220,282,11,"Irasha","[1564,0]",[1591],[1583],"","",3,"",1583,[1715],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,84528,0,52,"",0
1221,282,12,"The Beast",[1549],[],[1584],"",1584,3,"",1584,[1716],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,84576,0,52,"",0
1222,282,13,"The Maraketh Calendar",[1572],"[1623,0]",[1626],"",1626,5,"",71,[1717],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,84702,0,52,"",0
1223,282,14,"The Maraketh Calendar",[1531],"[1623,0,0]",[1626],"",1626,5,"",71,[1717],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,84798,0,52,"",0
1224,282,15,"The Maraketh Calendar",[1623],[],[1622],"",1622,5,"",71,[1718],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,84846,0,52,"",0
1225,282,16,"The Maraketh Calendar",[1622],"[1620,0]",[],"","",5,"",71,[1718],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,84910,0,52,"",0
1226,282,17,"Maraketh Calendar Reward",[1622],"[1620,0]",[1621],"",1621,6,61,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,85026,0,52,"",0
