"rownum","Id","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","i32","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool"
819,"mapatziri1_2",[753],4,10,33,1,"[1005,991,990,992,989]","",1,[],[],0,100,[],0,"",0,"",[],1,""
820,"mapatziri1_3",[753],4,10,33,1,"[1005,991,990,992,989]","",1,[],[],0,100,[],0,"",0,"",[],1,""
821,"mapatziri1_4",[753],4,10,33,1,"[1005,991,990,992,989]","",1,[],[],0,100,[],0,"",0,"",[],1,""
822,"mapatziri2_1",[754],4,10,33,1,"[1005,991,990,992,989]","",1,[],[],0,100,[],0,"",0,"",[],1,""
823,"mapatziri2_2",[754],4,10,33,1,"[1005,991,990,992,989]","",1,[],[],0,100,[],0,"",0,"",[],1,""
824,"mapatziri2_3",[754],4,10,33,1,"[1005,991,990,992,989]","",1,[],[],0,100,[],0,"",0,"",[],1,""
825,"mapatziri2_4",[754],4,10,33,1,"[1005,991,990,992,989]","",1,[],[],0,100,[],0,"",0,"",[],1,""
826,"InvasionBoss-AxisCaster",[1499],9,9,100,1,[3305],1,1,[],"[93,94,99,103,104,106,107,108,109,110,111,112,113,114,115,68,69,445]",0,100,[],0,"",0,"",[],1,""
827,"InvasionBoss-AxisExperimenter",[1499],10,10,100,1,[3306],1,1,[],"[93,94,99,103,104,106,107,108,109,110,111,112,113,114,115,68,69,445]",0,100,[],0,"",0,"",[],1,""
828,"InvasionBoss-AxisSoldier",[1499],9,9,100,1,[3307],1,1,[],"[93,94,99,103,104,106,107,108,109,110,111,112,113,114,115,68,69,445]",0,100,[],0,"",0,"",[],1,""
829,"InvasionBoss-BanditMelee",[1499],10,10,100,1,[3314],1,1,[],"[96,101,97,93,92,98,99,102,62,64,65,66,67,445,398]",0,100,[],0,"",0,"",[],1,""
830,"InvasionBoss-BanditBow",[1499],9,9,100,1,[3315],1,1,[],"[96,101,97,93,92,98,99,102,62,64,65,66,67,445]",0,100,[],0,"",0,"",[],1,""
831,"InvasionBoss-Beast",[1499],7,7,100,1,[3317],1,0,[],"[96,101,97,92,100,105,103,104,113,62,64,65,67,445]",0,100,[],0,"",0,"",[],1,""
832,"InvasionBoss-Rhoa",[1499],9,9,100,1,[3318],1,0,[],"[90,92,93,96,97,100,113,62,64,65,66,67,445]",0,100,[],0,"",0,"",[],1,""
833,"InvasionBoss-BloodChieftain",[1499],12,12,100,1,[3319],1,1,[],"[92,96,98,97,100,101,104,113,64,65,445]",0,100,[],0,"",0,"",[],1,""
834,"InvasionBoss-BloodElemental",[1499],9,9,100,1,[3320],1,0,[],"[93,95,99,101,112,63,68,445]",0,100,[],0,"",0,"",[],1,""
835,"InvasionBoss-Monkey",[1499],16,16,100,2,"[3321,3322]",1,1,[],"[92,96,98,99,97,100,101,104,113,64,65,445]",0,100,[],0,"",0,"",[],1,""
836,"InvasionBoss-CannibalMale",[1499],10,10,100,1,[3323],1,1,[],"[90,92,93,91,95,96,62,64,65,66,67,69,445]",0,100,[],0,"",0,"",[],1,""
837,"InvasionBoss-CannibalFemale",[1499],8,8,100,1,[3324],1,1,[],"[90,92,93,91,95,96,62,64,65,66,67,69,445]",0,100,[],0,"",0,"",[],1,""
838,"InvasionBoss-CityStalkerMale",[1499],10,10,100,1,[3325],1,1,[],"[103,104,106,105,107,108,109,110,111,113,114,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
839,"InvasionBoss-CityStalkerFemale",[1499],9,9,100,1,[3326],1,1,[],"[103,104,106,105,107,108,109,110,111,113,114,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
840,"InvasionBoss-DemonFemale",[1499],8,8,100,1,[3327],1,0,[],"[93,99,106,107,111,112,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
841,"InvasionBoss-DemonModular",[1499],10,10,100,1,[3328],1,1,[],"[93,99,106,107,111,112,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
842,"InvasionBoss-DemonFemaleRanged",[1499],7,7,100,1,[3329],1,0,[],"[93,99,106,107,111,112,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
843,"InvasionBoss-FireMonster",[1499],7,7,100,1,[3330],1,0,[],"[90,92,96,98,97,100,106,63,64,67,69,445]",0,100,[],0,"",0,"",[],1,""
844,"InvasionBoss-FlameBearer",[1499],9,9,100,1,[3331],1,1,[],"[93,91,96,98,99,102,109,113,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
845,"InvasionBoss-Fragment",[1499],7,7,100,1,[3332],1,1,[],"[97,100,110,113,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
846,"InvasionBoss-Frog",[1499],10,10,100,1,[3333],1,1,[],"[90,93,95,96,99,97,100,110,113,62,64,65,66,445]",0,100,[],0,"",0,"",[],1,""
847,"InvasionBoss-GemFrog",[1499],8,8,100,1,[3334],1,1,[],"[95,96,100,102,103,104,105,108,110,111,113,114,115,65,66,67,68,445]",0,100,[],0,"",0,"",[],1,""
848,"InvasionBoss-Goatman",[1499],10,10,100,1,[3335],1,0,[],"[90,92,93,91,96,98,97,100,102,103,104,105,109,111,113,62,64,65,67,445]",0,100,[],0,"",0,"",[],1,""
849,"InvasionBoss-GoatmanShaman",[1499],10,10,100,1,[3336],1,1,[],"[90,92,93,91,96,98,97,100,102,103,104,105,109,111,113,62,64,65,67,445]",0,100,[],0,"",0,"",[],1,""
850,"InvasionBoss-Grappler",[1499],8,8,100,1,[3337],1,1,[],"[93,103,104,106,105,107,108,109,110,111,113,114,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
851,"InvasionBoss-GuardianFire",[1499],10,10,100,1,[3338],1,1,[],"[102,103,104,106,105,108,109,111,112,63,68,69,445]",0,100,[],0,"",0,"",[],1,""
852,"InvasionBoss-GuardianLightning",[1499],10,10,100,1,[3339],1,0,[],"[102,103,104,105,108,109,111,112,63,68,69,445]",0,100,[],0,"",0,"",[],1,""
853,"InvasionBoss-GuardianHead",[1499],15,15,100,3,"[3340,3341,3342]",1,0,[],"[102,103,104,105,108,109,111,112,63,68,69,445]",0,100,[],0,"",0,"",[],1,""
854,"InvasionBoss-Iguana",[1499],8,8,100,1,[3343],1,1,[],"[95,96,99,97,100,102,103,104,105,108,111,113,114,115,63,64,68,69,445,398]",0,100,[],0,"",0,"",[],1,""
855,"InvasionBoss-CarrionQueen",[1499],12,12,100,1,[3344],1,1,[],"[90,92,96,97,100,101,102,103,104,105,109,110,111,113,62,63,64,65,66,67,69,445]",0,100,[],0,"",0,"",[],1,""
856,"InvasionBoss-Kiweth",[1499],8,8,100,1,[3345],1,0,[],"[90,92,93,91,95,96,97,100,103,104,105,110,111,113,62,65,66,67,68,69,445]",0,100,[],0,"",0,"",[],1,""
857,"InvasionBoss-Lion",[1499],10,10,100,1,[3347],1,1,[],"[90,92,93,96,97,100,103,104,105,107,111,112,113,62,64,65,67,69,445,398]",0,100,[],0,"",0,"",[],1,""
858,"InvasionBoss-MossMonster",[1499],8,8,100,1,[3348],1,1,[],"[90,92,93,96,97,100,107,113,62,64,65,67,69,445]",0,100,[],0,"",0,"",[],1,""
859,"InvasionBoss-Necromancer",[1499],10,10,100,1,[3349],1,1,[],"[92,93,98,99,106,107,114,62,63,64,66,69,445]",0,100,[],0,"",0,"",[],1,""
860,"InvasionBoss-Pyromaniac",[1499],10,10,100,1,[3350],1,1,[],"[93,98,99,106,107,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
861,"InvasionBoss-RootSpider",[1499],8,8,100,1,[3351],1,0,[],"[90,92,93,96,99,97,100,113,62,65,66,67,445]",0,100,[],0,"",0,"",[],1,""
862,"InvasionBoss-SandSpitter",[1499],10,10,100,1,[3352],1,0,[],"[90,92,93,95,96,103,104,105,110,111,113,62,64,66,67,445]",0,100,[],0,"",0,"",[],1,""
863,"InvasionBoss-SeaWitch",[1499],18,18,100,1,[3353],1,1,[],"[90,93,95,96,97,110,113,62,64,66,445]",0,100,[],0,"",0,"",[],1,""
864,"InvasionBoss-ShieldCrab",[1499],10,10,100,1,[3354],1,1,[],"[90,93,92,95,96,110,113,62,64,66,445]",0,100,[],0,"",0,"",[],1,""
865,"InvasionBoss-SkeletonElemental",[1499],9,9,100,1,[3357],1,1,[],"[90,92,93,91,95,96,98,99,97,100,101,102,103,104,106,105,107,108,109,111,113,114,115,62,63,64,65,66,67,69,445,398]",0,100,[],0,"",0,"",[],1,""
866,"InvasionBoss-SkeletonBow",[1499],9,9,100,1,[3358],1,0,[],"[90,92,93,91,95,96,98,99,97,100,101,102,103,104,106,105,107,108,109,111,113,114,115,62,63,64,65,66,67,69,445]",0,100,[],0,"",0,"",[],1,""
867,"InvasionBoss-SnakeMelee",[1499],8,8,100,1,[3359],1,1,[],"[90,92,93,95,96,97,100,101,102,103,104,106,105,107,110,111,113,65,66,69,445]",0,100,[],0,"",0,"",[],1,""
868,"InvasionBoss-SnakeRanged",[1499],8,8,100,1,[3360],1,0,[],"[90,92,93,95,96,97,100,101,102,103,104,106,105,107,110,111,113,65,66,69,445]",0,100,[],0,"",0,"",[],1,""
869,"InvasionBoss-Spawn",[1499],18,18,100,1,[3361],1,0,[],"[90,93,95,96,110,62,64,66,445]",0,100,[],0,"",0,"",[],1,""
870,"InvasionBoss-Spider",[1499],10,10,100,1,[3362],1,1,[],"[90,92,93,91,95,96,97,100,102,103,104,106,105,107,109,110,111,113,114,115,63,64,65,67,69,445]",0,100,[],0,"",0,"",[],1,""
871,"InvasionBoss-Spiker",[1499],8,8,100,1,[3363],1,1,[],"[90,92,93,95,96,97,100,101,103,104,105,109,111,113,62,63,67,69,65,445]",0,100,[],0,"",0,"",[],1,""
872,"InvasionBoss-Squid",[1499],10,10,100,1,[3364],1,1,[],"[90,95,99,110,113,62,64,66,445]",0,100,[],0,"",0,"",[],1,""
873,"InvasionBoss-Totem",[1499],1,1,100,1,[3365],1,1,[],"[90,92,96,102,62,63,64,65,66,67,68,69,445]",0,100,[],0,"",0,"",[],"",""
874,"InvasionBoss-RhoaUndead",[1499],8,8,100,1,[3366],1,0,[],"[90,92,93,95,96,97,100,103,104,105,111,113,62,64,65,66,67,445]",0,100,[],0,"",0,"",[],1,""
875,"InvasionBoss-Undying",[1499],10,10,100,1,[3367],1,0,[],"[99,103,104,105,107,108,109,110,111,112,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
876,"InvasionBoss-WaterElemental",[1499],9,9,100,1,[3368],1,0,[],"[90,92,93,95,96,99,97,100,109,110,113,62,66,445]",0,100,[],0,"",0,"",[],1,""
877,"InvasionBoss-Zombie",[1499],12,12,100,1,[3370],1,0,[],"[90,92,93,91,95,96,98,99,97,100,101,102,103,104,106,105,107,109,110,111,113,114,115,62,63,64,65,66,67,69,445]",0,100,[],0,"",0,"",[],1,""
878,"InvasionBoss-SkeletonMelee",[1499],8,8,100,1,[3371],1,1,[],"[90,92,93,91,95,96,98,99,97,100,101,102,103,104,106,105,107,108,109,110,111,113,114,115,62,63,64,65,66,67,69,445]",0,100,[],0,"",0,"",[],1,""
879,"InvasionBoss-Construct",[1499],10,10,100,1,[3376],1,0,[],"[97,103,104,63,64,68,445]",0,100,[],0,"",0,"",[],1,""
880,"InvasionBoss-GhostPirate",[1499],10,10,100,1,[3377],1,1,[],"[90,93,91,95,96,109,62,63,64,66,69,445]",0,100,[],0,"",0,"",[],1,""
881,"InvasionBoss-Squid2",[1499],10,10,100,1,[3235],1,1,[],"[90,95,99,110,113,62,64,66,445]",0,100,[],0,"",0,"",[],1,""
882,"InvasionBoss-GoatmanLeap",[1499],10,10,100,1,[3238],1,1,[],"[90,92,93,91,96,98,97,100,102,103,104,105,109,111,113,62,64,65,67,445]",0,100,[],0,"",0,"",[],1,""
883,"InvasionBoss-GhostPirate2",[1499],10,10,100,1,[3241],1,1,[],"[90,93,91,95,96,109,62,63,64,66,69,445]",0,100,[],0,"",0,"",[],1,""
884,"InvasionBoss-DemonModularElements",[1499],10,10,100,1,[3243],1,1,[],"[93,99,106,107,111,112,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
885,"InvasionBoss-GoatmanShaman2",[1499],10,10,100,1,[3246],1,1,"[""GoatmanShamanBossSideArea""]","[90,93,91,95,96,109,62,63,64,66,69,445]",0,100,[],0,"",0,"",[],1,""
886,"InvasionBoss-SkeletonMeleeLarge",[1499],7,7,100,1,[3248],1,1,[],"[90,95,93,96,98,97,100,101,102,103,104,106,105,107,108,109,110,111,113,114,115,62,63,64,65,66,67,69,445,398]",0,100,[],0,"",0,"",[],1,""
887,"InvasionBoss-RootSpider2",[1499],5,5,100,1,[3250],1,1,[],"[90,92,93,96,99,97,100,113,62,65,66,67,445]",0,100,[],0,"",0,"",[],1,""
888,"InvasionBoss-Kiweth2",[1499],7,7,100,1,[3252],1,1,[],"[90,92,93,91,95,96,97,100,103,104,105,110,111,113,62,65,66,67,68,69,445]",0,100,[],0,"",0,"",[],1,""
889,"InvasionBoss-Fragment2",[1499],8,8,100,1,[3254],1,1,[],"[97,100,110,113,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
890,"InvasionBoss-SnakeRobo",[1499],8,8,100,1,[3256],1,1,[],"[90,92,93,95,96,97,100,101,102,103,104,106,105,107,110,111,113,63,64,68,445]",0,100,[],0,"",0,"",[],1,""
891,"InvasionBoss-WhipDemon",[1499],10,10,100,1,[3258],1,1,[],"[93,99,106,107,111,112,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
892,"InvasionBoss-Pyromaniac2",[1499],8,8,100,1,[3260],1,1,[],"[93,98,99,106,107,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
893,"InvasionBoss-MonkeyChief",[1499],16,16,100,1,[3262],1,1,[],"[92,96,98,99,97,100,101,104,113,64,65,445]",0,100,[],0,"",0,"",[],1,""
894,"InvasionBoss-CarrionQueen2",[1499],14,14,100,1,[3265],1,1,[],"[90,92,96,97,100,101,102,103,104,105,109,110,111,113,62,63,64,65,66,67,69,445]",0,100,[],0,"",0,"",[],1,""
895,"InvasionBoss-Totem2",[1499],10,10,100,1,[3267],1,1,[],"[90,92,96,102,62,63,64,65,66,67,68,69,445]",0,100,[],0,"",0,"",[],1,""
896,"InvasionBoss-Spider2",[1499],10,10,100,1,[3269],1,1,[],"[90,92,93,91,95,96,97,100,102,103,104,106,105,107,109,110,111,113,114,115,63,64,65,67,69,445]",0,100,[],0,"",0,"",[],1,""
897,"InvasionBoss-SnakeScorpion",[1499],8,8,100,1,[3271],1,1,[],"[90,92,93,95,96,97,100,101,102,103,104,106,105,107,110,111,113,65,66,69,445]",0,100,[],0,"",0,"",[],1,""
898,"InvasionBoss-Cannibal",[1499],5,5,100,1,[3274],1,1,[],"[90,92,93,91,95,96,62,64,65,66,67,69,445]",0,100,[],0,"",0,"",[],1,""
899,"InvasionBoss-ConstructMelee",[1499],5,5,100,1,[3276],1,1,[],"[97,103,104,63,64,68,445]",0,100,[],0,"",0,"",[],1,""
900,"InvasionBoss-ConstructRanged",[1499],10,10,100,1,[3278],1,1,[],"[97,103,104,63,64,68,445]",0,100,[],0,"",0,"",[],1,""
901,"InvasionBoss-AnimatedArmour",[1499],3,3,100,1,[3280],1,1,[],"[93,91,98,99,100,106,107,108,109,111,114,115,62,63,64,65,66,67,68,69,445]",0,100,[],0,"",0,"",[],1,""
902,"InvasionBoss-Demon1",[1499],10,10,100,1,[3282],1,1,[],"[93,99,106,107,111,112,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
903,"InvasionBoss-Demon2",[1499],10,10,100,1,[3284],1,1,[],"[93,99,106,107,111,112,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
904,"InvasionBoss-Demon3",[1499],8,8,100,1,[3286],1,1,[],"[93,99,106,107,111,112,115,63,64,68,69,445]",0,100,[],0,"",0,"",[],1,""
905,"InvasionBoss-SeaWitch2",[1499],18,18,100,1,[3292],1,1,[],"[90,93,95,96,97,110,113,62,64,66,445]",0,100,[],0,"",0,"",[],1,""
906,"MissionDex-Beast1",[0],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
907,"MissionDex-Beast2",[0],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
908,"MissionDex-Beast3",[0],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
909,"MissionDex-Beast4",[0],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
910,"MissionDex-Beast5",[0],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
911,"MissionDex-Beast6",[0],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
912,"MissionDex-Beast7",[0],7,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
913,"MissionDex-Beast8",[0],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
914,"MissionDex-Beast9",[0],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
915,"MissionDex-Beast10",[0],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
916,"MissionDex-Beast11",[0],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
917,"MissionDex-Beast12",[0],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
918,"MissionDex-Beast13",[0],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
919,"MissionStrDexInt1",[0],7,15,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
920,"MissionStrDexInt2",[0],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
921,"MissionStrDexInt3",[0],8,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
922,"MissionStrDexInt4",[0],8,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
923,"MissionStrDexInt5",[0],6,11,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
924,"MissionStrDexInt6",[0],8,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
925,"MissionStrDexInt7",[0],8,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
926,"MissionStrDexInt8",[0],6,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
927,"MissionStrDexInt9",[0],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
928,"MissionStrDexInt10",[0],7,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
929,"MissionDexIntGuards1",[0],7,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
930,"MissionDexIntGuards2",[0],8,11,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
931,"MissionDexIntGuards3",[0],6,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
932,"MissionStrIntSuicide1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
933,"MissionStrIntInsects1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
934,"MissionStrIntChaining1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
935,"MissionStrIntUndeadNecro1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
936,"MissionStrIntUndead",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
937,"MissionStrIntBandits",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
938,"MissionStrIntCityStalkerNecro1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
939,"MissionStrIntSkeletons1",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
940,"MissionStrIntSkeletons2",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
941,"MissionStrIntDemonFemaleBoss",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
942,"MissionStrIntKiwethBoss",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
943,"MissionStrIntFlameBearerBoss",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
944,"MissionStrIntPyromaniac",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
945,"MissionStrIntDemonModular",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
946,"MissionStrIntSpiders",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
947,"MissionStrIntSeaWitch",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
948,"MissionStrIntAxis",[0],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
949,"Testlings",[0],10,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
950,"WbLightningPack1",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
951,"WbFirePack1",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
952,"WbFirePack2",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
953,"WbFirePack3",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
954,"WbFirePack4",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
955,"WbFirePack5",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
956,"WbFirePack6",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
957,"WbFirePack7",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
958,"WbFirePack8",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
959,"WbFirePack9",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
960,"WbFirePack10",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
961,"WbColdPack1",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
962,"WbColdPack2",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
963,"WbColdPack3",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
964,"WbColdPack4",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
965,"WbColdPack5",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
966,"WbColdPack6",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
967,"WbColdPack1NoLeader",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
968,"WbColdPack2NoLeader",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
969,"WbColdPack3NoLeader",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
970,"WbColdPack4NoLeader",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
971,"WbColdPack5NoLeader",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
972,"WbColdPack6NoLeader",[0],1,1,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
973,"LabyrinthLieutenantPackBull",[0],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
974,"LabyrinthLieutenantPackSkeletonRanged",[0],8,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
975,"LabyrinthLieutenantPackSkeletonMelee",[0],9,14,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
976,"LabyrinthFlameElementalSpawner",[0],9,14,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
977,"LabyrinthCryptTrapPack1",[0],3,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
978,"LabyrinthCryptTrapPack2",[0],3,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
979,"LabyrinthCryptTrapPack3",[0],3,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
980,"LabyrinthDryGardenTrapPack1",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],"",""
981,"LabyrinthDryGardenTrapPack2",[0],3,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
982,"LabyrinthDryGardenTrapPack3",[0],3,5,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
983,"LabyrinthElegantHouseTrapPack1",[0],3,5,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
984,"LabyrinthElegantHouseTrapPack2",[0],3,5,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
985,"LabyrinthElegantHouseTrapPack3",[0],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],"",""
986,"LabyrinthPrisonTrapPack1",[0],3,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
987,"LabyrinthRuinedTempleTrapPack1",[0],3,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
988,"LabyrinthBathhousePack1",[0],3,5,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
989,"TalismanMonkeyPack",[0],10,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
990,"TalismanRhoaPack",[0],6,9,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
991,"TalismanBeastPack",[0],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
992,"TalismanHellonPack",[0],6,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
993,"TalismanSnakePack",[0],5,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
994,"TalismanSpiderPack",[0],7,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
995,"TalismanFrogPack",[0],6,9,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
996,"TalismanIguanaPack",[0],5,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
997,"TalismanKiwethPack",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
998,"TalismanDropbearPack",[0],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
999,"TalismanSquidPack",[0],6,9,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1000,"ProphecyNecromancerAndSkeletons",[0],8,10,100,1,[411],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1001,"ProphecyVerdantKingPack1",[0],9,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1002,"ProphecyVerdantKingPack2",[0],10,13,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1003,"fairgravespack",[0],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
1004,"ProphecyAmbitiousBanditPack1",[0],12,15,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1005,"ProphecyAmbitiousBanditPack2",[0],12,15,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1006,"ProphecyAmbitiousBanditPack3",[0],12,15,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1007,"ProphecyAdditionalPack1",[0],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
1008,"ProphecyAdditionalPack2Fire",[0],7,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
